Time,DNI,DHI,GHI,Temp,Precip,RH,Wind
0.0,0.0,0,0.0,2,0.515,53.85,1.2000000000000002
30.0,0.0,0,0.0,2,0.529,57.82,1.2000000000000002
60.0,0.0,0,0.0,2,0.544,55.97,1.3
90.0,0.0,0,0.0,1,0.552,55.97,1.3
120.0,0.0,0,0.0,1,0.561,53.7,1.3
150.0,0.0,0,0.0,1,0.5640000000000001,53.68,1.3
180.0,0.0,0,0.0,1,0.5670000000000001,51.45,1.3
210.0,0.0,0,0.0,0,0.5720000000000001,55.27,1.3
240.0,0.0,0,0.0,0,0.577,53.23,1.4
270.0,0.0,0,0.0,0,0.587,57.22,1.4
300.0,0.0,0,0.0,0,0.597,55.15,1.5
330.0,0.0,0,0.0,0,0.61,55.17,1.5
360.0,0.0,0,0.0,0,0.624,53.57,1.5
390.0,0.0,0,0.0,0,0.637,53.58,1.3
420.0,52.339722542815444,0,1.3671557045924634,1,0.65,54.93,1.2000000000000002
450.0,-79.22485943411988,28,-27.143989802683954,2,0.662,47.65,1.5
480.0,-27.99154258653175,40,-26.752993350721255,4,0.675,43.02,1.8
510.0,-5.6410227124581525,49,-23.032803935924846,5,0.6880000000000001,40.14,1.8
540.0,-1.0097224991135363,54,-19.695254679419406,7,0.7010000000000001,33.62,1.8
570.0,0.7997604250599579,59,-17.712629033828193,8,0.712,31.42,1.8
600.0,3.6473190778892786,63,-15.356634896842309,10,0.724,30.2,1.8
630.0,2.9605052635951097,66,-14.146746611009064,10,0.732,28.24,1.6
660.0,0.6110214366208311,66,-14.13038593830197,11,0.74,26.29,1.5
690.0,0.10318735691248548,67,-13.978566425958206,12,0.747,26.27,1.3
720.0,-0.9108026743274422,67,-14.020631088412756,13,0.754,24.48,1.2000000000000002
750.0,-0.4325876355859464,66,-13.255795389765467,13,0.765,24.47,1.1
780.0,3.8818801137700802,65,-13.353114495425928,13,0.776,23.08,1.1
810.0,5.522815705587959,63,-14.639837805718855,13,0.792,23.07,1.0
840.0,6.609045284304898,59,-16.066472255057647,13,0.808,23.7,1.0
870.0,5.694229306399507,54,-18.110608231083404,12,0.8260000000000001,25.28,0.8
900.0,-0.12368992611948215,48,-20.495036815301916,11,0.844,39.46,0.7000000000000001
930.0,-19.848026404979464,40,-24.23280304600482,10,0.862,45.05,0.8
960.0,-76.87743817379305,28,-25.554563033718026,9,0.881,38.94,1.0
990.0,50.980098665952944,0,1.3020582764978976,8,0.898,41.66,0.9
1020.0,0.0,0,0.0,8,0.915,38.29,0.9
1050.0,0.0,0,0.0,7,0.927,40.99,0.7000000000000001
1080.0,0.0,0,0.0,7,0.941,40.59,0.5
1110.0,0.0,0,0.0,6,0.943,40.59,0.5
1140.0,0.0,0,0.0,6,0.946,40.27,0.5
1170.0,0.0,0,0.0,6,0.941,43.13,0.4
1200.0,0.0,0,0.0,6,0.937,42.78,0.4
1230.0,0.0,0,0.0,5,0.932,42.78,0.4
1260.0,0.0,0,0.0,5,0.928,42.13,0.5
1290.0,0.0,0,0.0,5,0.922,42.13,0.5
1320.0,0.0,0,0.0,5,0.916,41.38,0.6000000000000001
1350.0,0.0,0,0.0,5,0.907,44.34,0.7000000000000001
1380.0,0.0,0,0.0,5,0.898,43.61,0.8
1410.0,0.0,0,0.0,5,0.884,43.6,0.8
1440.0,0.0,0,0.0,5,0.87,42.94,0.8
1470.0,0.0,0,0.0,4,0.855,42.93,0.8
1500.0,0.0,0,0.0,4,0.841,42.42,0.8
1530.0,0.0,0,0.0,4,0.8250000000000001,42.41,0.8
1560.0,0.0,0,0.0,4,0.809,41.71,0.8
1590.0,0.0,0,0.0,3,0.791,44.71,0.8
1620.0,0.0,0,0.0,3,0.773,44.46,0.8
1650.0,0.0,0,0.0,3,0.757,47.69,0.8
1680.0,0.0,0,0.0,3,0.741,47.45,0.8
1710.0,0.0,0,0.0,2,0.732,47.45,0.8
1740.0,0.0,0,0.0,2,0.724,47.26,0.9
1770.0,0.0,0,0.0,2,0.73,50.74,0.9
1800.0,0.0,0,0.0,2,0.736,50.66,1.0
1830.0,0.0,0,0.0,2,0.769,50.66,0.9
1860.0,51.14306849025369,0,1.30978401590761,2,0.803,51.14,0.8
1890.0,-80.25545879724672,27,-26.401246365464743,3,0.864,47.66,0.7000000000000001
1920.0,-18.242374580691376,40,-23.897800623455737,5,0.925,44.28,0.7000000000000001
1950.0,6.429332613260158,48,-18.974734519977318,6,0.986,41.34,0.5
