Time,RAVEN_sample_ID,DNI_original,DNI_fourier,DNI_nofourier,DNI_zerofilter,DNI_gaussianed,Temp_original,Temp_fourier,Temp_nofourier,Temp_gaussianed
3960.0,0,0.0,0.0,0.0,0.0,-0.322037927457,11.0,5.58798681764,5.41201318236,0.534853951401
3990.0,0,0.0,0.0,0.0,0.0,-0.322037927457,10.0,4.11491408329,5.88508591671,0.600578090188
4020.0,0,0.0,0.0,0.0,0.0,-0.322037927457,10.0,2.54713793276,7.45286206724,0.791443641811
4050.0,0,0.0,0.0,0.0,0.0,-0.322037927457,10.0,0.915061005585,9.08493899441,1.00825303971
4080.0,0,0.0,0.0,0.0,0.0,-0.322037927457,10.0,-0.746016388441,10.7460163884,1.27767669338
4110.0,0,0.0,0.0,0.0,0.0,-0.322037927457,9.0,-2.39700122864,11.3970012286,1.38446645533
4140.0,0,0.0,0.0,0.0,0.0,-0.322037927457,9.0,-3.99640271499,12.996402715,1.70707831438
4170.0,0,0.0,0.0,0.0,0.0,-0.322037927457,8.0,-5.50194383676,13.5019438368,1.83454683556
4200.0,0,0.0,0.0,0.0,0.0,-0.322037927457,8.0,-6.872300567,14.872300567,2.18580406423
4230.0,0,0.0,0.0,0.0,0.0,-0.322037927457,7.0,-8.06886970521,15.0688697052,2.24624738587
4260.0,0,0.0,0.0,0.0,0.0,-0.322037927457,7.0,-9.05746283494,16.0574628349,2.56490955142
4290.0,0,0.0,0.0,0.0,0.0,-0.322037927457,6.0,-9.80982698778,15.8098269878,2.47218354234
4320.0,0,0.0,0.0,0.0,0.0,-0.322037927457,6.0,-10.3049022303,16.3049022303,2.6335836639
4350.0,0,0.0,0.0,0.0,0.0,-0.322037927457,5.0,-10.5297418967,15.5297418967,2.37098311108
4380.0,0,0.0,0.0,0.0,0.0,-0.322037927457,5.0,-10.4800415641,15.4800415641,2.35611217543
4410.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,-10.1602467612,14.1602467612,1.99538739872
4440.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,-9.58323524082,13.5832352408,1.85383676417
4470.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,-8.76959571207,12.7695957121,1.66097320392
4500.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,-7.74654950076,11.7465495008,1.45022029535
4530.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,-6.5465830558,10.5465830558,1.24572212261
4560.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,-5.20587613714,9.20587613714,1.02503504191
4590.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,-3.76262179953,7.76262179953,0.830929726839
4620.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,-2.2553392035,6.2553392035,0.649844691142
4650.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,-0.72127854717,4.72127854717,0.429329663867
4680.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,0.804990822943,3.19500917706,0.155757394805
4710.0,0,0.0,0.0,0.0,0.0,-0.322037927457,5.0,2.29273220379,2.70726779621,0.059388581431
4740.0,0,50.248202204,227.446088755,-177.19788655,-177.19788655,-1.32720520696,6.0,3.71587536254,2.28412463746,-0.0255692509361
4770.0,0,-87.7649508887,0.0,-87.7649508887,0.0,-0.322037927457,8.0,5.05349717204,2.94650282796,0.109271058478
