Time,DNI,Temp,RH
156750,0,10,47.3
156780,0,10,47.21
156810,0,10,50.45
156840,0,10,49.6
156870,0,9,49.59
156900,0,9,48.83
156930,0,9,52.21
156960,0,9,51.38
156990,0,9,51.37
157020,0,9,50.52
157050,0,8,50.51
157080,0,8,50.16
157110,0,8,53.66
157140,0,8,53.94
157170,0,8,53.94
157200,0,8,54.19
157230,0,8,54.2
157260,0,8,54.23
157290,167.3308495,9,50.7
157320,220.5018913,10,40.23
157350,214.82387,11,37.66
157380,195.9644176,13,34.21
157410,173.9544094,14,32.06
157440,158.7554211,15,28.71
157470,142.0824596,15,26.94
157500,134.5124615,16,23.24
157530,122.097582,16,23.24
157560,139.0757971,17,20.69
157590,131.2134291,17,20.68
157620,113.9812114,18,18.93
157650,111.6476282,18,18.92
157680,101.3267156,19,17.32
157710,103.9970871,19,17.32
157740,133.4984631,20,16.88
157770,141.5045781,20,16.87
157800,135.4634273,20,16.41
157830,148.4832136,19,16.41
157860,154.1162049,19,15.96
157890,475.9310753,18,16.98
157920,526.6030343,18,16.7
157950,234.7789476,17,17.78
157980,283.4244049,16,22.47
158010,272.2282441,14,25.52
158040,123.60781,13,33.76
158070,0,12,36.03
158100,0,11,38.55
158130,0,10,41.19
158160,0,10,40.92
158190,0,10,43.74
158220,0,10,43.71
158250,0,9,43.71
158280,0,9,45.66
158310,0,8,48.82
158340,0,8,54.27
158370,0,7,54.26
158400,0,7,55.14
158430,0,6,59.01
158460,0,6,59.15
158490,0,6,59.15
158520,0,6,59.03
158550,0,6,59.02
158580,0,7,59.57
158610,0,7,59.57
158640,0,7,60.22
158670,0,7,60.24
158700,0,7,57.78
158730,147.2518389,9,54.02
158760,104.9263663,11,46.02
158790,481.4892248,12,40.36
158820,321.9521032,14,31.64
158850,376.0832401,15,29.68
158880,80.39537034,17,21.65
158910,179.4220084,18,20.34
158940,584.657099,19,17.8
158970,249.1110011,20,17.8
159000,532.9990456,21,16.28
159030,498.0746335,21,15.31
159060,342.8009214,22,14.4
159090,435.4420037,22,14.39
159120,401.1096332,23,13.78
159150,398.7817524,23,13.77
159180,367.2989341,24,13.89
159210,366.3375765,24,13.88
159240,427.3509461,24,13.06
159270,312.4568362,23,13.86
159300,313.2250509,23,13.78
159330,383.2578347,22,14.63
159360,260.2996576,22,14.49
159390,335.1557592,21,16.36
159420,329.2041835,20,20.13
159450,284.3264149,17,22.8
159480,199.366908,15,31.46
159510,0,14,33.54
159540,0,14,32.09
159570,0,14,32.1
159600,0,14,31.67
159630,0,13,33.77
159660,0,13,37.45
159690,0,12,39.97
159720,0,12,41.58
159750,0,11,41.57
159780,0,11,42.43
159810,0,10,45.31
159840,0,10,45.38
159870,0,9,48.49
159900,0,9,48.25
159930,0,9,51.58
159960,0,9,51.62
159990,0,8,51.61
160020,0,8,52.44
160050,0,8,56.11
160080,0,8,58.78
160110,0,8,58.78
160140,0,8,58.53
160170,65.55392406,10,51.23
160200,113.0211178,12,46.51
160230,111.0024986,14,40.87
160260,101.8578096,16,32.35
160290,87.16213551,17,30.38
160320,74.00212388,19,23.2
160350,63.738029,20,21.81
160380,53.78422156,21,19.63
160410,46.1108548,22,19.62
160440,102.9114245,23,18.1
160470,96.92685296,23,18.09
160500,105.6129736,24,16.7
160530,103.229642,24,16.7
160560,89.88641522,24,15.08
160590,91.56061075,24,15.08
160620,90.09366595,25,14.37
160650,95.16462026,25,14.36
160680,101.231943,25,13.53
160710,111.4228716,24,13.52
160740,121.3244475,24,12.73
160770,138.5718497,23,13.51
160800,145.9773312,23,13.18
160830,167.5006281,22,14.86
160860,180.9205243,21,17.09
160890,183.2758933,19,19.34
160920,111.0857888,17,23.64
160950,0,16,25.18
160980,0,15,29.18
161010,0,14,31.1
161040,0,14,32.28
161070,0,13,34.42
161100,0,13,35.18
161130,0,12,37.54
161160,0,12,37.16
161190,0,11,39.68
161220,0,11,37.96
161250,0,11,40.56
161280,0,11,39.2
161310,0,10,41.91
161340,0,10,42.22
161370,0,9,42.23
161400,0,9,42.77
161430,0,8,45.75
161460,0,8,45.59
161490,0,7,48.79
161520,0,7,46.63
161550,0,7,46.65
161580,0,8,41.45
161610,-14.76142876,9,38.76
161640,17.80051783,10,29.99
161670,26.36926215,10,28.07
161700,18.68407264,11,23.84
161730,12.19248448,12,23.84
161760,5.576570187,13,21.67
161790,0.031164872,14,20.31
161820,-4.10565852,15,19.48
161850,-5.902419674,15,18.27
161880,25.81332614,16,18.38
161910,23.77045211,17,17.26
161940,24.41771626,18,17.38
161970,24.01088185,19,17.37
162000,21.65739657,20,17.2
162030,423.3339974,20,17.2
162060,53.88299813,20,16.86
162090,59.98605763,20,16.85
162120,70.10678044,21,17.31
162150,80.38170387,21,17.31
162180,91.41481298,21,17.65
162210,104.8735968,20,18.77
162240,113.6366439,20,19
162270,129.8144015,19,20.22
162300,437.5749964,18,21.89
162330,265.0800734,16,24.85
162360,138.7350332,14,29.75
162390,0,13,31.75
162420,0,12,34.97
162450,0,12,37.34
162480,0,12,36.89
162510,0,11,36.9
162540,0,11,35.64
162570,0,10,38.07
162600,0,10,36.7
162630,0,10,39.22
162660,0,10,38.25
162690,0,9,38.25
162720,0,9,37.78
162750,0,9,37.78
162780,0,9,37.66
162810,0,9,40.27
162840,0,9,40.71
162870,0,8,40.71
162900,0,8,40.99
162930,0,8,43.87
162960,0,8,44.09
162990,0,8,44.1
163020,16.46931818,9,41.78
163050,30.31255394,10,36.56
163080,70.27821933,12,31.96
163110,71.59482959,14,29.96
163140,60.4333348,16,26.06
163170,50.17563613,16,24.46
163200,45.11957845,17,21.62
163230,37.30204881,18,20.31
163260,34.98796441,19,18.47
163290,30.07161036,19,18.46
163320,102.7051394,20,17.25
163350,98.60579305,20,17.25
163380,88.21549511,21,16.49
163410,87.78605992,21,16.49
163440,76.42290976,22,15.97
163470,79.10224514,22,15.97
163500,59.66726762,23,15.4
163530,65.80223393,23,15.4
163560,63.9758172,23,15.6
163590,73.3337127,23,15.59
163620,76.49655989,23,15.63
163650,88.16354445,22,16.59
163680,87.27817213,22,16.58
163710,100.0979043,21,17.62
163740,110.1691231,20,26.86
163770,101.7422969,18,30.39
163800,42.28867917,17,31.61
163830,0,17,33.67
163860,0,17,30.67
163890,0,16,30.68
163920,0,16,29.98
163950,0,15,31.95
163980,0,15,30.81
164010,0,15,30.81
164040,0,15,29.75
164070,0,14,31.72
164100,0,14,34.53
164130,0,13,36.84
164160,0,12,37.9
164190,0,11,40.47
164220,0,11,43.86
164250,0,10,43.86
164280,0,10,44.56
164310,0,10,44.56
164340,0,10,45.67
164370,0,10,48.81
164400,0,10,49.57
164430,0,10,49.57
164460,22.49961853,10,48.22
164490,173.7866567,12,42.29
164520,219.4671863,14,36.05
164550,206.6842729,16,31.74
164580,198.1079502,18,25.38
164610,174.1129018,19,23.85
164640,160.6319993,21,21.62
164670,143.5513033,21,20.33
164700,136.0655897,22,18.98
164730,124.0333733,23,18.98
164760,166.5872499,24,17.63
164790,159.4332351,24,17.62
164820,162.0066535,25,16.25
164850,159.5555104,25,16.25
164880,160.183285,26,14.88
164910,162.8656842,26,14.87
164940,216.4468086,26,13.59
164970,225.6134913,26,13.58
165000,241.8394083,26,13.08
165030,259.279273,26,13.87
165060,281.5700947,26,13.29
165090,308.4421527,25,13.29
165120,335.9024798,25,12.9
165150,371.3519401,24,14.53
165180,396.7043825,23,25.55
165210,392.2658481,21,28.86
165240,222.7240076,20,28.4
165270,0,19,30.22
165300,0,19,27.35
165330,0,18,27.36
165360,0,18,25.18
165390,0,17,26.8
165420,0,17,25.94
165450,0,17,27.62
165480,0,17,26.95
165510,0,16,26.95
165540,0,16,26.24
165570,0,16,27.96
165600,0,16,26.95
165630,0,15,26.96
165660,0,15,25.9
165690,0,15,25.91
165720,0,15,25.18
165750,0,14,26.84
165780,0,14,29.25
165810,0,13,31.23
165840,0,12,34.39
165870,0,12,34.4
165900,29.74321091,12,36.69
165930,296.6746266,13,32.22
165960,332.3797243,15,28.69
165990,310.642435,16,26.93
166020,251.7101883,18,21.95
166050,222.0055565,20,20.64
166080,182.1146653,22,17.66
166110,162.7795409,23,16.62
166140,133.1277103,24,14.35
166170,120.983293,24,14.35
166200,196.4600401,25,13.13
166230,187.2531349,26,13.13
166260,161.7915322,27,11.94
166290,159.319565,27,11.94
166320,144.93885,28,10.78
166350,147.6246423,28,10.78
166380,169.2219524,28,10.33
166410,177.4201687,28,10.33
166440,182.6979051,28,10
166470,198.2187553,27,10
166500,208.6358179,27,9.76
166530,232.7098737,26,10.34
166560,237.5101186,26,10.22
166590,268.5772918,24,11.5
166620,285.1822105,23,21.96
166650,293.653954,22,24.78
166680,184.0213168,21,23.35
166710,0,20,24.84
166740,0,20,21.97
166770,0,19,23.37
166800,0,19,23.19
166830,0,18,24.68
166860,0,17,24.36
166890,0,16,25.94
166920,0,16,27.48
166950,0,15,29.29
166980,0,14,31.27
167010,0,13,33.37
167040,0,13,33.14
167070,0,12,35.38
167100,0,12,34.84
167130,0,11,34.84
167160,0,11,33.97
167190,0,11,36.29
167220,0,11,35.12
167250,0,10,35.13
167280,0,10,33.95
167310,0,11,33.96
167340,38.16532817,12,31.51
167370,165.9923295,14,27.67
167400,195.0275094,16,23.71
167430,179.4739409,17,20.9
167460,161.2422379,19,18.32
167490,138.8548398,21,17.23
167520,124.5683914,23,14.45
167550,107.987364,24,13.6
167580,99.17481313,26,11.48
167610,87.92178936,26,10.82
167640,124.3238887,27,9.94
167670,116.0658462,27,9.94
167700,107.5704696,28,8.98
167730,105.0785533,28,8.98
167760,100.6899301,29,8.07
167790,102.3794447,29,8.07
167820,180.9930279,30,7.7
167850,189.2226021,30,7.7
167880,195.5516555,30,7.39
167910,211.1525257,29,7.39
167940,223.694125,29,7.1
167970,248.9671525,28,7.51
168000,259.1016304,28,7.43
168030,291.774725,26,8.34
168060,311.6040066,24,18.6
168090,319.9097905,22,20.97
168120,204.1637018,21,22.13
168150,0,20,23.53
168180,0,19,21.41
168210,0,19,22.78
168240,0,19,21.76
168270,0,18,23.16
168300,0,18,22.54
168330,0,17,24.01
168360,0,17,23.4
168390,0,16,23.39
168420,0,16,23.06
168450,0,15,24.57
168480,0,15,24.36
168510,0,14,25.96
168540,0,14,25.76
168570,0,14,27.48
168600,0,14,27.2
168630,0,13,27.2
168660,0,13,27.01
168690,0,12,28.82
168720,0,12,28.54
168750,0,12,28.54
168780,47.68116061,13,27.73
168810,203.7570725,15,24.39
168840,228.4216149,18,21.53
168870,211.1832067,20,19.03
168900,181.7062083,22,13.58
168930,159.6619565,24,12.79
168960,139.9939748,26,10.54
168990,124.1753649,27,9.94
169020,111.2073784,28,8.38
169050,101.8492773,29,8.38
169080,132.1791715,30,7.9
169110,126.87172,30,7.9
169140,123.3438016,31,7.5
169170,121.8328025,31,7.5
169200,124.4368487,31,7.07
169230,127.1304146,31,7.07
169260,174.7603615,31,7
169290,183.0211252,31,7
169320,199.4010048,31,6.9
169350,215.0809477,31,6.9
169380,236.7454078,31,6.78
169410,260.2144294,30,7.18
169440,299.6775499,30,7.54
169470,331.9449936,28,8.46
169500,361.9711431,26,16
169530,362.0364954,24,18
169560,232.1368443,22,21.03
169590,0,21,22.34
169620,0,20,21.93
169650,0,19,23.31
169680,0,19,22.02
169710,0,18,23.42
169740,0,18,22.23
169770,0,17,23.65
169800,0,17,22.41
169830,0,16,23.85
169860,0,16,22.93
169890,0,16,24.42
169920,0,16,24.65
169950,0,15,24.64
169980,0,15,26.12
170010,0,15,27.83
170040,0,15,29.62
170070,0,14,29.62
170100,0,14,31
170130,0,14,33.06
170160,0,14,33.99
170190,0,14,33.98
170220,58.16811513,14,33.35
170250,217.9870609,16,29.36
170280,227.5725337,19,25.8
170310,208.7744467,20,22.8
170340,174.1041309,22,18.92
170370,151.4280754,24,17.81
170400,136.3921939,26,13.95
170430,120.344125,27,13.15
170460,114.2258793,28,11.47
170490,103.7661669,28,10.81
170520,131.02626,29,9.46
170550,122.671104,29,9.45
170580,122.1118614,30,8.07
170610,117.5826373,30,8.07
170640,117.1799268,31,6.46
170670,116.877873,31,6.46
170700,149.524278,31,5.2
170730,495.8160699,31,5.5
170760,104.2462965,31,4.78
170790,170.0043828,30,5.06
170820,163.7900562,29,5.2
170850,188.4521428,28,5.51
170880,211.2384089,28,6.65
170910,244.0888453,27,7.05
170940,263.2849762,26,8.89
170970,278.0371851,24,9.44
171000,191.9288146,23,12
171030,0,22,12.75
171060,0,21,15.44
171090,0,20,17.47
171120,0,19,20.07
171150,0,17,22.77
171180,0,15,27.51
171210,0,13,31.3
171240,0,12,36.68
171270,0,11,39.17
171300,0,11,39.64
171330,0,10,42.34
171360,0,10,40.53
171390,0,10,43.31
171420,0,10,41.66
171450,0,10,41.66
171480,0,10,40.4
171510,0,9,40.4
171540,0,9,39.86
171570,0,9,42.63
171600,0,9,42.01
171630,0,9,42.03
171660,69.47944027,9,37.66
171690,47.70096407,10,35.24
171720,54.49019749,12,27.73
171750,53.25167735,13,26
171780,54.4379582,14,21.61
171810,45.15432866,14,21.62
171840,43.76380721,15,18.49
171870,35.49421336,16,18.5
171900,34.23078095,17,16.82
171930,28.67286263,17,15.8
171960,51.86552161,18,14.59
171990,48.46434298,18,14.59
172020,49.87497947,19,13.41
172050,49.32838055,19,13.41
172080,53.9194837,20,13.09
172110,55.62213968,20,13.09
172140,111.2851007,20,11.96
172170,119.6077671,20,11.96
172200,139.0878734,20,11.57
172230,152.9231922,20,11.57
172260,174.8284602,20,11.17
172290,196.6807316,20,11.87
172320,235.7847405,20,11.51
172350,265.2070289,19,12.25
172380,317.5468572,18,12.67
172410,324.9149718,16,14.37
172440,227.5298851,15,19.96
172470,0,14,21.3
172500,0,14,22.38
172530,0,13,23.89
172560,0,12,26.14
172590,0,11,27.91
172620,0,11,30.43
172650,0,10,32.52
172680,0,9,33.08
172710,0,8,35.37
172740,0,8,34.82
172770,0,7,37.26
172800,0,7,36.2
172830,0,7,38.76
172860,0,7,37.72
172890,0,6,37.73
172920,0,6,36.81
172950,0,6,36.82
172980,0,6,36.19
173010,0,6,38.78
173040,0,6,38.79
173070,0,6,36.23
173100,39.45689817,7,35.72
173130,127.9175768,9,31.23
173160,159.1839965,12,28.32
173190,147.6187215,13,26.53
173220,146.7095637,14,25.7
173250,128.84181,15,24.11
173280,125.109552,16,24.03
173310,111.6261863,17,22.57
173340,107.2225398,18,22.32
173370,97.56976248,19,20.97
173400,151.6973191,20,20.34
173430,145.2517776,21,19.13
173460,134.6334836,22,18.24
173490,132.0703524,23,18.23
173520,124.6558368,24,17.11
173550,126.3635328,24,16.11
173580,110.0431522,25,14.98
173610,116.3965473,25,14.97
173640,123.926079,25,14.44
173670,135.8377384,25,14.44
173700,145.8610123,25,13.81
173730,163.9006385,25,14.66
173760,180.3170836,25,14.08
173790,204.300301,23,14.94
173820,220.7581438,22,20.49
173850,230.672981,21,23.14
173880,164.9323524,20,24.52
173910,0,19,24.53
173940,0,19,21.83
173970,0,18,23.23
174000,0,18,22.56
174030,0,18,24.02
174060,0,18,23.84
174090,0,17,23.85
174120,0,17,23.91
174150,0,16,25.46
174180,0,16,26.78
174210,0,15,28.55
174240,0,14,28.91
174270,0,13,30.83
174300,0,13,30.69
174330,0,12,32.75
174360,0,12,32.76
174390,0,11,34.98
174420,0,11,35.09
174450,0,11,37.49
174480,0,11,37.86
174510,0,11,37.87
174540,50.94118616,12,37.9
174570,141.655567,14,33.27
174600,154.6628032,16,27.58
174630,141.8792156,18,25.9
174660,119.9207432,20,21.36
174690,103.4915749,21,20.09
174720,88.43014413,22,17.26
174750,76.74058639,23,16.25
174780,66.20160302,24,15.08
174810,57.45725809,25,15.08
174840,80.52201023,26,13.92
174870,76.03374508,26,13.92
174900,72.38769846,27,12.81
174930,70.80887128,27,12.81
174960,71.38930224,27,11.79
174990,73.10236988,27,11.79
175020,113.7987549,28,10.77
175050,121.1827417,28,10.77
175080,127.7612578,28,10.42
175110,139.7483862,28,11.03
175140,151.8881088,28,10.74
175170,170.1123123,27,10.74
175200,176.8359858,27,10.55
175230,201.3694307,26,11.18
175260,225.9202085,25,17.39
175290,239.3143621,23,19.59
175320,183.1303615,22,19.48
175350,0,21,20.7
175380,0,21,19.05
175410,0,20,20.25
175440,0,20,19.73
175470,0,19,20.98
175500,0,19,20.5
175530,0,19,21.81
175560,0,19,20.93
175590,0,19,20.93
175620,0,19,20.1
175650,0,19,20.1
175680,0,19,19.78
175710,0,18,21.05
175740,0,17,21.24
175770,0,16,22.62
175800,0,16,24.57
175830,0,15,26.19
175860,0,14,27.04
175890,0,13,28.85
175920,0,13,31.66
175950,0,13,31.67
175980,67.77966375,14,32.22
176010,173.9332982,16,28.35
176040,181.9350033,18,23.79
176070,166.0366202,20,22.36
176100,140.0732188,22,17.99
176130,121.1046427,24,15.94
176160,104.7262787,26,13.26
176190,91.83794354,27,12.5
176220,80.16840933,28,11.28
176250,71.3357348,28,10.65
176280,171.3399483,29,9.86
176310,163.8105791,29,9.86
176340,156.1379463,30,9.21
176370,154.5442533,30,9.21
176400,150.1201946,31,8.61
176430,152.8389676,31,8.61
176460,89.55223105,31,8.56
176490,94.96668206,31,8.55
176520,101.5937558,31,8.53
176550,111.6555033,31,8.52
176580,122.9101501,31,8.49
176610,139.3162082,30,8.98
176640,162.3420045,30,8.99
176670,185.4152007,29,9.52
176700,385.0344389,28,15.33
176730,469.8422866,26,17.21
176760,299.1197148,25,17.49
176790,0,24,18.56
176820,0,24,18.03
176850,0,23,18.03
176880,0,23,17.36
176910,0,22,18.43
176940,0,22,17.67
176970,0,22,18.77
177000,0,22,18.17
177030,0,21,18.17
177060,0,21,17.6
177090,0,21,17.6
177120,0,21,17.18
177150,0,21,18.26
177180,0,21,17.87
177210,0,20,17.86
177240,0,20,17.56
177270,0,19,18.68
177300,0,19,18.95
177330,0,19,20.16
177360,0,19,19.95
177390,0,19,19.96
177420,80.83149384,19,21.57
177450,195.7687087,20,20.28
177480,199.0085296,22,21.34
177510,182.094233,23,18.92
177540,152.1686443,25,13
177570,133.6819987,27,12.26
177600,112.998632,29,10.49
177630,99.91877571,30,9.9
177660,85.12338922,31,9.13
177690,77.20557216,31,8.63
177720,110.1514821,32,8.04
177750,104.5826098,32,8.03
177780,95.88454661,33,7.54
177810,94.27681267,33,7.54
177840,90.84882681,34,7.11
177870,92.57364142,34,7.1
177900,147.3039022,34,7.06
177930,154.7486999,34,7.05
177960,160.4239198,34,6.97
177990,173.5594585,34,7.36
178020,185.9275392,34,7.27
178050,206.512785,33,7.26
178080,217.8357026,33,7.21
178110,245.4384006,31,8.07
178140,263.1022275,30,13.1
178170,276.2599238,28,15.57
178200,205.8976508,26,18.02
178230,0,25,19.12
178260,0,24,18.77
178290,0,23,19.94
178320,0,22,19.16
178350,0,21,20.36
178380,0,21,19.53
178410,0,20,20.76
178440,0,20,19.9
178470,0,19,21.16
178500,0,19,20.28
178530,0,18,21.57
178560,0,18,20.91
178590,0,17,22.26
178620,0,17,22.3
178650,0,17,22.3
178680,0,17,22.96
178710,0,17,22.96
178740,0,17,23.77
178770,0,17,23.77
178800,0,17,24.46
178830,0,17,24.47
178860,66.97058638,18,25.1
178890,160.1792252,20,22.19
178920,161.8908936,23,20.69
178950,149.055201,25,18.36
178980,116.2086112,27,14.55
179010,101.2245978,28,12.96
179040,81.24786308,30,11.06
179070,70.98358995,31,10.45
179100,58.06696568,32,9.74
179130,51.06714407,32,9.74
179160,56.95695592,33,9.28
179190,53.3501638,33,9.28
179220,45.62781552,34,8.85
179250,45.00686058,34,8.85
179280,40.57550935,35,8.83
179310,42.30670444,35,8.83
179340,64.0540877,35,8.7
179370,69.52912464,34,8.7
179400,77.2520941,34,8.49
179430,86.46061843,34,8.97
179460,100.9406766,34,8.73
179490,114.7024989,33,9.23
179520,151.3176389,33,9.01
179550,170.439813,32,9.53
179580,202.1249473,31,10.18
179610,209.5703936,28,12.1
179640,170.4625869,26,15.1
179670,0,25,16.03
179700,0,24,16.38
179730,0,23,17.4
179760,0,23,16.4
179790,0,22,17.42
179820,0,22,16.97
179850,0,21,18.04
179880,0,21,18.39
179910,0,20,19.56
179940,0,19,20.47
179970,0,18,21.77
180000,0,18,22.52
180030,0,17,23.97
180060,0,17,24.24
180090,0,17,25.81
180120,0,17,25.7
180150,0,16,25.7
180180,0,16,25.38
180210,0,15,27.04
180240,0,15,26.64
180270,0,16,25.01
180300,50.08683089,17,24.13
180330,133.1816943,19,21.32
180360,132.5892108,22,17.44
180390,122.9225292,24,15.46
180420,100.1946512,26,11.69
180450,86.73336557,27,11.02
180480,72.4746142,28,10.24
180510,62.03288264,28,9.67
180540,53.99955404,29,9.44
180570,46.92081841,29,9.44
180600,83.75670905,30,9.15
180630,78.1135629,30,9.15
180660,71.36806492,31,8.7
180690,69.73470403,31,8.69
180720,64.3005482,32,8.57
180750,66.03846516,32,8.56
180780,100.8031018,32,7.81
180810,106.3082801,32,8.26
180840,113.0786169,32,7.9
180870,124.3593423,31,7.9
180900,133.9499536,31,7.62
180930,150.8857943,30,8.06
180960,167.7883556,30,7.88
180990,190.4201936,29,8.34
181020,210.1039194,28,9.04
181050,222.776704,26,10.77
181080,174.8138456,24,14.01
181110,12.80881561,22,14.88
181140,0,21,16.33
181170,0,21,17.36
181200,0,21,16.59
181230,0,20,17.65
181260,0,20,16.82
181290,0,19,17.9
181320,0,18,17.3
181350,0,17,18.42
181380,0,17,19.37
181410,0,16,20.64
181440,0,16,20.86
181470,0,15,22.24
181500,0,15,22.65
181530,0,14,22.65
181560,0,14,23.18
181590,0,13,24.73
181620,0,13,25.27
181650,0,12,26.96
181680,0,12,27.2
181710,0,13,27.21
181740,1.086103451,14,26.26
181770,53.79232814,16,23.11
181800,76.11022012,18,17.55
181830,69.69908709,20,16.5
181860,64.12823922,22,11.77
181890,53.20919908,23,11.08
181920,49.67951132,24,9.36
181950,41.06713934,25,9.36
181980,37.92156159,26,9.35
182010,32.76695648,26,8.81
182040,78.55107485,27,8.6
182070,337.8731235,27,8.6
182100,68.10560116,28,7.95
182130,66.46064423,28,7.95
182160,57.02424326,29,7.17
182190,149.7692254,29,7.17
182220,164.5512512,30,6.88
182250,101.0864815,29,6.87
182280,96.90381612,29,6.81
182310,109.2559769,29,7.21
182340,106.9557458,29,7.24
182370,123.0630941,28,7.67
182400,125.2483649,28,7.71
182430,145.3802509,27,8.17
182460,143.0403807,26,8.36
182490,150.8816909,23,9.98
182520,87.9513992,21,13.02
182550,16.09506808,20,14.72
182580,0,19,16.58
182610,0,18,17.65
182640,0,18,17.79
182670,0,17,18.95
182700,0,17,18.84
182730,0,16,20.07
182760,0,16,19.95
182790,0,15,19.95
182820,0,15,19.97
182850,0,15,21.28
182880,0,15,21.35
182910,0,14,21.35
182940,0,14,21.35
182970,0,14,22.77
183000,0,14,22.75
183030,0,13,22.75
183060,0,13,22.71
183090,0,13,22.71
183120,0,13,22.76
183150,0,14,22.77
183180,171.8894822,15,22.79
183210,222.0266711,17,20.07
183240,670.4603036,19,16.09
183270,439.3876151,20,15.13
183300,629.0107953,22,12.56
183330,899.6529682,23,11.83
183360,903.8631645,24,11.57
183390,913.086835,25,11.57
183420,936.8333876,26,11.79
183450,863.6059127,26,11.78
183480,832.3403804,27,11.85
183510,830.6291556,27,11.17
183540,611.8407242,28,11
183570,355.1849756,28,10.99
183600,288.746887,29,10.76
183630,286.4992784,29,10.76
183660,289.2988332,30,10.43
183690,282.8640327,30,10.43
183720,292.7280059,30,10.53
183750,262.1508518,30,10.53
183780,89.95840681,30,10.51
183810,101.2347924,29,11.12
183840,106.698138,29,11.1
183870,120.3206317,28,11.76
183900,126.9354603,27,12.7
183930,125.8879764,25,15.15
183960,84.87566651,23,19.53
183990,19.92010198,22,20.75
184020,0,21,22.04
184050,0,20,23.44
184080,0,20,23.1
184110,0,19,24.57
184140,0,19,24.18
184170,0,18,25.73
184200,0,18,25.12
184230,0,17,25.12
184260,0,17,24
184290,0,16,25.56
184320,0,16,24.39
184350,0,15,25.98
184380,0,15,25.29
184410,0,15,26.96
184440,0,15,26.75
184470,0,14,26.75
184500,0,14,26.8
184530,0,14,28.58
184560,0,14,28.69
184590,0,14,26.9
184620,28.43202014,15,26.28
184650,90.89959767,17,23.16
184680,104.6455132,20,19.6
184710,95.99073549,21,17.34
184740,83.84369033,23,13.44
184770,70.06551862,24,12.67
184800,61.0261701,26,10.72
184830,51.09243534,27,10.72
184860,43.73542416,28,10.18
184890,37.43803547,28,9.61
184920,43.1249468,29,9.06
184950,38.38196348,29,9.05
184980,32.57372736,30,8.45
185010,30.90798542,30,8.44
185040,29.46876365,31,7.76
185070,30.2289085,31,7.76
185100,60.046134,32,7.36
185130,63.64122475,31,7.36
185160,69.55148513,31,6.84
185190,77.04427774,31,7.24
185220,86.95826597,31,6.66
185250,100.4012508,30,7.05
185280,120.1381004,30,6.51
185310,139.2419129,29,6.89
185340,162.7901681,28,7.14
185370,174.797951,25,8.52
185400,146.587374,22,11.57
185430,24.30090669,21,13.06
185460,0,20,14.15
185490,0,19,15.06
185520,0,19,15.02
185550,0,18,15.99
185580,0,18,16.89
185610,0,17,16.89
185640,0,17,19.02
185670,0,16,20.25
185700,0,16,22.59
185730,0,15,24.06
185760,0,15,25.85
185790,0,15,27.55
185820,0,15,27.95
185850,0,14,27.95
185880,0,14,27.24
185910,0,14,27.24
185940,0,14,26.07
185970,0,14,27.81
186000,0,14,26.58
186030,0,14,24.92
186060,196.6613237,15,23.35
186090,382.42534,17,20.59
186120,100.6716057,19,17.26
186150,97.5109685,21,15.27
186180,79.6282549,24,10.06
186210,64.44767763,25,9.47
186240,51.1691145,27,7.47
186270,40.08439983,28,7.04
186300,29.62805852,29,6.44
186330,22.26366838,29,6.08
186360,33.9050905,30,5.54
186390,29.13184587,31,5.54
186420,25.30489839,32,4.83
186450,23.62995423,32,4.83
186480,22.19014994,32,4.2
186510,23.95839066,32,4.2
186540,27.7934293,33,3.87
186570,31.41833578,33,3.87
186600,36.37453651,33,3.61
186630,43.93654524,32,3.82
186660,50.95562687,32,3.6
186690,62.56279668,31,3.81
186720,72.56863,31,3.65
186750,89.14460011,29,3.87
186780,97.6053951,28,4.48
186810,105.6137769,25,5.34
186840,73.08747136,23,9.01
186870,29.24261812,22,9.58
186900,0,21,10.22
186930,0,20,10.87
186960,0,20,10.97
186990,0,19,11.67
187020,0,18,11.78
187050,0,17,12.54
187080,0,17,12.96
187110,0,16,13.8
187140,0,16,15.37
187170,0,15,16.37
187200,0,15,18.57
187230,0,15,19.78
187260,0,15,21.87
187290,0,14,23.32
187320,0,14,25
187350,0,13,24.99
187380,0,13,26.02
187410,0,13,27.76
187440,0,13,28.49
187470,0,14,26.7
187500,-8.46391548,15,24.17
187530,42.61753278,17,22.68
187560,57.54408145,19,20.57
187590,52.95075031,20,19.34
187620,135.3657893,22,17.03
187650,36.80026051,23,16.03
187680,31.29257876,24,13.24
187710,38.06318483,25,13.24
187740,416.5116754,26,11.79
187770,129.0831526,26,11.12
187800,141.6811248,27,10.36
187830,176.8790978,27,10.36
187860,230.0345201,28,9.85
187890,348.3511568,28,9.84
187920,46.91131534,29,9.26
187950,46.68799134,29,9.25
187980,81.5409842,29,9.3
188010,86.19563113,29,9.29
188040,104.1974272,29,10.08
188070,115.8279253,28,10.67
188100,130.9507678,27,12.76
188130,146.7197238,26,13.53
188160,158.9900583,25,14.85
188190,179.0291301,23,16.73
188220,179.3819176,22,16.05
188250,191.3373999,20,18.13
188280,139.3770783,19,15.7
188310,34.73853351,18,16.71
188340,0,17,14.72
188370,0,16,15.69
188400,0,16,16.97
188430,0,15,18.1
188460,0,14,21.22
188490,0,13,22.64
188520,0,13,25.66
