Hours since 00:00 Jan 1,,Hourly Data: Field collector cosine efficiency
4727.5,2363.5,0
4728.5,2364,0
4729.5,2364.5,0
4730.5,2365,0
4731.5,2365.5,0
4732.5,2366,0
4733.5,2366.5,0
4734.5,2367,0
4735.5,2367.5,0.984399
4736.5,2368,0
4737.5,2368.5,0.998376
4738.5,2369,0.990094
4739.5,2369.5,0.980674
4740.5,2370,0.977197
4741.5,2370.5,0.980047
4742.5,2371,0.988635
4743.5,2371.5,0.997493
4744.5,2372,0.999418
4745.5,2372.5,0.98758
4746.5,2373,0.957631
4747.5,2373.5,1
4748.5,2374,1
4749.5,2374.5,1
4750.5,2375,0
4751.5,2375.5,0
4752.5,2376,0
4753.5,2376.5,0
4754.5,2377,0
4755.5,2377.5,0
4756.5,2378,0
4757.5,2378.5,0
4758.5,2379,0.952492
4759.5,2379.5,0.984852
4760.5,2380,0.998828
4761.5,2380.5,0.998218
4762.5,2381,0.989686
4763.5,2381.5,0.980534
4764.5,2382,0.976538
4765.5,2382.5,0.979439
4766.5,2383,0.988174
4767.5,2383.5,0.997278
4768.5,2384,0.999512
4769.5,2384.5,0.988015
4770.5,2385,0.958422
4771.5,2385.5,0
4772.5,2386,0
4773.5,2386.5,0
4774.5,2387,0
4775.5,2387.5,0
4776.5,2388,0
4777.5,2388.5,0
4778.5,2389,0
4779.5,2389.5,0
4780.5,2390,0
4781.5,2390.5,0
4782.5,2391,0.953236
4783.5,2391.5,0.985271
4784.5,2392,0.998953
4785.5,2392.5,0.998046
4786.5,2393,0.989253
4787.5,2393.5,0.979912
4788.5,2394,0.975847
4789.5,2394.5,0.978801
4790.5,2395,0.987691
4791.5,2395.5,0.997048
4792.5,2396,0.9996
4793.5,2396.5,0.988453
4794.5,2397,0.959223
4795.5,2397.5,1
4796.5,2398,1
4797.5,2398.5,0
4798.5,2399,0
4799.5,2399.5,0
4800.5,2400,0
4801.5,2400.5,0
4802.5,2401,0
4803.5,2401.5,0
4804.5,2402,0
4805.5,2402.5,0
4806.5,2403,0.954006
4807.5,2403.5,0.985696
4808.5,2404,0.999074
4809.5,2404.5,0.997859
4810.5,2405,0.988795
4811.5,2405.5,0.978632
4812.5,2406,0.975121
4813.5,2406.5,0.978133
4814.5,2407,0.987184
4815.5,2407.5,0.996803
4816.5,2408,0.999681
4817.5,2408.5,0.988893
4818.5,2409,0.960034
4819.5,2409.5,1
4820.5,2410,1
4821.5,2410.5,1
4822.5,2411,0
4823.5,2411.5,0
4824.5,2412,0
4825.5,2412.5,0
4826.5,2413,0
4827.5,2413.5,0
4828.5,2414,0
4829.5,2414.5,0
4830.5,2415,0.9548
4831.5,2415.5,0.986181
4832.5,2416,0.999194
4833.5,2416.5,0.997657
4834.5,2417,0.988311
4835.5,2417.5,0.978575
4836.5,2418,0.974361
4837.5,2418.5,0.977434
4838.5,2419,0.986652
4839.5,2419.5,0.996541
4840.5,2420,0.999755
4841.5,2420.5,0.989334
4842.5,2421,0.960855
4843.5,2421.5,1
4844.5,2422,1
4845.5,2422.5,1
4846.5,2423,0
4847.5,2423.5,0
4848.5,2424,0
4849.5,2424.5,0
4850.5,2425,0
4851.5,2425.5,0
4852.5,2426,0
4853.5,2426.5,0
4854.5,2427,0.955617
4855.5,2427.5,0.986616
4856.5,2428,0.999308
4857.5,2428.5,0.997437
4858.5,2429,0.987766
4859.5,2429.5,0.977856
4860.5,2430,0.973565
4861.5,2430.5,0.976704
4862.5,2431,0.986096
4863.5,2431.5,0.996262
4864.5,2432,0.99982
4865.5,2432.5,0.989774
4866.5,2433,0.961683
4867.5,2433.5,1
4868.5,2434,1
4869.5,2434.5,0
4870.5,2435,0
4871.5,2435.5,0
4872.5,2436,0
4873.5,2436.5,0
4874.5,2437,0
4875.5,2437.5,0
4876.5,2438,0
4877.5,2438.5,0
4878.5,2439,0.956456
4879.5,2439.5,0.987089
4880.5,2440,0.999417
4881.5,2440.5,0.997189
4882.5,2441,0.987262
4883.5,2441.5,0.977103
4884.5,2442,0.972733
4885.5,2442.5,0.975942
4886.5,2443,0.985515
4887.5,2443.5,0.995967
4888.5,2444,0.999876
4889.5,2444.5,0.990214
4890.5,2445,0.962518
4891.5,2445.5,1
4892.5,2446,1
4893.5,2446.5,1
4894.5,2447,0
4895.5,2447.5,0
4896.5,2448,0
4897.5,2448.5,0
4898.5,2449,0
4899.5,2449.5,0
4900.5,2450,0
4901.5,2450.5,0
4902.5,2451,0.957317
4903.5,2451.5,0.98757
4904.5,2452,0.999521
4905.5,2452.5,0
4906.5,2453,0
4907.5,2453.5,0.976315
4908.5,2454,0.971863
4909.5,2454.5,0.974302
4910.5,2455,0.984907
4911.5,2455.5,0.995653
4912.5,2456,0.999922
4913.5,2456.5,0.990653
4914.5,2457,0.963359
4915.5,2457.5,1
4916.5,2458,1
4917.5,2458.5,1
4918.5,2459,0
4919.5,2459.5,0
4920.5,2460,0
4921.5,2460.5,0
4922.5,2461,0
4923.5,2461.5,0
4924.5,2462,0
4925.5,2462.5,0
4926.5,2463,0.958198
4927.5,2463.5,0.988085
4928.5,2464,0.999617
4929.5,2464.5,0.996668
4930.5,2465,0.986098
4931.5,2465.5,0.975491
4932.5,2466,0.970956
4933.5,2466.5,0.974318
4934.5,2467,0.984273
4935.5,2467.5,0.99532
4936.5,2468,0.999959
4937.5,2468.5,0.991089
4938.5,2469,0.964206
4939.5,2469.5,1
4940.5,2470,1
4941.5,2470.5,1
4942.5,2471,0
4943.5,2471.5,0
4944.5,2472,0
4945.5,2472.5,0
4946.5,2473,0
4947.5,2473.5,0
4948.5,2474,0
4949.5,2474.5,0
4950.5,2475,0.959098
4951.5,2475.5,0.988567
4952.5,2476,0.999705
4953.5,2476.5,0.996371
4954.5,2477,0.985471
4955.5,2477.5,0.97463
4956.5,2478,0.97001
4957.5,2478.5,0.973455
4958.5,2479,0.983612
4959.5,2479.5,0.994968
4960.5,2480,0.999984
4961.5,2480.5,0.991522
4962.5,2481,0.965056
4963.5,2481.5,1
4964.5,2482,1
4965.5,2482.5,1
4966.5,2483,0
4967.5,2483.5,0
4968.5,2484,0
4969.5,2484.5,0
4970.5,2485,0
4971.5,2485.5,0
4972.5,2486,0
4973.5,2486.5,0
4974.5,2487,0.960016
4975.5,2487.5,0.989081
4976.5,2488,0.999783
4977.5,2488.5,0.996053
4978.5,2489,0.984812
4979.5,2489.5,0.973731
4980.5,2490,0.969024
4981.5,2490.5,0.972558
4982.5,2491,0.982923
4983.5,2491.5,0.994597
4984.5,2492,0.999998
4985.5,2492.5,0.991951
4986.5,2493,0.96591
4987.5,2493.5,1
4988.5,2494,0
4989.5,2494.5,0
4990.5,2495,0
4991.5,2495.5,0
4992.5,2496,0
4993.5,2496.5,0
4994.5,2497,0
4995.5,2497.5,0
4996.5,2498,0
4997.5,2498.5,0
4998.5,2499,0.960951
4999.5,2499.5,0.989552
5000.5,2500,0
5001.5,2500.5,0.995712
5002.5,2501,0.98412
5003.5,2501.5,0.972062
5004.5,2502,0.967997
5005.5,2502.5,0.971624
5006.5,2503,0.982206
5007.5,2503.5,0.994205
5008.5,2504,0.999999
5009.5,2504.5,0.992376
5010.5,2505,0.966767
5011.5,2505.5,1
5012.5,2506,1
5013.5,2506.5,1
5014.5,2507,0
5015.5,2507.5,0
5016.5,2508,0
5017.5,2508.5,0
5018.5,2509,0
5019.5,2509.5,0
5020.5,2510,0
5021.5,2510.5,0
5022.5,2511,0.961902
5023.5,2511.5,0.990056
5024.5,2512,0.999908
5025.5,2512.5,0.995346
5026.5,2513,0.983395
5027.5,2513.5,0.971815
5028.5,2514,0.966929
5029.5,2514.5,0.970653
5030.5,2515,0.981459
5031.5,2515.5,0.993792
5032.5,2516,0.999988
5033.5,2516.5,0.992796
5034.5,2517,0.967625
5035.5,2517.5,1
5036.5,2518,0.80795
5037.5,2518.5,0
5038.5,2519,0
5039.5,2519.5,0
5040.5,2520,0
5041.5,2520.5,0
5042.5,2521,0
5043.5,2521.5,0
5044.5,2522,0
5045.5,2522.5,0
5046.5,2523,0
5047.5,2523.5,0.990562
5048.5,2524,0.999952
5049.5,2524.5,0.994955
5050.5,2525,0.982531
5051.5,2525.5,0.970797
5052.5,2526,0.965819
5053.5,2526.5,0.969646
5054.5,2527,0.980683
5055.5,2527.5,0.993358
5056.5,2528,0.999963
5057.5,2528.5,0.99321
5058.5,2529,0.968483
5059.5,2529.5,1
5060.5,2530,0
5061.5,2530.5,0
5062.5,2531,0
5063.5,2531.5,0
5064.5,2532,0
5065.5,2532.5,0
5066.5,2533,0
5067.5,2533.5,0
5068.5,2534,0
5069.5,2534.5,0
5070.5,2535,0.963845
5071.5,2535.5,0.991067
5072.5,2536,0.999983
5073.5,2536.5,0.994543
5074.5,2537,0.98184
5075.5,2537.5,0.969737
5076.5,2538,0.964665
5077.5,2538.5,0.9686
5078.5,2539,0.979877
5079.5,2539.5,0.992901
5080.5,2540,0.999924
5081.5,2540.5,0.99347
5082.5,2541,0.969034
5083.5,2541.5,1
5084.5,2542,1
5085.5,2542.5,0
5086.5,2543,0
5087.5,2543.5,0
5088.5,2544,0
5089.5,2544.5,0
5090.5,2545,0
5091.5,2545.5,0
5092.5,2546,0
5093.5,2546.5,0
5094.5,2547,0.964481
5095.5,2547.5,0.99141
5096.5,2548,0.999995
5097.5,2548.5,0.99425
5098.5,2549,0.981251
5099.5,2549.5,0.968833
5100.5,2550,0.963471
5101.5,2550.5,0.967661
5102.5,2551,0.979266
5103.5,2551.5,0.992579
5104.5,2552,0.99989
5105.5,2552.5,0.993874
5106.5,2553,0.969893
5107.5,2553.5,1
5108.5,2554,0
5109.5,2554.5,0
5110.5,2555,0
5111.5,2555.5,0
5112.5,2556,0
5113.5,2556.5,0
5114.5,2557,0
5115.5,2557.5,0
5116.5,2558,0
5117.5,2558.5,0
5118.5,2559,0.965479
5119.5,2559.5,0
5120.5,2560,1
5121.5,2560.5,0.993788
5122.5,2561,0.980392
5123.5,2561.5,0.967692
5124.5,2562,0.962229
5125.5,2562.5,0.966537
5126.5,2563,0.978402
5127.5,2563.5,0.992083
5128.5,2564,0.999827
5129.5,2564.5,0.994269
5130.5,2565,0.970751
5131.5,2565.5,1
5132.5,2566,1
5133.5,2566.5,1
5134.5,2567,0
5135.5,2567.5,0
5136.5,2568,0
5137.5,2568.5,0
5138.5,2569,0
5139.5,2569.5,0
5140.5,2570,0
5141.5,2570.5,0
5142.5,2571,0.966486
5143.5,2571.5,0.992414
5144.5,2572,0.999988
5145.5,2572.5,0.993298
5146.5,2573,0.979494
5147.5,2573.5,0.966507
5148.5,2574,0.960942
5149.5,2574.5,0.965372
5150.5,2575,0.977506
5151.5,2575.5,0.991563
5152.5,2576,0.999747
5153.5,2576.5,0.994657
5154.5,2577,0.971607
5155.5,2577.5,1
5156.5,2578,1
5157.5,2578.5,0
5158.5,2579,0
5159.5,2579.5,0
5160.5,2580,0
5161.5,2580.5,0
5162.5,2581,0
5163.5,2581.5,0
5164.5,2582,0
5165.5,2582.5,0
5166.5,2583,0
5167.5,2583.5,0
5168.5,2584,0.999958
5169.5,2584.5,0
5170.5,2585,0
5171.5,2585.5,0.965277
5172.5,2586,0.959608
5173.5,2586.5,0.964166
5174.5,2587,0.976373
5175.5,2587.5,0.991019
5176.5,2588,0.999652
5177.5,2588.5,0.995035
5178.5,2589,0.972459
5179.5,2589.5,1
5180.5,2590,1
5181.5,2590.5,1
5182.5,2591,0
5183.5,2591.5,0
5184.5,2592,0
5185.5,2592.5,0
5186.5,2593,0
5187.5,2593.5,0
5188.5,2594,0
5189.5,2594.5,0
5190.5,2595,0.968525
5191.5,2595.5,0.993392
5192.5,2596,0.99991
5193.5,2596.5,0.992227
5194.5,2597,0.97758
5195.5,2597.5,0.964001
5196.5,2598,0.958227
5197.5,2598.5,0.962918
5198.5,2599,0.975615
5199.5,2599.5,0.99045
5200.5,2600,0.999539
5201.5,2600.5,0.995404
5202.5,2601,0.973308
5203.5,2601.5,1
5204.5,2602,1
5205.5,2602.5,1
5206.5,2603,0
5207.5,2603.5,0
5208.5,2604,0
5209.5,2604.5,0
5210.5,2605,0
5211.5,2605.5,0
5212.5,2606,0
5213.5,2606.5,0
5214.5,2607,0.969553
5215.5,2607.5,0.993876
5216.5,2608,0.999841
5217.5,2608.5,0.991644
5218.5,2609,0.976561
5219.5,2609.5,0.962678
5220.5,2610,0.956797
5221.5,2610.5,0.961628
5222.5,2611,0.974619
5223.5,2611.5,0.989856
5224.5,2612,0.99941
5225.5,2612.5,0.995762
5226.5,2613,0.974153
5227.5,2613.5,1
5228.5,2614,1
5229.5,2614.5,1
5230.5,2615,0
5231.5,2615.5,0
5232.5,2616,0
5233.5,2616.5,0
5234.5,2617,0
5235.5,2617.5,0
5236.5,2618,0
5237.5,2618.5,0
5238.5,2619,0.970586
5239.5,2619.5,0.994345
5240.5,2620,0.99975
5241.5,2620.5,0.991028
5242.5,2621,0.975501
5243.5,2621.5,0.961306
5244.5,2622,0.95532
5245.5,2622.5,0.960293
5246.5,2623,0.973589
5247.5,2623.5,0.989236
5248.5,2624,0.999262
5249.5,2624.5,0.99611
5250.5,2625,0.974993
5251.5,2625.5,1
5252.5,2626,1
5253.5,2626.5,1
5254.5,2627,0
5255.5,2627.5,0
5256.5,2628,0
5257.5,2628.5,0
5258.5,2629,0
5259.5,2629.5,0
5260.5,2630,0
5261.5,2630.5,0
5262.5,2631,0.971621
5263.5,2631.5,0.994795
5264.5,2632,0.999637
5265.5,2632.5,0.990378
5266.5,2633,0.974397
5267.5,2633.5,0.959886
5268.5,2634,0.953792
5269.5,2634.5,0.958915
5270.5,2635,0.972523
5271.5,2635.5,0.98859
5272.5,2636,0.999096
5273.5,2636.5,0.996446
5274.5,2637,0.975827
5275.5,2637.5,1
5276.5,2638,1
5277.5,2638.5,1
5278.5,2639,0
5279.5,2639.5,0
5280.5,2640,0
5281.5,2640.5,0
5282.5,2641,0
5283.5,2641.5,0
5284.5,2642,0
5285.5,2642.5,0
5286.5,2643,0
5287.5,2643.5,0.995247
5288.5,2644,0.999499
5289.5,2644.5,0.989687
5290.5,2645,0.973162
5291.5,2645.5,0.958417
5292.5,2646,0.952215
5293.5,2646.5,0.957492
5294.5,2647,0.971422
5295.5,2647.5,0.987917
5296.5,2648,0.998911
5297.5,2648.5,0.996771
5298.5,2649,0.976655
5299.5,2649.5,1
5300.5,2650,1
5301.5,2650.5,0
5302.5,2651,0
5303.5,2651.5,0
5304.5,2652,0
5305.5,2652.5,0
5306.5,2653,0
5307.5,2653.5,0
5308.5,2654,0
5309.5,2654.5,0
5310.5,2655,0.973693
5311.5,2655.5,0
5312.5,2656,0.999337
5313.5,2656.5,0.988972
5314.5,2657,0.972057
5315.5,2657.5,0.956054
5316.5,2658,0.950587
5317.5,2658.5,0.956023
5318.5,2659,0.970284
5319.5,2659.5,0.987216
5320.5,2660,0.998707
5321.5,2660.5,0.997083
5322.5,2661,0.977476
5323.5,2661.5,1
5324.5,2662,1
5325.5,2662.5,0
5326.5,2663,0
5327.5,2663.5,0
5328.5,2664,0
5329.5,2664.5,0
5330.5,2665,0
5331.5,2665.5,0
5332.5,2666,0
5333.5,2666.5,0
5334.5,2667,0.974728
5335.5,2667.5,0.996118
5336.5,2668,0.99915
5337.5,2668.5,0.988214
5338.5,2669,0.970819
5339.5,2669.5,0.955326
5340.5,2670,0.948907
5341.5,2670.5,0.954508
5342.5,2671,0.969109
5343.5,2671.5,0.986488
5344.5,2672,0.998482
5345.5,2672.5,0.997382
5346.5,2673,0.97829
5347.5,2673.5,1
5348.5,2674,1
5349.5,2674.5,1
5350.5,2675,0
5351.5,2675.5,0
5352.5,2676,0
5353.5,2676.5,0
5354.5,2677,0
5355.5,2677.5,0
5356.5,2678,0
5357.5,2678.5,0
5358.5,2679,0.975759
5359.5,2679.5,0.996523
5360.5,2680,0.998935
5361.5,2680.5,0.987418
5362.5,2681,0.969535
5363.5,2681.5,0.953703
5364.5,2682,0.947175
5365.5,2682.5,0.952947
5366.5,2683,0.967897
5367.5,2683.5,0.985731
5368.5,2684,0.998238
5369.5,2684.5,0.997667
5370.5,2685,0.979096
5371.5,2685.5,1
5372.5,2686,1
5373.5,2686.5,0
5374.5,2687,0
5375.5,2687.5,0
5376.5,2688,0
5377.5,2688.5,0
5378.5,2689,0
5379.5,2689.5,0
5380.5,2690,0
5381.5,2690.5,0
5382.5,2691,0.976787
5383.5,2691.5,0.996917
5384.5,2692,0.998691
5385.5,2692.5,0.986583
5386.5,2693,0.968203
5387.5,2693.5,0.952028
5388.5,2694,0.94539
5389.5,2694.5,0.951337
5390.5,2695,0.966646
5391.5,2695.5,0.984945
5392.5,2696,0.997972
5393.5,2696.5,0.997939
5394.5,2697,0.979893
5395.5,2697.5,1
5396.5,2698,1
5397.5,2698.5,0
5398.5,2699,0
5399.5,2699.5,0
5400.5,2700,0
5401.5,2700.5,0
5402.5,2701,0
5403.5,2701.5,0
5404.5,2702,0
5405.5,2702.5,0
5406.5,2703,0.977808
5407.5,2703.5,0.997293
5408.5,2704,0.998417
5409.5,2704.5,0.985708
5410.5,2705,0.966823
5411.5,2705.5,0.950299
5412.5,2706,0.943552
5413.5,2706.5,0.94968
5414.5,2707,0.965357
5415.5,2707.5,0.98413
5416.5,2708,0.997685
5417.5,2708.5,0.998196
5418.5,2709,0.980682
5419.5,2709.5,1
5420.5,2710,1
5421.5,2710.5,0
5422.5,2711,0
5423.5,2711.5,0
5424.5,2712,0
5425.5,2712.5,0
5426.5,2713,0
5427.5,2713.5,0
5428.5,2714,0
5429.5,2714.5,0
5430.5,2715,0
5431.5,2715.5,0.99765
5432.5,2716,0.99811
5433.5,2716.5,0.984782
5434.5,2717,0.965394
5435.5,2717.5,0.948517
5436.5,2718,0.941512
5437.5,2718.5,0.947974
5438.5,2719,0.964029
5439.5,2719.5,0.983285
5440.5,2720,0.997376
5441.5,2720.5,0.998438
5442.5,2721,0.981461
5443.5,2721.5,1
5444.5,2722,1
5445.5,2722.5,1
5446.5,2723,0
5447.5,2723.5,0
5448.5,2724,0
5449.5,2724.5,0
5450.5,2725,0
5451.5,2725.5,0
5452.5,2726,0
5453.5,2726.5,0
5454.5,2727,0.979827
5455.5,2727.5,0.997987
5456.5,2728,0.997774
5457.5,2728.5,0.983824
5458.5,2729,0.963915
5459.5,2729.5,0.94668
5460.5,2730,0.939714
5461.5,2730.5,0.946219
5462.5,2731,0.962662
5463.5,2731.5,0.98241
5464.5,2732,0.997045
5465.5,2732.5,0.998664
5466.5,2733,0.98223
5467.5,2733.5,1
5468.5,2734,1
5469.5,2734.5,1
5470.5,2735,0
5471.5,2735.5,0
5472.5,2736,0
5473.5,2736.5,0
5474.5,2737,0
5475.5,2737.5,0
5476.5,2738,0
5477.5,2738.5,0
5478.5,2739,0.980823
5479.5,2739.5,0.998306
5480.5,2740,0.997409
5481.5,2740.5,0.982833
5482.5,2741,0.962385
5483.5,2741.5,0.944788
5484.5,2742,0.937713
5485.5,2742.5,0.944414
5486.5,2743,0.961254
5487.5,2743.5,0.981505
5488.5,2744,0.996691
5489.5,2744.5,0.998874
5490.5,2745,0.982988
5491.5,2745.5,1
5492.5,2746,1
5493.5,2746.5,1
5494.5,2747,0
5495.5,2747.5,0
5496.5,2748,0
5497.5,2748.5,0
5498.5,2749,0
5499.5,2749.5,0
5500.5,2750,0
5501.5,2750.5,0
5502.5,2751,0.981807
5503.5,2751.5,0.998594
5504.5,2752,0.997007
5505.5,2752.5,0.981788
5506.5,2753,0.960804
5507.5,2753.5,0.94284
5508.5,2754,0.935657
5509.5,2754.5,0.942559
5510.5,2755,0.959806
5511.5,2755.5,0.980568
5512.5,2756,0.996314
5513.5,2756.5,0.999068
5514.5,2757,0.983736
5515.5,2757.5,1
5516.5,2758,1
5517.5,2758.5,1
5518.5,2759,0
5519.5,2759.5,0
5520.5,2760,0
5521.5,2760.5,0
5522.5,2761,0
5523.5,2761.5,0
5524.5,2762,0
5525.5,2762.5,0
5526.5,2763,0.982778
5527.5,2763.5,0.998862
5528.5,2764,0.99657
5529.5,2764.5,0.9807
5530.5,2765,0.959172
5531.5,2765.5,0.940836
5532.5,2766,0.933545
5533.5,2766.5,0.940655
5534.5,2767,0.958317
5535.5,2767.5,0.9796
5536.5,2768,0.995914
5537.5,2768.5,0.999244
5538.5,2769,0.984471
5539.5,2769.5,1
5540.5,2770,1
5541.5,2770.5,1
5542.5,2771,0
5543.5,2771.5,0
5544.5,2772,0
5545.5,2772.5,0
5546.5,2773,0
5547.5,2773.5,0
5548.5,2774,0
5549.5,2774.5,0
5550.5,2775,0.983734
5551.5,2775.5,0.999105
5552.5,2776,0.996097
5553.5,2776.5,0.979566
5554.5,2777,0.957487
5555.5,2777.5,0.938775
5556.5,2778,0.931377
5557.5,2778.5,0.9387
5558.5,2779,0.956788
5559.5,2779.5,0.978601
5560.5,2780,0.995489
5561.5,2780.5,0.999404
5562.5,2781,0.985194
5563.5,2781.5,1
5564.5,2782,1
5565.5,2782.5,0
5566.5,2783,0
5567.5,2783.5,0
5568.5,2784,0
5569.5,2784.5,0
5570.5,2785,0
5571.5,2785.5,0
5572.5,2786,0
5573.5,2786.5,0
5574.5,2787,0.984675
5575.5,2787.5,0.999321
5576.5,2788,0.995587
5577.5,2788.5,0.978386
5578.5,2789,0.955748
5579.5,2789.5,0.936657
5580.5,2790,0.929152
5581.5,2790.5,0.936694
5582.5,2791,0.955217
5583.5,2791.5,0.97757
5584.5,2792,0.995041
5585.5,2792.5,0.999545
5586.5,2793,0.985905
5587.5,2793.5,1
5588.5,2794,0
5589.5,2794.5,0
5590.5,2795,0
5591.5,2795.5,0
5592.5,2796,0
5593.5,2796.5,0
5594.5,2797,0
5595.5,2797.5,0
5596.5,2798,0
5597.5,2798.5,0
5598.5,2799,0.9856
5599.5,2799.5,0
5600.5,2800,0
5601.5,2800.5,0.977159
5602.5,2801,0.953956
5603.5,2801.5,0.934481
5604.5,2802,0.926871
5605.5,2802.5,0.934637
5606.5,2803,0.953605
5607.5,2803.5,0.976489
5608.5,2804,0.994568
5609.5,2804.5,0.999668
5610.5,2805,0.986603
5611.5,2805.5,1
5612.5,2806,1
5613.5,2806.5,0
5614.5,2807,0
5615.5,2807.5,0
5616.5,2808,0
5617.5,2808.5,0
5618.5,2809,0
5619.5,2809.5,0
5620.5,2810,0
5621.5,2810.5,0
5622.5,2811,0.986506
5623.5,2811.5,0.999669
5624.5,2812,0.994453
5625.5,2812.5,0.975885
5626.5,2813,0.952109
5627.5,2813.5,0.932247
5628.5,2814,0.924532
5629.5,2814.5,0.932529
5630.5,2815,0.951952
5631.5,2815.5,0.975412
5632.5,2816,0.994071
5633.5,2816.5,0.999772
5634.5,2817,0.987286
5635.5,2817.5,1
5636.5,2818,1
5637.5,2818.5,0
5638.5,2819,0
5639.5,2819.5,0
5640.5,2820,0
5641.5,2820.5,0
5642.5,2821,0
5643.5,2821.5,0
5644.5,2822,0
5645.5,2822.5,0
5646.5,2823,0
5647.5,2823.5,0
5648.5,2824,0
5649.5,2824.5,0.974563
5650.5,2825,0.950208
5651.5,2825.5,0.929354
5652.5,2826,0.920467
5653.5,2826.5,0.93037
5654.5,2827,0.950257
5655.5,2827.5,0.974284
5656.5,2828,0.993548
5657.5,2828.5,0.999857
5658.5,2829,0.987956
5659.5,2829.5,1
5660.5,2830,1
5661.5,2830.5,0
5662.5,2831,0
5663.5,2831.5,0
5664.5,2832,0
5665.5,2832.5,0
5666.5,2833,0
5667.5,2833.5,0
5668.5,2834,0
5669.5,2834.5,0
5670.5,2835,0
5671.5,2835.5,0
5672.5,2836,0.993148
5673.5,2836.5,0.973192
5674.5,2837,0.948251
5675.5,2837.5,0.926993
5676.5,2838,0.918122
5677.5,2838.5,0.92816
5678.5,2839,0.94852
5679.5,2839.5,0.973124
5680.5,2840,0.993001
5681.5,2840.5,0.999923
5682.5,2841,0.988611
5683.5,2841.5,1
5684.5,2842,0
5685.5,2842.5,0
5686.5,2843,0
5687.5,2843.5,0
5688.5,2844,0
5689.5,2844.5,0
5690.5,2845,0
5691.5,2845.5,0
5692.5,2846,0
5693.5,2846.5,0
5694.5,2847,0.989101
5695.5,2847.5,0.999963
5696.5,2848,0.992453
5697.5,2848.5,0.971771
5698.5,2849,0.946238
5699.5,2849.5,0.925192
5700.5,2850,0.917174
5701.5,2850.5,0.925899
5702.5,2851,0.946742
5703.5,2851.5,0.971931
5704.5,2852,0.992427
5705.5,2852.5,0.999969
5706.5,2853,0.989251
5707.5,2853.5,1
5708.5,2854,1
5709.5,2854.5,0
5710.5,2855,0
5711.5,2855.5,0
5712.5,2856,0
5713.5,2856.5,0
5714.5,2857,0
5715.5,2857.5,0
5716.5,2858,0
5717.5,2858.5,0
5718.5,2859,0.989921
5719.5,2859.5,0.999996
5720.5,2860,0.991704
5721.5,2860.5,0.970301
5722.5,2861,0.944169
5723.5,2861.5,0.922721
5724.5,2862,0.914607
5725.5,2862.5,0.923587
5726.5,2863,0.944922
5727.5,2863.5,0.970705
5728.5,2864,0.991828
5729.5,2864.5,0.999994
5730.5,2865,0.989876
5731.5,2865.5,1
5732.5,2866,1
5733.5,2866.5,0
5734.5,2867,0
5735.5,2867.5,0
5736.5,2868,0
5737.5,2868.5,0
5738.5,2869,0
5739.5,2869.5,0
5740.5,2870,0
5741.5,2870.5,0
5742.5,2871,0.990717
5743.5,2871.5,0.999995
5744.5,2872,0.990912
5745.5,2872.5,0.96878
5746.5,2873,0.942044
5747.5,2873.5,0.920191
5748.5,2874,0.911982
5749.5,2874.5,0.921224
5750.5,2875,0.94306
5751.5,2875.5,0.969447
5752.5,2876,0.991204
5753.5,2876.5,0.999999
5754.5,2877,0.990485
5755.5,2877.5,1
5756.5,2878,1
5757.5,2878.5,0
5758.5,2879,0
5759.5,2879.5,0
5760.5,2880,0
5761.5,2880.5,0
5762.5,2881,0
5763.5,2881.5,0
5764.5,2882,0
5765.5,2882.5,0
5766.5,2883,0.991486
5767.5,2883.5,0.999959
5768.5,2884,0.990076
5769.5,2884.5,0.967208
5770.5,2885,0.939861
5771.5,2885.5,0.917602
5772.5,2886,0.9093
5773.5,2886.5,0.918809
5774.5,2887,0.941156
5775.5,2887.5,0.968156
5776.5,2888,0.990553
5777.5,2888.5,0.999984
5778.5,2889,0.991078
5779.5,2889.5,1
5780.5,2890,1
5781.5,2890.5,0
5782.5,2891,0
5783.5,2891.5,0
5784.5,2892,0
5785.5,2892.5,0
5786.5,2893,0
5787.5,2893.5,0
5788.5,2894,0
5789.5,2894.5,0
5790.5,2895,0.992229
5791.5,2895.5,0.999887
5792.5,2896,0.989197
5793.5,2896.5,0.965585
5794.5,2897,0.937622
5795.5,2897.5,0.914952
5796.5,2898,0.90656
5797.5,2898.5,0.916345
5798.5,2899,0.939211
5799.5,2899.5,0.966832
5800.5,2900,0.989876
5801.5,2900.5,0.999947
5802.5,2901,0.991655
5803.5,2901.5,1
5804.5,2902,0
5805.5,2902.5,0
5806.5,2903,0
5807.5,2903.5,0
5808.5,2904,0
5809.5,2904.5,0
5810.5,2905,0
5811.5,2905.5,0
5812.5,2906,0
5813.5,2906.5,0
5814.5,2907,0.992944
5815.5,2907.5,0.999777
5816.5,2908,0.988272
5817.5,2908.5,0.96391
5818.5,2909,0.935325
5819.5,2909.5,0.912243
5820.5,2910,0.903764
5821.5,2910.5,0.913829
5822.5,2911,0.937224
5823.5,2911.5,0.965475
5824.5,2912,0.989172
5825.5,2912.5,0.999908
5826.5,2913,0.992054
5827.5,2913.5,1
5828.5,2914,1
5829.5,2914.5,0
5830.5,2915,0
5831.5,2915.5,0
5832.5,2916,0
5833.5,2916.5,0
5834.5,2917,0
5835.5,2917.5,0
5836.5,2918,0
5837.5,2918.5,0
