Time,RAVEN_sample_ID,Temp_original,Temp_fourier,Temp_nofourier,Temp_gaussianed,RH_original,RH_fourier,RH_nofourier,RH_gaussianed
391830.0,0,15.0,14.0254811738,0.974518826167,0.24673183883,30.12,48.1656561257,-18.0456561257,-1.46096364047
391860.0,0,15.0,13.9337421262,1.06625787378,0.274502093107,31.21,48.5909292247,-17.3809292247,-1.40458829343
391890.0,0,14.0,13.9543990157,0.0456009842663,-0.0140583026264,31.21,48.7334833266,-17.5234833266,-1.41674404363
391920.0,0,14.0,14.1055239117,-0.105523911736,-0.0562141782112,32.09,48.545392777,-16.455392777,-1.32268891113
391950.0,0,14.0,14.4010162014,-0.401016201387,-0.134432861203,34.23,47.9915738401,-13.7615738401,-1.05176545502
391980.0,0,14.0,14.8492324273,-0.849232427298,-0.255585241584,34.9,47.052988446,-12.152988446,-0.89203703396
392010.0,0,14.0,15.4519204747,-1.45192047469,-0.407137033281,32.73,45.7289069574,-12.9989069574,-0.974053465515
392040.0,0,15.0,16.2035392492,-1.20353924918,-0.34460713865,31.42,44.038059295,-12.618059295,-0.936480775934
392070.0,0,17.0,17.0910198254,-0.0910198253578,-0.0521828973297,27.7,42.0185771894,-14.3185771894,-1.10979823035
392100.0,0,19.0,18.0939949055,0.906005094458,0.227664639555,25.76,39.7267106966,-13.9667106966,-1.07292595622
392130.0,0,20.0,19.185492278,0.814507721959,0.203017969464,24.22,37.2343839965,-13.0143839965,-0.975596960463
392160.0,0,21.0,20.3330569133,0.666943086731,0.162859821875,23.36,34.6257333217,-11.2657333217,-0.808148325441
392190.0,0,22.0,21.5002374922,0.499762507828,0.115774236879,21.98,31.9928383678,-10.0128383678,-0.68945144794
392220.0,0,23.0,22.6483484826,0.351651517424,0.072015741346,19.93,29.4309130523,-9.50091305233,-0.636321915222
392250.0,0,24.0,23.7384000451,0.261599954885,0.0465906398616,19.92,27.0332583232,-7.11325832316,-0.406106555156
