0,1,35.58811,winter
1,1,33.51106,winter
2,1,34.731,winter
3,1,33.99696,winter
4,1,35.37238,winter
5,1,38.10085,winter
6,1,41.9155,winter
7,1,39.31211,winter
8,1,29.12225,winter
9,1,21.51333,winter
10,1,16.09377,winter
11,1,14.00733,winter
12,1,12.36355,winter
13,1,11.78362,winter
14,1,17.43758,winter
15,1,29.86825,winter
16,1,42.38327,winter
17,1,61.8208,winter
18,1,52.81594,winter
19,1,49.86021,winter
20,1,47.61206,winter
21,1,43.98707,winter
22,1,39.53902,winter
23,2,37.31621,winter
0,2,34.78867,winter
1,2,33.10439,winter
2,2,33.56649,winter
3,2,33.32801,winter
4,2,33.73259,winter
5,2,36.53849,winter
6,2,40.53761,winter
7,2,36.1801,winter
8,2,27.74936,winter
9,2,21.32504,winter
10,2,17.81177,winter
11,2,15.27914,winter
12,2,12.63442,winter
13,2,13.52833,winter
14,2,16.5308,winter
15,2,29.44581,winter
16,2,42.38966,winter
17,2,57.43019,winter
18,2,51.03967,winter
19,2,47.07084,winter
20,2,45.95245,winter
21,2,42.10764,winter
22,2,38.88187,winter
23,3,36.26957,winter
0,3,31.98964,winter
1,3,31.90745,winter
2,3,31.64433,winter
3,3,31.67215,winter
4,3,32.11518,winter
5,3,34.84945,winter
6,3,38.50751,winter
7,3,34.37386,winter
8,3,27.22329,winter
9,3,21.11666,winter
10,3,16.80249,winter
11,3,15.47888,winter
12,3,15.20729,winter
13,3,14.53325,winter
14,3,18.49788,winter
15,3,30.93328,winter
16,3,42.34434,winter
17,3,62.83533,winter
18,3,55.01805,winter
19,3,48.47305,winter
20,3,45.51212,winter
21,3,41.11106,winter
22,3,38.69162,winter
23,4,35.63727,winter
0,4,31.90959,winter
1,4,31.52101,winter
2,4,31.03497,winter
3,4,31.19699,winter
4,4,32.66157,winter
5,4,38.77351,winter
6,4,49.61163,winter
7,4,56.56421,winter
8,4,37.48579,winter
9,4,30.87011,winter
10,4,30.79489,winter
11,4,28.97871,winter
12,4,26.25905,winter
13,4,25.67083,winter
14,4,28.05422,winter
15,4,32.68697,winter
16,4,41.55107,winter
17,4,64.84751,winter
18,4,66.98708,winter
19,4,52.25052,winter
20,4,47.9794,winter
21,4,40.53864,winter
22,4,35.07012,winter
23,5,32.91705,winter
0,5,29.2426,winter
1,5,28.30527,winter
2,5,27.22351,winter
3,5,27.41361,winter
4,5,28.41129,winter
5,5,32.14346,winter
6,5,42.51536,winter
7,5,53.31511,winter
8,5,33.69378,winter
9,5,27.59901,winter
10,5,24.42669,winter
11,5,23.22339,winter
12,5,22.0345,winter
13,5,22.60134,winter
14,5,25.97788,winter
15,5,40.16513,winter
16,5,47.16269,winter
17,5,72.20629,winter
18,5,65.25304,winter
19,5,55.57108,winter
20,5,46.60666,winter
21,5,39.79541,winter
22,5,34.47,winter
23,6,33.65049,winter
0,6,29.84846,winter
1,6,29.50029,winter
2,6,29.22932,winter
3,6,29.66666,winter
4,6,31.17651,winter
5,6,36.83254,winter
6,6,43.88518,winter
7,6,51.9127,winter
8,6,34.48698,winter
9,6,29.72545,winter
10,6,27.39683,winter
11,6,25.65002,winter
12,6,24.14143,winter
13,6,24.58846,winter
14,6,27.61235,winter
15,6,32.87744,winter
16,6,47.07636,winter
17,6,64.33162,winter
18,6,55.48755,winter
19,6,48.75651,winter
20,6,42.14541,winter
21,6,38.78965,winter
22,6,35.21335,winter
23,7,32.74935,winter
0,7,29.49404,winter
1,7,28.7724,winter
2,7,27.89417,winter
3,7,28.44355,winter
4,7,30.78362,winter
5,7,36.1016,winter
6,7,46.97579,winter
7,7,48.25926,winter
8,7,35.47163,winter
9,7,31.50986,winter
10,7,29.04965,winter
11,7,26.91334,winter
12,7,25.00942,winter
13,7,25.40475,winter
14,7,28.41592,winter
15,7,32.37902,winter
16,7,44.97585,winter
17,7,61.68728,winter
18,7,55.62047,winter
19,7,48.31992,winter
20,7,42.60342,winter
21,7,38.71057,winter
22,7,36.19441,winter
23,8,33.04665,winter
0,8,32.2169,winter
1,8,31.05994,winter
2,8,30.72409,winter
3,8,30.83246,winter
4,8,31.47838,winter
5,8,37.11381,winter
6,8,46.57681,winter
7,8,46.8599,winter
8,8,35.12914,winter
9,8,31.054,winter
10,8,23.44071,winter
11,8,18.40159,winter
12,8,17.53693,winter
13,8,15.01842,winter
14,8,18.72695,winter
15,8,27.92522,winter
16,8,39.75706,winter
17,8,49.3301,winter
18,8,44.35095,winter
19,8,40.23555,winter
20,8,37.88087,winter
21,8,36.15231,winter
22,8,33.15776,winter
23,9,32.02416,winter
0,9,32.5092,winter
1,9,31.11925,winter
2,9,29.88555,winter
3,9,29.98597,winter
4,9,31.21949,winter
5,9,35.71964,winter
6,9,40.49131,winter
7,9,39.14444,winter
8,9,30.7516,winter
9,9,27.10462,winter
10,9,20.10352,winter
11,9,16.69806,winter
12,9,12.28257,winter
13,9,11.24231,winter
14,9,16.74873,winter
15,9,27.92819,winter
16,9,36.88442,winter
17,9,55.84346,winter
18,9,50.18641,winter
19,9,43.18704,winter
20,9,40.54533,winter
21,9,38.60695,winter
22,9,34.68367,winter
23,10,33.17233,winter
0,10,33.03366,winter
1,10,31.74479,winter
2,10,32.46576,winter
3,10,31.8862,winter
4,10,31.80653,winter
5,10,34.91131,winter
6,10,39.77754,winter
7,10,35.40197,winter
8,10,29.10454,winter
9,10,21.43003,winter
10,10,13.42227,winter
