500,0.300,30,0.322986,0.369872,1,1
504,0.300,30,0.324965,0.371895,1,1
508,0.300,30,0.326944,0.373917,1,1
513,0.300,30,0.328923,0.375940,1,1
517,0.300,30,0.330902,0.377963,1,1
521,0.300,30,0.332928,0.380033,1,1
525,0.300,30,0.334907,0.382056,1,1
530,0.300,30,0.336886,0.384079,1,1
534,0.300,30,0.338865,0.386102,1,1
538,0.300,30,0.340844,0.388124,1,1
542,0.300,30,0.342823,0.390147,1,1
546,0.300,30,0.344802,0.392170,1,1
550,0.300,30,0.346781,0.394192,1,1
555,0.300,30,0.348760,0.396215,1,1
559,0.300,30,0.350739,0.398238,1,1
563,0.300,30,0.352765,0.400309,1,1
567,0.300,30,0.354744,0.402331,1,1
572,0.300,30,0.356723,0.404354,1,1
576,0.300,30,0.358702,0.406377,1,1
580,0.300,30,0.360681,0.408399,1,1
500,1.000,30,0.920742,0.906833,1,1
504,1.000,30,0.927058,0.913378,1,1
508,1.000,30,0.933373,0.919923,1,1
513,1.000,30,0.939689,0.926468,1,1
517,1.000,30,0.946005,0.933013,1,1
521,1.000,30,0.952471,0.939714,1,1
525,1.000,30,0.958787,0.946260,1,1
530,1.000,30,0.965103,0.952805,1,1
534,1.000,30,0.971418,0.959350,1,1
538,1.000,30,0.977734,0.965895,1,1
542,1.000,30,0.984050,0.972440,1,1
546,1.000,30,0.990366,0.978986,1,1
550,1.000,30,0.996681,0.985531,1,1
555,1.000,30,1.002997,0.992076,1,1
559,1.000,30,1.009313,0.998621,1,1
563,1.000,30,1.015779,1.005322,1,1
567,1.000,30,1.022095,1.011867,1,1
572,1.000,30,1.028411,1.018413,1,1
576,1.000,30,1.034726,1.024958,1,1
580,1.000,30,1.041042,1.031503,1,1
500,1.200,30,1.091529,1.060250,1,1
504,1.200,30,1.099084,1.068087,1,1
508,1.200,30,1.106639,1.075925,1,1
513,1.200,30,1.114194,1.083762,1,1
517,1.200,30,1.121749,1.091599,1,1
521,1.200,30,1.129483,1.099623,1,1
525,1.200,30,1.137038,1.107461,1,1
530,1.200,30,1.144593,1.115298,1,1
534,1.200,30,1.152148,1.123135,1,1
538,1.200,30,1.159703,1.130973,1,1
542,1.200,30,1.167258,1.138810,1,1
546,1.200,30,1.174812,1.146647,1,1
550,1.200,30,1.182367,1.154485,1,1
555,1.200,30,1.189922,1.162322,1,1
559,1.200,30,1.197477,1.170159,1,1
563,1.200,30,1.205212,1.178183,1,1
567,1.200,30,1.212766,1.186020,1,1
572,1.200,30,1.220321,1.193858,1,1
576,1.200,30,1.227876,1.201695,1,1
580,1.200,30,1.235431,1.209532,1,1
560,0.300,0,0.432757,0.397001,1,1
560,0.347,0,0.477052,0.437392,1,1
560,0.395,0,0.522289,0.478642,1,1
560,0.442,0,0.566584,0.519033,1,1
560,0.490,0,0.611821,0.560283,1,1
560,0.537,0,0.656116,0.600674,1,1
560,0.584,0,0.700411,0.641065,1,1
560,0.632,0,0.745648,0.682316,1,1
560,0.679,0,0.789943,0.722707,1,1
560,0.726,0,0.834238,0.763098,1,1
560,0.774,0,0.879475,0.804348,1,1
560,0.821,0,0.923770,0.844739,1,1
560,0.868,0,0.968065,0.885130,1,1
560,0.916,0,1.013302,0.926380,1,1
560,0.963,0,1.057597,0.966771,1,1
560,1.010,0,1.101891,1.007162,1,1
560,1.058,0,1.147129,1.048413,1,1
560,1.105,0,1.191423,1.088804,1,1
560,1.153,0,1.236661,1.130054,1,1
560,1.200,0,1.280955,1.170445,1,1
560,0.300,30,0.351257,0.398767,1,1
560,0.347,30,0.395552,0.439158,1,1
560,0.395,30,0.440789,0.480409,1,1
560,0.442,30,0.485084,0.520800,1,1
560,0.490,30,0.530321,0.562050,1,1
560,0.537,30,0.574616,0.602441,1,1
560,0.584,30,0.618911,0.642832,1,1
560,0.632,30,0.664148,0.684083,1,1
560,0.679,30,0.708443,0.724474,1,1
560,0.726,30,0.752738,0.764864,1,1
560,0.774,30,0.797975,0.806115,1,1
560,0.821,30,0.842270,0.846506,1,1
560,0.868,30,0.886565,0.886897,1,1
560,0.916,30,0.931802,0.928147,1,1
560,0.963,30,0.976097,0.968538,1,1
560,1.010,30,1.020392,1.008929,1,1
560,1.058,30,1.065629,1.050180,1,1
560,1.105,30,1.109924,1.090570,1,1
560,1.153,30,1.155161,1.131821,1,1
560,1.200,30,1.199456,1.172212,1,1
560,0.300,55,0.281285,0.397588,1,1
560,0.347,55,0.325580,0.437979,1,1
560,0.395,55,0.370817,0.479229,1,1
560,0.442,55,0.415112,0.519620,1,1
560,0.490,55,0.460349,0.560870,1,1
560,0.537,55,0.504644,0.601261,1,1
560,0.584,55,0.548939,0.641652,1,1
560,0.632,55,0.594176,0.682903,1,1
560,0.679,55,0.638471,0.723294,1,1
560,0.726,55,0.682766,0.763685,1,1
560,0.774,55,0.728003,0.804935,1,1
560,0.821,55,0.772298,0.845326,1,1
560,0.868,55,0.816592,0.885717,1,1
560,0.916,55,0.861830,0.926967,1,1
560,0.963,55,0.906124,0.967358,1,1
560,1.010,55,0.950419,1.007749,1,1
560,1.058,55,0.995656,1.049000,1,1
560,1.105,55,1.039951,1.089391,1,1
560,1.153,55,1.085188,1.130641,1,1
560,1.200,55,1.129483,1.171032,1,1
500,1.000,0,1.002242,0.905066,1,1
500,1.000,3,0.994494,0.905388,1,1
500,1.000,6,0.986725,0.905677,1,1
500,1.000,9,0.978927,0.905934,1,1
500,1.000,12,0.971102,0.906159,1,1
500,1.000,14,0.963268,0.906351,1,1
500,1.000,17,0.955381,0.906512,1,1
500,1.000,20,0.947497,0.906640,1,1
500,1.000,23,0.939561,0.906735,1,1
500,1.000,26,0.931627,0.906798,1,1
500,1.000,29,0.923640,0.906829,1,1
500,1.000,32,0.915656,0.906828,1,1
500,1.000,35,0.907619,0.906794,1,1
500,1.000,38,0.899584,0.906728,1,1
500,1.000,41,0.891497,0.906630,1,1
500,1.000,43,0.883413,0.906499,1,1
500,1.000,46,0.875276,0.906336,1,1
500,1.000,49,0.867141,0.906141,1,1
500,1.000,52,0.858954,0.905912,1,1
500,1.000,55,0.850770,0.905653,1,1
560,1.000,0,1.092467,0.998569,1,1
560,1.000,3,1.084720,0.998890,1,1
560,1.000,6,1.076950,0.999180,1,1
560,1.000,9,1.069152,0.999437,1,1
560,1.000,12,1.061327,0.999662,1,1
560,1.000,14,1.053493,0.999854,1,1
560,1.000,17,1.045607,1.000015,1,1
560,1.000,20,1.037722,1.000142,1,1
560,1.000,23,1.029786,1.000238,1,1
560,1.000,26,1.021852,1.000301,1,1
560,1.000,29,1.013865,1.000332,1,1
560,1.000,32,1.005881,1.000331,1,1
560,1.000,35,0.997844,1.000297,1,1
560,1.000,38,0.989810,1.000231,1,1
560,1.000,41,0.981723,1.000132,1,1
560,1.000,43,0.973638,1.000002,1,1
560,1.000,46,0.965501,0.999838,1,1
560,1.000,49,0.957367,0.999643,1,1
560,1.000,52,0.949179,0.999415,1,1
560,1.000,55,0.940995,0.999155,1,1
580,1.000,0,1.122542,1.029736,1,1
580,1.000,3,1.114795,1.030058,1,1
580,1.000,6,1.107025,1.030347,1,1
580,1.000,9,1.099227,1.030605,1,1
580,1.000,12,1.091402,1.030830,1,1
580,1.000,14,1.083568,1.031022,1,1
580,1.000,17,1.075682,1.031182,1,1
580,1.000,20,1.067797,1.031310,1,1
580,1.000,23,1.059861,1.031406,1,1
580,1.000,26,1.051927,1.031469,1,1
580,1.000,29,1.043940,1.031500,1,1
580,1.000,32,1.035956,1.031498,1,1
580,1.000,35,1.027919,1.031464,1,1
580,1.000,38,1.019885,1.031398,1,1
580,1.000,41,1.011798,1.031300,1,1
580,1.000,43,1.003713,1.031169,1,1
580,1.000,46,0.995576,1.031006,1,1
580,1.000,49,0.987442,1.030811,1,1
580,1.000,52,0.979254,1.030583,1,1
580,1.000,55,0.971070,1.030323,1,1
