Time,DHI
13200.0,0
13230.0,0
13260.0,0
13290.0,0
13320.0,0
13350.0,0
13380.0,0
13410.0,2
13440.0,8
13470.0,18
13500.0,29
13530.0,46
13560.0,74
13590.0,87
13620.0,66
13650.0,81
13680.0,108
13710.0,115
13740.0,141
13770.0,126
13800.0,79
13830.0,80
13860.0,93
13890.0,65
13920.0,36
13950.0,10
13980.0,0
14010.0,0
14040.0,0
14070.0,0
14100.0,0
14130.0,0
14160.0,0
14190.0,0
14220.0,0
14250.0,0
14280.0,0
14310.0,0
14340.0,0
14370.0,0
14400.0,0
14430.0,0
14460.0,0
14490.0,0
14520.0,0
14550.0,0
14580.0,0
14610.0,0
14640.0,0
14670.0,0
14700.0,0
14730.0,0
14760.0,0
14790.0,0
14820.0,0
14850.0,2
14880.0,13
14910.0,24
14940.0,35
14970.0,48
15000.0,68
15030.0,95
15060.0,138
15090.0,172
15120.0,178
15150.0,181
15180.0,159
15210.0,137
15240.0,123
15270.0,71
15300.0,19
15330.0,13
15360.0,8
15390.0,3
15420.0,0
15450.0,0
15480.0,0
15510.0,0
15540.0,0
15570.0,0
15600.0,0
15630.0,0
15660.0,0
15690.0,0
15720.0,0
15750.0,0
15780.0,0
15810.0,0
15840.0,0
15870.0,0
15900.0,0
15930.0,0
15960.0,0
15990.0,0
16020.0,0
16050.0,0
16080.0,0
16110.0,0
16140.0,0
16170.0,0
16200.0,0
16230.0,0
16260.0,0
16290.0,6
16320.0,27
16350.0,49
16380.0,52
16410.0,80
16440.0,99
16470.0,113
16500.0,161
16530.0,179
16560.0,186
16590.0,173
16620.0,135
16650.0,134
16680.0,123
16710.0,91
16740.0,70
16770.0,60
16800.0,33
16830.0,16
16860.0,0
16890.0,0
16920.0,0
16950.0,0
16980.0,0
17010.0,0
17040.0,0
17070.0,0
17100.0,0
17130.0,0
17160.0,0
17190.0,0
17220.0,0
17250.0,0
17280.0,0
17310.0,0
17340.0,0
17370.0,0
17400.0,0
17430.0,0
17460.0,0
17490.0,0
17520.0,0
17550.0,0
17580.0,0
17610.0,0
17640.0,0
17670.0,0
17700.0,0
17730.0,4
17760.0,27
17790.0,39
17820.0,40
17850.0,45
17880.0,49
17910.0,53
17940.0,55
17970.0,58
18000.0,61
18030.0,60
18060.0,59
18090.0,57
18120.0,54
18150.0,50
18180.0,45
18210.0,38
18240.0,29
18270.0,17
18300.0,0
18330.0,0
18360.0,0
18390.0,0
18420.0,0
18450.0,0
18480.0,0
18510.0,0
18540.0,0
18570.0,0
18600.0,0
18630.0,0
18660.0,0
18690.0,0
18720.0,0
18750.0,0
18780.0,0
18810.0,0
18840.0,0
18870.0,0
18900.0,0
18930.0,0
18960.0,0
18990.0,0
19020.0,0
19050.0,0
19080.0,0
19110.0,0
19140.0,0
19170.0,4
19200.0,29
19230.0,46
19260.0,50
19290.0,53
19320.0,95
19350.0,141
19380.0,165
19410.0,183
19440.0,180
19470.0,163
19500.0,132
19530.0,116
19560.0,91
19590.0,75
19620.0,36
19650.0,22
19680.0,14
19710.0,6
19740.0,0
19770.0,0
19800.0,0
19830.0,0
19860.0,0
19890.0,0
19920.0,0
19950.0,0
19980.0,0
20010.0,0
20040.0,0
20070.0,0
20100.0,0
20130.0,0
20160.0,0
20190.0,0
20220.0,0
20250.0,0
20280.0,0
20310.0,0
20340.0,0
20370.0,0
20400.0,0
20430.0,0
20460.0,0
20490.0,0
20520.0,0
20550.0,0
20580.0,0
20610.0,1
20640.0,12
20670.0,24
20700.0,39
20730.0,53
20760.0,76
20790.0,94
20820.0,98
20850.0,102
20880.0,113
20910.0,131
20940.0,141
20970.0,114
21000.0,92
21030.0,75
21060.0,44
21090.0,29
21120.0,16
21150.0,5
21180.0,0
21210.0,0
21240.0,0
21270.0,0
21300.0,0
21330.0,0
21360.0,0
21390.0,0
21420.0,0
21450.0,0
21480.0,0
21510.0,0
21540.0,0
21570.0,0
21600.0,0
21630.0,0
21660.0,0
21690.0,0
21720.0,0
21750.0,0
21780.0,0
21810.0,0
21840.0,0
21870.0,0
21900.0,0
21930.0,0
21960.0,0
21990.0,0
22020.0,0
22050.0,4
22080.0,12
22110.0,25
22140.0,41
22170.0,61
22200.0,113
22230.0,134
22260.0,112
22290.0,156
22320.0,174
22350.0,128
22380.0,101
22410.0,94
22440.0,79
22470.0,76
22500.0,80
22530.0,64
22560.0,37
22590.0,14
22620.0,0
22650.0,0
22680.0,0
22710.0,0
22740.0,0
22770.0,0
22800.0,0
22830.0,0
22860.0,0
22890.0,0
22920.0,0
22950.0,0
22980.0,0
23010.0,0
23040.0,0
23070.0,0
23100.0,0
23130.0,0
23160.0,0
23190.0,0
23220.0,0
23250.0,0
23280.0,0
23310.0,0
23340.0,0
23370.0,0
23400.0,0
23430.0,0
23460.0,0
23490.0,8
23520.0,29
23550.0,38
23580.0,62
23610.0,60
23640.0,70
23670.0,139
23700.0,146
23730.0,86
23760.0,75
23790.0,75
23820.0,90
23850.0,97
23880.0,69
23910.0,66
23940.0,52
23970.0,44
24000.0,34
24030.0,19
24060.0,0
24090.0,0
24120.0,0
24150.0,0
24180.0,0
24210.0,0
24240.0,0
24270.0,0
24300.0,0
24330.0,0
24360.0,0
24390.0,0
24420.0,0
24450.0,0
24480.0,0
24510.0,0
24540.0,0
24570.0,0
24600.0,0
24630.0,0
24660.0,0
24690.0,0
24720.0,0
24750.0,0
24780.0,0
24810.0,0
24840.0,0
24870.0,0
24900.0,0
24930.0,8
24960.0,31
24990.0,52
25020.0,71
25050.0,80
25080.0,80
25110.0,79
25140.0,66
25170.0,75
25200.0,66
25230.0,75
25260.0,74
25290.0,68
25320.0,60
25350.0,56
25380.0,56
25410.0,52
25440.0,33
25470.0,20
25500.0,0
25530.0,0
25560.0,0
25590.0,0
25620.0,0
25650.0,0
25680.0,0
25710.0,0
25740.0,0
25770.0,0
25800.0,0
25830.0,0
25860.0,0
25890.0,0
25920.0,0
25950.0,0
25980.0,0
26010.0,0
26040.0,0
26070.0,0
26100.0,0
26130.0,0
26160.0,0
26190.0,0
26220.0,0
26250.0,0
26280.0,0
26310.0,0
26340.0,0
26370.0,7
26400.0,31
26430.0,60
26460.0,90
26490.0,115
26520.0,112
26550.0,106
26580.0,87
26610.0,116
26640.0,147
26670.0,145
26700.0,133
26730.0,131
26760.0,109
26790.0,96
26820.0,90
26850.0,71
26880.0,45
26910.0,18
26940.0,0
26970.0,0
27000.0,0
27030.0,0
27060.0,0
27090.0,0
27120.0,0
27150.0,0
27180.0,0
27210.0,0
27240.0,0
27270.0,0
27300.0,0
27330.0,0
27360.0,0
27390.0,0
27420.0,0
27450.0,0
27480.0,0
27510.0,0
27540.0,0
27570.0,0
27600.0,0
27630.0,0
27660.0,0
27690.0,0
27720.0,0
27750.0,0
27780.0,0
27810.0,4
27840.0,24
27870.0,52
27900.0,76
27930.0,84
27960.0,89
27990.0,98
28020.0,118
28050.0,119
28080.0,111
28110.0,136
28140.0,178
28170.0,129
28200.0,102
28230.0,79
28260.0,67
28290.0,49
28320.0,37
28350.0,22
28380.0,3
28410.0,0
28440.0,0
28470.0,0
28500.0,0
28530.0,0
28560.0,0
28590.0,0
28620.0,0
28650.0,0
28680.0,0
28710.0,0
28740.0,0
28770.0,0
28800.0,0
28830.0,0
28860.0,0
28890.0,0
28920.0,0
28950.0,0
28980.0,0
29010.0,0
29040.0,0
29070.0,0
29100.0,0
29130.0,0
29160.0,0
29190.0,0
29220.0,0
29250.0,4
29280.0,20
29310.0,51
29340.0,80
29370.0,113
29400.0,103
29430.0,85
29460.0,101
29490.0,110
29520.0,87
29550.0,90
29580.0,98
29610.0,88
29640.0,98
29670.0,77
29700.0,70
29730.0,54
29760.0,32
29790.0,16
29820.0,2
29850.0,0
29880.0,0
29910.0,0
29940.0,0
29970.0,0
30000.0,0
30030.0,0
30060.0,0
30090.0,0
30120.0,0
30150.0,0
30180.0,0
30210.0,0
30240.0,0
30270.0,0
30300.0,0
30330.0,0
30360.0,0
30390.0,0
30420.0,0
30450.0,0
30480.0,0
30510.0,0
30540.0,0
30570.0,0
30600.0,0
30630.0,0
30660.0,0
30690.0,5
30720.0,25
30750.0,48
30780.0,73
30810.0,79
30840.0,103
30870.0,110
30900.0,53
30930.0,65
30960.0,92
30990.0,69
31020.0,142
31050.0,110
31080.0,97
31110.0,48
31140.0,70
31170.0,48
31200.0,28
31230.0,16
31260.0,2
31290.0,0
31320.0,0
31350.0,0
31380.0,0
31410.0,0
31440.0,0
31470.0,0
31500.0,0
31530.0,0
31560.0,0
31590.0,0
31620.0,0
31650.0,0
31680.0,0
31710.0,0
31740.0,0
31770.0,0
31800.0,0
31830.0,0
31860.0,0
31890.0,0
31920.0,0
31950.0,0
31980.0,0
32010.0,0
32040.0,0
32070.0,0
32100.0,0
32130.0,4
32160.0,18
32190.0,36
32220.0,57
32250.0,63
32280.0,68
32310.0,102
32340.0,110
32370.0,110
32400.0,91
32430.0,95
32460.0,109
32490.0,91
32520.0,75
32550.0,49
32580.0,34
32610.0,24
32640.0,14
32670.0,7
32700.0,1
32730.0,0
32760.0,0
32790.0,0
32820.0,0
32850.0,0
32880.0,0
32910.0,0
32940.0,0
32970.0,0
33000.0,0
33030.0,0
33060.0,0
33090.0,0
33120.0,0
33150.0,0
33180.0,0
33210.0,0
33240.0,0
33270.0,0
33300.0,0
33330.0,0
33360.0,0
33390.0,0
33420.0,0
33450.0,0
33480.0,0
33510.0,0
33540.0,0
33570.0,5
33600.0,18
33630.0,44
33660.0,59
33690.0,104
33720.0,72
33750.0,89
33780.0,101
33810.0,113
33840.0,126
33870.0,149
33900.0,174
33930.0,162
33960.0,149
33990.0,78
34020.0,93
34050.0,84
34080.0,55
34110.0,25
34140.0,4
34170.0,0
34200.0,0
34230.0,0
34260.0,0
34290.0,0
34320.0,0
34350.0,0
34380.0,0
34410.0,0
34440.0,0
34470.0,0
34500.0,0
34530.0,0
34560.0,0
34590.0,0
34620.0,0
34650.0,0
34680.0,0
34710.0,0
34740.0,0
34770.0,0
34800.0,0
34830.0,0
34860.0,0
34890.0,0
34920.0,0
34950.0,0
34980.0,0
35010.0,11
35040.0,36
35070.0,59
35100.0,66
35130.0,68
35160.0,74
35190.0,92
35220.0,120
35250.0,119
35280.0,123
35310.0,116
35340.0,137
35370.0,160
35400.0,158
35430.0,139
35460.0,105
35490.0,63
35520.0,50
35550.0,26
35580.0,5
35610.0,0
35640.0,0
35670.0,0
35700.0,0
35730.0,0
35760.0,0
35790.0,0
35820.0,0
35850.0,0
35880.0,0
35910.0,0
35940.0,0
35970.0,0
36000.0,0
36030.0,0
36060.0,0
36090.0,0
36120.0,0
36150.0,0
36180.0,0
36210.0,0
36240.0,0
36270.0,0
36300.0,0
36330.0,0
36360.0,0
36390.0,0
36420.0,0
36450.0,11
36480.0,35
36510.0,56
36540.0,67
36570.0,70
36600.0,85
36630.0,119
36660.0,126
36690.0,129
36720.0,120
36750.0,127
36780.0,79
36810.0,58
36840.0,63
36870.0,52
36900.0,102
36930.0,80
36960.0,57
36990.0,30
37020.0,4
37050.0,0
37080.0,0
37110.0,0
37140.0,0
37170.0,0
37200.0,0
37230.0,0
37260.0,0
37290.0,0
37320.0,0
37350.0,0
37380.0,0
37410.0,0
37440.0,0
37470.0,0
37500.0,0
37530.0,0
37560.0,0
37590.0,0
37620.0,0
37650.0,0
37680.0,0
37710.0,0
37740.0,0
37770.0,0
37800.0,0
37830.0,0
37860.0,0
37890.0,12
37920.0,33
37950.0,42
37980.0,50
38010.0,57
38040.0,63
38070.0,67
38100.0,70
38130.0,72
38160.0,75
38190.0,74
38220.0,74
38250.0,72
38280.0,70
38310.0,66
38340.0,61
38370.0,53
38400.0,42
38430.0,28
38460.0,7
38490.0,0
38520.0,0
38550.0,0
38580.0,0
38610.0,0
38640.0,0
38670.0,0
38700.0,0
38730.0,0
38760.0,0
38790.0,0
38820.0,0
38850.0,0
38880.0,0
38910.0,0
38940.0,0
38970.0,0
39000.0,0
39030.0,0
39060.0,0
39090.0,0
39120.0,0
39150.0,0
39180.0,0
39210.0,0
39240.0,0
39270.0,0
39300.0,0
39330.0,3
39360.0,17
39390.0,21
39420.0,42
39450.0,64
39480.0,83
39510.0,113
39540.0,140
39570.0,146
39600.0,168
39630.0,194
39660.0,190
39690.0,173
39720.0,152
39750.0,90
39780.0,44
39810.0,21
39840.0,13
39870.0,7
39900.0,3
39930.0,0
39960.0,0
39990.0,0
40020.0,0
40050.0,0
40080.0,0
40110.0,0
40140.0,0
40170.0,0
40200.0,0
40230.0,0
40260.0,0
40290.0,0
40320.0,0
40350.0,0
40380.0,0
40410.0,0
40440.0,0
40470.0,0
40500.0,0
40530.0,0
40560.0,0
40590.0,0
40620.0,0
40650.0,0
40680.0,0
40710.0,0
40740.0,0
40770.0,11
40800.0,33
40830.0,59
40860.0,67
40890.0,106
40920.0,134
40950.0,132
40980.0,176
41010.0,201
41040.0,212
41070.0,209
41100.0,190
41130.0,156
41160.0,155
41190.0,135
41220.0,73
41250.0,50
41280.0,42
41310.0,29
41340.0,10
41370.0,0
41400.0,0
41430.0,0
41460.0,0
41490.0,0
41520.0,0
41550.0,0
41580.0,0
41610.0,0
41640.0,0
41670.0,0
41700.0,0
41730.0,0
41760.0,0
41790.0,0
41820.0,0
41850.0,0
41880.0,0
41910.0,0
41940.0,0
41970.0,0
42000.0,0
42030.0,0
42060.0,0
42090.0,0
42120.0,0
42150.0,0
42180.0,0
42210.0,14
42240.0,41
42270.0,63
42300.0,68
42330.0,95
42360.0,114
42390.0,124
42420.0,135
42450.0,155
42480.0,147
42510.0,123
42540.0,135
42570.0,154
42600.0,149
42630.0,141
42660.0,123
42690.0,96
42720.0,64
42750.0,34
42780.0,6
42810.0,0
42840.0,0
42870.0,0
42900.0,0
42930.0,0
42960.0,0
42990.0,0
43020.0,0
43050.0,0
43080.0,0
43110.0,0
43140.0,0
43170.0,0
43200.0,0
43230.0,0
43260.0,0
43290.0,0
43320.0,0
43350.0,0
43380.0,0
43410.0,0
43440.0,0
43470.0,0
43500.0,0
43530.0,0
43560.0,0
43590.0,0
43620.0,0
43650.0,11
43680.0,36
43710.0,63
43740.0,80
43770.0,93
43800.0,114
43830.0,128
43860.0,150
43890.0,152
43920.0,127
43950.0,117
43980.0,101
44010.0,89
44040.0,88
44070.0,81
44100.0,65
44130.0,62
44160.0,51
44190.0,34
44220.0,10
44250.0,0
44280.0,0
44310.0,0
44340.0,0
44370.0,0
44400.0,0
44430.0,0
44460.0,0
44490.0,0
44520.0,0
44550.0,0
44580.0,0
44610.0,0
44640.0,0
44670.0,0
44700.0,0
44730.0,0
44760.0,0
44790.0,0
44820.0,0
44850.0,0
44880.0,0
44910.0,0
44940.0,0
44970.0,0
45000.0,0
45030.0,0
45060.0,0
45090.0,15
45120.0,37
45150.0,47
45180.0,54
45210.0,61
45240.0,67
45270.0,72
45300.0,80
45330.0,84
45360.0,85
45390.0,84
45420.0,82
45450.0,79
45480.0,76
45510.0,69
45540.0,63
45570.0,54
45600.0,45
45630.0,32
45660.0,15
45690.0,0
45720.0,0
45750.0,0
45780.0,0
45810.0,0
45840.0,0
45870.0,0
45900.0,0
45930.0,0
45960.0,0
45990.0,0
46020.0,0
46050.0,0
46080.0,0
46110.0,0
46140.0,0
46170.0,0
46200.0,0
46230.0,0
46260.0,0
46290.0,0
46320.0,0
46350.0,0
46380.0,0
46410.0,0
46440.0,0
46470.0,0
46500.0,0
46530.0,16
46560.0,33
46590.0,43
46620.0,50
46650.0,56
46680.0,59
46710.0,61
46740.0,66
46770.0,69
46800.0,70
46830.0,69
46860.0,68
46890.0,72
46920.0,70
46950.0,75
46980.0,67
47010.0,56
47040.0,46
47070.0,30
47100.0,5
47130.0,0
47160.0,0
47190.0,0
47220.0,0
47250.0,0
47280.0,0
47310.0,0
47340.0,0
47370.0,0
47400.0,0
47430.0,0
47460.0,0
47490.0,0
47520.0,0
47550.0,0
47580.0,0
47610.0,0
47640.0,0
47670.0,0
47700.0,0
47730.0,0
47760.0,0
47790.0,0
47820.0,0
47850.0,0
47880.0,0
47910.0,0
47940.0,0
47970.0,10
48000.0,26
48030.0,42
48060.0,55
48090.0,78
48120.0,103
48150.0,85
48180.0,106
48210.0,150
48240.0,166
48270.0,60
48300.0,33
48330.0,46
48360.0,71
48390.0,52
48420.0,32
48450.0,55
48480.0,41
48510.0,19
48540.0,7
48570.0,0
48600.0,0
48630.0,0
48660.0,0
48690.0,0
48720.0,0
48750.0,0
48780.0,0
48810.0,0
48840.0,0
48870.0,0
48900.0,0
48930.0,0
48960.0,0
48990.0,0
49020.0,0
49050.0,0
49080.0,0
49110.0,0
49140.0,0
49170.0,0
49200.0,0
49230.0,0
49260.0,0
49290.0,0
49320.0,0
49350.0,0
49380.0,0
49410.0,8
49440.0,20
49470.0,34
49500.0,80
49530.0,78
49560.0,122
49590.0,169
49620.0,188
49650.0,184
49680.0,198
49710.0,154
49740.0,196
49770.0,121
49800.0,68
49830.0,62
49860.0,55
49890.0,54
49920.0,44
49950.0,32
49980.0,16
50010.0,0
50040.0,0
50070.0,0
50100.0,0
50130.0,0
50160.0,0
50190.0,0
50220.0,0
50250.0,0
50280.0,0
50310.0,0
50340.0,0
50370.0,0
50400.0,0
50430.0,0
50460.0,0
50490.0,0
50520.0,0
50550.0,0
50580.0,0
50610.0,0
50640.0,0
50670.0,0
50700.0,0
50730.0,0
50760.0,0
50790.0,0
50820.0,0
50850.0,19
50880.0,42
50910.0,59
50940.0,78
50970.0,112
51000.0,162
51030.0,181
51060.0,212
51090.0,223
51120.0,229
51150.0,231
51180.0,213
51210.0,177
51240.0,163
51270.0,164
51300.0,133
51330.0,104
51360.0,69
51390.0,39
51420.0,12
51450.0,0
51480.0,0
51510.0,0
51540.0,0
51570.0,0
51600.0,0
51630.0,0
51660.0,0
51690.0,0
51720.0,0
51750.0,0
51780.0,0
51810.0,0
51840.0,0
51870.0,0
51900.0,0
51930.0,0
51960.0,0
51990.0,0
52020.0,0
52050.0,0
52080.0,0
52110.0,0
52140.0,0
52170.0,0
52200.0,0
52230.0,0
52260.0,0
52290.0,21
52320.0,41
52350.0,55
52380.0,58
52410.0,64
52440.0,65
52470.0,75
52500.0,73
52530.0,80
52560.0,75
52590.0,73
52620.0,156
52650.0,209
52680.0,117
52710.0,88
52740.0,84
52770.0,81
52800.0,65
52830.0,40
52860.0,15
52890.0,0
52920.0,0
52950.0,0
52980.0,0
53010.0,0
53040.0,0
53070.0,0
53100.0,0
53130.0,0
53160.0,0
53190.0,0
53220.0,0
53250.0,0
53280.0,0
53310.0,0
53340.0,0
53370.0,0
53400.0,0
53430.0,0
53460.0,0
53490.0,0
53520.0,0
53550.0,0
53580.0,0
53610.0,0
53640.0,0
53670.0,0
53700.0,3
53730.0,10
53760.0,23
53790.0,40
53820.0,71
53850.0,102
53880.0,124
53910.0,109
53940.0,116
53970.0,113
54000.0,137
54030.0,131
54060.0,104
54090.0,136
54120.0,97
54150.0,95
54180.0,78
54210.0,38
54240.0,28
54270.0,13
54300.0,16
54330.0,0
54360.0,0
54390.0,0
54420.0,0
54450.0,0
54480.0,0
54510.0,0
54540.0,0
54570.0,0
54600.0,0
54630.0,0
54660.0,0
54690.0,0
54720.0,0
54750.0,0
54780.0,0
54810.0,0
54840.0,0
54870.0,0
54900.0,0
54930.0,0
54960.0,0
54990.0,0
55020.0,0
55050.0,0
55080.0,0
55110.0,0
55140.0,3
55170.0,19
55200.0,42
55230.0,74
55260.0,89
55290.0,75
55320.0,77
55350.0,124
55380.0,90
55410.0,131
55440.0,178
55470.0,191
55500.0,93
55530.0,151
55560.0,172
55590.0,152
55620.0,133
55650.0,91
55680.0,67
55710.0,44
55740.0,18
55770.0,0
55800.0,0
55830.0,0
55860.0,0
55890.0,0
55920.0,0
55950.0,0
55980.0,0
56010.0,0
56040.0,0
56070.0,0
56100.0,0
56130.0,0
56160.0,0
56190.0,0
56220.0,0
56250.0,0
56280.0,0
56310.0,0
56340.0,0
56370.0,0
56400.0,0
56430.0,0
56460.0,0
56490.0,0
56520.0,0
56550.0,0
56580.0,2
56610.0,16
56640.0,29
56670.0,41
56700.0,73
56730.0,104
56760.0,142
56790.0,156
56820.0,165
56850.0,158
56880.0,142
56910.0,121
56940.0,102
56970.0,102
57000.0,115
57030.0,91
57060.0,71
57090.0,60
57120.0,50
57150.0,38
57180.0,17
57210.0,0
57240.0,0
57270.0,0
57300.0,0
57330.0,0
57360.0,0
57390.0,0
57420.0,0
57450.0,0
57480.0,0
57510.0,0
57540.0,0
57570.0,0
57600.0,0
57630.0,0
57660.0,0
57690.0,0
57720.0,0
57750.0,0
57780.0,0
57810.0,0
57840.0,0
57870.0,0
57900.0,0
57930.0,0
57960.0,0
57990.0,0
58020.0,3
58050.0,26
58080.0,47
58110.0,64
58140.0,88
58170.0,96
58200.0,85
58230.0,77
58260.0,111
58290.0,130
58320.0,101
58350.0,204
58380.0,225
58410.0,210
58440.0,189
58470.0,166
58500.0,135
58530.0,105
58560.0,82
58590.0,51
58620.0,19
58650.0,0
58680.0,0
58710.0,0
58740.0,0
58770.0,0
58800.0,0
58830.0,0
58860.0,0
58890.0,0
58920.0,0
58950.0,0
58980.0,0
59010.0,0
59040.0,0
59070.0,0
59100.0,0
59130.0,0
59160.0,0
59190.0,0
59220.0,0
59250.0,0
59280.0,0
59310.0,0
59340.0,0
59370.0,0
59400.0,0
59430.0,0
59460.0,4
59490.0,28
59520.0,59
59550.0,92
59580.0,113
59610.0,138
59640.0,145
59670.0,137
59700.0,117
59730.0,111
59760.0,123
59790.0,134
59820.0,159
59850.0,80
59880.0,69
59910.0,65
59940.0,62
59970.0,55
60000.0,50
60030.0,42
