Time,DHI
129870.0,0
129900.0,0
129930.0,0
129960.0,21
129990.0,48
130020.0,57
130050.0,69
130080.0,80
130110.0,101
130140.0,127
130170.0,114
130200.0,124
130230.0,134
130260.0,150
130290.0,151
130320.0,144
130350.0,138
130380.0,123
130410.0,130
130440.0,119
130470.0,145
130500.0,126
130530.0,111
130560.0,95
130590.0,78
130620.0,70
130650.0,52
130680.0,29
130710.0,2
130740.0,0
130770.0,0
130800.0,0
130830.0,0
130860.0,0
130890.0,0
130920.0,0
130950.0,0
130980.0,0
131010.0,0
131040.0,0
131070.0,0
131100.0,0
131130.0,0
131160.0,0
131190.0,0
131220.0,0
131250.0,0
131280.0,0
131310.0,0
131340.0,0
131370.0,0
131400.0,25
131430.0,48
131460.0,62
131490.0,95
131520.0,145
131550.0,212
131580.0,241
131610.0,281
131640.0,303
131670.0,351
131700.0,365
131730.0,299
131760.0,298
131790.0,263
131820.0,215
131850.0,324
131880.0,323
131910.0,297
131940.0,251
131970.0,214
132000.0,156
132030.0,110
132060.0,78
132090.0,52
132120.0,18
132150.0,2
132180.0,0
132210.0,0
132240.0,0
132270.0,0
132300.0,0
132330.0,0
132360.0,0
132390.0,0
132420.0,0
132450.0,0
132480.0,0
132510.0,0
132540.0,0
132570.0,0
132600.0,0
132630.0,0
132660.0,0
132690.0,0
132720.0,0
132750.0,0
132780.0,0
132810.0,1
132840.0,5
132870.0,12
132900.0,19
132930.0,19
132960.0,19
132990.0,25
133020.0,39
133050.0,54
133080.0,108
133110.0,65
133140.0,57
133170.0,70
133200.0,77
133230.0,129
133260.0,87
133290.0,80
133320.0,94
133350.0,80
133380.0,124
133410.0,65
133440.0,52
133470.0,100
133500.0,85
133530.0,51
133560.0,8
133590.0,1
133620.0,0
133650.0,0
133680.0,0
133710.0,0
133740.0,0
133770.0,0
133800.0,0
133830.0,0
133860.0,0
133890.0,0
133920.0,0
133950.0,0
133980.0,0
134010.0,0
134040.0,0
134070.0,0
134100.0,0
134130.0,0
134160.0,0
134190.0,0
134220.0,0
134250.0,2
134280.0,16
134310.0,32
134340.0,53
134370.0,75
134400.0,88
134430.0,171
134460.0,200
134490.0,139
134520.0,149
134550.0,152
134580.0,123
134610.0,155
134640.0,103
134670.0,102
134700.0,107
134730.0,101
134760.0,101
134790.0,99
134820.0,96
134850.0,91
134880.0,85
134910.0,78
134940.0,69
134970.0,54
135000.0,32
135030.0,3
135060.0,0
135090.0,0
135120.0,0
135150.0,0
135180.0,0
135210.0,0
135240.0,0
135270.0,0
135300.0,0
135330.0,0
135360.0,0
135390.0,0
135420.0,0
135450.0,0
135480.0,0
135510.0,0
135540.0,0
135570.0,0
135600.0,0
135630.0,0
135660.0,0
135690.0,2
135720.0,27
135750.0,54
135780.0,78
135810.0,98
135840.0,101
135870.0,98
135900.0,100
135930.0,110
135960.0,214
135990.0,231
136020.0,180
136050.0,281
136080.0,319
136110.0,351
136140.0,300
136170.0,241
136200.0,267
136230.0,226
136260.0,263
136290.0,217
136320.0,175
136350.0,103
136380.0,35
136410.0,17
136440.0,7
136470.0,1
136500.0,0
136530.0,0
136560.0,0
136590.0,0
136620.0,0
136650.0,0
136680.0,0
136710.0,0
136740.0,0
136770.0,0
136800.0,0
136830.0,0
136860.0,0
136890.0,0
136920.0,0
136950.0,0
136980.0,0
137010.0,0
137040.0,0
137070.0,0
137100.0,0
137130.0,6
137160.0,31
137190.0,51
137220.0,96
137250.0,139
137280.0,178
137310.0,223
137340.0,264
137370.0,244
137400.0,272
137430.0,336
137460.0,342
137490.0,353
137520.0,369
137550.0,339
137580.0,215
137610.0,141
137640.0,136
137670.0,118
137700.0,128
137730.0,152
137760.0,150
137790.0,82
137820.0,57
137850.0,47
137880.0,30
137910.0,7
137940.0,0
137970.0,0
138000.0,0
138030.0,0
138060.0,0
138090.0,0
138120.0,0
138150.0,0
138180.0,0
138210.0,0
138240.0,0
138270.0,0
138300.0,0
138330.0,0
138360.0,0
138390.0,0
138420.0,0
138450.0,0
138480.0,0
138510.0,0
138540.0,0
138570.0,5
138600.0,31
138630.0,52
138660.0,69
138690.0,92
138720.0,102
138750.0,105
138780.0,113
138810.0,108
138840.0,93
138870.0,92
138900.0,93
138930.0,96
138960.0,97
138990.0,97
139020.0,96
139050.0,95
139080.0,93
139110.0,90
139140.0,86
139170.0,82
139200.0,76
139230.0,70
139260.0,61
139290.0,51
139320.0,30
139350.0,6
139380.0,0
139410.0,0
139440.0,0
139470.0,0
139500.0,0
139530.0,0
139560.0,0
139590.0,0
139620.0,0
139650.0,0
139680.0,0
139710.0,0
139740.0,0
139770.0,0
139800.0,0
139830.0,0
139860.0,0
139890.0,0
139920.0,0
139950.0,0
139980.0,0
140010.0,6
140040.0,37
140070.0,58
140100.0,73
140130.0,84
140160.0,92
140190.0,100
140220.0,107
140250.0,114
140280.0,122
140310.0,152
140340.0,344
140370.0,385
140400.0,394
140430.0,350
140460.0,336
140490.0,363
140520.0,327
140550.0,296
140580.0,179
140610.0,89
140640.0,76
140670.0,41
140700.0,38
140730.0,28
140760.0,15
140790.0,2
140820.0,0
140850.0,0
140880.0,0
140910.0,0
140940.0,0
140970.0,0
141000.0,0
141030.0,0
141060.0,0
141090.0,0
141120.0,0
141150.0,0
141180.0,0
141210.0,0
141240.0,0
141270.0,0
141300.0,0
141330.0,0
141360.0,0
141390.0,0
141420.0,0
141450.0,3
141480.0,15
141510.0,40
141540.0,85
141570.0,119
141600.0,173
141630.0,216
141660.0,262
141690.0,310
141720.0,339
141750.0,350
141780.0,357
141810.0,325
141840.0,242
141870.0,210
141900.0,275
141930.0,265
141960.0,253
141990.0,251
142020.0,206
142050.0,86
142080.0,82
142110.0,77
142140.0,47
142170.0,36
142200.0,37
142230.0,5
142260.0,0
142290.0,0
142320.0,0
142350.0,0
142380.0,0
142410.0,0
142440.0,0
142470.0,0
142500.0,0
142530.0,0
142560.0,0
142590.0,0
142620.0,0
142650.0,0
142680.0,0
142710.0,0
142740.0,0
142770.0,0
142800.0,0
142830.0,0
142860.0,0
142890.0,9
142920.0,40
142950.0,62
142980.0,78
143010.0,93
143040.0,102
143070.0,140
143100.0,170
143130.0,287
143160.0,307
143190.0,269
143220.0,382
143250.0,387
143280.0,342
143310.0,258
143340.0,274
143370.0,239
143400.0,259
143430.0,256
143460.0,201
143490.0,183
143520.0,144
143550.0,104
143580.0,62
143610.0,28
143640.0,12
143670.0,3
143700.0,0
143730.0,0
143760.0,0
143790.0,0
143820.0,0
143850.0,0
143880.0,0
143910.0,0
143940.0,0
143970.0,0
144000.0,0
144030.0,0
144060.0,0
144090.0,0
144120.0,0
144150.0,0
144180.0,0
144210.0,0
144240.0,0
144270.0,0
144300.0,0
144330.0,9
144360.0,42
144390.0,66
144420.0,85
144450.0,97
144480.0,113
144510.0,112
144540.0,117
144570.0,165
144600.0,168
144630.0,118
144660.0,148
144690.0,300
144720.0,377
144750.0,395
144780.0,385
144810.0,373
144840.0,347
144870.0,309
144900.0,197
144930.0,151
144960.0,159
144990.0,96
145020.0,40
145050.0,27
145080.0,14
145110.0,3
145140.0,0
145170.0,0
145200.0,0
145230.0,0
145260.0,0
145290.0,0
145320.0,0
145350.0,0
145380.0,0
145410.0,0
145440.0,0
145470.0,0
145500.0,0
145530.0,0
145560.0,0
145590.0,0
145620.0,0
145650.0,0
145680.0,0
145710.0,0
145740.0,0
145770.0,10
145800.0,43
145830.0,70
145860.0,91
145890.0,105
145920.0,116
145950.0,167
145980.0,215
146010.0,157
146040.0,249
146070.0,361
146100.0,393
146130.0,397
146160.0,409
146190.0,398
146220.0,383
146250.0,370
146280.0,349
146310.0,302
146340.0,268
146370.0,238
146400.0,192
146430.0,129
146460.0,75
146490.0,51
146520.0,25
146550.0,4
146580.0,0
146610.0,0
146640.0,0
146670.0,0
146700.0,0
146730.0,0
146760.0,0
146790.0,0
146820.0,0
146850.0,0
146880.0,0
146910.0,0
146940.0,0
146970.0,0
147000.0,0
147030.0,0
147060.0,0
147090.0,0
147120.0,0
147150.0,0
147180.0,0
147210.0,2
147240.0,10
147270.0,29
147300.0,27
147330.0,24
147360.0,51
147390.0,52
147420.0,52
147450.0,61
147480.0,60
147510.0,64
147540.0,68
147570.0,82
147600.0,105
147630.0,68
147660.0,57
147690.0,98
147720.0,101
147750.0,95
147780.0,49
147810.0,52
147840.0,28
147870.0,26
147900.0,79
147930.0,9
147960.0,5
147990.0,1
148020.0,0
148050.0,0
148080.0,0
148110.0,0
148140.0,0
148170.0,0
148200.0,0
148230.0,0
148260.0,0
148290.0,0
148320.0,0
148350.0,0
148380.0,0
148410.0,0
148440.0,0
148470.0,0
148500.0,0
148530.0,0
148560.0,0
148590.0,0
148620.0,0
148650.0,2
148680.0,6
148710.0,9
148740.0,18
148770.0,53
148800.0,61
148830.0,31
148860.0,41
148890.0,68
148920.0,58
148950.0,56
148980.0,67
149010.0,112
149040.0,92
149070.0,84
149100.0,102
149130.0,84
149160.0,103
149190.0,56
149220.0,59
149250.0,61
149280.0,48
149310.0,66
149340.0,28
149370.0,10
149400.0,5
149430.0,3
149460.0,0
149490.0,0
149520.0,0
149550.0,0
149580.0,0
149610.0,0
149640.0,0
149670.0,0
149700.0,0
149730.0,0
149760.0,0
149790.0,0
149820.0,0
149850.0,0
149880.0,0
149910.0,0
149940.0,0
149970.0,0
150000.0,0
150030.0,0
150060.0,0
150090.0,3
150120.0,7
150150.0,16
150180.0,16
150210.0,23
150240.0,24
150270.0,32
150300.0,38
150330.0,46
150360.0,58
150390.0,64
150420.0,65
150450.0,158
150480.0,175
150510.0,182
150540.0,211
150570.0,156
150600.0,126
150630.0,86
150660.0,113
150690.0,82
150720.0,72
150750.0,83
150780.0,68
150810.0,35
150840.0,16
150870.0,3
150900.0,0
150930.0,0
150960.0,0
150990.0,0
151020.0,0
151050.0,0
151080.0,0
151110.0,0
151140.0,0
151170.0,0
151200.0,0
151230.0,0
151260.0,0
151290.0,0
151320.0,0
151350.0,0
151380.0,0
151410.0,0
151440.0,0
151470.0,0
151500.0,0
151530.0,3
151560.0,9
151590.0,17
151620.0,32
151650.0,64
151680.0,105
151710.0,118
151740.0,159
151770.0,161
151800.0,210
151830.0,166
151860.0,189
151890.0,237
151920.0,200
151950.0,183
151980.0,217
152010.0,245
152040.0,156
152070.0,139
152100.0,139
152130.0,103
152160.0,61
152190.0,51
152220.0,46
152250.0,28
152280.0,13
152310.0,3
152340.0,0
152370.0,0
152400.0,0
152430.0,0
152460.0,0
152490.0,0
152520.0,0
152550.0,0
152580.0,0
152610.0,0
152640.0,0
152670.0,0
152700.0,0
152730.0,0
152760.0,0
152790.0,0
152820.0,0
152850.0,0
152880.0,0
152910.0,0
152940.0,0
152970.0,20
153000.0,41
153030.0,54
153060.0,64
153090.0,84
153120.0,85
153150.0,204
153180.0,271
153210.0,286
153240.0,295
153270.0,339
153300.0,382
153330.0,410
153360.0,369
153390.0,408
153420.0,229
153450.0,151
153480.0,157
153510.0,192
153540.0,206
153570.0,210
153600.0,191
153630.0,129
153660.0,98
153690.0,60
153720.0,27
153750.0,8
153780.0,0
153810.0,0
153840.0,0
153870.0,0
153900.0,0
153930.0,0
153960.0,0
153990.0,0
154020.0,0
154050.0,0
154080.0,0
154110.0,0
154140.0,0
154170.0,0
154200.0,0
154230.0,0
154260.0,0
154290.0,0
154320.0,0
154350.0,0
154380.0,0
154410.0,18
154440.0,48
154470.0,79
154500.0,110
154530.0,132
154560.0,175
154590.0,207
154620.0,191
154650.0,282
154680.0,321
154710.0,312
154740.0,280
154770.0,274
154800.0,173
154830.0,93
154860.0,169
154890.0,105
154920.0,208
154950.0,92
154980.0,121
155010.0,77
155040.0,35
155070.0,28
155100.0,24
155130.0,15
155160.0,8
155190.0,3
155220.0,0
155250.0,0
155280.0,0
155310.0,0
155340.0,0
155370.0,0
155400.0,0
155430.0,0
155460.0,0
155490.0,0
155520.0,0
155550.0,0
155580.0,0
155610.0,0
155640.0,0
155670.0,0
155700.0,0
155730.0,0
155760.0,0
155790.0,0
155820.0,0
155850.0,11
155880.0,21
155910.0,46
155940.0,73
155970.0,81
156000.0,88
156030.0,94
156060.0,98
156090.0,102
156120.0,105
156150.0,108
156180.0,121
156210.0,129
156240.0,152
156270.0,153
156300.0,153
156330.0,171
156360.0,177
156390.0,134
156420.0,120
156450.0,111
156480.0,99
156510.0,87
156540.0,75
156570.0,62
156600.0,44
156630.0,18
156660.0,0
156690.0,0
156720.0,0
156750.0,0
156780.0,0
156810.0,0
156840.0,0
156870.0,0
156900.0,0
156930.0,0
156960.0,0
156990.0,0
157020.0,0
157050.0,0
157080.0,0
157110.0,0
157140.0,0
157170.0,0
157200.0,0
157230.0,0
157260.0,0
157290.0,21
157320.0,47
157350.0,62
157380.0,74
157410.0,84
157440.0,94
157470.0,100
157500.0,104
157530.0,108
157560.0,114
157590.0,155
157620.0,179
157650.0,167
157680.0,146
157710.0,157
157740.0,134
157770.0,124
157800.0,123
157830.0,152
157860.0,169
157890.0,151
157920.0,119
157950.0,88
157980.0,75
158010.0,62
158040.0,45
158070.0,17
158100.0,0
158130.0,0
158160.0,0
158190.0,0
158220.0,0
158250.0,0
158280.0,0
158310.0,0
158340.0,0
158370.0,0
158400.0,0
158430.0,0
158460.0,0
158490.0,0
158520.0,0
158550.0,0
158580.0,0
158610.0,0
158640.0,0
158670.0,0
158700.0,1
158730.0,12
158760.0,30
158790.0,45
158820.0,70
158850.0,97
158880.0,161
158910.0,231
158940.0,275
158970.0,301
159000.0,364
159030.0,346
159060.0,371
159090.0,337
159120.0,217
159150.0,237
159180.0,345
159210.0,377
159240.0,335
159270.0,303
159300.0,254
159330.0,226
159360.0,172
159390.0,136
159420.0,101
159450.0,79
159480.0,44
159510.0,12
159540.0,0
159570.0,0
159600.0,0
159630.0,0
159660.0,0
159690.0,0
159720.0,0
159750.0,0
159780.0,0
159810.0,0
159840.0,0
159870.0,0
159900.0,0
159930.0,0
159960.0,0
159990.0,0
160020.0,0
160050.0,0
160080.0,0
160110.0,0
160140.0,2
160170.0,25
160200.0,53
160230.0,82
160260.0,107
160290.0,130
160320.0,151
160350.0,183
160380.0,225
160410.0,239
160440.0,256
160470.0,336
160500.0,364
160530.0,360
160560.0,354
160590.0,273
160620.0,176
160650.0,263
160680.0,254
160710.0,252
160740.0,195
160770.0,199
160800.0,150
160830.0,141
160860.0,93
160890.0,74
160920.0,47
160950.0,18
160980.0,0
161010.0,0
161040.0,0
161070.0,0
161100.0,0
161130.0,0
161160.0,0
161190.0,0
161220.0,0
161250.0,0
161280.0,0
161310.0,0
161340.0,0
161370.0,0
161400.0,0
161430.0,0
161460.0,0
161490.0,0
161520.0,0
161550.0,0
161580.0,2
161610.0,26
161640.0,56
161670.0,90
161700.0,137
161730.0,175
161760.0,221
161790.0,235
161820.0,226
161850.0,259
161880.0,300
161910.0,310
161940.0,333
161970.0,359
162000.0,347
162030.0,335
162060.0,267
162090.0,267
162120.0,219
162150.0,264
162180.0,273
162210.0,228
162240.0,177
162270.0,147
162300.0,88
162330.0,54
162360.0,44
162390.0,20
162420.0,0
162450.0,0
162480.0,0
162510.0,0
162540.0,0
162570.0,0
162600.0,0
162630.0,0
162660.0,0
162690.0,0
162720.0,0
162750.0,0
162780.0,0
162810.0,0
162840.0,0
162870.0,0
162900.0,0
162930.0,0
162960.0,0
162990.0,0
163020.0,3
163050.0,28
163080.0,50
163110.0,67
163140.0,79
163170.0,90
163200.0,99
163230.0,108
163260.0,115
163290.0,178
163320.0,190
163350.0,159
163380.0,135
163410.0,138
163440.0,126
163470.0,123
163500.0,119
163530.0,118
163560.0,117
163590.0,117
163620.0,116
163650.0,130
163680.0,151
163710.0,150
163740.0,115
163770.0,63
163800.0,32
163830.0,10
163860.0,0
163890.0,0
163920.0,0
163950.0,0
163980.0,0
164010.0,0
164040.0,0
164070.0,0
164100.0,0
164130.0,0
164160.0,0
164190.0,0
164220.0,0
164250.0,0
164280.0,0
164310.0,0
164340.0,0
164370.0,0
164400.0,0
164430.0,0
164460.0,4
164490.0,34
164520.0,57
164550.0,73
164580.0,84
164610.0,94
164640.0,100
164670.0,103
164700.0,103
164730.0,106
164760.0,108
164790.0,111
164820.0,111
164850.0,110
164880.0,106
164910.0,105
164940.0,102
164970.0,98
165000.0,94
165030.0,99
165060.0,103
165090.0,97
165120.0,90
165150.0,82
165180.0,72
165210.0,61
165240.0,45
165270.0,23
165300.0,0
165330.0,0
165360.0,0
165390.0,0
165420.0,0
165450.0,0
165480.0,0
165510.0,0
165540.0,0
165570.0,0
165600.0,0
165630.0,0
165660.0,0
165690.0,0
165720.0,0
165750.0,0
165780.0,0
165810.0,0
165840.0,0
165870.0,0
165900.0,4
165930.0,30
165960.0,61
165990.0,95
166020.0,122
166050.0,161
166080.0,194
166110.0,261
166140.0,310
166170.0,320
166200.0,319
166230.0,343
166260.0,334
166290.0,336
166320.0,331
166350.0,342
166380.0,335
166410.0,294
166440.0,272
166470.0,186
166500.0,159
166530.0,197
166560.0,177
166590.0,121
166620.0,108
166650.0,79
166680.0,45
166710.0,20
166740.0,0
166770.0,0
166800.0,0
166830.0,0
166860.0,0
166890.0,0
166920.0,0
166950.0,0
166980.0,0
167010.0,0
167040.0,0
167070.0,0
167100.0,0
167130.0,0
167160.0,0
167190.0,0
167220.0,0
167250.0,0
167280.0,0
167310.0,0
167340.0,6
167370.0,33
167400.0,50
167430.0,63
167460.0,76
167490.0,126
167520.0,192
167550.0,259
167580.0,259
167610.0,274
167640.0,330
167670.0,291
167700.0,357
167730.0,276
167760.0,348
167790.0,187
167820.0,120
167850.0,134
167880.0,154
167910.0,121
167940.0,86
167970.0,66
168000.0,132
168030.0,150
168060.0,93
168090.0,70
168120.0,54
168150.0,25
168180.0,1
168210.0,0
168240.0,0
168270.0,0
168300.0,0
168330.0,0
168360.0,0
168390.0,0
168420.0,0
168450.0,0
168480.0,0
168510.0,0
168540.0,0
168570.0,0
168600.0,0
168630.0,0
168660.0,0
168690.0,0
168720.0,0
168750.0,0
168780.0,8
168810.0,32
168840.0,47
168870.0,58
168900.0,66
168930.0,74
168960.0,78
168990.0,83
169020.0,87
169050.0,89
169080.0,92
169110.0,94
169140.0,97
169170.0,101
169200.0,106
169230.0,105
169260.0,106
169290.0,103
169320.0,101
169350.0,97
169380.0,91
169410.0,87
169440.0,82
169470.0,76
169500.0,68
169530.0,58
169560.0,45
169590.0,27
169620.0,2
169650.0,0
169680.0,0
169710.0,0
169740.0,0
169770.0,0
169800.0,0
169830.0,0
169860.0,0
169890.0,0
169920.0,0
169950.0,0
169980.0,0
170010.0,0
170040.0,0
170070.0,0
170100.0,0
170130.0,0
170160.0,0
170190.0,0
170220.0,8
170250.0,36
170280.0,55
170310.0,69
170340.0,79
170370.0,87
170400.0,93
170430.0,98
170460.0,100
170490.0,104
170520.0,108
170550.0,110
170580.0,114
170610.0,111
170640.0,106
170670.0,107
170700.0,108
170730.0,106
170760.0,106
170790.0,103
170820.0,99
170850.0,94
170880.0,88
170910.0,81
170940.0,73
170970.0,62
171000.0,47
171030.0,27
171060.0,2
171090.0,0
171120.0,0
171150.0,0
171180.0,0
171210.0,0
171240.0,0
171270.0,0
171300.0,0
171330.0,0
171360.0,0
171390.0,0
171420.0,0
171450.0,0
171480.0,0
171510.0,0
171540.0,0
171570.0,0
171600.0,0
171630.0,0
171660.0,9
171690.0,36
171720.0,55
171750.0,69
171780.0,80
171810.0,89
171840.0,95
171870.0,100
171900.0,128
171930.0,232
171960.0,237
171990.0,277
172020.0,270
172050.0,124
172080.0,127
172110.0,126
172140.0,130
172170.0,120
172200.0,286
172230.0,217
172260.0,119
172290.0,114
172320.0,108
172350.0,99
172380.0,88
172410.0,73
172440.0,54
172470.0,27
172500.0,2
172530.0,0
172560.0,0
172590.0,0
172620.0,0
172650.0,0
172680.0,0
172710.0,0
172740.0,0
172770.0,0
172800.0,0
172830.0,0
172860.0,0
172890.0,0
172920.0,0
172950.0,0
172980.0,0
173010.0,0
173040.0,0
173070.0,0
173100.0,9
173130.0,38
173160.0,59
173190.0,86
173220.0,138
173250.0,133
173280.0,115
173310.0,128
173340.0,231
173370.0,306
173400.0,355
173430.0,228
173460.0,78
173490.0,82
173520.0,324
173550.0,199
173580.0,337
173610.0,374
173640.0,302
173670.0,318
173700.0,293
173730.0,223
173760.0,174
173790.0,134
173820.0,111
173850.0,83
173880.0,58
173910.0,29
173940.0,3
173970.0,0
174000.0,0
174030.0,0
174060.0,0
174090.0,0
174120.0,0
174150.0,0
174180.0,0
174210.0,0
174240.0,0
174270.0,0
174300.0,0
174330.0,0
174360.0,0
174390.0,0
174420.0,0
174450.0,0
174480.0,0
174510.0,0
174540.0,11
174570.0,35
174600.0,54
174630.0,84
174660.0,146
174690.0,185
174720.0,222
174750.0,250
174780.0,264
174810.0,287
174840.0,379
174870.0,396
174900.0,412
174930.0,404
174960.0,420
174990.0,321
175020.0,292
175050.0,282
175080.0,287
175110.0,243
175140.0,172
175170.0,191
175200.0,181
175230.0,99
175260.0,110
175290.0,86
175320.0,57
175350.0,25
175380.0,3
175410.0,0
175440.0,0
175470.0,0
175500.0,0
175530.0,0
175560.0,0
175590.0,0
175620.0,0
175650.0,0
175680.0,0
175710.0,0
175740.0,0
175770.0,0
175800.0,0
175830.0,0
175860.0,0
175890.0,0
175920.0,0
175950.0,0
175980.0,9
176010.0,38
176040.0,73
176070.0,78
176100.0,108
176130.0,81
176160.0,130
176190.0,195
176220.0,211
176250.0,180
176280.0,260
176310.0,281
176340.0,315
176370.0,277
176400.0,231
176430.0,240
176460.0,211
176490.0,220
176520.0,177
176550.0,186
176580.0,227
176610.0,173
176640.0,152
176670.0,24
176700.0,34
176730.0,30
176760.0,21
176790.0,11
176820.0,1
176850.0,0
176880.0,0
176910.0,0
176940.0,0
176970.0,0
177000.0,0
177030.0,0
177060.0,0
177090.0,0
177120.0,0
177150.0,0
177180.0,0
177210.0,0
177240.0,0
177270.0,0
177300.0,0
177330.0,0
177360.0,0
177390.0,0
177420.0,2
177450.0,7
177480.0,14
177510.0,22
177540.0,50
177570.0,43
177600.0,68
177630.0,93
177660.0,296
177690.0,210
177720.0,114
177750.0,109
177780.0,109
177810.0,109
177840.0,107
177870.0,106
177900.0,105
177930.0,104
177960.0,103
177990.0,103
178020.0,117
178050.0,167
178080.0,138
178110.0,118
178140.0,90
178170.0,69
178200.0,55
178230.0,32
178260.0,5
178290.0,0
178320.0,0
178350.0,0
178380.0,0
178410.0,0
178440.0,0
178470.0,0
178500.0,0
178530.0,0
178560.0,0
178590.0,0
178620.0,0
178650.0,0
178680.0,0
178710.0,0
178740.0,0
178770.0,0
178800.0,0
178830.0,0
178860.0,15
178890.0,43
178920.0,65
178950.0,82
178980.0,93
179010.0,102
179040.0,108
179070.0,113
179100.0,114
179130.0,116
179160.0,117
179190.0,117
179220.0,116
179250.0,117
179280.0,118
179310.0,116
179340.0,113
179370.0,111
179400.0,108
179430.0,106
179460.0,102
179490.0,98
179520.0,93
179550.0,127
179580.0,88
179610.0,76
179640.0,55
179670.0,33
179700.0,4
179730.0,0
179760.0,0
179790.0,0
179820.0,0
179850.0,0
179880.0,0
179910.0,0
179940.0,0
179970.0,0
180000.0,0
180030.0,0
180060.0,0
180090.0,0
180120.0,0
180150.0,0
180180.0,0
180210.0,0
180240.0,0
180270.0,0
180300.0,15
180330.0,43
180360.0,65
180390.0,80
180420.0,94
180450.0,99
180480.0,107
180510.0,106
180540.0,101
180570.0,103
180600.0,105
180630.0,107
180660.0,141
180690.0,358
180720.0,177
180750.0,106
180780.0,110
180810.0,247
180840.0,335
180870.0,256
180900.0,131
180930.0,140
180960.0,149
180990.0,111
181020.0,113
181050.0,85
181080.0,55
181110.0,33
181140.0,6
181170.0,0
181200.0,0
181230.0,0
181260.0,0
181290.0,0
181320.0,0
181350.0,0
181380.0,0
181410.0,0
181440.0,0
181470.0,0
181500.0,0
181530.0,0
181560.0,0
181590.0,0
181620.0,0
181650.0,0
181680.0,0
181710.0,0
181740.0,17
181770.0,41
181800.0,58
181830.0,69
181860.0,78
181890.0,86
181920.0,91
181950.0,96
181980.0,99
182010.0,102
182040.0,104
182070.0,106
182100.0,106
182130.0,110
182160.0,117
182190.0,114
182220.0,113
182250.0,111
182280.0,108
182310.0,105
182340.0,104
182370.0,98
182400.0,93
182430.0,85
182460.0,77
182490.0,66
182520.0,51
182550.0,32
182580.0,8
182610.0,0
182640.0,0
182670.0,0
182700.0,0
182730.0,0
182760.0,0
182790.0,0
182820.0,0
182850.0,0
182880.0,0
182910.0,0
182940.0,0
182970.0,0
183000.0,0
183030.0,0
183060.0,0
183090.0,0
183120.0,0
183150.0,0
183180.0,17
183210.0,41
183240.0,59
183270.0,72
183300.0,82
183330.0,90
183360.0,142
183390.0,147
183420.0,242
183450.0,255
183480.0,307
183510.0,384
183540.0,313
183570.0,327
183600.0,370
183630.0,347
183660.0,335
183690.0,282
183720.0,299
183750.0,301
183780.0,301
183810.0,266
183840.0,230
183870.0,189
183900.0,128
183930.0,86
183960.0,59
183990.0,36
184020.0,8
184050.0,0
184080.0,0
184110.0,0
184140.0,0
184170.0,0
184200.0,0
184230.0,0
184260.0,0
184290.0,0
184320.0,0
184350.0,0
184380.0,0
184410.0,0
184440.0,0
184470.0,0
184500.0,0
184530.0,0
184560.0,0
184590.0,0
184620.0,6
184650.0,14
184680.0,26
184710.0,49
184740.0,31
184770.0,35
184800.0,41
184830.0,111
184860.0,119
184890.0,110
184920.0,95
184950.0,99
184980.0,233
185010.0,389
185040.0,140
185070.0,215
185100.0,234
185130.0,307
185160.0,73
185190.0,89
185220.0,253
185250.0,174
185280.0,164
185310.0,98
185340.0,104
185370.0,94
185400.0,66
185430.0,35
185460.0,8
185490.0,0
185520.0,0
185550.0,0
185580.0,0
185610.0,0
185640.0,0
185670.0,0
185700.0,0
185730.0,0
185760.0,0
185790.0,0
185820.0,0
185850.0,0
185880.0,0
185910.0,0
185940.0,0
185970.0,0
186000.0,0
186030.0,0
186060.0,9
186090.0,41
186120.0,55
186150.0,118
186180.0,141
186210.0,197
186240.0,191
186270.0,227
186300.0,242
186330.0,310
186360.0,371
186390.0,375
186420.0,431
186450.0,386
186480.0,396
186510.0,403
186540.0,205
186570.0,216
186600.0,364
186630.0,308
186660.0,258
186690.0,200
186720.0,126
186750.0,137
186780.0,77
186810.0,77
186840.0,54
186870.0,35
186900.0,11
186930.0,0
186960.0,0
186990.0,0
187020.0,0
187050.0,0
187080.0,0
187110.0,0
187140.0,0
187170.0,0
187200.0,0
187230.0,0
187260.0,0
187290.0,0
187320.0,0
187350.0,0
187380.0,0
187410.0,0
187440.0,0
187470.0,0
187500.0,3
187530.0,6
187560.0,8
187590.0,15
187620.0,24
187650.0,24
187680.0,29
187710.0,37
187740.0,47
187770.0,56
187800.0,64
187830.0,75
187860.0,66
187890.0,68
187920.0,66
187950.0,65
187980.0,65
188010.0,68
188040.0,89
188070.0,101
188100.0,102
188130.0,93
188160.0,38
188190.0,26
188220.0,33
188250.0,54
188280.0,13
188310.0,5
188340.0,2
188370.0,0
188400.0,0
188430.0,0
188460.0,0
188490.0,0
188520.0,0
188550.0,0
188580.0,0
188610.0,0
188640.0,0
188670.0,0
188700.0,0
188730.0,0
188760.0,0
188790.0,0
188820.0,0
188850.0,0
188880.0,0
188910.0,0
188940.0,15
188970.0,45
189000.0,82
189030.0,89
189060.0,95
189090.0,176
189120.0,210
189150.0,250
189180.0,313
189210.0,357
189240.0,383
189270.0,424
189300.0,435
189330.0,444
189360.0,407
189390.0,352
189420.0,337
189450.0,231
189480.0,133
189510.0,294
189540.0,297
189570.0,167
189600.0,98
189630.0,93
189660.0,60
189690.0,30
189720.0,9
189750.0,13
189780.0,4
189810.0,0
