604468.027664888,653671.435703965,678024.217908951,714422.726358317,747008.849745298,837450.43628552,967164.958175333,1015350.23121492,1187465.27884859,1347122.98505219
1252487.22468744,1350637.54572487,1399216.16023213,1471823.43342653,1536825.81027931,1717237.51564343,1975990.36375082,2072109.72227889,2415442.58993719,2733925.71426744
1916721.27617252,2063723.01266329,2136480.19382585,2245225.58689867,2342580.97170419,2612787.26029776,3000326.67526523,3144286.59780708,3658503.23211517,4135501.89930954
2591730.12531332,2787519.8189805,2884424.15869763,3029260.72801792,3158927.09402799,3518811.3221576,4034970.00947505,4226708.35085578,4911586.77279263,5546895.07022576
3274801.72013588,3519331.88535946,3640359.88105256,3821252.49885555,3983198.39759259,4432673.28116576,5077326.05490094,5316796.31209037,6172170.41548392,6965634.25941483
3965920.38086111,4259143.62436721,4404271.81916367,4621185.42599822,4815379.47014314,5354357.89481043,6127379.81248264,6414535.57288595,7440239.57459405,8391705.18093144
4662395.06377233,5004279.84121556,5173492.62252664,5426403.88327902,5652825.18184128,6281249.16542715,7182557.0669496,7517367.43894857,8713290.99587251,9822656.00792949
5366890.78107724,5757389.85249656,5950663.83933039,6239537.80796356,6498155.07515909,7215937.78512094,8245407.13219021,8627825.85333044,9993803.71862111,11260914.8497836
6413706.76354804,6787359.91666334,6976791.56900196,7265665.53763513,7524282.80483066,8242065.51479251,9313364.13367587,9743360.41218989,11279282.5994097,12704037.8238376
7465636.74507293,7822454.86831731,8008046.66967045,8296920.63830362,8555537.90549915,9273320.61546101,10386421.4696253,10863964.5535505,12569721.2184423,14152018.6421851
8520121.24783401,8860109.7801474,9041862.97106639,9330736.93969956,9589354.20689509,10307136.916857,11462026.5011378,11987101.0293954,13862637.3030623,15602426.0285235
9579709.84448729,9902879.6532133,10080796.7123976,10369670.6810308,10628287.9482263,11346070.6581882,12542721.9884188,13115297.2686088,15160503.5195478,17057681.8501326
10641848.016991,10948204.5305401,11122286.6961395,11411160.6647727,11669777.9319682,12387560.6419301,13625960.2390912,14246020.9398729,16460842.4054096,18515359.5420559
11709080.4069747,11998634.4716623,12168884.21758,12457758.1862131,12716375.4534087,13434158.1633705,14714279.0955095,15381794.5838727,17766121.844641,19977876.2875366
12781400.4460809,13054162.8942372,13220582.6911866,13509456.6598198,13768073.9270153,14485856.6369772,15807672.006867,16522611.6892987,19076335.4670151,21445225.8472193
12958351.6204861,13214311.6197808,13376898.9970485,13665772.9656817,13924390.2328772,14642172.9428391,16005709.6477068,16768104.11772,19491333.690668,22017461.3771215
12182220.6663059,12421269.1197675,12579999.1937555,12868873.1623887,13127490.4295842,13845273.1395461,15250802.0727202,16060959.4504975,18954795.4063998,21639181.3284966
11355258.7394427,11577307.3441323,11732159.9740908,12021033.9427239,12279651.2099195,12997433.9198813,14402962.8530554,15213120.2308327,18106956.186735,20791342.1088318
10457531.2219118,10662457.0447179,10813404.1912057,11102278.1598388,11360895.4270344,12078678.1369962,13484207.0701703,14294364.4479476,17188200.4038499,19872586.3259467
9514235.71011924,9701959.59088416,9848983.19850063,10137857.1671338,10396474.4343293,11114257.1442912,12519786.0774653,13329943.4552426,16223779.4111449,18908165.3332417
8557843.28192394,8728342.46884606,8871437.34820164,9160311.31683483,9418928.58403034,10136711.2939922,11542240.2271663,12352397.6049436,15246233.5608459,17930619.4829427
7608003.63966111,7761289.51615932,7900458.26366357,8189332.23229676,8447949.49949227,9165732.20945416,10571261.1426282,11381418.5204056,14275254.4763078,16959640.3984046
6671243.62001465,6807338.90784808,6942586.70603822,7231460.67467142,7490077.94186692,8207860.65182881,9613389.5850029,10423546.9627802,13317382.9186825,16001768.8407793
5757290.04244661,5876234.36068517,6007570.2461549,6296444.2147881,6555061.48198361,7272844.19194549,8678373.12511957,9488530.50289691,12382366.4587992,15066752.3808959
4888635.42462829,4990507.46606622,5117949.38761669,5406823.35624989,5665440.62344539,6383223.33340728,7788752.26658136,8598909.6443587,11492745.600261,14177131.5223577
4045679.78056378,4130524.18914137,4254082.32947372,4542956.29810692,4801573.56530243,5519356.27526432,6924885.2084384,7735042.58621574,10628878.542118,13313264.4642148
3212326.6342008,3280160.09125861,3399838.25516932,3688712.22380252,3947329.49099802,4665112.20095992,6070641.13413399,6880798.51191133,9774634.46781359,12459020.3899104
2391747.58940695,2442592.28595671,2558395.53492644,2847269.50355964,3105886.77075515,3823669.48071704,5229198.41389112,6039355.79166846,8933191.74757072,11617577.6696675
1587089.3804169,1620972.97393822,1732907.61627775,2021781.58491095,2280398.85210645,2998181.56206835,4403710.49524242,5213867.87301977,8107703.82892203,10792089.7510188
795130.565382496,812075.117105955,920146.184694549,1209020.15332775,1467637.42052326,2185420.13048515,3590949.06365922,4401106.44143657,7294942.39733883,9979328.31943558
0,0,104206.236095425,393080.204728628,651697.47192413,1369480.18188602,2775009.11506009,3585166.49283745,6479002.4487397,9163388.37083646
111313.802058401,94385.7693686002,194730.941747211,483604.910380416,742222.177575914,1460004.88753781,2865533.82071188,3675691.19848924,6569527.15439149,9253913.07648824
1132460.23952147,1098631.63440651,1195122.0063969,1483995.97503011,1742613.24222561,2460395.95218751,3865924.88536158,4676082.26313893,7569918.21904119,10254304.1411379
2949552.18118302,2953466.13849867,3058214.59637364,3347088.56500684,3605705.83220234,4323488.54216424,5723771.01331808,6527960.94684046,9400481.53214486,12062433.6480458
4766644.12284456,4808300.64259084,4921307.18635038,5210181.15498357,5468798.42217907,6186581.13214096,7581617.14127458,8379839.63054198,11231044.8452485,13870563.1549536
6588368.66096341,6667743.26103707,6789002.53398842,7077876.50262161,7336493.7698171,8054276.47977899,9444069.4300642,10236328.345921,13066232.0164652,15683331.0718947
8410093.19908225,8527185.8794833,8656697.88162645,8945571.85025964,9204189.11745513,9921971.82741703,11306521.7188538,12092817.0613001,14901419.1876819,17496098.9888358
10224866.586584,10379714.0823893,10517486.8513719,10806360.8200051,11064978.0872006,11782760.7971625,13162062.5233359,13942388.48422,16729668.3200532,19301907.0319648
12039639.9740857,12232242.2852953,12378275.8211174,12667149.7897506,12925767.0569461,13643549.766908,15017603.327818,15791959.9071399,18557917.4524245,21107715.0750938
12958351.6204861,13188708.7470999,13343003.0497615,13631877.0183947,13890494.2855902,14608276.9955521,15977082.3911988,16745469.5889585,19490104.8436945,22017461.3771215
12946052.0191028,13214311.6197808,13376898.9970485,13665772.9656817,13924390.2328772,14642172.9428391,16005709.6477068,16768104.11772,19491333.690668,21996161.3680042
12049838.2329612,12318097.8336393,12480685.2109069,12769559.1795401,13028176.4467356,13748792.5433639,15113994.6474944,15876377.862194,18599618.6904556,21105775.6882612
11104985.7702813,11373245.3709593,11535832.7482269,11824706.7168601,12083323.9840556,12806787.4511987,14173663.1739753,14936035.0778121,17659287.2169365,20166780.0959174
10143813.5505046,10412073.1511826,10574660.5284502,10863534.4970834,11122151.7642789,11848467.2939439,13217019.3932199,13979379.9675553,16702643.4361811,19211474.3976537
9169546.74898452,9437806.34966256,9600393.72693019,9889267.69556339,10147884.9627589,10877056.3196996,12247287.0083105,13009636.2381895,15732911.0512717,18243081.8615196
8192000.89868554,8460260.49936358,8622847.87663121,8911721.8452644,9170339.11245991,9902367.23941834,11274277.0714861,12036614.9531637,14759901.1144472,17271412.2157703
7227558.27120362,7495817.87188166,7658405.24914929,7947279.21778248,8205896.48497799,8940777.61471589,10314364.3759448,11076690.9243861,13799988.4189059,16312838.0438549
6282705.80852364,6550965.40920168,6713552.7864693,7002426.7551025,7261044.02229801,7998772.52255077,9374032.90242573,10136348.1400041,12859656.9453869,15373842.451511
5382973.91695439,5649862.61615125,5812449.99341888,6101323.96205207,6359941.22924757,7095446.59131876,8469400.26190034,9231724.33064805,11955024.3048615,14470540.8746674
4505814.49273502,4771335.4292922,4933922.80655982,5222796.77519302,5481414.04238851,6214701.35641661,7587351.30957069,8349684.18926769,11072975.3525318,13589819.9383915
3635085.37196337,3899239.44005441,4061826.81732205,4350700.78595521,4609318.05315073,5340388.76918257,6711735.85721322,7474077.54209936,10197359.9001744,12715531.6338984
2770778.15252254,3033566.24515263,3196153.62242027,3485027.59105344,3743644.85824895,4472500.42443669,5842545.49853429,6604895.98285695,9328169.54149542,11847667.5560291
1909678.73809779,2171101.30133211,2333688.67859975,2622562.64723292,2881179.91442842,3607821.0541388,4976564.5394816,5738923.82036728,8462188.58244273,10983012.4446833
1045371.51865695,1305428.10643033,1468015.48369797,1756889.45233114,2015506.71952664,2739932.70939293,4107374.18080267,4869742.26112487,7592998.2237638,10115148.3668139
181064.299216115,439754.911528553,602342.288796186,891216.257429362,1149833.52462486,1872044.36464706,3238183.82212374,4000560.70188246,6723807.86508488,9247284.28894459
221293.656681609,478618.739598266,641206.116865905,930080.085499088,1188697.35269458,1908693.76623941,3273531.6349613,4035917.31128307,6759155.67792244,9283957.94948902
1165469.02327444,1421429.02256921,1584016.39983686,1872890.36847005,2131507.63566553,2849290.34562744,4212827.05049519,4975221.52050838,7698451.09345634,10224578.7799098
2975720.96122882,3231680.9605236,3394268.33779124,3683142.30642443,3941759.57361992,4659542.28358182,6023078.98844958,6785473.45846277,9508703.03141073,12034830.7178642
4785972.89918321,5041932.89847798,5204520.27574563,5493394.24437882,5752011.51157431,6469794.22153621,7833330.92640397,8595725.39641715,11318954.9693651,13845082.6558186
6596224.83713759,6852184.83643237,7014772.21370001,7303646.1823332,7562263.44952871,8280046.15949059,9643582.86435835,10405977.3343715,13129206.9073195,15655334.593773
8408808.90659101,8664768.90588578,8827356.28315342,9116230.25178661,9374847.51898212,10092630.228944,11456166.9338118,12218561.4038249,14941790.9767729,17467918.6632264
10223723.5863952,10479683.58569,10642270.9629576,10931144.9315908,11189762.1987863,11907544.9087482,13271081.613616,14033476.0836292,16756705.6565771,19282833.3430306
12040967.3568898,12296927.3561846,12459514.7334522,12748388.7020854,13007005.9692809,13724788.6792428,15088325.3841106,15850719.8541237,18573949.4270717,21100077.1135252
12958351.6204861,13214311.6197808,13376898.9970485,13665772.9656817,13924390.2328772,14642172.9428391,16005709.6477068,16768104.11772,19491333.690668,22017461.3771215
12958351.6204861,13214311.6197808,13376898.9970485,13665772.9656817,13924390.2328772,14642172.9428391,16005709.6477068,16768104.11772,19491333.690668,22017461.3771215
12503746.5005309,12750873.0059953,12907849.293257,13186753.866568,13436445.9343555,14129457.0817396,15445936.4608415,16182019.7616655,18809607.4840339,21239719.2545006
12024420.0948535,12262689.9083567,12414040.370016,12682949.3668195,12923692.7962349,13591867.327059,14861165.800527,15570868.8349327,18102563.5363226,20436407.2380495
11523355.8062816,11752748.5292789,11898460.2080537,12157350.6067503,12389124.78748,13032405.4985764,14254414.4003511,14937676.4098694,17373257.2315124,19610611.1419292
10997325.2882082,11217817.4927166,11357875.5070071,11606720.8670029,11829502.1278445,12447823.3206623,13622417.8464198,14279169.0491915,16618382.3320387,18758991.800009
10461898.4260631,10673481.2946764,10807880.0436115,11046670.4136674,11260449.8456761,11853786.7937666,12980919.9718819,13611134.1046558,15853884.3810395,17897653.5655116
9929605.74650395,10132282.220298,10261023.5720673,10489762.2714531,10694542.8462378,11262903.7971922,12342591.2952109,12946277.1181839,15092596.2316701,17039557.1007534
9412952.99211223,9606737.7473881,9729831.02446892,9948534.61671532,10144331.1629401,10687757.2731702,11720077.2739148,12297278.5014593,14347325.355039,16197637.4332109
