69837.2880496159,73985.6217577066,78224.50399666,82284.7300784877,82397.1687617367,82556.8273987519,72146.4250073042,76193.3893457325,78927.3348723147,81600.6029687366
117018.925349686,123196.801436883,129501.592277812,135504.74442561,133617.589109747,132077.887440294,109617.517607668,115766.376467692,119920.266585851,123981.964897307
155765.471581578,163184.02734815,170745.691079858,177903.461835595,173230.366182059,169299.15926362,134178.383531902,141704.953740834,146789.563149877,151761.324285504
188906.885823119,197041.920698084,205322.851750042,213111.409501765,205129.845065733,198347.201437238,150160.38243974,158583.443079486,164273.680756542,169837.628792529
217853.998213677,226313.254632184,234911.164522445,242938.527796139,231257.488259282,221279.242719654,159722.843347732,168682.298386485,174734.899787314,180653.169214355
242614.965494041,251006.948722201,259520.331307084,267395.280922767,251624.520364383,238107.177017342,162878.250456893,172014.704148645,178186.877810331,184222.065700836
264589.689147837,272653.825393185,280815.443416359,288277.588986666,268157.364808072,250872.297261898,161769.20606184,170843.449282095,176973.596371263,182967.690430737
282391.809481138,289737.870458796,297147.516611575,303806.904514149,278948.233203865,257553.056739524,154273.834090502,162927.633705015,168773.748166502,174490.113443717
248500.532661013,255457.304608405,262458.603304196,268813.377738073,248152.672846637,230460.677823145,142527.79456927,150522.714647403,155923.719982543,161204.854924949
211948.914495032,218244.132606946,224568.932957693,230352.364169609,213622.895943768,199367.352607861,126536.582373325,133634.495212669,138429.523147777,143118.129806459
174068.414881938,179566.078697787,185080.43520785,190159.287580856,177227.820403656,166275.493138408,108424.841089657,114506.79823785,118615.492594327,122632.998222856
133532.726663803,137961.098720466,142397.379875756,146505.440277998,137105.761017588,129190.436691143,86076.1494876221,90904.4844651408,94166.2885505604,97355.6998660276
91670.7296259822,94894.0727508646,98118.5923654334,101122.883115395,95122.0140902549,90110.7150210914,61611.0340032522,65067.0286341663,67401.7418342214,69684.6382018914
47158.6817681212,48905.7843095902,50651.4287358255,52286.2518235649,49418.495023755,47045.523201932,32917.1666914802,34763.6143804556,36010.9906796245,37230.6825982826
0,0,0,0,0,0,0,0,0,0
