Normalised hour angle,RAVEN_sample_ID,Clearsky DNI_original,Clearsky DNI_fourier,Clearsky DNI_nofourier,Clearsky DNI_gaussianed
-2123.648341,0,868.0,833.762251609,34.237748391,0.42386372574
-1413.507593,0,947.0,896.303003041,50.6969969586,0.798114379642
-703.3668408,0,984.0,939.850030255,44.1499697451,0.644948629355
6.773911200000001,0,996.0,949.634236988,46.3657630117,0.696566028054
716.9146595999999,0,986.0,939.473650566,46.5263494344,0.700378350423
1427.055412,0,951.0,893.00616544,57.9938345596,0.974463446894
2137.19616,0,876.0,829.534141769,46.4658582312,0.698941096719
2847.336912,0,703.0,621.649473598,81.3505264021,1.56074404011
3557.477664,0,0.0,46.457079542,-46.457079542,-0.778750403656
-3544.2195549999997,0,0.0,52.3513974179,-52.3513974179,-0.836292961077
-2835.004306,0,695.0,627.677221541,67.3227784587,1.21160646653
-2125.789056,0,867.0,833.566046969,33.4339530312,0.406308071746
-1416.5738099999999,0,942.0,895.995357175,46.0046428248,0.688029751783
-707.3585604,0,977.0,939.509929475,37.4900705252,0.496322102332
1.8566892,0,988.0,949.631698328,38.368301672,0.516326998906
711.0719387999999,0,976.0,939.991628778,36.0083712221,0.463010923634
1420.287185,0,936.0,893.697898741,42.3021012592,0.603184563676
2129.502434,0,856.0,830.240258973,25.7597410269,0.252817998738
2838.717684,0,685.0,625.722304641,59.2776953589,1.00632875021
3547.9329299999995,0,0.0,57.1394945487,-57.1394945487,-0.884523677525
-3544.185776,0,0.0,52.3894350814,-52.3894350814,-0.836668406601
-2835.9424510000003,0,675.0,627.232935482,47.7670645181,0.728728164435
-2127.699126,0,848.0,833.389306638,14.6106933619,0.0603880262341
-1419.455801,0,923.0,895.704184346,27.2958156545,0.282433724902
-711.2124756000001,0,957.0,939.181325859,17.8186741406,0.114889669723
-2.9691504,0,965.0,949.634827473,15.3651725269,0.0732530226765
705.2741712000001,0,950.0,940.504280974,9.49571902589,-0.0266746768388
1413.5174960000002,0,907.0,894.378971541,12.6210284593,0.0265035771678
2121.7608219999997,0,822.0,830.925761604,-8.92576160399,-0.298382343544
2830.004147,0,642.0,629.793242533,12.2067574669,0.0194535634899
3538.247472,0,0.0,67.9260524771,-67.9260524771,-1.0038371854
-3543.8294590000005,0,0.0,52.7906350199,-52.7906350199,-0.840635604452
-2836.603289,0,603.0,626.919636924,-23.9196369243,-0.499503843636
-2129.377122,0,787.0,833.232723806,-46.2327238064,-0.776592673071
-1422.150952,0,875.0,895.430148128,-20.4301481278,-0.44930148396
-714.9247847999999,0,916.0,938.864671222,-22.8646712221,-0.484198974487
-7.6986144,0,924.0,949.643288137,-25.6432881371,-0.524765860844
699.5275524,0,909.0,941.01072089,-32.0107208897,-0.612914964109
1406.753723,0,870.0,895.04836649,-25.0483664905,-0.516009548022
2113.97989,0,789.0,831.590573221,-42.5905732214,-0.742054187779
2821.20606,0,613.0,633.857616972,-20.8576169716,-0.455388340477
3528.4322270000002,0,0.0,78.8013857735,-78.8013857735,-1.13013552778
-3543.151946,0,0.0,53.5532909032,-53.5532909032,-0.848213726691
-2836.986937,0,613.0,626.737623189,-13.737623189,-0.363338571112
-2130.821924,0,800.0,833.096906535,-33.0969065347,-0.627749055799
-1424.656912,0,888.0,895.173858815,-7.1738588149,-0.27464234744
-718.4919024000001,0,923.0,938.560375495,-15.5603754953,-0.386405159023
-12.3268896,0,936.0,949.656722614,-13.6567226137,-0.3623193465
693.8381196,0,932.0,941.510100971,-9.51010097083,-0.306337595363
1400.003132,0,904.0,895.705151244,8.2948487562,-0.044798233349
2106.168145,0,832.0,832.234787076,-0.234787075523,-0.172834309909
2812.333154,0,664.0,637.910993212,26.0890067882,0.259146760112
3518.498167,0,0.0,89.7501223909,-89.7501223909,-1.28105530492
-3542.1549659999996,0,0.0,54.6750862424,-54.6750862424,-0.859449837462
-2837.093846,0,664.0,626.686885559,37.3131144409,0.492315473486
-2132.0327230000003,0,845.0,832.982372214,12.0176277857,0.0162353199808
-1426.9716,0,927.0,894.935871838,32.0641281615,0.37667253917
-721.9104804,0,964.0,938.268806244,25.7311937562,0.252269776849
-16.8493572,0,973.0,949.674755532,23.3252444681,0.208150479447
688.211766,0,960.0,942.001614782,17.9983852181,0.117913217519
1393.272886,0,920.0,896.348479497,23.6515205029,0.213725510349
2098.334009,0,840.0,832.858655116,7.14134488429,-0.0620931021945
2803.395128,0,668.0,641.949156979,26.0508430211,0.25841269362
3508.4562520000004,0,0.0,100.756946253,-100.756946253,-1.42266707271
-3540.8405880000005,0,0.0,56.1531501799,-56.1531501799,-0.874422275813
-2836.92479,0,569.0,626.767113965,-57.7671139653,-0.891090351518
-2133.008993,0,768.0,832.889545753,-64.8895457528,-0.96910150176
-1429.093192,0,860.0,894.716688507,-34.7166885066,-0.650131357248
-725.177394,0,907.0,937.990291453,-30.9902914528,-0.599100782881
-21.2615964,0,925.0,949.696997593,-24.6969975932,-0.510856515406
682.6542048,0,922.0,942.484503373,-20.4845033726,-0.450074536678
1386.570002,0,891.0,896.977596143,-5.97759614339,-0.258521106314
2090.4858,0,812.0,833.462574876,-21.4625748758,-0.464031507955
2794.401601,0,622.0,645.968118279,-23.9681182787,-0.500209977072
3498.317399,0,120.0,111.80664186,8.19335814012,-0.0463193033212
-3539.211221,0,0.0,57.9840608094,-57.9840608094,-0.893386273603
-2836.480853,0,622.0,626.977704159,-4.97770415855,-0.244320613772
-2133.750485,0,815.0,832.818756612,-17.8187566116,-0.415274138017
-1431.020117,0,906.0,894.516756075,11.4832439251,0.00714300697088
-728.2897524,0,952.0,937.725120331,14.2748796693,0.0546652405986
-25.5593844,0,970.0,949.723049212,20.2769507883,0.156352115918
677.1709836,0,963.0,942.958056724,20.0419432762,0.152377858785
1379.9013519999999,0,931.0,897.591837149,33.4081628514,0.405746886638
2082.63172,0,862.0,834.047074625,27.9529253751,0.295177409459
2785.362088,0,707.0,649.964103112,57.0358968875,0.951317698152
3488.0924560000003,0,234.0,122.884135613,111.115864387,2.11370103072
-3537.269579,0,0.0,60.1638882036,-60.1638882036,-0.916722438601
-2835.763405,0,701.0,627.317771572,73.6822284278,1.38007764988
-2134.257232,0,869.0,832.770235669,36.2297643314,0.467954803472
-1432.751058,0,940.0,894.336467499,45.663532501,0.680012272763
-731.2448843999999,0,969.0,937.473546382,31.5264536184,0.365388719228
-29.7387108,0,975.0,949.752504131,25.2474958694,0.242992215603
671.7674628,0,962.0,943.42161781,18.5783821902,0.12767887292
1373.273636,0,924.0,898.190631141,25.8093688593,0.253771232814
2074.77981,0,848.0,834.6128,13.3872000001,0.0395459255955
2776.285984,0,687.0,653.933541294,33.0664587065,0.398323495832
3477.792157,0,226.0,133.97455978,92.0254402197,1.7433747474
-3535.018661,0,0.0,62.6882207608,-62.6882207608,-0.944386652444
-2834.774086,0,624.0,627.786162756,-3.78616275612,-0.22625809994
-2134.529507,0,801.0,832.74411746,-31.7441174601,-0.609294594247
-1434.284928,0,887.0,894.176163961,-7.17616396057,-0.27467348002
-734.0403527999999,0,932.0,937.235788107,-5.23578810716,-0.248243215786
-33.795774,0,948.0,949.784952803,-1.78495280261,-0.196084045999
666.4488048,0,940.0,943.874585151,-3.87458515065,-0.227595885361
