time,process,process_on,process_status,w_dot_gen_kWe,elec_sold_kWe,price_elec,m_dot_hpt,m_dot_extract,hot_TES_inventory,cold_TES_inventory,v_dot_in_m3hr,capacity_m3day
4,CRY,0,OFF,0.0,0.0,-0.03399696,33.16432020829706,11.97512522899407,35928211.186895885,283.5591208559662,0.0,0.0
5,RO,0,OFF,0.0,0.0,-0.03537238,33.16432234626768,11.975137585544745,44910263.78970611,354.44920663414945,0.0,0.0
5,MED,0,OFF,0.0,0.0,-0.03537238,33.16432234626768,11.975137585544745,44910263.78970611,354.44920663414945,0.0,0.0
5,ED,0,OFF,0.0,0.0,-0.03537238,33.16432234626768,11.975137585544745,44910263.78970611,354.44920663414945,0.0,0.0
5,CRY,0,OFF,0.0,0.0,-0.03537238,33.16432234626768,11.975137585544745,44910263.78970611,354.44920663414945,0.0,0.0
6,RO,0,OFF,0.0,0.0,-0.03810085,33.16432590857895,11.975158174171685,53892316.31517021,425.3394142923127,0.0,0.0
6,MED,0,OFF,0.0,0.0,-0.03810085,33.16432590857895,11.975158174171685,53892316.31517021,425.3394142923127,0.0,0.0
6,ED,0,OFF,0.0,0.0,-0.03810085,33.16432590857895,11.975158174171685,53892316.31517021,425.3394142923127,0.0,0.0
6,CRY,0,OFF,0.0,0.0,-0.03810085,33.16432590857895,11.975158174171685,53892316.31517021,425.3394142923127,0.0,0.0
7,RO,0,OFF,0.0,0.0,-0.0419155,33.16432979050317,11.975180610024008,62874368.75634867,496.22975476560924,0.0,0.0
