3696751.09922468,3143793.736301,2732772.54514526,1998255.71973251,1531186.78747394,1001452.97656827,761900.892876474,688031.386534685,658523.765632477,604468.027664888,533854.757530397,479741.708885481,417710.417192022,313218.45638833,199565.57269196,128379.323717546,6248.80880697258,0,0,0
7420933.4422978,6317901.25705032,5498001.50878327,4032796.859455,3101093.80320784,2044387.65871728,1566532.26502462,1419178.3305865,1360316.9106153,1252487.22468744,1111628.78805846,1003684.7795338,879945.562338853,671506.352384798,444793.052103477,302791.644706255,59167.275487408,46702.2326184344,46702.2326184344,46702.2326184344
11155328.9124416,9503295.12464838,8275314.55902554,6080847.6893403,4685417.03038339,3102766.69813085,2387072.93450562,2166377.94326975,2078219.99476158,1916721.27617252,1705754.72440816,1544084.78253551,1358758.03467159,1046574.38114766,707021.250045856,494342.847663783,129461.663902989,110792.515113641,110792.515113641,110792.515113641
14896511.0224453,12696188.788427,11060657.5048377,8137875.7307221,6279319.85394718,4171408.53853545,3218185.35842337,2924244.58085522,2806828.16017349,2591730.12531332,2310746.52926866,2095420.44435242,1848586.16838523,1432792.83593569,980546.453619337,697282.866085885,211302.381100606,186437.185561074,186437.185561074,186437.185561074
18642771.5527566,15894694.5250447,13852009.19512,10201621.3899693,7880391.05801156,5247729.99920002,4057208.59144934,3690093.31812521,3543446.90272159,3274801.72013588,2923869.22783265,2654939.2237283,2346657.28531484,1827355.11788018,1262525.16938677,908745.097698646,301783.178186782,270727.96654764,270727.96654764,270727.96654764
22394100.6272723,19098801.4205936,16649357.9445497,12272071.6031992,9488616.70208686,6331716.14541695,4904127.24927845,4463908.63213442,4288060.64407996,3965920.38086111,3545107.00779222,3222625.20679444,2852955.35516985,2230245.00057739,1552940.95763776,1128712.9691875,400887.252629273,363648.043813173,363648.043813173,363648.043813173
26148803.2587512,22306636.3745263,19450698.2583872,14346984.2801783,11101604.2481883,7420803.80644232,5756300.99895406,5243026.39579145,5037995.75244621,4662395.06377233,4171746.0801634,3795747.17419223,3364729.17766866,2638677.62580045,1848972.35137196,1354342.08372237,505730.868091434,462311.668214845,462311.668214845,462311.668214845
29908558.0381658,25520054.3681626,22258016.2314441,16428579.8225321,12721723.0903534,8517531.35847588,6616344.63246865,6030084.96505367,5795899.99654593,5366890.78107724,4806473.98239736,4377009.92513674,3884703.3396661,3055410.91276309,2153413.52444573,1588449.32318022,619169.865410507,569576.673925426,569576.673925426,569576.673925426
33671675.470221,28737188.3700077,25069312.8670053,18514623.4046473,14346588.4426847,9619343.93573016,7642472.36214022,7056212.69472524,6824208.75396958,6413706.76354804,5877466.04183667,5466528.83125158,4995460.08506503,4201942.88401075,3338857.17417398,2720783.95983585,1630914.30481907,1504304.48363714,1398625.22813321,1357123.12576552
37438151.2079862,31958033.5763454,27884583.021819,20605109.2765039,15976194.1693271,10726234.9647485,8673727.4628087,8087467.79539373,7857643.47267332,7465636.74507293,6953556.47401677,6561134.13519868,6111289.50112574,5353524.40244622,4529325.22035615,3858177.3201887,2744935.31889368,2444218.74108453,2232928.53632652,2149951.15665687
