Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,102574,-,-,-,35.93,-115.26,-8,1021,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Relative Humidity,Temperature,Pressure,
2016,1,1,0,0,0,0,0,0,0,0,0,-12,166.66,0.231,4.5,0.325,43.27,-3,900,N/A
2016,1,1,0,30,0,0,0,0,0,0,0,-12,163.74,0.231,4.5,0.325,43.28,-3,900,N/A
2016,1,1,1,0,0,0,0,0,0,0,0,-13,159.14000000000001,0.231,4.6000000000000005,0.326,42.480000000000004,-3,900,N/A
2016,1,1,1,30,0,0,0,0,0,0,0,-13,153.75,0.231,4.4,0.327,42.480000000000004,-3,900,N/A
2016,1,1,2,0,0,0,0,0,0,0,0,-13,147.98,0.231,4.3,0.328,44.96,-3,900,N/A
2016,1,1,2,30,0,0,0,0,0,0,0,-13,142.03,0.231,4,0.327,44.95,-3,900,N/A
2016,1,1,3,0,0,0,0,0,0,0,0,-13,135.99,0.231,3.8000000000000003,0.327,44.2,-4,900,N/A
2016,1,1,3,30,0,0,0,0,0,0,0,-13,129.92000000000002,0.231,3.7,0.326,44.19,-4,900,N/A
2016,1,1,4,0,0,0,0,0,0,0,0,-13,123.86,0.231,3.6,0.325,43.32,-4,900,N/A
2016,1,1,4,30,0,0,0,0,0,0,0,-13,117.84,0.231,3.6,0.323,43.32,-4,900,N/A
2016,1,1,5,0,0,0,0,0,0,0,0,-14,111.89,0.231,3.6,0.321,42.28,-4,900,N/A
2016,1,1,5,30,0,0,0,0,0,0,1,-14,106.03,0.231,3.6,0.319,42.29,-4,900,N/A
2016,1,1,6,0,0,0,0,0,0,0,1,-14,100.29,0.231,3.6,0.317,41.01,-4,900,N/A
2016,1,1,6,30,0,0,0,0,0,0,1,-14,94.71000000000001,0.231,4,0.316,38.09,-3,900,N/A
2016,1,1,7,0,0,0,0,0,0,0,1,-14,89.31,0.231,4.5,0.316,37.28,-3,900,N/A
2016,1,1,7,30,28,551,84,28,551,84,1,-14,84.14,0.231,4.9,0.317,34.65,-2,900,N/A
2016,1,1,8,0,40,719,174,40,719,174,0,-14,79.26,0.231,5.4,0.318,32.8,-1,900,N/A
2016,1,1,8,30,49,818,264,49,818,264,0,-14,74.72,0.231,5.300000000000001,0.321,32.8,0,900,N/A
2016,1,1,9,0,55,880,348,55,880,348,0,-13,70.59,0.231,5.2,0.324,31.85,0,900,N/A
2016,1,1,9,30,60,922,421,60,922,421,0,-13,66.96000000000001,0.231,5,0.328,29.64,1,900,N/A
2016,1,1,10,0,68,934,479,68,934,479,0,-13,63.9,0.231,4.800000000000001,0.332,28.88,2,900,N/A
2016,1,1,10,30,71,954,526,71,954,526,0,-13,61.5,0.231,4.5,0.336,26.91,3,900,N/A
2016,1,1,11,0,72,968,558,72,968,558,0,-12,59.86,0.231,4.3,0.341,26.02,4,900,N/A
2016,1,1,11,30,73,974,574,73,974,574,0,-12,59.02,0.231,3.9000000000000004,0.34500000000000003,26.01,4,900,N/A
2016,1,1,12,0,72,974,574,72,974,574,0,-12,59.03,0.231,3.5,0.35000000000000003,25.12,5,900,N/A
2016,1,1,12,30,72,967,557,72,967,557,0,-12,59.89,0.231,3.1,0.358,25.11,5,900,N/A
2016,1,1,13,0,70,954,524,70,954,524,0,-12,61.56,0.231,2.8000000000000003,0.366,25.86,6,900,N/A
2016,1,1,13,30,67,932,476,67,932,476,0,-12,63.97,0.231,2.4000000000000004,0.38,25.85,5,900,N/A
2016,1,1,14,0,63,900,414,63,900,414,0,-11,67.05,0.231,2.1,0.394,26.43,5,900,N/A
2016,1,1,14,30,58,852,340,58,852,340,0,-11,70.7,0.231,1.6,0.41300000000000003,28.32,4,900,N/A
2016,1,1,15,0,51,785,257,51,785,257,0,-10,74.84,0.231,1.1,0.433,33.59,4,900,N/A
2016,1,1,15,30,42,679,167,42,679,167,0,-10,79.4,0.231,1.1,0.457,38.69,2,900,N/A
2016,1,1,16,0,29,505,79,29,505,79,0,-11,84.29,0.223,1.2000000000000002,0.483,39.910000000000004,0,900,N/A
2016,1,1,16,30,0,0,0,0,0,0,8,-11,89.46000000000001,0.223,1.2000000000000002,0.512,42.89,0,900,N/A
2016,1,1,17,0,0,0,0,0,0,0,0,-11,94.86,0.223,1.4000000000000001,0.542,41.39,0,900,N/A
2016,1,1,17,30,0,0,0,0,0,0,0,-11,100.45,0.223,1.4000000000000001,0.5720000000000001,41.39,0,900,N/A
2016,1,1,18,0,0,0,0,0,0,0,8,-11,106.19,0.223,1.5,0.602,41.45,0,900,N/A
2016,1,1,18,30,0,0,0,0,0,0,0,-11,112.06,0.223,1.5,0.628,41.45,0,900,N/A
2016,1,1,19,0,0,0,0,0,0,0,0,-11,118.01,0.223,1.5,0.654,41.82,0,900,N/A
2016,1,1,19,30,0,0,0,0,0,0,0,-11,124.03,0.223,1.5,0.675,41.82,0,900,N/A
2016,1,1,20,0,0,0,0,0,0,0,8,-11,130.09,0.223,1.6,0.6960000000000001,42.7,0,900,N/A
2016,1,1,20,30,0,0,0,0,0,0,8,-11,136.16,0.223,1.6,0.71,42.71,0,900,N/A
2016,1,1,21,0,0,0,0,0,0,0,8,-10,142.19,0.223,1.6,0.725,44.19,0,900,N/A
2016,1,1,21,30,0,0,0,0,0,0,8,-10,148.14000000000001,0.223,1.6,0.733,44.19,0,900,N/A
2016,1,1,22,0,0,0,0,0,0,0,8,-10,153.89000000000001,0.223,1.6,0.741,46.160000000000004,0,900,N/A
2016,1,1,22,30,0,0,0,0,0,0,8,-10,159.26,0.223,1.6,0.743,46.15,0,900,N/A
2016,1,1,23,0,0,0,0,0,0,0,8,-9,163.8,0.223,1.6,0.746,48.69,-1,900,N/A
2016,1,1,23,30,0,0,0,0,0,0,8,-9,166.63,0.223,1.6,0.74,48.68,-1,900,N/A
2016,1,2,0,0,0,0,0,0,0,0,8,-8,166.6,0.223,1.6,0.734,51.76,-1,900,N/A
2016,1,2,0,30,0,0,0,0,0,0,8,-8,163.73,0.223,1.6,0.727,51.75,0,900,N/A
2016,1,2,1,0,0,0,0,0,0,0,8,-8,159.16,0.223,1.6,0.72,54.370000000000005,0,900,N/A
2016,1,2,1,30,0,0,0,0,0,0,6,-8,153.79,0.223,1.7000000000000002,0.716,54.36,0,900,N/A
2016,1,2,2,0,0,0,0,0,0,0,8,-7,148.03,0.223,1.8,0.712,56.19,0,900,N/A
2016,1,2,2,30,0,0,0,0,0,0,8,-7,142.08,0.223,1.8,0.709,56.18,0,900,N/A
2016,1,2,3,0,0,0,0,0,0,0,8,-7,136.04,0.223,1.9000000000000001,0.707,57.75,0,900,N/A
2016,1,2,3,30,0,0,0,0,0,0,4,-7,129.98,0.223,1.9000000000000001,0.706,57.75,0,900,N/A
2016,1,2,4,0,0,0,0,0,0,0,8,-7,123.91,0.223,1.9000000000000001,0.705,58.980000000000004,-1,900,N/A
2016,1,2,4,30,0,0,0,0,0,0,8,-7,117.89,0.223,1.9000000000000001,0.707,59,-1,900,N/A
2016,1,2,5,0,0,0,0,0,0,0,1,-6,111.94,0.223,1.9000000000000001,0.709,59.93,-1,900,N/A
2016,1,2,5,30,0,0,0,0,0,0,4,-6,106.07000000000001,0.223,1.9000000000000001,0.71,59.95,-1,900,N/A
