Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,102574,-,-,-,35.93,-115.26,-8,1021,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Relative Humidity,Temperature,Pressure,
2009,1,1,0,0,0,0,0,0,0,0,0,-5,166.62,0.218,1.2000000000000002,0.515,53.85,2,900,N/A
2009,1,1,0,30,0,0,0,0,0,0,0,-5,163.74,0.218,1.2000000000000002,0.529,57.82,2,900,N/A
2009,1,1,1,0,0,0,0,0,0,0,0,-5,159.16,0.218,1.3,0.544,55.97,2,900,N/A
2009,1,1,1,30,0,0,0,0,0,0,0,-5,153.78,0.218,1.3,0.552,55.97,1,900,N/A
2009,1,1,2,0,0,0,0,0,0,0,0,-6,148.02,0.218,1.3,0.561,53.7,1,900,N/A
2009,1,1,2,30,0,0,0,0,0,0,0,-6,142.07,0.218,1.3,0.5640000000000001,53.68,1,900,N/A
2009,1,1,3,0,0,0,0,0,0,0,0,-6,136.03,0.218,1.3,0.5670000000000001,51.45,1,900,N/A
2009,1,1,3,30,0,0,0,0,0,0,0,-6,129.96,0.218,1.3,0.5720000000000001,55.27,0,900,N/A
2009,1,1,4,0,0,0,0,0,0,0,0,-7,123.9,0.218,1.4000000000000001,0.577,53.230000000000004,0,900,N/A
2009,1,1,4,30,0,0,0,0,0,0,0,-7,117.88,0.218,1.4000000000000001,0.587,57.22,0,900,N/A
2009,1,1,5,0,0,0,0,0,0,0,0,-7,111.93,0.218,1.5,0.597,55.15,0,900,N/A
2009,1,1,5,30,0,0,0,0,0,0,0,-7,106.07000000000001,0.218,1.5,0.61,55.17,0,900,N/A
2009,1,1,6,0,0,0,0,0,0,0,0,-8,100.32000000000001,0.218,1.5,0.624,53.57,0,900,N/A
2009,1,1,6,30,0,0,0,0,0,0,0,-8,94.74,0.218,1.3,0.637,53.58,0,900,N/A
2009,1,1,7,0,0,0,0,0,0,0,1,-7,89.33,0.218,1.2000000000000002,0.65,54.93,1,900,N/A
2009,1,1,7,30,28,494,79,28,494,79,0,-7,84.16,0.218,1.5,0.662,47.65,2,900,N/A
2009,1,1,8,0,40,673,166,40,673,166,0,-6,79.27,0.218,1.8,0.675,43.02,4,900,N/A
2009,1,1,8,30,49,774,253,49,774,253,0,-6,74.73,0.218,1.8,0.6880000000000001,40.14,5,900,N/A
2009,1,1,9,0,54,842,334,54,842,334,0,-7,70.59,0.218,1.8,0.7010000000000001,33.62,7,900,N/A
2009,1,1,9,30,59,886,406,59,886,406,0,-7,66.94,0.218,1.8,0.712,31.42,8,900,N/A
2009,1,1,10,0,63,913,465,63,913,465,0,-6,63.870000000000005,0.218,1.8,0.724,30.2,10,900,N/A
2009,1,1,10,30,66,933,511,66,933,511,0,-6,61.47,0.218,1.6,0.732,28.240000000000002,10,900,N/A
2009,1,1,11,0,66,947,543,66,947,543,0,-6,59.81,0.218,1.5,0.74,26.29,11,900,N/A
2009,1,1,11,30,67,953,559,67,953,559,0,-6,58.97,0.218,1.3,0.747,26.27,12,900,N/A
2009,1,1,12,0,67,954,559,67,954,559,0,-6,58.97,0.218,1.2000000000000002,0.754,24.48,13,900,N/A
2009,1,1,12,30,66,948,542,66,948,542,0,-6,59.82,0.218,1.1,0.765,24.47,13,890,N/A
2009,1,1,13,0,65,932,510,65,932,510,0,-6,61.480000000000004,0.218,1.1,0.776,23.080000000000002,13,890,N/A
2009,1,1,13,30,63,911,464,63,911,464,0,-6,63.89,0.218,1,0.792,23.07,13,890,N/A
2009,1,1,14,0,59,880,404,59,880,404,0,-6,66.96000000000001,0.218,1,0.808,23.7,13,890,N/A
2009,1,1,14,30,54,835,332,54,835,332,0,-6,70.61,0.218,0.8,0.8260000000000001,25.28,12,890,N/A
2009,1,1,15,0,48,768,250,48,768,250,0,-1,74.75,0.218,0.7000000000000001,0.844,39.46,11,890,N/A
2009,1,1,15,30,40,664,163,40,664,163,0,-1,79.3,0.218,0.8,0.862,45.050000000000004,10,890,N/A
2009,1,1,16,0,28,490,77,28,490,77,0,-4,84.19,0.218,1,0.881,38.94,9,890,N/A
2009,1,1,16,30,0,0,0,0,0,0,0,-4,89.36,0.218,0.9,0.898,41.660000000000004,8,890,N/A
2009,1,1,17,0,0,0,0,0,0,0,0,-5,94.76,0.218,0.9,0.915,38.29,8,890,N/A
2009,1,1,17,30,0,0,0,0,0,0,0,-5,100.35000000000001,0.218,0.7000000000000001,0.927,40.99,7,890,N/A
2009,1,1,18,0,0,0,0,0,0,0,0,-5,106.09,0.218,0.5,0.9410000000000001,40.59,7,890,N/A
2009,1,1,18,30,0,0,0,0,0,0,0,-5,111.96000000000001,0.218,0.5,0.9430000000000001,40.59,6,890,N/A
2009,1,1,19,0,0,0,0,0,0,0,0,-5,117.91,0.218,0.5,0.9460000000000001,40.27,6,890,N/A
2009,1,1,19,30,0,0,0,0,0,0,0,-5,123.93,0.218,0.4,0.9410000000000001,43.13,6,890,N/A
2009,1,1,20,0,0,0,0,0,0,0,0,-5,129.99,0.218,0.4,0.937,42.78,6,890,N/A
2009,1,1,20,30,0,0,0,0,0,0,0,-5,136.06,0.218,0.4,0.932,42.78,5,890,N/A
2009,1,1,21,0,0,0,0,0,0,0,0,-5,142.09,0.218,0.5,0.928,42.13,5,890,N/A
2009,1,1,21,30,0,0,0,0,0,0,0,-5,148.04,0.218,0.5,0.922,42.13,5,890,N/A
2009,1,1,22,0,0,0,0,0,0,0,0,-6,153.79,0.218,0.6000000000000001,0.916,41.38,5,890,N/A
2009,1,1,22,30,0,0,0,0,0,0,0,-6,159.16,0.218,0.7000000000000001,0.907,44.34,5,890,N/A
2009,1,1,23,0,0,0,0,0,0,0,0,-6,163.70000000000002,0.218,0.8,0.898,43.61,5,890,N/A
2009,1,1,23,30,0,0,0,0,0,0,0,-6,166.55,0.218,0.8,0.884,43.6,5,890,N/A
2009,1,2,0,0,0,0,0,0,0,0,0,-6,166.56,0.218,0.8,0.87,42.94,5,890,N/A
2009,1,2,0,30,0,0,0,0,0,0,0,-6,163.72,0.218,0.8,0.855,42.93,4,890,N/A
2009,1,2,1,0,0,0,0,0,0,0,0,-6,159.18,0.218,0.8,0.841,42.42,4,890,N/A
2009,1,2,1,30,0,0,0,0,0,0,0,-6,153.82,0.218,0.8,0.8250000000000001,42.410000000000004,4,890,N/A
2009,1,2,2,0,0,0,0,0,0,0,0,-6,148.07,0.218,0.8,0.809,41.71,4,890,N/A
2009,1,2,2,30,0,0,0,0,0,0,0,-6,142.12,0.218,0.8,0.791,44.71,3,890,N/A
2009,1,2,3,0,0,0,0,0,0,0,0,-7,136.08,0.218,0.8,0.773,44.46,3,890,N/A
2009,1,2,3,30,0,0,0,0,0,0,0,-7,130.01,0.218,0.8,0.757,47.69,3,890,N/A
2009,1,2,4,0,0,0,0,0,0,0,0,-7,123.95,0.218,0.8,0.741,47.45,3,890,N/A
2009,1,2,4,30,0,0,0,0,0,0,0,-7,117.93,0.218,0.8,0.732,47.45,2,890,N/A
2009,1,2,5,0,0,0,0,0,0,0,0,-7,111.97,0.218,0.9,0.724,47.26,2,890,N/A
2009,1,2,5,30,0,0,0,0,0,0,0,-7,106.11,0.218,0.9,0.73,50.74,2,890,N/A
2009,1,2,6,0,0,0,0,0,0,0,0,-7,100.36,0.218,1,0.736,50.660000000000004,2,890,N/A
2009,1,2,6,30,0,0,0,0,0,0,0,-7,94.77,0.218,0.9,0.769,50.660000000000004,2,890,N/A
2009,1,2,7,0,0,0,0,0,0,0,0,-6,89.35000000000001,0.218,0.8,0.803,51.14,2,890,N/A
2009,1,2,7,30,27,494,78,27,494,78,0,-6,84.18,0.218,0.7000000000000001,0.864,47.660000000000004,3,890,N/A
2009,1,2,8,0,40,663,163,40,663,163,0,-5,79.28,0.218,0.7000000000000001,0.925,44.28,5,890,N/A
2009,1,2,8,30,48,762,249,48,762,249,0,-5,74.72,0.218,0.5,0.986,41.34,6,890,N/A
2009,1,2,9,0,54,823,328,54,823,328,0,-5,70.58,0.218,0.4,1.048,37.37,7,890,N/A
2009,1,2,9,30,59,867,399,59,867,399,0,-5,66.92,0.218,1.1,1.08,34.92,8,890,N/A
2009,1,2,10,0,66,884,456,66,884,456,0,-4,63.83,0.218,1.9000000000000001,1.112,32.410000000000004,10,890,N/A
2009,1,2,10,30,69,906,502,69,906,502,0,-4,61.410000000000004,0.218,2.5,1.105,30.32,11,890,N/A
2009,1,2,11,0,71,918,534,71,918,534,0,-4,59.74,0.218,3.1,1.098,29.98,13,890,N/A
