Time,DNI,DHI,GHI,Temp,Precip,RH,Wind
0.0,0.0,0,0.0,1,0.616,45.56,1.7000000000000002
30.0,0.0,0,0.0,1,0.637,45.57,1.7000000000000002
60.0,0.0,0,0.0,1,0.659,46.85,1.7000000000000002
90.0,0.0,0,0.0,1,0.675,46.86,1.7000000000000002
120.0,0.0,0,0.0,1,0.6930000000000001,49.28,1.8
150.0,0.0,0,0.0,1,0.6970000000000001,52.95,1.8
180.0,0.0,0,0.0,1,0.7010000000000001,54.55,1.9
210.0,0.0,0,0.0,0,0.7000000000000001,54.55,1.8
240.0,0.0,0,0.0,0,0.6990000000000001,56.6,1.8
270.0,0.0,0,0.0,0,0.6990000000000001,60.85,1.8
300.0,0.0,0,0.0,0,0.7000000000000001,64.47,1.9
330.0,0.0,0,0.0,0,0.708,64.49,2.0
360.0,0.0,0,0.0,0,0.716,68.42,2.1
390.0,0.0,0,0.0,0,0.723,63.690000000000005,2.3000000000000003
420.0,53.06533335298619,0,1.4023313247330558,1,0.73,62.26,2.5
450.0,-30.56985470619327,32,-24.98063722812185,3,0.734,58.02,3.4000000000000004
480.0,27.20524765592279,47,-22.642521102422222,5,0.739,52.61,4.3
510.0,41.363920866939566,57,-19.02806405962167,6,0.739,49.1,4.800000000000001
540.0,40.904167335867555,64,-15.816139200997156,7,0.739,45.2,5.300000000000001
570.0,38.66107085528586,70,-13.969990171147572,8,0.735,42.22,5.4
600.0,593.4713130016157,182,125.24308478025006,9,0.731,37.29,5.5
630.0,15.752233108566315,71,-13.693128450267295,9,0.728,34.86,5.300000000000001
660.0,12.369941847264045,72,-13.823126890635649,10,0.725,29.84,5.2
690.0,11.824666560597848,73,-13.81510693339169,10,0.723,29.83,5.0
720.0,12.764480824594784,74,-13.995625541857862,11,0.721,25.66,4.800000000000001
750.0,13.182403652217772,73,-14.361094155678302,11,0.718,25.66,4.6000000000000005
780.0,354.4143580250477,143,75.42233967781533,12,0.715,23.86,4.5
810.0,351.9368387837585,134,66.03064464757279,11,0.715,23.86,4.3
840.0,490.84338845608454,145,87.51737276806722,11,0.716,22.69,4.1000000000000005
870.0,656.6366225820074,139,113.41130311943533,10,0.722,24.25,3.1
900.0,479.30011974937304,97,56.00299241928005,10,0.728,30.3,2.2
930.0,319.54730066733305,61,17.31791730985509,7,0.739,34.67,1.8
960.0,190.38350303306441,35,-6.7196160343288724,5,0.75,41.97,1.4
990.0,47.38457476615624,0,1.1351075343550774,4,0.764,44.99,1.5
1020.0,0.0,0,0.0,4,0.778,41.78,1.6
1050.0,0.0,0,0.0,3,0.792,44.8,1.6
1080.0,0.0,0,0.0,3,0.807,43.15,1.6
1110.0,0.0,0,0.0,3,0.8180000000000001,46.3,1.7000000000000002
1140.0,0.0,0,0.0,3,0.8300000000000001,44.89,1.8
1170.0,0.0,0,0.0,2,0.843,44.9,1.9
1200.0,0.0,0,0.0,2,0.857,43.89,2.0
1230.0,0.0,0,0.0,2,0.872,47.13,2.0
1260.0,0.0,0,0.0,2,0.887,46.41,2.1
1290.0,0.0,0,0.0,1,0.896,46.41,2.1
1320.0,0.0,0,0.0,1,0.906,46.03,2.1
1350.0,0.0,0,0.0,1,0.904,46.03,2.1
1380.0,0.0,0,0.0,1,0.902,46.03,2.1
1410.0,0.0,0,0.0,1,0.89,49.44,2.1
1440.0,0.0,0,0.0,1,0.878,49.51,2.1
1470.0,0.0,0,0.0,0,0.87,49.52,2.1
1500.0,0.0,0,0.0,0,0.863,49.44,2.2
1530.0,0.0,0,0.0,0,0.867,49.44,2.2
1560.0,0.0,0,0.0,0,0.871,49.22,2.2
1590.0,0.0,0,0.0,0,0.879,49.22,2.2
1620.0,0.0,0,0.0,0,0.888,48.93,2.3000000000000003
1650.0,0.0,0,0.0,0,0.892,48.94,2.3000000000000003
1680.0,0.0,0,0.0,0,0.897,48.83,2.4000000000000004
1710.0,0.0,0,0.0,0,0.891,52.5,2.4000000000000004
1740.0,0.0,0,0.0,0,0.886,52.68,2.4000000000000004
1770.0,0.0,0,0.0,0,0.873,52.69,2.3000000000000003
1800.0,0.0,0,0.0,0,0.86,52.95,2.3000000000000003
1830.0,0.0,0,0.0,1,0.849,49.28,2.3000000000000003
1860.0,51.69586607994898,0,1.3361746278200761,2,0.839,48.19,2.4000000000000004
