Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,102574,-,-,-,35.93,-115.26,-8,1021,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Relative Humidity,Temperature,Pressure,
2001,1,1,0,0,0,0,0,0,0,0,7,-8,166.63,0.20800000000000002,1.6,0.451,36.160000000000004,5,900,N/A
2001,1,1,0,30,0,0,0,0,0,0,7,-8,163.74,0.20800000000000002,1.6,0.456,36.160000000000004,4,900,N/A
2001,1,1,1,0,0,0,0,0,0,0,7,-8,159.16,0.20800000000000002,1.6,0.462,36.22,4,900,N/A
2001,1,1,1,30,0,0,0,0,0,0,7,-8,153.79,0.20800000000000002,1.6,0.47000000000000003,38.83,3,900,N/A
2001,1,1,2,0,0,0,0,0,0,0,7,-8,148.02,0.20800000000000002,1.7000000000000002,0.47900000000000004,39.410000000000004,3,900,N/A
2001,1,1,2,30,0,0,0,0,0,0,7,-8,142.07,0.20800000000000002,1.7000000000000002,0.489,39.410000000000004,3,900,N/A
2001,1,1,3,0,0,0,0,0,0,0,7,-8,136.03,0.20800000000000002,1.8,0.5,40.46,3,900,N/A
2001,1,1,3,30,0,0,0,0,0,0,7,-8,129.96,0.20800000000000002,1.8,0.511,43.410000000000004,3,900,N/A
2001,1,1,4,0,0,0,0,0,0,0,7,-7,123.9,0.20800000000000002,1.8,0.523,44.62,3,900,N/A
2001,1,1,4,30,0,0,0,0,0,0,7,-7,117.88,0.20800000000000002,1.8,0.533,44.63,3,900,N/A
2001,1,1,5,0,0,0,0,0,0,0,7,-7,111.93,0.20800000000000002,1.8,0.543,45.93,3,900,N/A
2001,1,1,5,30,0,0,0,0,0,0,7,-7,106.07000000000001,0.20800000000000002,1.8,0.548,45.94,2,900,N/A
2001,1,1,6,0,0,0,0,0,0,0,7,-7,100.33,0.20800000000000002,1.8,0.553,47.13,2,900,N/A
2001,1,1,6,30,0,0,0,0,0,0,7,-7,94.74,0.20800000000000002,2,0.55,47.14,2,900,N/A
2001,1,1,7,0,0,0,0,0,0,0,4,-6,89.33,0.20800000000000002,2.2,0.548,45.4,3,900,N/A
2001,1,1,7,30,37,136,51,30,479,79,7,-6,84.17,0.20800000000000002,3,0.54,42.35,5,900,N/A
2001,1,1,8,0,68,210,107,44,661,167,4,-6,79.28,0.20800000000000002,3.8000000000000003,0.532,37.410000000000004,7,900,N/A
2001,1,1,8,30,45,731,238,53,767,255,8,-6,74.73,0.20800000000000002,3.9000000000000004,0.522,34.96,8,900,N/A
2001,1,1,9,0,59,841,338,59,841,338,0,-6,70.59,0.20800000000000002,4,0.513,31.03,10,900,N/A
2001,1,1,9,30,64,887,411,64,887,411,0,-6,66.95,0.20800000000000002,3.9000000000000004,0.503,27.18,11,900,N/A
2001,1,1,10,0,70,909,470,70,909,470,0,-6,63.88,0.20800000000000002,3.8000000000000003,0.493,23.330000000000002,13,900,N/A
2001,1,1,10,30,72,932,517,72,932,517,0,-6,61.47,0.20800000000000002,3.6,0.481,21.86,14,900,N/A
2001,1,1,11,0,73,948,550,73,948,550,0,-7,59.82,0.20800000000000002,3.4000000000000004,0.47000000000000003,19.55,15,900,N/A
2001,1,1,11,30,74,956,567,74,956,567,0,-7,58.97,0.20800000000000002,3.2,0.458,19.54,16,900,N/A
2001,1,1,12,0,73,959,568,73,959,568,0,-8,58.980000000000004,0.20800000000000002,3,0.448,17.34,17,900,N/A
2001,1,1,12,30,72,953,552,72,953,552,0,-8,59.83,0.20800000000000002,2.8000000000000003,0.443,17.330000000000002,17,900,N/A
2001,1,1,13,0,69,947,521,69,947,521,0,-8,61.49,0.20800000000000002,2.7,0.439,15.51,17,900,N/A
2001,1,1,13,30,66,926,474,66,926,474,0,-8,63.89,0.20800000000000002,2.5,0.442,15.51,17,900,N/A
2001,1,1,14,0,63,894,413,63,894,413,0,-8,66.97,0.20800000000000002,2.4000000000000004,0.445,15.09,17,900,N/A
2001,1,1,14,30,58,849,340,58,849,340,0,-8,70.62,0.20800000000000002,1.7000000000000002,0.452,17.13,16,900,N/A
2001,1,1,15,0,51,780,257,51,780,257,0,-4,74.75,0.20800000000000002,1,0.459,25.560000000000002,15,900,N/A
2001,1,1,15,30,42,676,168,42,676,168,0,-4,79.3,0.20800000000000002,1,0.467,27.26,13,900,N/A
2001,1,1,16,0,29,498,79,29,498,79,0,-6,84.19,0.20800000000000002,1.1,0.47600000000000003,24.51,12,900,N/A
2001,1,1,16,30,0,0,0,0,0,0,0,-6,89.36,0.20800000000000002,0.9,0.486,26.18,11,900,N/A
2001,1,1,17,0,0,0,0,0,0,0,0,-7,94.77,0.20800000000000002,0.8,0.497,24.07,11,900,N/A
2001,1,1,17,30,0,0,0,0,0,0,0,-7,100.36,0.20800000000000002,0.6000000000000001,0.514,25.72,11,900,N/A
2001,1,1,18,0,0,0,0,0,0,0,0,-8,106.10000000000001,0.20800000000000002,0.4,0.531,25.54,11,900,N/A
2001,1,1,18,30,0,0,0,0,0,0,0,-8,111.96000000000001,0.20800000000000002,0.7000000000000001,0.549,27.3,10,900,N/A
2001,1,1,19,0,0,0,0,0,0,0,1,-8,117.92,0.20800000000000002,1.1,0.5680000000000001,27.19,9,900,N/A
2001,1,1,19,30,0,0,0,0,0,0,0,-8,123.94,0.20800000000000002,1.3,0.582,29.080000000000002,8,900,N/A
2001,1,1,20,0,0,0,0,0,0,0,0,-8,130,0.20800000000000002,1.6,0.596,31.080000000000002,7,900,N/A
2001,1,1,20,30,0,0,0,0,0,0,0,-8,136.06,0.20800000000000002,1.7000000000000002,0.604,33.28,6,900,N/A
2001,1,1,21,0,0,0,0,0,0,0,0,-7,142.1,0.20800000000000002,1.9000000000000001,0.613,35.94,6,900,N/A
2001,1,1,21,30,0,0,0,0,0,0,0,-7,148.04,0.20800000000000002,2,0.616,38.53,5,900,N/A
2001,1,1,22,0,0,0,0,0,0,0,0,-7,153.8,0.20800000000000002,2.3000000000000003,0.62,39.32,5,900,N/A
2001,1,1,22,30,0,0,0,0,0,0,0,-7,159.16,0.20800000000000002,2.6,0.618,42.18,4,900,N/A
2001,1,1,23,0,0,0,0,0,0,0,0,-7,163.71,0.20800000000000002,3,0.616,44.11,4,900,N/A
2001,1,1,23,30,0,0,0,0,0,0,0,-7,166.56,0.20800000000000002,3.2,0.603,44.12,4,900,N/A
2001,1,2,0,0,0,0,0,0,0,0,0,-6,166.57,0.20800000000000002,3.5,0.591,45.84,4,900,N/A
2001,1,2,0,30,0,0,0,0,0,0,0,-6,163.73,0.20800000000000002,3.4000000000000004,0.559,45.85,3,900,N/A
2001,1,2,1,0,0,0,0,0,0,0,0,-6,159.18,0.20800000000000002,3.4000000000000004,0.528,46.08,3,900,N/A
2001,1,2,1,30,0,0,0,0,0,0,0,-6,153.82,0.20800000000000002,3.4000000000000004,0.491,49.43,2,900,N/A
2001,1,2,2,0,0,0,0,0,0,0,0,-7,148.07,0.20800000000000002,3.4000000000000004,0.455,47.57,2,900,N/A
2001,1,2,2,30,0,0,0,0,0,0,0,-7,142.12,0.20800000000000002,3.6,0.434,51.07,2,900,N/A
2001,1,2,3,0,0,0,0,0,0,0,0,-7,136.09,0.20800000000000002,3.8000000000000003,0.41300000000000003,48.78,2,900,N/A
2001,1,2,3,30,0,0,0,0,0,0,0,-7,130.02,0.20800000000000002,4.1000000000000005,0.41000000000000003,48.79,2,900,N/A
2001,1,2,4,0,0,0,0,0,0,0,0,-8,123.95,0.20800000000000002,4.5,0.40700000000000003,47.160000000000004,2,900,N/A
2001,1,2,4,30,0,0,0,0,0,0,0,-8,117.93,0.20800000000000002,4.5,0.417,47.18,2,900,N/A
2001,1,2,5,0,0,0,0,0,0,0,0,-8,111.97,0.20800000000000002,4.6000000000000005,0.427,46.15,2,900,N/A
2001,1,2,5,30,0,0,0,0,0,0,0,-8,106.11,0.20800000000000002,4.6000000000000005,0.44,46.160000000000004,1,900,N/A
2001,1,2,6,0,0,0,0,0,0,0,0,-8,100.36,0.20800000000000002,4.7,0.453,45.51,1,900,N/A
2001,1,2,6,30,0,0,0,0,0,0,1,-8,94.77,0.20800000000000002,5.2,0.458,42.410000000000004,2,900,N/A
2001,1,2,7,0,0,0,0,0,0,0,1,-8,89.36,0.20800000000000002,5.7,0.464,39.45,3,900,N/A
2001,1,2,7,30,28,525,81,28,525,81,0,-8,84.18,0.20800000000000002,6.300000000000001,0.459,36.800000000000004,4,900,N/A
2001,1,2,8,0,40,696,170,40,696,170,0,-8,79.28,0.20800000000000002,6.9,0.455,34.77,6,910,N/A
2001,1,2,8,30,49,799,259,49,799,259,0,-8,74.73,0.20800000000000002,7.1000000000000005,0.439,32.480000000000004,7,910,N/A
2001,1,2,9,0,55,863,343,55,863,343,0,-8,70.58,0.20800000000000002,7.300000000000001,0.423,28.21,9,910,N/A
