Time,DNI,DHI,GHI,Temp,Precip,RH,Wind
0.0,0.0,0,0.0,2,0.479,50.8,1.8
30.0,0.0,0,0.0,1,0.499,50.81,1.8
60.0,0.0,0,0.0,1,0.52,50.48,1.9
90.0,0.0,0,0.0,1,0.523,50.49,1.9
120.0,0.0,0,0.0,1,0.527,52.21,2.0
150.0,0.0,0,0.0,1,0.532,56.1,2.0
180.0,0.0,0,0.0,1,0.538,58.96,2.0
210.0,0.0,0,0.0,0,0.543,58.97,1.9
240.0,0.0,0,0.0,0,0.549,61.4,1.9
270.0,0.0,0,0.0,0,0.547,61.44,1.9
300.0,0.0,0,0.0,0,0.546,62.71,2.0
330.0,0.0,0,0.0,0,0.541,62.73,2.0
360.0,0.0,0,0.0,0,0.536,62.85,2.0
390.0,0.0,0,0.0,1,0.529,58.53,2.1
420.0,53.23258729911114,0,1.4104819073716173,2,0.522,53.99,2.3000000000000003
450.0,-165.37051878203158,24,-30.930854430080487,4,0.51,46.92,3.1
480.0,-94.69161360765565,34,-32.58458785974213,7,0.499,40.12,4.1000000000000005
510.0,-66.57815236933152,40,-29.972515746730323,8,0.48,37.48,4.7
540.0,-55.060563052243765,45,-28.766633663753794,9,0.462,30.19,5.4
570.0,-51.31652790433611,49,-27.92843673140777,10,0.442,28.25,5.4
600.0,-50.514453878636346,51,-27.724564400024406,11,0.423,23.49,5.5
630.0,-51.23927496852991,53,-28.670867749634738,12,0.409,23.48,5.300000000000001
660.0,-52.626034244013226,55,-28.81157516844496,13,0.396,19.17,5.1000000000000005
690.0,-53.17517988752036,55,-28.81464626274419,13,0.391,17.96,4.9
720.0,-53.23911590255909,55,-29.006410607502062,14,0.387,14.78,4.800000000000001
750.0,-52.82525693198397,55,-29.383051974813043,14,0.392,14.77,4.6000000000000005
780.0,-52.5981964627033,53,-28.61048300778384,14,0.397,13.55,4.5
810.0,-53.082210072307134,51,-29.01248176617929,14,0.409,13.55,4.2
840.0,-52.18510769714749,50,-29.535197830672246,14,0.422,13.02,3.9
870.0,-56.40697261747084,46,-30.64943332624972,13,0.432,13.89,2.9000000000000004
900.0,-67.77030407249038,41,-32.063848963415126,12,0.443,16.89,1.9
930.0,-97.57696582199515,35,-33.75085710943708,10,0.448,19.27,1.6
960.0,-168.85505057764425,24,-31.777782167280854,8,0.454,23.1,1.4
990.0,47.20010298836412,0,1.1267487732380592,7,0.459,24.72,1.4
1020.0,0.0,0,0.0,7,0.465,25.18,1.5
1050.0,0.0,0,0.0,6,0.469,26.97,1.5
1080.0,0.0,0,0.0,6,0.474,26.48,1.6
1110.0,0.0,0,0.0,5,0.475,28.38,1.6
1140.0,0.0,0,0.0,5,0.477,28.01,1.6
1170.0,0.0,0,0.0,4,0.481,28.02,1.6
1200.0,0.0,0,0.0,4,0.485,27.87,1.7000000000000002
1230.0,0.0,0,0.0,3,0.489,29.89,1.7000000000000002
1260.0,0.0,0,0.0,3,0.494,29.96,1.7000000000000002
1290.0,0.0,0,0.0,3,0.498,32.14,1.7000000000000002
1320.0,0.0,0,0.0,3,0.502,32.26,1.7000000000000002
1350.0,0.0,0,0.0,2,0.503,32.26,1.7000000000000002
1380.0,0.0,0,0.0,2,0.504,32.31,1.7000000000000002
1410.0,0.0,0,0.0,2,0.503,32.31,1.7000000000000002
1440.0,0.0,0,0.0,2,0.503,32.28,1.8
1470.0,0.0,0,0.0,2,0.501,34.65,1.8
1500.0,0.0,0,0.0,2,0.5,34.7,1.8
1530.0,0.0,0,0.0,1,0.495,34.7,1.8
1560.0,0.0,0,0.0,1,0.49,34.910000000000004,1.8
1590.0,0.0,0,0.0,1,0.483,37.5,1.8
1620.0,0.0,0,0.0,1,0.476,37.84,1.9
1650.0,0.0,0,0.0,0,0.466,37.84,1.9
1680.0,0.0,0,0.0,0,0.458,38.25,2.0
1710.0,0.0,0,0.0,0,0.452,41.12,2.0
1740.0,0.0,0,0.0,0,0.447,41.46,2.1
1770.0,0.0,0,0.0,0,0.444,41.46,2.1
1800.0,0.0,0,0.0,0,0.441,41.42,2.2
1830.0,0.0,0,0.0,0,0.439,38.54,2.3000000000000003
1860.0,51.88369152134304,0,1.3451815345859452,1,0.438,35.96,2.4000000000000004
1890.0,-170.5897315837522,24,-32.23578464498309,3,0.446,31.23,3.2
1920.0,-99.0537188593969,34,-32.79200603028298,6,0.455,26.88,4.1000000000000005
1950.0,-67.580337096113,40,-29.984007974727376,7,0.47,23.45,4.3
1980.0,-52.89154083459732,45,-27.5453284531539,9,0.485,19.1,4.6000000000000005
2010.0,-46.04861076421753,48,-25.454340934238417,10,0.501,17.87,4.6000000000000005
2040.0,-43.17652911494076,51,-23.985898175767375,12,0.517,14.34,4.800000000000001
2070.0,-40.84111150910951,53,-22.66190529870397,12,0.528,13.42,4.6000000000000005
2100.0,-40.1669489044649,54,-21.53200941407306,13,0.539,11.37,4.6000000000000005
2130.0,-39.64687513524677,54,-21.269381296695883,13,0.547,11.36,4.5
2160.0,-39.625671881485005,54,-21.205497773568254,14,0.556,10.72,4.4
2190.0,-39.100915125609504,54,-21.341717130810594,14,0.5640000000000001,10.71,4.3
2220.0,-37.72226974639398,53,-21.34931107059191,15,0.5730000000000001,10.76,4.3
2250.0,-37.98882951358462,51,-21.557980365400454,15,0.58,10.76,4.1000000000000005
2280.0,-38.762026816472485,49,-22.921332423747174,15,0.588,11.52,4.1000000000000005
2310.0,-43.448350909277906,45,-24.921852944197326,14,0.591,12.28,2.9000000000000004
2340.0,-54.86067856591751,41,-28.29265184549746,13,0.594,15.65,1.8
2370.0,-85.78167459563576,34,-31.076612373192575,11,0.577,19.05,1.6
2400.0,-156.14182445228806,25,-30.624239536156523,9,0.561,23.08,1.4
