Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,102574,-,-,-,35.93,-115.26,-8,1021,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Relative Humidity,Temperature,Pressure,
2000,1,1,0,0,0,0,0,0,0,0,4,-2,166.67000000000002,0.20800000000000002,2.2,0.886,67.14,3,890,N/A
2000,1,1,0,30,0,0,0,0,0,0,0,-2,163.74,0.20800000000000002,2.2,0.896,67.14,3,890,N/A
2000,1,1,1,0,0,0,0,0,0,0,0,-1,159.15,0.20800000000000002,2.2,0.907,71.21000000000001,3,890,N/A
2000,1,1,1,30,0,0,0,0,0,0,0,-1,153.75,0.20800000000000002,2,0.911,71.2,3,890,N/A
2000,1,1,2,0,0,0,0,0,0,0,0,-1,147.99,0.20800000000000002,1.9000000000000001,0.915,73.32000000000001,3,890,N/A
2000,1,1,2,30,0,0,0,0,0,0,0,-1,142.03,0.20800000000000002,1.7000000000000002,0.915,73.31,2,890,N/A
2000,1,1,3,0,0,0,0,0,0,0,7,-1,135.99,0.20800000000000002,1.5,0.915,74.2,2,890,N/A
2000,1,1,3,30,0,0,0,0,0,0,1,-1,129.92000000000002,0.20800000000000002,1.4000000000000001,0.912,74.2,2,890,N/A
2000,1,1,4,0,0,0,0,0,0,0,4,-1,123.86,0.20800000000000002,1.4000000000000001,0.91,74.91,2,890,N/A
2000,1,1,4,30,0,0,0,0,0,0,4,-1,117.84,0.20800000000000002,1.3,0.899,80.43,1,890,N/A
2000,1,1,5,0,0,0,0,0,0,0,7,0,111.89,0.20800000000000002,1.3,0.889,81.85000000000001,1,890,N/A
2000,1,1,5,30,0,0,0,0,0,0,8,0,106.03,0.20800000000000002,1.3,0.869,87.94,1,890,N/A
2000,1,1,6,0,0,0,0,0,0,0,4,0,100.29,0.20800000000000002,1.4000000000000001,0.849,89.9,1,890,N/A
2000,1,1,6,30,0,0,0,0,0,0,7,0,94.71000000000001,0.20800000000000002,1.9000000000000001,0.8260000000000001,89.92,1,890,N/A
2000,1,1,7,0,0,0,0,0,0,0,7,0,89.31,0.20800000000000002,2.5,0.803,85.86,1,890,N/A
2000,1,1,7,30,33,400,74,33,400,74,0,0,84.15,0.20800000000000002,3.2,0.783,80,2,890,N/A
2000,1,1,8,0,47,605,160,47,605,160,0,0,79.27,0.20800000000000002,3.9000000000000004,0.764,74.26,4,890,N/A
2000,1,1,8,30,58,714,246,58,714,246,0,0,74.73,0.20800000000000002,4.1000000000000005,0.748,69.27,5,890,N/A
2000,1,1,9,0,63,797,328,63,797,328,0,-1,70.60000000000001,0.20800000000000002,4.3,0.733,56.31,6,890,N/A
2000,1,1,9,30,69,845,400,69,845,400,0,-1,66.96000000000001,0.20800000000000002,4.5,0.72,52.61,7,890,N/A
2000,1,1,10,0,72,883,460,72,883,460,0,-3,63.9,0.20800000000000002,4.7,0.707,39.54,9,890,N/A
2000,1,1,10,30,75,905,507,75,905,507,0,-3,61.51,0.20800000000000002,4.800000000000001,0.6920000000000001,39.53,9,890,N/A
2000,1,1,11,0,76,922,539,76,922,539,0,-4,59.870000000000005,0.20800000000000002,5,0.677,34.08,10,890,N/A
2000,1,1,11,30,77,929,555,77,929,555,0,-4,59.03,0.20800000000000002,5.1000000000000005,0.662,34.06,10,890,N/A
2000,1,1,12,0,76,932,556,76,932,556,0,-4,59.050000000000004,0.20800000000000002,5.300000000000001,0.648,30.14,11,890,N/A
2000,1,1,12,30,76,926,540,76,926,540,0,-4,59.9,0.20800000000000002,5.5,0.638,30.14,11,890,N/A
2000,1,1,13,0,74,913,508,74,913,508,2,-5,61.57,0.20800000000000002,5.7,0.629,29.150000000000002,11,890,N/A
2000,1,1,13,30,71,892,462,71,892,462,1,-5,63.99,0.20800000000000002,5.7,0.622,29.150000000000002,11,890,N/A
2000,1,1,14,0,67,858,402,67,858,402,0,-5,67.06,0.20800000000000002,5.800000000000001,0.615,29.01,11,890,N/A
2000,1,1,14,30,62,811,330,62,811,330,0,-5,70.71000000000001,0.20800000000000002,5.5,0.609,31,10,890,N/A
2000,1,1,15,0,55,736,248,55,736,248,0,-5,74.86,0.20800000000000002,5.2,0.603,33.74,10,890,N/A
2000,1,1,15,30,52,448,134,45,628,161,8,-5,79.41,0.20800000000000002,4,0.599,38.6,8,890,N/A
2000,1,1,16,0,34,278,62,31,436,74,7,-4,84.3,0.20800000000000002,2.8000000000000003,0.596,42.93,6,890,N/A
2000,1,1,16,30,0,0,0,0,0,0,7,-4,89.47,0.20800000000000002,2.5,0.599,45.980000000000004,5,890,N/A
2000,1,1,17,0,0,0,0,0,0,0,7,-4,94.87,0.20800000000000002,2.3000000000000003,0.602,50.92,5,890,N/A
2000,1,1,17,30,0,0,0,0,0,0,7,-4,100.46000000000001,0.20800000000000002,2.3000000000000003,0.614,50.92,5,890,N/A
2000,1,1,18,0,0,0,0,0,0,0,7,-3,106.2,0.20800000000000002,2.4000000000000004,0.627,52.64,5,890,N/A
2000,1,1,18,30,0,0,0,0,0,0,7,-3,112.06,0.20800000000000002,2.7,0.644,52.63,5,890,N/A
2000,1,1,19,0,0,0,0,0,0,0,6,-3,118.02,0.20800000000000002,3.1,0.662,55.17,5,890,N/A
2000,1,1,19,30,0,0,0,0,0,0,7,-3,124.04,0.20800000000000002,3.4000000000000004,0.674,55.15,4,890,N/A
2000,1,1,20,0,0,0,0,0,0,0,0,-2,130.1,0.20800000000000002,3.8000000000000003,0.686,58.77,4,890,N/A
2000,1,1,20,30,0,0,0,0,0,0,0,-2,136.17000000000002,0.20800000000000002,4,0.6950000000000001,63.01,3,890,N/A
2000,1,1,21,0,0,0,0,0,0,0,0,-1,142.20000000000002,0.20800000000000002,4.2,0.705,67.74,3,890,N/A
2000,1,1,21,30,0,0,0,0,0,0,0,-1,148.15,0.20800000000000002,4.5,0.72,67.74,3,890,N/A
2000,1,1,22,0,0,0,0,0,0,0,0,0,153.9,0.20800000000000002,4.800000000000001,0.736,73.39,3,890,N/A
2000,1,1,22,30,0,0,0,0,0,0,0,0,159.27,0.20800000000000002,4.800000000000001,0.742,78.72,3,890,N/A
2000,1,1,23,0,0,0,0,0,0,0,0,0,163.81,0.20800000000000002,4.9,0.748,84.81,3,890,N/A
2000,1,1,23,30,0,0,0,0,0,0,4,0,166.64000000000001,0.20800000000000002,4.6000000000000005,0.75,84.78,2,890,N/A
2000,1,2,0,0,0,0,0,0,0,0,7,1,166.61,0.20800000000000002,4.3,0.752,88.4,2,890,N/A
2000,1,2,0,30,0,0,0,0,0,0,4,1,163.74,0.20800000000000002,4,0.77,94.89,2,890,N/A
2000,1,2,1,0,0,0,0,0,0,0,0,1,159.17000000000002,0.20800000000000002,3.7,0.789,95.63,2,890,N/A
2000,1,2,1,30,0,0,0,0,0,0,4,1,153.8,0.20800000000000002,3.6,0.802,95.62,1,890,N/A
2000,1,2,2,0,0,0,0,0,0,0,4,0,148.04,0.20800000000000002,3.5,0.8160000000000001,92.44,1,890,N/A
2000,1,2,2,30,0,0,0,0,0,0,8,0,142.09,0.20800000000000002,3.2,0.804,99.29,0,890,N/A
2000,1,2,3,0,0,0,0,0,0,0,8,0,136.05,0.20800000000000002,2.9000000000000004,0.794,92.77,0,890,N/A
2000,1,2,3,30,0,0,0,0,0,0,7,0,129.98,0.20800000000000002,2.8000000000000003,0.78,92.8,0,890,N/A
2000,1,2,4,0,0,0,0,0,0,0,7,-1,123.92,0.20800000000000002,2.8000000000000003,0.766,83.93,0,890,N/A
2000,1,2,4,30,0,0,0,0,0,0,7,-1,117.9,0.20800000000000002,2.9000000000000004,0.743,83.97,0,890,N/A
2000,1,2,5,0,0,0,0,0,0,0,4,-2,111.94,0.20800000000000002,3,0.72,76.27,0,890,N/A
2000,1,2,5,30,0,0,0,0,0,0,4,-2,106.08,0.20800000000000002,2.8000000000000003,0.669,76.31,0,890,N/A
2000,1,2,6,0,0,0,0,0,0,0,7,-4,100.34,0.20800000000000002,2.7,0.619,69.14,0,890,N/A
2000,1,2,6,30,0,0,0,0,0,0,4,-4,94.75,0.20800000000000002,3.3000000000000003,0.5710000000000001,69.18,0,890,N/A
2000,1,2,7,0,0,0,0,0,0,0,1,-5,89.34,0.20800000000000002,3.9000000000000004,0.524,59.11,1,890,N/A
2000,1,2,7,30,30,475,79,30,475,79,1,-5,84.17,0.20800000000000002,4.7,0.494,55.09,2,890,N/A
2000,1,2,8,0,40,695,170,40,695,170,1,-6,79.28,0.20800000000000002,5.5,0.465,48.01,3,890,N/A
2000,1,2,8,30,49,798,259,49,798,259,0,-6,74.73,0.20800000000000002,6.300000000000001,0.444,44.79,4,890,N/A
