Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,102574,-,-,-,35.93,-115.26,-8,1021,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Relative Humidity,Temperature,Pressure,
2002,1,1,0,0,0,0,0,0,0,0,7,0,166.64000000000001,0.219,1.1,0.9420000000000001,79.4,4,900,N/A
2002,1,1,0,30,0,0,0,0,0,0,7,0,163.74,0.219,1.1,0.9420000000000001,79.42,3,900,N/A
2002,1,1,1,0,0,0,0,0,0,0,7,0,159.16,0.219,1.2000000000000002,0.9430000000000001,78.72,3,900,N/A
2002,1,1,1,30,0,0,0,0,0,0,7,0,153.78,0.219,1.2000000000000002,0.9500000000000001,84.47,2,900,N/A
2002,1,1,2,0,0,0,0,0,0,0,7,0,148.01,0.219,1.3,0.9570000000000001,83.46000000000001,2,900,N/A
2002,1,1,2,30,0,0,0,0,0,0,7,0,142.06,0.219,1.3,0.962,89.60000000000001,2,900,N/A
2002,1,1,3,0,0,0,0,0,0,0,7,0,136.02,0.219,1.3,0.968,88.51,2,900,N/A
2002,1,1,3,30,0,0,0,0,0,0,0,0,129.95,0.219,1.3,0.971,88.52,1,900,N/A
2002,1,1,4,0,0,0,0,0,0,0,4,0,123.89,0.219,1.3,0.975,87.61,1,900,N/A
2002,1,1,4,30,0,0,0,0,0,0,0,0,117.87,0.219,1.3,0.98,94.13,0,900,N/A
2002,1,1,5,0,0,0,0,0,0,0,4,0,111.92,0.219,1.3,0.986,93.28,0,900,N/A
2002,1,1,5,30,0,0,0,0,0,0,1,0,106.06,0.219,1.3,0.99,93.31,0,900,N/A
2002,1,1,6,0,0,0,0,0,0,0,4,0,100.32000000000001,0.219,1.4000000000000001,0.995,92.61,0,900,N/A
2002,1,1,6,30,0,0,0,0,0,0,4,0,94.73,0.219,1.5,0.999,92.65,0,900,N/A
2002,1,1,7,0,0,0,0,0,0,0,4,0,89.33,0.219,1.6,1.004,85.79,1,900,N/A
2002,1,1,7,30,36,177,54,27,505,79,4,0,84.16,0.219,2.4000000000000004,1.008,74.5,3,900,N/A
2002,1,1,8,0,66,247,112,39,674,164,4,0,79.27,0.219,3.3000000000000003,1.014,65.03,5,900,N/A
2002,1,1,8,30,47,773,251,47,773,251,0,0,74.73,0.219,3.2,1.02,60.72,6,900,N/A
2002,1,1,9,0,53,837,331,53,837,331,0,0,70.60000000000001,0.219,3.2,1.027,57.64,8,900,N/A
2002,1,1,9,30,57,880,402,57,880,402,0,0,66.95,0.219,3.1,1.036,53.85,9,900,N/A
2002,1,1,10,0,65,894,459,65,894,459,0,0,63.89,0.219,3,1.046,46.58,10,900,N/A
2002,1,1,10,30,68,914,505,68,914,505,0,0,61.49,0.219,2.9000000000000004,1.058,46.550000000000004,11,900,N/A
2002,1,1,11,0,70,926,535,70,926,535,0,0,59.83,0.219,2.9000000000000004,1.07,41.9,12,900,N/A
2002,1,1,11,30,71,931,551,71,931,551,0,0,58.99,0.219,2.8000000000000003,1.084,41.88,12,900,N/A
2002,1,1,12,0,71,930,550,71,930,550,1,-1,59,0.219,2.7,1.099,37.85,13,900,N/A
2002,1,1,12,30,185,473,423,70,923,534,8,-1,59.85,0.219,2.6,1.115,37.84,13,900,N/A
2002,1,1,13,0,177,452,393,68,910,502,8,-1,61.51,0.219,2.5,1.131,36.94,13,900,N/A
2002,1,1,13,30,169,397,344,66,888,456,8,-1,63.92,0.219,2.3000000000000003,1.147,36.94,12,900,N/A
2002,1,1,14,0,124,511,324,62,856,397,8,-1,67,0.219,2.2,1.164,36.5,12,900,N/A
2002,1,1,14,30,129,296,228,57,810,326,7,-1,70.65,0.219,1.6,1.174,38.97,11,900,N/A
2002,1,1,15,0,103,214,159,51,743,246,7,0,74.79,0.219,1,1.185,43.56,11,900,N/A
2002,1,1,15,30,70,52,80,42,639,160,7,0,79.34,0.219,0.7000000000000001,1.188,49.74,9,900,N/A
2002,1,1,16,0,35,24,37,29,458,75,7,0,84.23,0.219,0.5,1.192,50.910000000000004,8,900,N/A
2002,1,1,16,30,0,0,0,0,0,0,4,0,89.4,0.219,0.30000000000000004,1.19,54.480000000000004,8,900,N/A
2002,1,1,17,0,0,0,0,0,0,0,7,0,94.8,0.219,0.2,1.19,53.63,8,900,N/A
2002,1,1,17,30,0,0,0,0,0,0,7,0,100.39,0.219,0.2,1.184,53.63,7,900,N/A
2002,1,1,18,0,0,0,0,0,0,0,7,0,106.13,0.219,0.2,1.178,54.14,7,900,N/A
2002,1,1,18,30,0,0,0,0,0,0,6,0,112,0.219,0.4,1.169,57.96,7,900,N/A
2002,1,1,19,0,0,0,0,0,0,0,6,0,117.95,0.219,0.6000000000000001,1.16,57.77,7,900,N/A
2002,1,1,19,30,0,0,0,0,0,0,6,0,123.97,0.219,0.7000000000000001,1.154,61.870000000000005,6,900,N/A
2002,1,1,20,0,0,0,0,0,0,0,7,0,130.03,0.219,0.9,1.1480000000000001,61.730000000000004,6,900,N/A
2002,1,1,20,30,0,0,0,0,0,0,7,0,136.1,0.219,1,1.1500000000000001,66.14,5,900,N/A
2002,1,1,21,0,0,0,0,0,0,0,6,0,142.13,0.219,1.2000000000000002,1.153,66.02,4,900,N/A
2002,1,1,21,30,0,0,0,0,0,0,6,0,148.08,0.219,1.2000000000000002,1.162,70.79,3,900,N/A
2002,1,1,22,0,0,0,0,0,0,0,6,0,153.83,0.219,1.3,1.171,70.56,3,900,N/A
2002,1,1,22,30,0,0,0,0,0,0,7,0,159.20000000000002,0.219,1.3,1.177,70.56,3,900,N/A
2002,1,1,23,0,0,0,0,0,0,0,6,0,163.74,0.219,1.4000000000000001,1.183,70,3,900,N/A
2002,1,1,23,30,0,0,0,0,0,0,7,0,166.59,0.219,1.4000000000000001,1.183,75.12,2,900,N/A
2002,1,2,0,0,0,0,0,0,0,0,7,-1,166.58,0.219,1.4000000000000001,1.183,73.73,2,900,N/A
2002,1,2,0,30,0,0,0,0,0,0,7,-1,163.73,0.219,1.4000000000000001,1.177,73.74,2,900,N/A
2002,1,2,1,0,0,0,0,0,0,0,7,-1,159.18,0.219,1.5,1.171,71.25,2,900,N/A
2002,1,2,1,30,0,0,0,0,0,0,7,-1,153.81,0.219,1.5,1.16,71.25,2,900,N/A
2002,1,2,2,0,0,0,0,0,0,0,7,-2,148.06,0.219,1.5,1.1500000000000001,68.17,2,900,N/A
2002,1,2,2,30,0,0,0,0,0,0,6,-2,142.11,0.219,1.5,1.1400000000000001,68.16,2,900,N/A
2002,1,2,3,0,0,0,0,0,0,0,7,-2,136.07,0.219,1.5,1.1300000000000001,65.23,2,900,N/A
2002,1,2,3,30,0,0,0,0,0,0,7,-2,130,0.219,1.4000000000000001,1.117,65.22,2,900,N/A
2002,1,2,4,0,0,0,0,0,0,0,7,-3,123.94,0.219,1.4000000000000001,1.105,63.04,2,900,N/A
2002,1,2,4,30,0,0,0,0,0,0,7,-3,117.92,0.219,1.3,1.086,63.04,2,900,N/A
2002,1,2,5,0,0,0,0,0,0,0,7,-3,111.96000000000001,0.219,1.3,1.068,61.53,2,900,N/A
2002,1,2,5,30,0,0,0,0,0,0,7,-3,106.10000000000001,0.219,1.2000000000000002,1.045,66.06,2,900,N/A
2002,1,2,6,0,0,0,0,0,0,0,7,-3,100.35000000000001,0.219,1.2000000000000002,1.022,65.17,2,900,N/A
2002,1,2,6,30,0,0,0,0,0,0,7,-3,94.76,0.219,1.2000000000000002,1.004,65.19,2,900,N/A
2002,1,2,7,0,0,0,0,0,0,0,7,-3,89.35000000000001,0.219,1.3,0.988,61.67,3,900,N/A
2002,1,2,7,30,34,282,63,30,468,77,7,-3,84.18,0.219,1.9000000000000001,0.978,57.49,4,900,N/A
2002,1,2,8,0,54,422,133,43,645,163,8,-3,79.28,0.219,2.6,0.969,50.910000000000004,5,900,N/A
2002,1,2,8,30,51,679,230,52,749,250,7,-3,74.73,0.219,2.4000000000000004,0.965,50.910000000000004,6,900,N/A
2002,1,2,9,0,59,816,330,59,816,330,0,-3,70.58,0.219,2.3000000000000003,0.962,48.54,7,900,N/A
2002,1,2,9,30,96,640,347,64,861,402,8,-3,66.93,0.219,2,0.961,45.33,7,900,N/A
2002,1,2,10,0,68,891,461,68,891,461,0,-3,63.85,0.219,1.9000000000000001,0.961,42.75,8,900,N/A
2002,1,2,10,30,143,582,422,71,912,507,7,-3,61.43,0.219,1.7000000000000002,0.9590000000000001,39.96,9,900,N/A
2002,1,2,11,0,107,746,483,73,924,539,7,-3,59.77,0.219,1.6,0.9570000000000001,37.38,10,900,N/A
2002,1,2,11,30,190,486,441,74,931,555,7,-3,58.910000000000004,0.219,1.4000000000000001,0.9510000000000001,37.37,10,900,N/A
2002,1,2,12,0,193,470,436,74,931,555,7,-2,58.9,0.219,1.3,0.9450000000000001,35.02,11,900,N/A
2002,1,2,12,30,165,547,440,73,925,540,7,-2,59.74,0.219,1.2000000000000002,0.931,35.02,11,900,N/A
2002,1,2,13,0,210,278,344,72,913,509,7,-2,61.4,0.219,1.2000000000000002,0.919,35.21,11,900,N/A
2002,1,2,13,30,192,255,305,69,893,463,7,-2,63.800000000000004,0.219,1.2000000000000002,0.901,35.2,11,900,N/A
2002,1,2,14,0,108,590,340,64,866,405,8,-2,66.87,0.219,1.4000000000000001,0.883,35.61,11,900,N/A
2002,1,2,14,30,96,535,274,59,822,333,8,-2,70.51,0.219,1.2000000000000002,0.863,38.03,10,900,N/A
2002,1,2,15,0,52,762,253,52,762,253,0,-1,74.65,0.219,1,0.844,42.5,10,900,N/A
2002,1,2,15,30,51,466,139,43,661,167,4,-1,79.2,0.219,1,0.8300000000000001,48.57,8,900,N/A
2002,1,2,16,0,34,316,67,30,489,80,7,-1,84.09,0.219,1.1,0.8160000000000001,53.120000000000005,7,900,N/A
2002,1,2,16,30,0,0,0,0,0,0,7,-1,89.26,0.219,1.1,0.8140000000000001,56.89,6,900,N/A
2002,1,2,17,0,0,0,0,0,0,0,7,-2,94.66,0.219,1.2000000000000002,0.812,54.6,6,900,N/A
2002,1,2,17,30,0,0,0,0,0,0,7,-2,100.25,0.219,1.2000000000000002,0.8160000000000001,54.6,5,900,N/A
2002,1,2,18,0,0,0,0,0,0,0,7,-2,105.99000000000001,0.219,1.2000000000000002,0.8210000000000001,53.86,5,900,N/A
2002,1,2,18,30,0,0,0,0,0,0,4,-2,111.86,0.219,1.2000000000000002,0.8280000000000001,57.730000000000004,5,900,N/A
2002,1,2,19,0,0,0,0,0,0,0,4,-2,117.81,0.219,1.2000000000000002,0.835,57.33,5,900,N/A
2002,1,2,19,30,0,0,0,0,0,0,7,-2,123.83,0.219,1.2000000000000002,0.847,57.34,5,900,N/A
2002,1,2,20,0,0,0,0,0,0,0,7,-2,129.89000000000001,0.219,1.2000000000000002,0.859,57.35,5,900,N/A
2002,1,2,20,30,0,0,0,0,0,0,7,-2,135.96,0.219,1.2000000000000002,0.875,57.35,4,900,N/A
2002,1,2,21,0,0,0,0,0,0,0,7,-2,141.99,0.219,1.3,0.891,57.36,4,900,N/A
2002,1,2,21,30,0,0,0,0,0,0,7,-2,147.94,0.219,1.2000000000000002,0.917,57.35,4,900,N/A
2002,1,2,22,0,0,0,0,0,0,0,7,-2,153.69,0.219,1.2000000000000002,0.9450000000000001,57.19,4,900,N/A
2002,1,2,22,30,0,0,0,0,0,0,7,-2,159.05,0.219,1.1,0.974,61.32,4,900,N/A
2002,1,2,23,0,0,0,0,0,0,0,7,-2,163.61,0.219,1.1,1.004,60.9,4,900,N/A
2002,1,2,23,30,0,0,0,0,0,0,6,-2,166.47,0.219,1.1,1.035,60.89,3,900,N/A
2002,1,3,0,0,0,0,0,0,0,0,6,-3,166.52,0.219,1.1,1.066,60.160000000000004,3,900,N/A
