Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,102574,-,-,-,35.93,-115.26,-8,1021,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Relative Humidity,Temperature,Pressure,
2006,1,1,0,0,0,0,0,0,0,0,0,4,166.64000000000001,0.223,3.6,0.611,100,4,890,N/A
2006,1,1,0,30,0,0,0,0,0,0,0,4,163.74,0.223,3.4000000000000004,0.607,100,3,890,N/A
2006,1,1,1,0,0,0,0,0,0,0,0,3,159.16,0.223,3.2,0.603,99.97,3,890,N/A
2006,1,1,1,30,0,0,0,0,0,0,0,2,153.77,0.223,2.9000000000000004,0.591,100,2,890,N/A
2006,1,1,2,0,0,0,0,0,0,0,0,2,148.01,0.223,2.6,0.579,100,2,890,N/A
2006,1,1,2,30,0,0,0,0,0,0,0,2,142.06,0.223,2.3000000000000003,0.561,100,1,890,N/A
2006,1,1,3,0,0,0,0,0,0,0,7,2,136.02,0.223,2,0.544,100,1,890,N/A
2006,1,1,3,30,0,0,0,0,0,0,8,1,129.95,0.223,1.7000000000000002,0.529,100,1,890,N/A
2006,1,1,4,0,0,0,0,0,0,0,0,1,123.89,0.223,1.4000000000000001,0.514,100,1,890,N/A
2006,1,1,4,30,0,0,0,0,0,0,1,1,117.87,0.223,1.2000000000000002,0.503,100,0,890,N/A
2006,1,1,5,0,0,0,0,0,0,0,8,1,111.92,0.223,1.1,0.492,100,0,890,N/A
2006,1,1,5,30,0,0,0,0,0,0,7,1,106.05,0.223,1,0.484,100,0,890,N/A
2006,1,1,6,0,0,0,0,0,0,0,7,0,100.31,0.223,1,0.47700000000000004,98.51,0,890,N/A
2006,1,1,6,30,0,0,0,0,0,0,7,0,94.73,0.223,1,0.47200000000000003,98.54,0,890,N/A
2006,1,1,7,0,0,0,0,0,0,0,4,0,89.32000000000001,0.223,1.1,0.468,88.18,1,890,N/A
2006,1,1,7,30,33,345,68,28,527,82,7,0,84.16,0.223,1.4000000000000001,0.467,82.17,2,890,N/A
2006,1,1,8,0,48,505,142,40,700,171,8,0,79.27,0.223,1.7000000000000002,0.467,70.04,4,890,N/A
2006,1,1,8,30,105,195,156,49,800,260,7,0,74.73,0.223,1.9000000000000001,0.47400000000000003,61.03,6,890,N/A
2006,1,1,9,0,106,467,262,56,861,342,7,-1,70.59,0.223,2.1,0.481,47.02,8,890,N/A
2006,1,1,9,30,157,318,282,60,903,414,7,-1,66.95,0.223,2.4000000000000004,0.495,43.96,9,890,N/A
2006,1,1,10,0,199,170,274,65,928,474,7,-5,63.88,0.223,2.7,0.509,31.94,11,890,N/A
2006,1,1,10,30,220,150,292,67,946,519,7,-5,61.480000000000004,0.223,2.8000000000000003,0.535,29.89,11,890,N/A
2006,1,1,11,0,184,483,427,69,958,550,7,-7,59.83,0.223,2.9000000000000004,0.562,23.59,12,890,N/A
2006,1,1,11,30,239,223,354,69,961,564,6,-7,58.99,0.223,3,0.609,23.580000000000002,12,890,N/A
2006,1,1,12,0,237,241,361,70,956,562,6,-8,59,0.223,3.1,0.656,21.03,13,890,N/A
2006,1,1,12,30,230,238,349,69,945,544,6,-8,59.85,0.223,3.3000000000000003,0.724,21.02,12,890,N/A
2006,1,1,13,0,190,29,204,68,928,511,6,-9,61.51,0.223,3.5,0.793,20.18,12,890,N/A
2006,1,1,13,30,189,63,217,65,903,462,6,-9,63.92,0.223,3.1,0.877,21.55,11,890,N/A
2006,1,1,14,0,164,57,186,61,870,401,6,-8,66.99,0.223,2.7,0.962,23.330000000000002,11,890,N/A
2006,1,1,14,30,108,0,108,56,821,328,6,-8,70.64,0.223,2,1.057,24.92,10,890,N/A
2006,1,1,15,0,84,0,84,49,752,247,6,-5,74.78,0.223,1.3,1.154,34.230000000000004,9,890,N/A
2006,1,1,15,30,41,0,41,41,646,160,6,-5,79.33,0.223,1.4000000000000001,1.245,36.59,8,890,N/A
2006,1,1,16,0,19,0,19,28,475,75,6,-4,84.23,0.223,1.5,1.336,40.81,7,890,N/A
2006,1,1,16,30,0,0,0,0,0,0,6,-4,89.39,0.223,1.6,1.429,43.68,7,890,N/A
2006,1,1,17,0,0,0,0,0,0,0,6,-3,94.8,0.223,1.8,1.5230000000000001,46.18,7,890,N/A
