Time,DNI,DHI,GHI,Temp,Precip,RH,Wind
0.0,0.0,0,0.0,-4,0.601,40.84,2.9000000000000004
30.0,0.0,0,0.0,-4,0.606,40.84,2.7
60.0,0.0,0,0.0,-4,0.612,42.69,2.5
90.0,0.0,0,0.0,-4,0.611,42.7,2.3000000000000003
120.0,0.0,0,0.0,-4,0.61,44.87,2.1
150.0,0.0,0,0.0,-4,0.596,44.87,1.9
180.0,0.0,0,0.0,-4,0.582,49.370000000000005,1.8
210.0,0.0,0,0.0,-4,0.552,49.38,1.7000000000000002
240.0,0.0,0,0.0,-4,0.522,49.78,1.6
270.0,0.0,0,0.0,-4,0.495,49.8,1.6
300.0,0.0,0,0.0,-5,0.468,49.01,1.6
330.0,0.0,0,0.0,-4,0.467,49.03,1.5
360.0,0.0,0,0.0,-4,0.467,48.68,1.4
390.0,0.0,0,0.0,-3,0.483,45.19,1.3
420.0,53.35416256064421,0,1.4164164680283045,-3,0.499,43.08,1.3
450.0,-28.167997078497535,32,-24.880242453062635,-1,0.53,40.05,2.2
480.0,27.451754696756325,48,-23.504018490743192,0,0.562,30.78,3.1
510.0,43.53120635712128,59,-19.867604756805093,0,0.589,30.79,3.1
540.0,49.03048662990989,67,-15.638787263804716,0,0.617,32.42,3.2
570.0,46.76445382676184,73,-13.778168221201497,0,0.629,30.16,3.0
600.0,74.56130107903277,86,-7.5523235886601014,1,0.642,30.44,2.8000000000000003
630.0,68.83454350616,90,-7.477299237675368,2,0.637,30.43,2.6
660.0,56.448473421836184,89,-8.597613512122962,3,0.633,30.44,2.5
690.0,53.902490323241636,90,-8.581553966006595,3,0.617,28.36,2.5
720.0,40.84443520742923,86,-11.755794310565761,4,0.601,27.47,2.5
750.0,40.267574937007225,85,-12.116873941906306,4,0.586,27.47,2.5
780.0,39.50863367843817,82,-13.331083600483055,4,0.5710000000000001,27.68,2.6
810.0,41.04576293963078,78,-14.722639461361496,4,0.556,27.68,2.5
840.0,32.97576410787849,71,-17.23828899210008,4,0.541,27.3,2.4000000000000004
870.0,32.80794372518005,65,-19.34986743783577,3,0.522,29.27,1.9
900.0,18.54082721594193,56,-23.76837335430281,3,0.503,37.88,1.4
930.0,-0.07570614932637909,46,-26.47323343541487,1,0.484,40.68,1.1
