Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,102574,-,-,-,35.93,-115.26,-8,1021,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Relative Humidity,Temperature,Pressure,
2005,1,1,0,0,0,0,0,0,0,0,0,0,166.63,0.20700000000000002,1.5,0.494,100,0,890,N/A
2005,1,1,0,30,0,0,0,0,0,0,0,0,163.74,0.20700000000000002,1.4000000000000001,0.501,100,0,890,N/A
2005,1,1,1,0,0,0,0,0,0,0,0,0,159.16,0.20700000000000002,1.4000000000000001,0.508,100,0,890,N/A
2005,1,1,1,30,0,0,0,0,0,0,0,0,153.78,0.20700000000000002,1.4000000000000001,0.514,100,0,890,N/A
2005,1,1,2,0,0,0,0,0,0,0,0,0,148.02,0.20700000000000002,1.4000000000000001,0.521,100,0,890,N/A
2005,1,1,2,30,0,0,0,0,0,0,0,0,142.07,0.20700000000000002,1.4000000000000001,0.525,100,0,890,N/A
2005,1,1,3,0,0,0,0,0,0,0,0,0,136.03,0.20700000000000002,1.4000000000000001,0.529,100,0,890,N/A
2005,1,1,3,30,0,0,0,0,0,0,0,0,129.96,0.20700000000000002,1.4000000000000001,0.53,100,0,890,N/A
2005,1,1,4,0,0,0,0,0,0,0,0,0,123.9,0.20700000000000002,1.4000000000000001,0.532,100,-1,890,N/A
2005,1,1,4,30,0,0,0,0,0,0,0,0,117.88,0.20700000000000002,1.3,0.529,100,-1,890,N/A
2005,1,1,5,0,0,0,0,0,0,0,0,0,111.93,0.20700000000000002,1.3,0.527,100,-1,890,N/A
2005,1,1,5,30,0,0,0,0,0,0,0,0,106.07000000000001,0.20700000000000002,1.3,0.521,100,-1,890,N/A
2005,1,1,6,0,0,0,0,0,0,0,0,0,100.33,0.20700000000000002,1.3,0.516,100,-1,890,N/A
2005,1,1,6,30,0,0,0,0,0,0,0,0,94.74,0.20700000000000002,1.3,0.512,100,0,890,N/A
2005,1,1,7,0,0,0,0,0,0,0,0,0,89.33,0.20700000000000002,1.3,0.508,100,0,890,N/A
2005,1,1,7,30,30,497,80,30,497,80,1,0,84.16,0.20700000000000002,2,0.506,96.95,1,890,N/A
2005,1,1,8,0,44,667,168,44,667,168,1,1,79.28,0.20700000000000002,2.7,0.505,86.92,3,890,N/A
2005,1,1,8,30,53,771,256,53,771,256,0,1,74.73,0.20700000000000002,2.9000000000000004,0.505,81.03,4,890,N/A
2005,1,1,9,0,59,844,339,59,844,339,0,0,70.59,0.20700000000000002,3.2,0.506,68.84,5,890,N/A
2005,1,1,9,30,64,889,412,64,889,412,1,0,66.94,0.20700000000000002,3.5,0.508,64.26,6,890,N/A
2005,1,1,10,0,66,925,473,66,925,473,0,-1,63.88,0.20700000000000002,3.8000000000000003,0.511,52.45,7,890,N/A
2005,1,1,10,30,68,945,519,68,945,519,0,-1,61.47,0.20700000000000002,3.9000000000000004,0.518,52.43,8,890,N/A
2005,1,1,11,0,70,957,551,70,957,551,1,-2,59.82,0.20700000000000002,4.1000000000000005,0.525,42.980000000000004,9,890,N/A
2005,1,1,11,30,70,963,567,70,963,567,0,-2,58.97,0.20700000000000002,4.1000000000000005,0.534,42.96,9,890,N/A
2005,1,1,12,0,71,959,566,71,959,566,0,-3,58.97,0.20700000000000002,4.1000000000000005,0.544,37.15,10,890,N/A
2005,1,1,12,30,71,953,550,71,953,550,1,-3,59.82,0.20700000000000002,4,0.551,37.14,10,890,N/A
2005,1,1,13,0,191,391,377,72,929,516,4,-4,61.480000000000004,0.20700000000000002,3.9000000000000004,0.559,35.65,10,890,N/A
2005,1,1,13,30,157,464,361,70,907,469,4,-4,63.89,0.20700000000000002,3.6,0.5660000000000001,35.64,9,890,N/A
2005,1,1,14,0,123,518,326,67,870,408,7,-4,66.96000000000001,0.20700000000000002,3.4000000000000004,0.5740000000000001,35.33,9,890,N/A
2005,1,1,14,30,112,427,254,62,823,335,8,-4,70.61,0.20700000000000002,2.5,0.582,37.78,8,890,N/A
2005,1,1,15,0,75,490,204,55,751,253,8,-1,74.75,0.20700000000000002,1.6,0.591,49.42,7,890,N/A
2005,1,1,15,30,56,400,130,45,644,165,8,-1,79.3,0.20700000000000002,1.4000000000000001,0.597,56.660000000000004,6,890,N/A
2005,1,1,16,0,35,266,62,30,475,78,7,-1,84.19,0.20700000000000002,1.3,0.604,63.370000000000005,5,890,N/A
2005,1,1,16,30,0,0,0,0,0,0,8,-1,89.36,0.20700000000000002,1.3,0.61,67.95,4,890,N/A
2005,1,1,17,0,0,0,0,0,0,0,7,-2,94.77,0.20700000000000002,1.3,0.617,63.52,4,890,N/A
2005,1,1,17,30,0,0,0,0,0,0,4,-2,100.36,0.20700000000000002,1.3,0.626,63.53,3,890,N/A
2005,1,1,18,0,0,0,0,0,0,0,1,-3,106.10000000000001,0.20700000000000002,1.4000000000000001,0.636,59.35,3,890,N/A
2005,1,1,18,30,0,0,0,0,0,0,7,-3,111.96000000000001,0.20700000000000002,1.4000000000000001,0.65,63.690000000000005,3,890,N/A
2005,1,1,19,0,0,0,0,0,0,0,7,-3,117.91,0.20700000000000002,1.4000000000000001,0.665,61.78,3,890,N/A
2005,1,1,19,30,0,0,0,0,0,0,7,-3,123.93,0.20700000000000002,1.4000000000000001,0.683,61.800000000000004,2,890,N/A
2005,1,1,20,0,0,0,0,0,0,0,7,-3,129.99,0.20700000000000002,1.4000000000000001,0.7030000000000001,61.5,2,890,N/A
2005,1,1,20,30,0,0,0,0,0,0,7,-3,136.06,0.20700000000000002,1.3,0.719,61.5,2,890,N/A
2005,1,1,21,0,0,0,0,0,0,0,7,-3,142.1,0.20700000000000002,1.3,0.736,60.96,2,890,N/A
2005,1,1,21,30,0,0,0,0,0,0,7,-3,148.04,0.20700000000000002,1.2000000000000002,0.746,60.96,2,890,N/A
2005,1,1,22,0,0,0,0,0,0,0,7,-4,153.79,0.20700000000000002,1.2000000000000002,0.757,59.410000000000004,2,890,N/A
2005,1,1,22,30,0,0,0,0,0,0,7,-4,159.16,0.20700000000000002,1.1,0.762,63.78,2,890,N/A
2005,1,1,23,0,0,0,0,0,0,0,7,-4,163.71,0.20700000000000002,1.1,0.768,62.480000000000004,2,890,N/A
2005,1,1,23,30,0,0,0,0,0,0,7,-4,166.56,0.20700000000000002,1,0.771,62.480000000000004,2,890,N/A
2005,1,2,0,0,0,0,0,0,0,0,0,-4,166.56,0.20700000000000002,1,0.775,62.58,2,890,N/A
2005,1,2,0,30,0,0,0,0,0,0,7,-4,163.73,0.20700000000000002,0.9,0.776,62.58,2,890,N/A
2005,1,2,1,0,0,0,0,0,0,0,7,-4,159.18,0.20700000000000002,0.8,0.777,59,2,890,N/A
2005,1,2,1,30,0,0,0,0,0,0,7,-4,153.82,0.20700000000000002,0.7000000000000001,0.771,58.99,2,890,N/A
2005,1,2,2,0,0,0,0,0,0,0,7,-4,148.07,0.20700000000000002,0.6000000000000001,0.765,58.58,2,890,N/A
2005,1,2,2,30,0,0,0,0,0,0,7,-4,142.12,0.20700000000000002,0.5,0.752,58.57,2,890,N/A
2005,1,2,3,0,0,0,0,0,0,0,7,-4,136.08,0.20700000000000002,0.5,0.739,58,2,890,N/A
2005,1,2,3,30,0,0,0,0,0,0,4,-4,130.02,0.20700000000000002,0.5,0.725,62.26,2,890,N/A
2005,1,2,4,0,0,0,0,0,0,0,7,-4,123.95,0.20700000000000002,0.6000000000000001,0.712,62.54,2,890,N/A
2005,1,2,4,30,0,0,0,0,0,0,7,-4,117.93,0.20700000000000002,0.6000000000000001,0.7020000000000001,62.54,1,890,N/A
2005,1,2,5,0,0,0,0,0,0,0,7,-4,111.97,0.20700000000000002,0.7000000000000001,0.6920000000000001,63.730000000000004,1,890,N/A
2005,1,2,5,30,0,0,0,0,0,0,7,-4,106.11,0.20700000000000002,0.7000000000000001,0.6900000000000001,63.730000000000004,1,890,N/A
2005,1,2,6,0,0,0,0,0,0,0,7,-3,100.36,0.20700000000000002,0.8,0.6890000000000001,65.86,1,890,N/A
2005,1,2,6,30,0,0,0,0,0,0,7,-3,94.77,0.20700000000000002,0.8,0.6970000000000001,65.86,1,890,N/A
2005,1,2,7,0,0,0,0,0,0,0,8,-2,89.36,0.20700000000000002,0.8,0.705,72.68,1,890,N/A
2005,1,2,7,30,34,355,70,32,427,76,4,-2,84.18,0.20700000000000002,0.8,0.719,67.71000000000001,2,890,N/A
2005,1,2,8,0,42,571,148,48,602,160,7,-1,79.28,0.20700000000000002,0.9,0.734,69.09,3,890,N/A
2005,1,2,8,30,91,358,185,59,713,247,7,-1,74.73,0.20700000000000002,1.1,0.75,69.09,4,890,N/A
2005,1,2,9,0,122,361,242,67,782,328,7,0,70.58,0.20700000000000002,1.4000000000000001,0.767,68.38,5,890,N/A
2005,1,2,9,30,149,373,296,73,830,399,7,0,66.92,0.20700000000000002,1.9000000000000001,0.781,63.79,6,890,N/A
2005,1,2,10,0,131,574,384,73,878,461,7,0,63.83,0.20700000000000002,2.4000000000000004,0.795,63.22,7,890,N/A
2005,1,2,10,30,123,655,437,76,900,507,7,0,61.42,0.20700000000000002,2.5,0.806,63.18,7,890,N/A
2005,1,2,11,0,193,447,418,78,914,538,7,0,59.75,0.20700000000000002,2.7,0.8190000000000001,58.42,8,890,N/A
2005,1,2,11,30,231,288,380,79,920,554,7,0,58.89,0.20700000000000002,2.7,0.8280000000000001,58.4,8,890,N/A
2005,1,2,12,0,243,139,315,79,920,554,7,0,58.870000000000005,0.20700000000000002,2.8000000000000003,0.837,53.75,8,890,N/A
2005,1,2,12,30,235,193,332,78,913,538,7,0,59.71,0.20700000000000002,2.8000000000000003,0.84,53.74,8,890,N/A
2005,1,2,13,0,207,302,353,76,900,507,7,0,61.36,0.20700000000000002,2.9000000000000004,0.843,52.99,8,890,N/A
2005,1,2,13,30,191,273,312,73,878,461,7,0,63.76,0.20700000000000002,2.8000000000000003,0.843,52.980000000000004,8,890,N/A
2005,1,2,14,0,169,75,199,69,845,402,8,0,66.83,0.20700000000000002,2.7,0.844,52.97,8,890,N/A
2005,1,2,14,30,137,60,158,63,798,330,4,0,70.48,0.20700000000000002,2,0.846,56.67,7,890,N/A
2005,1,2,15,0,82,440,199,57,725,249,7,1,74.61,0.20700000000000002,1.4000000000000001,0.849,62.97,7,890,N/A
2005,1,2,15,30,67,9,69,47,616,163,4,1,79.16,0.20700000000000002,1.2000000000000002,0.854,67.42,6,890,N/A
2005,1,2,16,0,32,0,32,33,427,77,7,1,84.05,0.20700000000000002,1.1,0.86,73.06,5,890,N/A
2005,1,2,16,30,0,0,0,0,0,0,7,1,89.22,0.20700000000000002,1.1,0.872,78.31,4,890,N/A
2005,1,2,17,0,0,0,0,0,0,0,7,1,94.62,0.20700000000000002,1.1,0.884,77.26,4,890,N/A
2005,1,2,17,30,0,0,0,0,0,0,4,1,100.21000000000001,0.20700000000000002,1.1,0.898,77.27,4,890,N/A
