Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,102574,-,-,-,35.93,-115.26,-8,1021,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Relative Humidity,Temperature,Pressure,
2007,1,1,0,0,0,0,0,0,0,0,0,-9,166.65,0.223,1.3,0.679,43.32,1,900,N/A
2007,1,1,0,30,0,0,0,0,0,0,0,-9,163.74,0.223,1.3,0.662,46.53,1,900,N/A
2007,1,1,1,0,0,0,0,0,0,0,0,-9,159.15,0.223,1.4000000000000001,0.646,46.75,1,900,N/A
2007,1,1,1,30,0,0,0,0,0,0,0,-9,153.76,0.223,1.4000000000000001,0.627,50.24,0,900,N/A
2007,1,1,2,0,0,0,0,0,0,0,0,-9,148,0.223,1.5,0.608,50.04,0,900,N/A
2007,1,1,2,30,0,0,0,0,0,0,0,-9,142.05,0.223,1.5,0.594,50.03,0,900,N/A
2007,1,1,3,0,0,0,0,0,0,0,0,-9,136.01,0.223,1.5,0.58,49.4,0,900,N/A
2007,1,1,3,30,0,0,0,0,0,0,0,-9,129.94,0.223,1.5,0.577,49.4,0,900,N/A
2007,1,1,4,0,0,0,0,0,0,0,0,-9,123.88000000000001,0.223,1.6,0.5740000000000001,48.26,-1,900,N/A
2007,1,1,4,30,0,0,0,0,0,0,0,-9,117.86,0.223,1.6,0.581,48.27,-1,900,N/A
2007,1,1,5,0,0,0,0,0,0,0,0,-10,111.9,0.223,1.7000000000000002,0.589,50.18,-1,900,N/A
2007,1,1,5,30,0,0,0,0,0,0,0,-10,106.04,0.223,1.8,0.598,50.19,-1,900,N/A
2007,1,1,6,0,0,0,0,0,0,0,0,-10,100.3,0.223,2,0.608,48.83,-1,900,N/A
2007,1,1,6,30,0,0,0,0,0,0,0,-10,94.72,0.223,2.2,0.619,45.410000000000004,0,900,N/A
2007,1,1,7,0,0,0,0,0,0,0,0,-10,89.32000000000001,0.223,2.4000000000000004,0.631,46.44,0,900,N/A
2007,1,1,7,30,30,448,76,30,448,76,0,-10,84.15,0.223,3.4000000000000004,0.639,40.230000000000004,2,900,N/A
2007,1,1,8,0,45,628,162,45,628,162,0,-9,79.27,0.223,4.4,0.648,36.24,4,900,N/A
2007,1,1,8,30,55,736,249,55,736,249,0,-9,74.73,0.223,5.4,0.654,33.8,5,900,N/A
2007,1,1,9,0,62,807,330,62,807,330,0,-9,70.60000000000001,0.223,6.5,0.66,30.18,6,900,N/A
2007,1,1,9,30,67,854,402,67,854,402,0,-9,66.95,0.223,6.800000000000001,0.669,28.18,7,900,N/A
2007,1,1,10,0,75,873,459,75,873,459,0,-9,63.89,0.223,7.1000000000000005,0.679,26,8,900,N/A
2007,1,1,10,30,78,896,505,78,896,505,0,-9,61.5,0.223,7.1000000000000005,0.685,24.3,9,900,N/A
2007,1,1,11,0,78,913,537,78,913,537,0,-9,59.85,0.223,7.2,0.6920000000000001,23.38,10,900,N/A
2007,1,1,11,30,79,919,553,79,919,553,0,-9,59.01,0.223,7.1000000000000005,0.6940000000000001,23.37,10,890,N/A
2007,1,1,12,0,78,921,553,78,921,553,0,-8,59.02,0.223,7.1000000000000005,0.6960000000000001,23.28,11,890,N/A
2007,1,1,12,30,77,914,537,77,914,537,0,-8,59.870000000000005,0.223,7.1000000000000005,0.7010000000000001,23.28,11,890,N/A
2007,1,1,13,0,71,915,507,71,915,507,0,-7,61.54,0.223,7.2,0.706,24.78,12,890,N/A
2007,1,1,13,30,68,893,461,68,893,461,0,-7,63.95,0.223,7.1000000000000005,0.712,24.79,12,890,N/A
2007,1,1,14,0,65,860,400,65,860,400,0,-6,67.03,0.223,7,0.719,26.150000000000002,12,890,N/A
