"Time stamp","System power generated | (kW)","TES charge state | (MWht)","PPA price multiplier"
"Jan 1, 12:00 am",59186.2,587.074,0.7
"Jan 1, 01:00 am",119364,348.055,0.7
"Jan 1, 02:00 am",119353,109.188,0.7
"Jan 1, 03:00 am",58849.4,0,0.7
"Jan 1, 04:00 am",-618.288,0,0.7
"Jan 1, 05:00 am",-618.288,0,0.7
"Jan 1, 06:00 am",-618.288,0,0.8
"Jan 1, 07:00 am",-618.288,0,0.8
"Jan 1, 08:00 am",-4853.14,0.410344,1.1
"Jan 1, 09:00 am",87933.6,225.936,1.1
"Jan 1, 10:00 am",106859,564.073,1.1
"Jan 1, 11:00 am",104461,930.604,1.1
"Jan 1, 12:00 pm",102761,1310.51,1.1
"Jan 1, 01:00 pm",102748,1675.97,1.1
"Jan 1, 02:00 pm",104752,2002.52,1.1
"Jan 1, 03:00 pm",108897,2221.45,1.1
"Jan 1, 04:00 pm",113991,2220.25,1.1
"Jan 1, 05:00 pm",118508,1981.14,1.1
"Jan 1, 06:00 pm",119083,1742.03,1.1
"Jan 1, 07:00 pm",119291,1502.94,1.1
"Jan 1, 08:00 pm",119286,1263.86,1.1
"Jan 1, 09:00 pm",119344,1024.81,0.8
"Jan 1, 10:00 pm",119368,785.789,0.8
"Jan 1, 11:00 pm",119360,546.819,0.8
"Jan 2, 12:00 am",119350,307.931,0.7
"Jan 2, 01:00 am",119365,69.211,0.7
"Jan 2, 02:00 am",37380.5,0,0.7
"Jan 2, 03:00 am",-618.288,0,0.7
"Jan 2, 04:00 am",-618.288,0,0.7
"Jan 2, 05:00 am",-618.288,0,0.7
"Jan 2, 06:00 am",-618.288,0,0.8
"Jan 2, 07:00 am",-618.288,0,0.8
"Jan 2, 08:00 am",-4672.38,0,1.1
"Jan 2, 09:00 am",81943.3,205.519,1.1
"Jan 2, 10:00 am",107666,529.117,1.1
"Jan 2, 11:00 am",105149,889.689,1.1
"Jan 2, 12:00 pm",103472,1266.66,1.1
"Jan 2, 01:00 pm",103466,1628.93,1.1
"Jan 2, 02:00 pm",105753,1943.08,1.1
"Jan 2, 03:00 pm",109663,2148.44,1.1
"Jan 2, 04:00 pm",114401,2138.63,1.1
"Jan 2, 05:00 pm",118494,1899.54,1.1
"Jan 2, 06:00 pm",119069,1660.45,1.1
"Jan 2, 07:00 pm",119171,1421.38,1.1
"Jan 2, 08:00 pm",119272,1182.33,1.1
"Jan 2, 09:00 pm",119329,943.302,0.8
"Jan 2, 10:00 pm",119322,704.312,0.8
"Jan 2, 11:00 pm",119344,465.379,0.8
"Jan 3, 12:00 am",119333,226.548,0.7
"Jan 3, 01:00 am",114389,0,0.7
"Jan 3, 02:00 am",-618.288,0,0.7
"Jan 3, 03:00 am",-618.288,0,0.7
"Jan 3, 04:00 am",-618.288,0,0.7
"Jan 3, 05:00 am",-618.288,0,0.7
"Jan 3, 06:00 am",-618.288,0,0.8
"Jan 3, 07:00 am",-618.288,0,0.8
"Jan 3, 08:00 am",-4596.35,0,1.1
"Jan 3, 09:00 am",78585,192.556,1.1
"Jan 3, 10:00 am",108214,499.017,1.1
"Jan 3, 11:00 am",105822,854.024,1.1
"Jan 3, 12:00 pm",111950,924.546,1.1
"Jan 3, 01:00 pm",115912,685.625,1.1
"Jan 3, 02:00 pm",116116,446.763,1.1
"Jan 3, 03:00 pm",109215,494.544,1.1
"Jan 3, 04:00 pm",113965,499.366,1.1
"Jan 3, 05:00 pm",117939,260.559,1.1
"Jan 3, 06:00 pm",118422,21.9504,1.1
"Jan 3, 07:00 pm",11684.2,0,1.1
"Jan 3, 08:00 pm",-618.288,0,1.1
"Jan 3, 09:00 pm",-618.288,0,0.8
"Jan 3, 10:00 pm",-618.288,0,0.8
"Jan 3, 11:00 pm",-618.288,0,0.8
"Jan 4, 12:00 am",-618.288,0,0.7
"Jan 4, 01:00 am",-618.288,0,0.7
"Jan 4, 02:00 am",-618.288,0,0.7
"Jan 4, 03:00 am",-618.288,0,0.7
"Jan 4, 04:00 am",-618.288,0,0.7
"Jan 4, 05:00 am",-618.288,0,0.7
"Jan 4, 06:00 am",-618.288,0,0.8
"Jan 4, 07:00 am",-618.288,0,0.8
"Jan 4, 08:00 am",-4862.4,0.922121,1.1
"Jan 4, 09:00 am",88595.1,226.474,1.1
"Jan 4, 10:00 am",107314,568.619,1.1
"Jan 4, 11:00 am",104681,940.641,1.1
"Jan 4, 12:00 pm",102721,1335.13,1.1
"Jan 4, 01:00 pm",102585,1719.17,1.1
"Jan 4, 02:00 pm",104609,2049.85,1.1
"Jan 4, 03:00 pm",108142,2276.61,1.1
"Jan 4, 04:00 pm",112608,2290.83,1.1
"Jan 4, 05:00 pm",117310,2051.77,1.1
"Jan 4, 06:00 pm",118473,1812.72,1.1
"Jan 4, 07:00 pm",119044,1573.67,1.1
"Jan 4, 08:00 pm",119252,1334.63,1.1
"Jan 4, 09:00 pm",119309,1095.61,0.8
"Jan 4, 10:00 pm",119333,856.619,0.8
"Jan 4, 11:00 pm",119357,617.673,0.8
"Jan 5, 12:00 am",119347,378.797,0.7
"Jan 5, 01:00 am",119344,140.052,0.7
"Jan 5, 02:00 am",75094.5,0,0.7
"Jan 5, 03:00 am",-618.288,0,0.7
"Jan 5, 04:00 am",-618.288,0,0.7
"Jan 5, 05:00 am",-618.288,0,0.7
"Jan 5, 06:00 am",-618.288,0,0.8
"Jan 5, 07:00 am",-618.288,0,0.8
"Jan 5, 08:00 am",-4657.22,0,1.1
"Jan 5, 09:00 am",81535.4,204.332,1.1
"Jan 5, 10:00 am",107740,525.581,1.1
"Jan 5, 11:00 am",104674,898.201,1.1
"Jan 5, 12:00 pm",103527,1287.59,1.1
"Jan 5, 01:00 pm",104028,1665.2,1.1
"Jan 5, 02:00 pm",105850,1993.91,1.1
"Jan 5, 03:00 pm",109682,2219.4,1.1
"Jan 5, 04:00 pm",113828,2234.46,1.1
"Jan 5, 05:00 pm",118286,1995.36,1.1
"Jan 5, 06:00 pm",118494,1756.29,1.1
"Jan 5, 07:00 pm",118697,1517.22,1.1
"Jan 5, 08:00 pm",119060,1278.17,1.1
"Jan 5, 09:00 pm",119267,1039.13,0.8
"Jan 5, 10:00 pm",119354,800.123,0.8
"Jan 5, 11:00 pm",119377,561.165,0.8
"Jan 6, 12:00 am",119367,322.286,0.7
"Jan 6, 01:00 am",119362,83.5664,0.7
"Jan 6, 02:00 am",45159.5,0,0.7
"Jan 6, 03:00 am",-618.288,0,0.7
"Jan 6, 04:00 am",-618.288,0,0.7
"Jan 6, 05:00 am",-618.288,0,0.7
"Jan 6, 06:00 am",-618.288,0,0.8
"Jan 6, 07:00 am",-618.288,0,0.8
"Jan 6, 08:00 am",-4453.93,0,0.8
"Jan 6, 09:00 am",72605.3,180.525,0.8
"Jan 6, 10:00 am",108758,480.064,0.8
"Jan 6, 11:00 am",106252,835.13,0.8
"Jan 6, 12:00 pm",105194,1206.8,0.8
"Jan 6, 01:00 pm",105209,1566.29,0.8
"Jan 6, 02:00 pm",107140,1884.21,0.8
"Jan 6, 03:00 pm",110705,2098.12,0.8
"Jan 6, 04:00 pm",114748,2105,0.8
"Jan 6, 05:00 pm",118699,1865.91,0.8
"Jan 6, 06:00 pm",119066,1626.83,0.8
"Jan 6, 07:00 pm",119168,1387.76,0.8
"Jan 6, 08:00 pm",119270,1148.71,0.8
"Jan 6, 09:00 pm",119326,909.692,0.8
"Jan 6, 10:00 pm",119350,670.71,0.8
"Jan 6, 11:00 pm",119341,431.79,0.8
"Jan 7, 12:00 am",119360,192.981,0.7
"Jan 7, 01:00 am",100125,0,0.7
"Jan 7, 02:00 am",-618.288,0,0.7
"Jan 7, 03:00 am",-618.288,0,0.7
"Jan 7, 04:00 am",-618.288,0,0.7
"Jan 7, 05:00 am",-618.288,0,0.7
"Jan 7, 06:00 am",-618.288,0,0.8
"Jan 7, 07:00 am",-618.288,0,0.8
"Jan 7, 08:00 am",-4350.37,0,0.8
"Jan 7, 09:00 am",67693.1,166.594,0.8
"Jan 7, 10:00 am",109457,451.979,0.8
"Jan 7, 11:00 am",106319,813.811,0.8
"Jan 7, 12:00 pm",105387,1191.3,0.8
"Jan 7, 01:00 pm",105987,1553.9,0.8
"Jan 7, 02:00 pm",107891,1861.78,0.8
"Jan 7, 03:00 pm",111392,2059.09,0.8
"Jan 7, 04:00 pm",115139,2043.94,0.8
"Jan 7, 05:00 pm",118962,1804.84,0.8
"Jan 7, 06:00 pm",119275,1565.76,0.8
"Jan 7, 07:00 pm",119333,1326.7,0.8
"Jan 7, 08:00 pm",119359,1087.66,0.8
"Jan 7, 09:00 pm",119383,848.648,0.8
"Jan 7, 10:00 pm",119376,609.681,0.8
"Jan 7, 11:00 pm",119376,370.784,0.8
"Jan 8, 12:00 am",119363,132.022,0.7
"Jan 8, 01:00 am",70866.7,0,0.7
"Jan 8, 02:00 am",-618.288,0,0.7
"Jan 8, 03:00 am",-618.288,0,0.7
"Jan 8, 04:00 am",-618.288,0,0.7
"Jan 8, 05:00 am",-618.288,0,0.7
"Jan 8, 06:00 am",-618.288,0,0.8
"Jan 8, 07:00 am",-618.288,0,0.8
"Jan 8, 08:00 am",-4131.14,0,1.1
"Jan 8, 09:00 am",54630.6,148.702,1.1
"Jan 8, 10:00 am",110223,426.766,1.1
"Jan 8, 11:00 am",107848,769.343,1.1
"Jan 8, 12:00 pm",106511,1142.34,1.1
"Jan 8, 01:00 pm",106849,1507,1.1
"Jan 8, 02:00 pm",108737,1817.96,1.1
"Jan 8, 03:00 pm",111566,2029.83,1.1
"Jan 8, 04:00 pm",115135,2041.93,1.1
"Jan 8, 05:00 pm",119159,1802.83,1.1
"Jan 8, 06:00 pm",119407,1563.75,1.1
"Jan 8, 07:00 pm",119402,1324.68,1.1
"Jan 8, 08:00 pm",119397,1085.64,1.1
"Jan 8, 09:00 pm",119391,846.623,0.8
"Jan 8, 10:00 pm",119383,607.655,0.8
"Jan 8, 11:00 pm",119374,368.76,0.8
"Jan 9, 12:00 am",119361,130.002,0.7
"Jan 9, 01:00 am",69752.8,0,0.7
"Jan 9, 02:00 am",-618.288,0,0.7
"Jan 9, 03:00 am",-618.288,0,0.7
"Jan 9, 04:00 am",-618.288,0,0.7
"Jan 9, 05:00 am",-618.288,0,0.7
"Jan 9, 06:00 am",-618.288,0,0.8
"Jan 9, 07:00 am",-618.288,0,0.8
"Jan 9, 08:00 am",-618.288,0,1.1
"Jan 9, 09:00 am",5511.91,110.7,1.1
"Jan 9, 10:00 am",109647,407.974,1.1
"Jan 9, 11:00 am",107940,747.908,1.1
"Jan 9, 12:00 pm",106939,1110,1.1
"Jan 9, 01:00 pm",114495,1089.55,1.1
"Jan 9, 02:00 pm",108727,1391.61,1.1
"Jan 9, 03:00 pm",111762,1594.36,1.1
"Jan 9, 04:00 pm",115796,1528.83,1.1
"Jan 9, 05:00 pm",119143,1289.78,1.1
"Jan 9, 06:00 pm",119348,1050.75,1.1
"Jan 9, 07:00 pm",119342,811.755,1.1
"Jan 9, 08:00 pm",119365,572.808,1.1
"Jan 9, 09:00 pm",119365,333.936,0.8
"Jan 9, 10:00 pm",119351,95.2177,0.8
"Jan 9, 11:00 pm",51266.6,0,0.8
"Jan 10, 12:00 am",-618.288,0,0.7
"Jan 10, 01:00 am",-618.288,0,0.7
"Jan 10, 02:00 am",-618.288,0,0.7
"Jan 10, 03:00 am",-618.288,0,0.7
"Jan 10, 04:00 am",-618.288,0,0.7
"Jan 10, 05:00 am",-618.288,0,0.7
"Jan 10, 06:00 am",-618.288,0,0.8
"Jan 10, 07:00 am",-618.288,0,0.8
"Jan 10, 08:00 am",-4482.26,0,1.1
"Jan 10, 09:00 am",74359.5,182.573,1.1
"Jan 10, 10:00 am",109334,485.268,1.1
"Jan 10, 11:00 am",107527,831.119,1.1
"Jan 10, 12:00 pm",106583,1195.1,1.1
"Jan 10, 01:00 pm",113598,1231.27,1.1
"Jan 10, 02:00 pm",108453,1542.16,1.1
"Jan 10, 03:00 pm",118258,1303.14,1.1
"Jan 10, 04:00 pm",114802,1149,1.1
"Jan 10, 05:00 pm",119034,909.999,1.1
"Jan 10, 06:00 pm",119301,671.04,1.1
"Jan 10, 07:00 pm",119292,432.144,1.1
"Jan 10, 08:00 pm",119311,193.358,1.1
"Jan 10, 09:00 pm",100304,0,0.8
"Jan 10, 10:00 pm",-618.288,0,0.8
"Jan 10, 11:00 pm",-618.288,0,0.8
"Jan 11, 12:00 am",-618.288,0,0.7
"Jan 11, 01:00 am",-618.288,0,0.7
"Jan 11, 02:00 am",-618.288,0,0.7
"Jan 11, 03:00 am",-618.288,0,0.7
"Jan 11, 04:00 am",-618.288,0,0.7
"Jan 11, 05:00 am",-618.288,0,0.7
"Jan 11, 06:00 am",-618.288,0,0.8
"Jan 11, 07:00 am",-618.288,0,0.8
"Jan 11, 08:00 am",-618.288,0,1.1
"Jan 11, 09:00 am",-4363.96,0,1.1
"Jan 11, 10:00 am",-829.248,0,1.1
"Jan 11, 11:00 am",-3558.16,0,1.1
"Jan 11, 12:00 pm",44112.2,73.8088,1.1
"Jan 11, 01:00 pm",114378,21.8121,1.1
"Jan 11, 02:00 pm",114337,19.2153,1.1
"Jan 11, 03:00 pm",114273,49.16,1.1
"Jan 11, 04:00 pm",26656.8,0,1.1
"Jan 11, 05:00 pm",-618.288,0,1.1
"Jan 11, 06:00 pm",-618.288,0,1.1
"Jan 11, 07:00 pm",-618.288,0,1.1
"Jan 11, 08:00 pm",-618.288,0,1.1
"Jan 11, 09:00 pm",-618.288,0,0.8
"Jan 11, 10:00 pm",-618.288,0,0.8
"Jan 11, 11:00 pm",-618.288,0,0.8
"Jan 12, 12:00 am",-618.288,0,0.7
"Jan 12, 01:00 am",-618.288,0,0.7
"Jan 12, 02:00 am",-618.288,0,0.7
"Jan 12, 03:00 am",-618.288,0,0.7
"Jan 12, 04:00 am",-618.288,0,0.7
"Jan 12, 05:00 am",-618.288,0,0.7
"Jan 12, 06:00 am",-618.288,0,0.8
"Jan 12, 07:00 am",-618.288,0,0.8
"Jan 12, 08:00 am",-618.288,0,1.1
"Jan 12, 09:00 am",-618.288,0,1.1
"Jan 12, 10:00 am",-3440.53,0,1.1
"Jan 12, 11:00 am",41353.3,34.634,1.1
"Jan 12, 12:00 pm",18662.4,0,1.1
"Jan 12, 01:00 pm",-618.288,0,1.1
"Jan 12, 02:00 pm",-618.288,0,1.1
"Jan 12, 03:00 pm",-2792.94,0,1.1
"Jan 12, 04:00 pm",23157,10.1808,1.1
"Jan 12, 05:00 pm",-829.248,10.1511,1.1
"Jan 12, 06:00 pm",-618.288,10.1214,1.1
"Jan 12, 07:00 pm",-618.288,10.0916,1.1
"Jan 12, 08:00 pm",-618.288,10.0618,1.1
"Jan 12, 09:00 pm",-618.288,10.0318,0.8
"Jan 12, 10:00 pm",-618.288,10.0019,0.8
"Jan 12, 11:00 pm",-618.288,9.97192,0.8
"Jan 13, 12:00 am",-618.288,9.94197,0.7
"Jan 13, 01:00 am",-618.288,9.91204,0.7
"Jan 13, 02:00 am",-618.288,9.8821,0.7
"Jan 13, 03:00 am",-618.288,9.85219,0.7
"Jan 13, 04:00 am",-618.288,9.82225,0.7
"Jan 13, 05:00 am",-618.288,9.79235,0.7
"Jan 13, 06:00 am",-618.288,9.76248,0.8
"Jan 13, 07:00 am",-618.288,9.73275,0.8
"Jan 13, 08:00 am",-5176.6,20.8029,0.8
"Jan 13, 09:00 am",97477.1,266.097,0.8
"Jan 13, 10:00 am",107244,628.587,0.8
"Jan 13, 11:00 am",105623,1020.43,0.8
"Jan 13, 12:00 pm",104420,1426.79,0.8
"Jan 13, 01:00 pm",104711,1819.99,0.8
"Jan 13, 02:00 pm",106450,2170.11,0.8
"Jan 13, 03:00 pm",110045,2425.28,0.8
"Jan 13, 04:00 pm",114459,2487.56,0.8
"Jan 13, 05:00 pm",119018,2248.58,0.8
"Jan 13, 06:00 pm",119255,2009.6,0.8
"Jan 13, 07:00 pm",119290,1770.63,0.8
"Jan 13, 08:00 pm",119285,1531.68,0.8
"Jan 13, 09:00 pm",119279,1292.74,0.8
"Jan 13, 10:00 pm",119272,1053.83,0.8
"Jan 13, 11:00 pm",119263,814.953,0.8
"Jan 14, 12:00 am",119253,576.122,0.7
"Jan 14, 01:00 am",119239,337.369,0.7
"Jan 14, 02:00 am",119220,98.7697,0.7
"Jan 14, 03:00 am",53187.2,0,0.7
"Jan 14, 04:00 am",-618.288,0,0.7
"Jan 14, 05:00 am",-618.288,0,0.7
"Jan 14, 06:00 am",-618.288,0,0.8
"Jan 14, 07:00 am",-618.288,0,0.8
"Jan 14, 08:00 am",-618.288,0,0.8
"Jan 14, 09:00 am",-2832.37,0,0.8
"Jan 14, 10:00 am",34427,298.144,0.8
"Jan 14, 11:00 am",112991,357.35,0.8
"Jan 14, 12:00 pm",110946,521.124,0.8
"Jan 14, 01:00 pm",108794,781.827,0.8
"Jan 14, 02:00 pm",113900,753.245,0.8
"Jan 14, 03:00 pm",117910,514.39,0.8
"Jan 14, 04:00 pm",118394,275.619,0.8
"Jan 14, 05:00 pm",118580,37.0346,0.8
"Jan 14, 06:00 pm",20097.3,0,0.8
"Jan 14, 07:00 pm",-618.288,0,0.8
"Jan 14, 08:00 pm",-618.288,0,0.8
"Jan 14, 09:00 pm",-618.288,0,0.8
"Jan 14, 10:00 pm",-618.288,0,0.8
"Jan 14, 11:00 pm",-618.288,0,0.8
"Jan 15, 12:00 am",-618.288,0,0.7
"Jan 15, 01:00 am",-618.288,0,0.7
"Jan 15, 02:00 am",-618.288,0,0.7
"Jan 15, 03:00 am",-618.288,0,0.7
"Jan 15, 04:00 am",-618.288,0,0.7
"Jan 15, 05:00 am",-618.288,0,0.7
"Jan 15, 06:00 am",-618.288,0,0.8
"Jan 15, 07:00 am",-618.288,0,0.8
"Jan 15, 08:00 am",-618.288,0,1.1
"Jan 15, 09:00 am",-618.288,0,1.1
"Jan 15, 10:00 am",-618.288,0,1.1
"Jan 15, 11:00 am",-618.288,0,1.1
"Jan 15, 12:00 pm",-618.288,0,1.1
"Jan 15, 01:00 pm",-618.288,0,1.1
"Jan 15, 02:00 pm",-618.288,0,1.1
"Jan 15, 03:00 pm",-618.288,0,1.1
"Jan 15, 04:00 pm",-618.288,0,1.1
"Jan 15, 05:00 pm",-618.288,0,1.1
"Jan 15, 06:00 pm",-618.288,0,1.1
"Jan 15, 07:00 pm",-618.288,0,1.1
"Jan 15, 08:00 pm",-618.288,0,1.1
"Jan 15, 09:00 pm",-618.288,0,0.8
"Jan 15, 10:00 pm",-618.288,0,0.8
"Jan 15, 11:00 pm",-618.288,0,0.8
"Jan 16, 12:00 am",-618.288,0,0.7
"Jan 16, 01:00 am",-618.288,0,0.7
"Jan 16, 02:00 am",-618.288,0,0.7
"Jan 16, 03:00 am",-618.288,0,0.7
"Jan 16, 04:00 am",-618.288,0,0.7
"Jan 16, 05:00 am",-618.288,0,0.7
"Jan 16, 06:00 am",-618.288,0,0.8
"Jan 16, 07:00 am",-618.288,0,0.8
"Jan 16, 08:00 am",-618.288,0,1.1
"Jan 16, 09:00 am",3811.65,89.5278,1.1
"Jan 16, 10:00 am",110212,360.157,1.1
"Jan 16, 11:00 am",115371,312.589,1.1
"Jan 16, 12:00 pm",114399,349.522,1.1
"Jan 16, 01:00 pm",114972,333.966,1.1
"Jan 16, 02:00 pm",117855,95.8348,1.1
"Jan 16, 03:00 pm",51756.4,95.4446,1.1
"Jan 16, 04:00 pm",115267,81.7392,1.1
"Jan 16, 05:00 pm",44752.7,0,1.1
"Jan 16, 06:00 pm",-618.288,0,1.1
"Jan 16, 07:00 pm",-618.288,0,1.1
"Jan 16, 08:00 pm",-618.288,0,1.1
"Jan 16, 09:00 pm",-618.288,0,0.8
"Jan 16, 10:00 pm",-618.288,0,0.8
"Jan 16, 11:00 pm",-618.288,0,0.8
"Jan 17, 12:00 am",-618.288,0,0.7
"Jan 17, 01:00 am",-618.288,0,0.7
"Jan 17, 02:00 am",-618.288,0,0.7
"Jan 17, 03:00 am",-618.288,0,0.7
"Jan 17, 04:00 am",-618.288,0,0.7
"Jan 17, 05:00 am",-618.288,0,0.7
"Jan 17, 06:00 am",-618.288,0,0.8
"Jan 17, 07:00 am",-618.288,0,0.8
"Jan 17, 08:00 am",-4491.84,0,1.1
"Jan 17, 09:00 am",75663.1,176.884,1.1
"Jan 17, 10:00 am",109491,471.865,1.1
"Jan 17, 11:00 am",108411,797.094,1.1
"Jan 17, 12:00 pm",107421,1145.78,1.1
"Jan 17, 01:00 pm",107637,1489.01,1.1
"Jan 17, 02:00 pm",109636,1769.74,1.1
"Jan 17, 03:00 pm",111999,1961.11,1.1
"Jan 17, 04:00 pm",115030,1973.51,1.1
"Jan 17, 05:00 pm",118893,1734.51,1.1
"Jan 17, 06:00 pm",119206,1495.51,1.1
"Jan 17, 07:00 pm",119263,1256.54,1.1
"Jan 17, 08:00 pm",119286,1017.59,1.1
"Jan 17, 09:00 pm",119308,778.668,0.8
"Jan 17, 10:00 pm",119307,539.8,0.8
"Jan 17, 11:00 pm",119293,301.014,0.8
"Jan 18, 12:00 am",119272,62.4034,0.7
"Jan 18, 01:00 am",33078.3,0,0.7
"Jan 18, 02:00 am",-618.288,0,0.7
"Jan 18, 03:00 am",-618.288,0,0.7
"Jan 18, 04:00 am",-618.288,0,0.7
"Jan 18, 05:00 am",-618.288,0,0.7
"Jan 18, 06:00 am",-618.288,0,0.8
"Jan 18, 07:00 am",-618.288,0,0.8
"Jan 18, 08:00 am",-4572,0,1.1
"Jan 18, 09:00 am",78655.3,193.713,1.1
"Jan 18, 10:00 am",109051,505.508,1.1
"Jan 18, 11:00 am",108419,831.709,1.1
"Jan 18, 12:00 pm",107532,1177.96,1.1
"Jan 18, 01:00 pm",107587,1514.94,1.1
"Jan 18, 02:00 pm",108723,1817.27,1.1
"Jan 18, 03:00 pm",111390,2027.93,1.1
"Jan 18, 04:00 pm",114687,2057.9,1.1
"Jan 18, 05:00 pm",118952,1818.82,1.1
"Jan 18, 06:00 pm",119266,1579.75,1.1
"Jan 18, 07:00 pm",119324,1340.7,1.1
"Jan 18, 08:00 pm",119349,1101.66,1.1
"Jan 18, 09:00 pm",119374,862.662,0.8
"Jan 18, 10:00 pm",119376,623.702,0.8
"Jan 18, 11:00 pm",119367,384.811,0.8
"Jan 19, 12:00 am",119354,146.051,0.7
"Jan 19, 01:00 am",78026.5,0,0.7
"Jan 19, 02:00 am",-618.288,0,0.7
"Jan 19, 03:00 am",-618.288,0,0.7
"Jan 19, 04:00 am",-618.288,0,0.7
"Jan 19, 05:00 am",-618.288,0,0.7
"Jan 19, 06:00 am",-618.288,0,0.8
"Jan 19, 07:00 am",-618.288,0,0.8
"Jan 19, 08:00 am",-4434.65,0,1.1
"Jan 19, 09:00 am",72030.5,179.571,1.1
"Jan 19, 10:00 am",109223,479.641,1.1
"Jan 19, 11:00 am",108033,811.296,1.1
"Jan 19, 12:00 pm",106966,1165.28,1.1
"Jan 19, 01:00 pm",106934,1511.36,1.1
"Jan 19, 02:00 pm",107698,1835.47,1.1
"Jan 19, 03:00 pm",110492,2072.87,1.1
"Jan 19, 04:00 pm",114339,2132.39,1.1
"Jan 19, 05:00 pm",118962,1893.29,1.1
"Jan 19, 06:00 pm",119276,1654.21,1.1
"Jan 19, 07:00 pm",119271,1415.14,1.1
"Jan 19, 08:00 pm",119329,1176.09,1.1
"Jan 19, 09:00 pm",119354,937.07,0.8
"Jan 19, 10:00 pm",119378,698.085,0.8
"Jan 19, 11:00 pm",119379,459.158,0.8
"Jan 20, 12:00 am",119367,220.334,0.7
"Jan 20, 01:00 am",111798,0,0.7
"Jan 20, 02:00 am",-618.288,0,0.7
"Jan 20, 03:00 am",-618.288,0,0.7
"Jan 20, 04:00 am",-618.288,0,0.7
"Jan 20, 05:00 am",-618.288,0,0.7
"Jan 20, 06:00 am",-618.288,0,0.8
"Jan 20, 07:00 am",-618.288,0,0.8
"Jan 20, 08:00 am",-4620.71,0,0.8
"Jan 20, 09:00 am",80113.8,195.262,0.8
"Jan 20, 10:00 am",108964,503.79,0.8
"Jan 20, 11:00 am",107715,836.511,0.8
"Jan 20, 12:00 pm",106856,1184.53,0.8
"Jan 20, 01:00 pm",106937,1521.19,0.8
"Jan 20, 02:00 pm",107396,1844.45,0.8
"Jan 20, 03:00 pm",110232,2078.89,0.8
"Jan 20, 04:00 pm",114154,2136.95,0.8
"Jan 20, 05:00 pm",118858,1897.86,0.8
"Jan 20, 06:00 pm",119171,1658.78,0.8
"Jan 20, 07:00 pm",119167,1419.71,0.8
"Jan 20, 08:00 pm",119268,1180.66,0.8
"Jan 20, 09:00 pm",119325,941.636,0.8
"Jan 20, 10:00 pm",119349,702.65,0.8
"Jan 20, 11:00 pm",119371,463.721,0.8
"Jan 21, 12:00 am",119369,224.894,0.7
"Jan 21, 01:00 am",113703,0,0.7
"Jan 21, 02:00 am",-618.288,0,0.7
"Jan 21, 03:00 am",-618.288,0,0.7
"Jan 21, 04:00 am",-618.288,0,0.7
"Jan 21, 05:00 am",-618.288,0,0.7
"Jan 21, 06:00 am",-618.288,0,0.8
"Jan 21, 07:00 am",-618.288,0,0.8
"Jan 21, 08:00 am",-618.288,0,0.8
"Jan 21, 09:00 am",-618.288,0,0.8
"Jan 21, 10:00 am",-2645.04,0,0.8
"Jan 21, 11:00 am",-829.248,0,0.8
"Jan 21, 12:00 pm",-618.288,0,0.8
"Jan 21, 01:00 pm",-618.288,0,0.8
"Jan 21, 02:00 pm",-4786.9,0,0.8
"Jan 21, 03:00 pm",86640.5,150.172,0.8
"Jan 21, 04:00 pm",114880,120.924,0.8
"Jan 21, 05:00 pm",65395,0,0.8
"Jan 21, 06:00 pm",-618.288,0,0.8
"Jan 21, 07:00 pm",-618.288,0,0.8
"Jan 21, 08:00 pm",-618.288,0,0.8
"Jan 21, 09:00 pm",-618.288,0,0.8
"Jan 21, 10:00 pm",-618.288,0,0.8
"Jan 21, 11:00 pm",-618.288,0,0.8
"Jan 22, 12:00 am",-618.288,0,0.7
"Jan 22, 01:00 am",-618.288,0,0.7
"Jan 22, 02:00 am",-618.288,0,0.7
"Jan 22, 03:00 am",-618.288,0,0.7
"Jan 22, 04:00 am",-618.288,0,0.7
"Jan 22, 05:00 am",-618.288,0,0.7
"Jan 22, 06:00 am",-618.288,0,0.8
"Jan 22, 07:00 am",-618.288,0,0.8
"Jan 22, 08:00 am",-4825.41,0.0927472,1.1
"Jan 22, 09:00 am",-829.248,0.0924678,1.1
"Jan 22, 10:00 am",-4293.43,0.0921903,1.1
"Jan 22, 11:00 am",-829.248,0.0919142,1.1
"Jan 22, 12:00 pm",-5266.29,14.1456,1.1
"Jan 22, 01:00 pm",-3420.65,1.50208,1.1
"Jan 22, 02:00 pm",-1816.54,1.49761,1.1
"Jan 22, 03:00 pm",-618.288,1.49314,1.1
"Jan 22, 04:00 pm",-1797.32,1.48865,1.1
"Jan 22, 05:00 pm",-829.248,1.48416,1.1
"Jan 22, 06:00 pm",-618.288,1.47967,1.1
"Jan 22, 07:00 pm",-618.288,1.47517,1.1
"Jan 22, 08:00 pm",-618.288,1.47067,1.1
"Jan 22, 09:00 pm",-618.288,1.46616,0.8
"Jan 22, 10:00 pm",-618.288,1.46165,0.8
"Jan 22, 11:00 pm",-618.288,1.45714,0.8
"Jan 23, 12:00 am",-618.288,1.45263,0.7
"Jan 23, 01:00 am",-618.288,1.44812,0.7
"Jan 23, 02:00 am",-618.288,1.44361,0.7
"Jan 23, 03:00 am",-618.288,1.43909,0.7
"Jan 23, 04:00 am",-618.288,1.43458,0.7
"Jan 23, 05:00 am",-618.288,1.43007,0.7
"Jan 23, 06:00 am",-618.288,1.42557,0.8
