"Time stamp","System power generated | (kW)","TES charge state | (MWht)","PPA price multiplier"
"Mar 17, 11:00 am",-618.288,0,0.8
"Mar 17, 12:00 pm",-618.288,0,0.8
"Mar 17, 01:00 pm",-1752.52,0,0.8
"Mar 17, 02:00 pm",-5023.37,14.4127,0.8
"Mar 17, 03:00 pm",110997,254.345,0.8
"Mar 17, 04:00 pm",115611,192.209,0.8
"Mar 17, 05:00 pm",99655.3,0,0.8
"Mar 17, 06:00 pm",-618.288,0,0.8
"Mar 17, 07:00 pm",-618.288,0,0.8
"Mar 17, 08:00 pm",-618.288,0,0.8
"Mar 17, 09:00 pm",-618.288,0,0.8
"Mar 17, 10:00 pm",-618.288,0,0.8
"Mar 17, 11:00 pm",-618.288,0,0.8
"Mar 18, 12:00 am",-618.288,0,0.7
"Mar 18, 01:00 am",-618.288,0,0.7
"Mar 18, 02:00 am",-618.288,0,0.7
"Mar 18, 03:00 am",-618.288,0,0.7
"Mar 18, 04:00 am",-618.288,0,0.7
"Mar 18, 05:00 am",-618.288,0,0.7
"Mar 18, 06:00 am",-618.288,0,0.8
"Mar 18, 07:00 am",-4152.3,0,0.8
"Mar 18, 08:00 am",56470.2,157.801,0.8
"Mar 18, 09:00 am",109720,437.494,0.8
"Mar 18, 10:00 am",107194,783.091,0.8
"Mar 18, 11:00 am",105324,1169.13,0.8
"Mar 18, 12:00 pm",104534,1566.38,0.8
"Mar 18, 01:00 pm",104478,1955.35,0.8
"Mar 18, 02:00 pm",105123,2317.07,0.8
"Mar 18, 03:00 pm",107543,2622.26,0.8
"Mar 18, 04:00 pm",110669,2822.55,0.8
"Mar 18, 05:00 pm",114658,2815.48,0.8
"Mar 18, 06:00 pm",118654,2576.43,0.8
"Mar 18, 07:00 pm",118862,2337.38,0.8
"Mar 18, 08:00 pm",118859,2098.34,0.8
"Mar 18, 09:00 pm",119015,1859.31,0.8
"Mar 18, 10:00 pm",119118,1620.3,0.8
"Mar 18, 11:00 pm",119282,1381.29,0.8
"Mar 19, 12:00 am",119307,1142.31,0.7
"Mar 19, 01:00 am",119332,903.349,0.7
"Mar 19, 02:00 am",119325,664.433,0.7
"Mar 19, 03:00 am",119323,425.579,0.7
"Mar 19, 04:00 am",119306,186.839,0.7
"Mar 19, 05:00 am",97381.1,0,0.7
"Mar 19, 06:00 am",-618.288,0,0.8
"Mar 19, 07:00 am",-4323.08,0,0.8
"Mar 19, 08:00 am",65740.8,179.045,1.1
"Mar 19, 09:00 am",108271,484.11,1.1
"Mar 19, 10:00 am",104741,855.194,1.1
"Mar 19, 11:00 am",101620,1261.24,1.1
"Mar 19, 12:00 pm",100330,1682.12,1.1
"Mar 19, 01:00 pm",99924.5,2097.06,1.1
"Mar 19, 02:00 pm",101050,2487.15,1.1
"Mar 19, 03:00 pm",106178,2717.27,1.1
"Mar 19, 04:00 pm",112960,2903.97,1.1
"Mar 19, 05:00 pm",116955,2903.33,1.1
"Mar 19, 06:00 pm",116911,2664.22,1.1
"Mar 19, 07:00 pm",117889,2425.11,1.1
"Mar 19, 08:00 pm",118508,2186,1.1
"Mar 19, 09:00 pm",118920,1946.89,0.8
"Mar 19, 10:00 pm",119076,1707.8,0.8
"Mar 19, 11:00 pm",119178,1468.72,0.8
"Mar 20, 12:00 am",119280,1229.65,0.7
"Mar 20, 01:00 am",119274,990.612,0.7
"Mar 20, 02:00 am",119330,751.606,0.7
"Mar 20, 03:00 am",119353,512.652,0.7
"Mar 20, 04:00 am",119342,273.788,0.7
"Mar 20, 05:00 am",119326,35.1166,0.7
"Mar 20, 06:00 am",18742.7,0,0.8
"Mar 20, 07:00 am",-4385.61,0,0.8
"Mar 20, 08:00 am",70629.3,17.317,1.1
"Mar 20, 09:00 am",111018,120.477,1.1
"Mar 20, 10:00 am",101512,514.309,1.1
"Mar 20, 11:00 am",98238.1,948.668,1.1
"Mar 20, 12:00 pm",96545.4,1401.68,1.1
"Mar 20, 01:00 pm",95876.2,1852.95,1.1
"Mar 20, 02:00 pm",96355.8,2280.48,1.1
"Mar 20, 03:00 pm",99500.8,2655.5,1.1
"Mar 20, 04:00 pm",109446,2905.55,1.1
"Mar 20, 05:00 pm",116439,2904.91,1.1
"Mar 20, 06:00 pm",117687,2665.78,1.1
"Mar 20, 07:00 pm",118517,2426.65,1.1
"Mar 20, 08:00 pm",118929,2187.53,1.1
"Mar 20, 09:00 pm",119086,1948.41,0.8
"Mar 20, 10:00 pm",118922,1709.31,0.8
"Mar 20, 11:00 pm",119078,1470.23,0.8
"Mar 21, 12:00 am",119286,1231.15,0.7
"Mar 21, 01:00 am",119373,992.104,0.7
"Mar 21, 02:00 am",119367,753.089,0.7
"Mar 21, 03:00 am",119359,514.128,0.7
"Mar 21, 04:00 am",119348,275.255,0.7
"Mar 21, 05:00 am",119332,36.5752,0.7
"Mar 21, 06:00 am",19400,0,0.8
"Mar 21, 07:00 am",-4881.79,1.37433,0.8
"Mar 21, 08:00 am",87959.9,236.242,1.1
"Mar 21, 09:00 am",105522,586.787,1.1
"Mar 21, 10:00 am",101917,999.238,1.1
"Mar 21, 11:00 am",99739.4,1443.25,1.1
"Mar 21, 12:00 pm",98506.5,1898.88,1.1
"Mar 21, 01:00 pm",98269.6,2346.33,1.1
"Mar 21, 02:00 pm",99010.8,2765.8,1.1
"Mar 21, 03:00 pm",112683,2906.29,1.1
"Mar 21, 04:00 pm",115390,2905.65,1.1
"Mar 21, 05:00 pm",117484,2905,1.1
"Mar 21, 06:00 pm",118021,2665.87,1.1
"Mar 21, 07:00 pm",118725,2426.73,1.1
"Mar 21, 08:00 pm",118929,2187.61,1.1
"Mar 21, 09:00 pm",118926,1948.5,0.8
"Mar 21, 10:00 pm",118922,1709.4,0.8
"Mar 21, 11:00 pm",118918,1470.31,0.8
"Mar 22, 12:00 am",119074,1231.25,0.7
"Mar 22, 01:00 am",119175,992.202,0.7
"Mar 22, 02:00 am",119337,753.188,0.7
"Mar 22, 03:00 am",119359,514.226,0.7
"Mar 22, 04:00 am",119379,275.352,0.7
"Mar 22, 05:00 am",119363,36.6706,0.7
"Mar 22, 06:00 am",19266.4,0,0.8
"Mar 22, 07:00 am",-4866.11,0.927211,0.8
"Mar 22, 08:00 am",87876,230.57,1.1
"Mar 22, 09:00 am",106180,575.865,1.1
"Mar 22, 10:00 am",102161,983.059,1.1
"Mar 22, 11:00 am",99978.8,1422.58,1.1
"Mar 22, 12:00 pm",98773.9,1873.45,1.1
"Mar 22, 01:00 pm",98614.3,2314.5,1.1
"Mar 22, 02:00 pm",100132,2725.13,1.1
"Mar 22, 03:00 pm",112567,2906.29,1.1
"Mar 22, 04:00 pm",115982,2905.65,1.1
"Mar 22, 05:00 pm",117934,2905,1.1
"Mar 22, 06:00 pm",118021,2665.87,1.1
"Mar 22, 07:00 pm",118517,2426.74,1.1
"Mar 22, 08:00 pm",118722,2187.61,1.1
"Mar 22, 09:00 pm",118926,1948.5,0.8
"Mar 22, 10:00 pm",119082,1709.4,0.8
"Mar 22, 11:00 pm",119185,1470.31,0.8
"Mar 23, 12:00 am",119286,1231.24,0.7
"Mar 23, 01:00 am",119281,992.189,0.7
"Mar 23, 02:00 am",119337,753.175,0.7
"Mar 23, 03:00 am",119329,514.215,0.7
"Mar 23, 04:00 am",119348,275.342,0.7
"Mar 23, 05:00 am",119333,36.6614,0.7
"Mar 23, 06:00 am",19448.2,0,0.8
"Mar 23, 07:00 am",-4178.27,0,0.8
"Mar 23, 08:00 am",57038.1,151.437,1.1
"Mar 23, 09:00 am",108109,436.843,1.1
"Mar 23, 10:00 am",104794,794.691,1.1
"Mar 23, 11:00 am",103520,1170.62,1.1
"Mar 23, 12:00 pm",102349,1560.45,1.1
"Mar 23, 01:00 pm",102721,1941.51,1.1
"Mar 23, 02:00 pm",104536,2274.48,1.1
"Mar 23, 03:00 pm",106839,2552.39,1.1
"Mar 23, 04:00 pm",109683,2734.12,1.1
"Mar 23, 05:00 pm",113706,2728.14,1.1
"Mar 23, 06:00 pm",118514,2489.01,1.1
"Mar 23, 07:00 pm",118930,2249.88,1.1
"Mar 23, 08:00 pm",119087,2010.76,1.1
"Mar 23, 09:00 pm",119083,1771.66,0.8
"Mar 23, 10:00 pm",119185,1532.56,0.8
"Mar 23, 11:00 pm",119287,1293.48,0.8
"Mar 24, 12:00 am",119344,1054.43,0.7
"Mar 24, 01:00 am",119369,815.403,0.7
"Mar 24, 02:00 am",119392,576.424,0.7
"Mar 24, 03:00 am",119382,337.522,0.7
"Mar 24, 04:00 am",119377,98.771,0.7
"Mar 24, 05:00 am",53548.1,0,0.7
"Mar 24, 06:00 am",-618.288,0,0.8
"Mar 24, 07:00 am",-4563.32,0,0.8
"Mar 24, 08:00 am",77112.3,183.157,0.8
"Mar 24, 09:00 am",107691,482.671,0.8
"Mar 24, 10:00 am",104756,841.52,0.8
"Mar 24, 11:00 am",102512,1227.4,0.8
"Mar 24, 12:00 pm",101318,1627.17,0.8
"Mar 24, 01:00 pm",100825,2022.42,0.8
"Mar 24, 02:00 pm",101936,2390.98,0.8
"Mar 24, 03:00 pm",104566,2705.08,0.8
"Mar 24, 04:00 pm",112648,2905.18,0.8
"Mar 24, 05:00 pm",116965,2904.53,0.8
"Mar 24, 06:00 pm",116915,2665.42,0.8
"Mar 24, 07:00 pm",117894,2426.3,0.8
"Mar 24, 08:00 pm",117891,2187.19,0.8
"Mar 24, 09:00 pm",118222,1948.09,0.8
"Mar 24, 10:00 pm",118713,1709,0.8
"Mar 24, 11:00 pm",118917,1469.92,0.8
"Mar 25, 12:00 am",119178,1230.85,0.7
"Mar 25, 01:00 am",119279,991.802,0.7
"Mar 25, 02:00 am",119273,752.793,0.7
"Mar 25, 03:00 am",119265,513.836,0.7
"Mar 25, 04:00 am",119316,274.967,0.7
"Mar 25, 05:00 am",119300,36.2894,0.7
"Mar 25, 06:00 am",19396.2,0,0.8
"Mar 25, 07:00 am",-3931.27,0,0.8
"Mar 25, 08:00 am",-829.248,0,0.8
"Mar 25, 09:00 am",-1317.93,68.033,0.8
"Mar 25, 10:00 am",105982,353.434,0.8
"Mar 25, 11:00 am",108031,528.937,0.8
"Mar 25, 12:00 pm",100846,923.239,0.8
"Mar 25, 01:00 pm",106676,1096.88,0.8
"Mar 25, 02:00 pm",109625,1036.88,0.8
"Mar 25, 03:00 pm",112761,797.937,0.8
"Mar 25, 04:00 pm",113669,559.032,0.8
"Mar 25, 05:00 pm",115556,320.191,0.8
"Mar 25, 06:00 pm",117063,81.4939,0.8
"Mar 25, 07:00 pm",44210.3,0,0.8
"Mar 25, 08:00 pm",-618.288,0,0.8
"Mar 25, 09:00 pm",-618.288,0,0.8
"Mar 25, 10:00 pm",-618.288,0,0.8
"Mar 25, 11:00 pm",-618.288,0,0.8
"Mar 26, 12:00 am",-618.288,0,0.7
"Mar 26, 01:00 am",-618.288,0,0.7
"Mar 26, 02:00 am",-618.288,0,0.7
"Mar 26, 03:00 am",-618.288,0,0.7
"Mar 26, 04:00 am",-618.288,0,0.7
"Mar 26, 05:00 am",-618.288,0,0.7
"Mar 26, 06:00 am",-618.288,0,0.8
"Mar 26, 07:00 am",-618.288,0,0.8
"Mar 26, 08:00 am",-618.288,0,1.1
"Mar 26, 09:00 am",-618.288,0,1.1
"Mar 26, 10:00 am",-3899.48,0,1.1
"Mar 26, 11:00 am",7727.7,0,1.1
"Mar 26, 12:00 pm",-829.248,0,1.1
"Mar 26, 01:00 pm",-618.288,0,1.1
"Mar 26, 02:00 pm",-618.288,0,1.1
"Mar 26, 03:00 pm",-2664.24,0,1.1
"Mar 26, 04:00 pm",-2342.8,0,1.1
"Mar 26, 05:00 pm",-4596.4,0,1.1
"Mar 26, 06:00 pm",-829.248,0,1.1
"Mar 26, 07:00 pm",-618.288,0,1.1
"Mar 26, 08:00 pm",-618.288,0,1.1
"Mar 26, 09:00 pm",-618.288,0,0.8
"Mar 26, 10:00 pm",-618.288,0,0.8
"Mar 26, 11:00 pm",-618.288,0,0.8
"Mar 27, 12:00 am",-618.288,0,0.7
"Mar 27, 01:00 am",-618.288,0,0.7
"Mar 27, 02:00 am",-618.288,0,0.7
"Mar 27, 03:00 am",-618.288,0,0.7
"Mar 27, 04:00 am",-618.288,0,0.7
"Mar 27, 05:00 am",-618.288,0,0.7
"Mar 27, 06:00 am",-618.288,0,0.8
"Mar 27, 07:00 am",-4371.84,0,0.8
"Mar 27, 08:00 am",69270.9,153.868,1.1
"Mar 27, 09:00 am",109658,427.395,1.1
"Mar 27, 10:00 am",107019,768.075,1.1
"Mar 27, 11:00 am",104980,1143.72,1.1
"Mar 27, 12:00 pm",103850,1535.84,1.1
"Mar 27, 01:00 pm",103616,1922.96,1.1
"Mar 27, 02:00 pm",104207,2281.24,1.1
"Mar 27, 03:00 pm",106740,2582.07,1.1
"Mar 27, 04:00 pm",109753,2783.12,1.1
"Mar 27, 05:00 pm",113832,2797.76,1.1
"Mar 27, 06:00 pm",118428,2558.73,1.1
"Mar 27, 07:00 pm",119003,2319.71,1.1
"Mar 27, 08:00 pm",119106,2080.69,1.1
"Mar 27, 09:00 pm",119103,1841.68,0.8
"Mar 27, 10:00 pm",119099,1602.68,0.8
"Mar 27, 11:00 pm",119095,1363.71,0.8
"Mar 28, 12:00 am",119088,1124.75,0.7
"Mar 28, 01:00 am",119186,885.825,0.7
"Mar 28, 02:00 am",119239,646.938,0.7
"Mar 28, 03:00 am",119227,408.115,0.7
"Mar 28, 04:00 am",119240,169.412,0.7
"Mar 28, 05:00 am",89456.8,0,0.7
"Mar 28, 06:00 am",-618.288,0,0.8
"Mar 28, 07:00 am",-4834.64,0.0817523,0.8
"Mar 28, 08:00 am",87604.5,208.967,1.1
"Mar 28, 09:00 am",107608,524.566,1.1
"Mar 28, 10:00 am",104614,898.82,1.1
"Mar 28, 11:00 am",102573,1309.58,1.1
"Mar 28, 12:00 pm",101682,1727.16,1.1
"Mar 28, 01:00 pm",101787,2129.79,1.1
"Mar 28, 02:00 pm",102304,2506.51,1.1
"Mar 28, 03:00 pm",104868,2829.61,1.1
"Mar 28, 04:00 pm",115601,2903.56,1.1
"Mar 28, 05:00 pm",117902,2902.92,1.1
"Mar 28, 06:00 pm",118301,2663.79,1.1
"Mar 28, 07:00 pm",118924,2424.67,1.1
"Mar 28, 08:00 pm",118921,2185.55,1.1
"Mar 28, 09:00 pm",118918,1946.45,0.8
"Mar 28, 10:00 pm",119074,1707.36,0.8
"Mar 28, 11:00 pm",119070,1468.28,0.8
"Mar 29, 12:00 am",119066,1229.22,0.7
"Mar 29, 01:00 am",119166,990.189,0.7
"Mar 29, 02:00 am",119266,751.188,0.7
"Mar 29, 03:00 am",119321,512.237,0.7
"Mar 29, 04:00 am",119340,273.374,0.7
"Mar 29, 05:00 am",119325,34.7056,0.7
"Mar 29, 06:00 am",18513.5,0,0.8
"Mar 29, 07:00 am",-4609.5,0,0.8
"Mar 29, 08:00 am",78698.2,165.351,1.1
"Mar 29, 09:00 am",106707,447.013,1.1
"Mar 29, 10:00 am",102746,793.686,1.1
"Mar 29, 11:00 am",100823,1172.29,1.1
"Mar 29, 12:00 pm",99553.3,1564.42,1.1
"Mar 29, 01:00 pm",99175.7,1947.3,1.1
"Mar 29, 02:00 pm",100697,2290.82,1.1
"Mar 29, 03:00 pm",103529,2569.38,1.1
"Mar 29, 04:00 pm",106892,2731.58,1.1
"Mar 29, 05:00 pm",112138,2681.88,1.1
"Mar 29, 06:00 pm",116914,2442.77,1.1
"Mar 29, 07:00 pm",117892,2203.66,1.1
"Mar 29, 08:00 pm",118224,1964.56,1.1
"Mar 29, 09:00 pm",118220,1725.47,0.8
"Mar 29, 10:00 pm",118216,1486.39,0.8
"Mar 29, 11:00 pm",118499,1247.34,0.8
"Mar 30, 12:00 am",118701,1008.3,0.7
"Mar 30, 01:00 am",118902,769.295,0.7
"Mar 30, 02:00 am",119054,530.338,0.7
"Mar 30, 03:00 am",119150,291.463,0.7
"Mar 30, 04:00 am",119241,52.7646,0.7
"Mar 30, 05:00 am",28581.5,0,0.7
"Mar 30, 06:00 am",-618.288,0,0.8
"Mar 30, 07:00 am",-4464.13,0,0.8
"Mar 30, 08:00 am",71764.5,178.287,1.1
"Mar 30, 09:00 am",106252,475.412,1.1
"Mar 30, 10:00 am",102798,839.241,1.1
"Mar 30, 11:00 am",99771.2,1242.23,1.1
"Mar 30, 12:00 pm",98134.6,1665.1,1.1
"Mar 30, 01:00 pm",98280.2,2085.06,1.1
"Mar 30, 02:00 pm",99112.2,2469.51,1.1
"Mar 30, 03:00 pm",102033,2796.82,1.1
"Mar 30, 04:00 pm",112462,2905.09,1.1
"Mar 30, 05:00 pm",111755,2900.19,1.1
"Mar 30, 06:00 pm",116915,2661.08,1.1
"Mar 30, 07:00 pm",117893,2421.96,1.1
"Mar 30, 08:00 pm",118225,2182.85,1.1
"Mar 30, 09:00 pm",118509,1943.74,0.8
"Mar 30, 10:00 pm",118920,1704.65,0.8
"Mar 30, 11:00 pm",119182,1465.56,0.8
"Mar 31, 12:00 am",119284,1226.49,0.7
"Mar 31, 01:00 am",119341,987.444,0.7
"Mar 31, 02:00 am",119334,748.434,0.7
"Mar 31, 03:00 am",119357,509.476,0.7
"Mar 31, 04:00 am",119346,270.608,0.7
"Mar 31, 05:00 am",119330,31.9359,0.7
"Mar 31, 06:00 am",16969.5,0,0.8
"Mar 31, 07:00 am",-4425.94,0,0.8
"Mar 31, 08:00 am",71172.4,158.103,0.8
"Mar 31, 09:00 am",109029,426.051,0.8
"Mar 31, 10:00 am",106810,753.589,0.8
"Mar 31, 11:00 am",105900,1094.2,0.8
"Mar 31, 12:00 pm",104948,1448.29,0.8
"Mar 31, 01:00 pm",104682,1793.98,0.8
"Mar 31, 02:00 pm",106932,2088.61,0.8
"Mar 31, 03:00 pm",108848,2329.55,0.8
"Mar 31, 04:00 pm",111491,2462.96,0.8
"Mar 31, 05:00 pm",108306,2534.58,0.8
"Mar 31, 06:00 pm",114790,2295.49,0.8
"Mar 31, 07:00 pm",116177,2056.41,0.8
"Mar 31, 08:00 pm",116174,1817.34,0.8
"Mar 31, 09:00 pm",116171,1578.28,0.8
"Mar 31, 10:00 pm",117109,1339.23,0.8
"Mar 31, 11:00 pm",117874,1100.2,0.8
"Apr 1, 12:00 am",118202,861.189,0.7
"Apr 1, 01:00 am",118482,622.22,0.7
"Apr 1, 02:00 am",118680,383.316,0.7
"Apr 1, 03:00 am",118668,144.541,0.7
"Apr 1, 04:00 am",77195.9,0,0.7
"Apr 1, 05:00 am",-618.288,0,0.7
"Apr 1, 06:00 am",-618.288,0,0.8
"Apr 1, 07:00 am",-5505.93,24.1747,0.8
"Apr 1, 08:00 am",99443.8,273.702,0.8
"Apr 1, 09:00 am",100372,625.31,0.8
"Apr 1, 10:00 am",95656.6,1033.61,0.8
"Apr 1, 11:00 am",94652,1445.98,0.8
"Apr 1, 12:00 pm",93217.8,1870.9,0.8
"Apr 1, 01:00 pm",92877.1,2286.33,0.8
"Apr 1, 02:00 pm",94882.9,2675.17,0.8
"Apr 1, 03:00 pm",102417,2905.39,0.8
"Apr 1, 04:00 pm",107729,2904.76,0.8
"Apr 1, 05:00 pm",113127,2904.12,0.8
"Apr 1, 06:00 pm",114193,2665.03,0.8
"Apr 1, 07:00 pm",115001,2425.94,0.8
"Apr 1, 08:00 pm",114998,2186.86,0.8
"Apr 1, 09:00 pm",115595,1947.79,0.8
"Apr 1, 10:00 pm",116171,1708.73,0.8
"Apr 1, 11:00 pm",116167,1469.69,0.8
"Apr 2, 12:00 am",117105,1230.65,0.7
"Apr 2, 01:00 am",118203,991.626,0.7
"Apr 2, 02:00 am",118692,752.63,0.7
"Apr 2, 03:00 am",118891,513.684,0.7
"Apr 2, 04:00 am",119040,274.823,0.7
"Apr 2, 05:00 am",119025,36.1532,0.7
"Apr 2, 06:00 am",19628.3,0,0.8
"Apr 2, 07:00 am",-4737.56,0,0.8
"Apr 2, 08:00 am",81721,184.988,1.1
"Apr 2, 09:00 am",102952,482.558,1.1
"Apr 2, 10:00 am",99206.3,844.91,1.1
"Apr 2, 11:00 am",97163.2,1238.2,1.1
"Apr 2, 12:00 pm",95785.6,1643.99,1.1
"Apr 2, 01:00 pm",102753,1774.63,1.1
"Apr 2, 02:00 pm",105238,1690.81,1.1
"Apr 2, 03:00 pm",108916,1451.77,1.1
"Apr 2, 04:00 pm",105108,1405.81,1.1
"Apr 2, 05:00 pm",112777,1166.8,1.1
"Apr 2, 06:00 pm",114985,927.809,1.1
"Apr 2, 07:00 pm",116157,688.845,1.1
"Apr 2, 08:00 pm",117091,449.931,1.1
"Apr 2, 09:00 pm",117849,211.112,0.8
"Apr 2, 10:00 pm",106907,0,0.8
"Apr 2, 11:00 pm",-618.288,0,0.8
"Apr 3, 12:00 am",-618.288,0,0.7
"Apr 3, 01:00 am",-618.288,0,0.7
"Apr 3, 02:00 am",-618.288,0,0.7
"Apr 3, 03:00 am",-618.288,0,0.7
"Apr 3, 04:00 am",-618.288,0,0.7
"Apr 3, 05:00 am",-618.288,0,0.7
"Apr 3, 06:00 am",-618.288,0,0.8
"Apr 3, 07:00 am",-4817.92,0,0.8
"Apr 3, 08:00 am",85337.9,217.875,1.1
"Apr 3, 09:00 am",105472,538.923,1.1
"Apr 3, 10:00 am",102152,918.515,1.1
"Apr 3, 11:00 am",101165,1305.52,1.1
"Apr 3, 12:00 pm",100113,1700.84,1.1
"Apr 3, 01:00 pm",100604,2084.83,1.1
"Apr 3, 02:00 pm",101917,2435.41,1.1
"Apr 3, 03:00 pm",104928,2714.16,1.1
"Apr 3, 04:00 pm",108251,2878.31,1.1
"Apr 3, 05:00 pm",111999,2845.77,1.1
"Apr 3, 06:00 pm",116900,2606.68,1.1
"Apr 3, 07:00 pm",117878,2367.58,1.1
"Apr 3, 08:00 pm",118209,2128.49,1.1
"Apr 3, 09:00 pm",118493,1889.41,0.8
"Apr 3, 10:00 pm",118697,1650.34,0.8
"Apr 3, 11:00 pm",118900,1411.28,0.8
"Apr 4, 12:00 am",118895,1172.24,0.7
"Apr 4, 01:00 am",118890,933.232,0.7
"Apr 4, 02:00 am",119043,694.257,0.7
"Apr 4, 03:00 am",119247,455.336,0.7
"Apr 4, 04:00 am",119298,216.517,0.7
"Apr 4, 05:00 am",110206,0,0.7
"Apr 4, 06:00 am",-618.288,0,0.8
"Apr 4, 07:00 am",-6012.9,45.244,0.8
"Apr 4, 08:00 am",108590,336.163,1.1
"Apr 4, 09:00 am",104399,726.673,1.1
"Apr 4, 10:00 am",100812,1172.33,1.1
"Apr 4, 11:00 am",98758.7,1633.84,1.1
"Apr 4, 12:00 pm",97565.3,2105.45,1.1
"Apr 4, 01:00 pm",97514.5,2566.28,1.1
"Apr 4, 02:00 pm",106662,2906.4,1.1
"Apr 4, 03:00 pm",114030,2905.76,1.1
"Apr 4, 04:00 pm",114702,2905.12,1.1
"Apr 4, 05:00 pm",117067,2904.48,1.1
"Apr 4, 06:00 pm",117685,2665.35,1.1
"Apr 4, 07:00 pm",118515,2426.22,1.1
"Apr 4, 08:00 pm",118720,2187.1,1.1
"Apr 4, 09:00 pm",118717,1948,0.8
"Apr 4, 10:00 pm",118920,1708.9,0.8
"Apr 4, 11:00 pm",119183,1469.81,0.8
"Apr 5, 12:00 am",119284,1230.74,0.7
"Apr 5, 01:00 am",119341,991.696,0.7
"Apr 5, 02:00 am",119335,752.685,0.7
"Apr 5, 03:00 am",119357,513.726,0.7
"Apr 5, 04:00 am",119346,274.856,0.7
"Apr 5, 05:00 am",119331,36.1779,0.7
"Apr 5, 06:00 am",19446.8,0,0.8
"Apr 5, 07:00 am",-5568.14,48.5134,0.8
"Apr 5, 08:00 am",108329,325.783,1.1
"Apr 5, 09:00 am",103133,696.143,1.1
"Apr 5, 10:00 am",99570.5,1118.23,1.1
"Apr 5, 11:00 am",98236.7,1553.04,1.1
"Apr 5, 12:00 pm",97136.2,1995.44,1.1
"Apr 5, 01:00 pm",103797,2234.06,1.1
"Apr 5, 02:00 pm",104697,2432.8,1.1
"Apr 5, 03:00 pm",102007,2736.78,1.1
"Apr 5, 04:00 pm",107924,2782.47,1.1
"Apr 5, 05:00 pm",111917,2700.41,1.1
"Apr 5, 06:00 pm",116444,2461.3,1.1
"Apr 5, 07:00 pm",117124,2222.19,1.1
"Apr 5, 08:00 pm",117556,1983.1,1.1
"Apr 5, 09:00 pm",117887,1744.01,0.8
"Apr 5, 10:00 pm",118217,1504.93,0.8
"Apr 5, 11:00 pm",118500,1265.87,0.8
"Apr 6, 12:00 am",118703,1026.83,0.7
"Apr 6, 01:00 am",118696,787.826,0.7
"Apr 6, 02:00 am",118896,548.866,0.7
"Apr 6, 03:00 am",118886,309.987,0.7
"Apr 6, 04:00 am",118872,71.2744,0.7
"Apr 6, 05:00 am",39013.3,0,0.7
"Apr 6, 06:00 am",-618.288,0,0.8
"Apr 6, 07:00 am",-618.288,0,0.8
"Apr 6, 08:00 am",-618.288,0,1.1
"Apr 6, 09:00 am",-2386.62,0,1.1
"Apr 6, 10:00 am",-1658.97,0,1.1
"Apr 6, 11:00 am",-829.248,0,1.1
"Apr 6, 12:00 pm",-618.288,0,1.1
"Apr 6, 01:00 pm",-618.288,0,1.1
"Apr 6, 02:00 pm",-618.288,0,1.1
"Apr 6, 03:00 pm",-2798.1,0,1.1
"Apr 6, 04:00 pm",-829.248,0,1.1
"Apr 6, 05:00 pm",-618.288,0,1.1
"Apr 6, 06:00 pm",-618.288,0,1.1
"Apr 6, 07:00 pm",-618.288,0,1.1
"Apr 6, 08:00 pm",-618.288,0,1.1
"Apr 6, 09:00 pm",-618.288,0,0.8
"Apr 6, 10:00 pm",-618.288,0,0.8
"Apr 6, 11:00 pm",-618.288,0,0.8
"Apr 7, 12:00 am",-618.288,0,0.7
"Apr 7, 01:00 am",-618.288,0,0.7
"Apr 7, 02:00 am",-618.288,0,0.7
"Apr 7, 03:00 am",-618.288,0,0.7
"Apr 7, 04:00 am",-618.288,0,0.7
"Apr 7, 05:00 am",-618.288,0,0.7
"Apr 7, 06:00 am",-618.288,0,0.8
"Apr 7, 07:00 am",-618.288,0,0.8
"Apr 7, 08:00 am",7775.29,130.137,0.8
"Apr 7, 09:00 am",106348,437.762,0.8
"Apr 7, 10:00 am",103798,804.426,0.8
"Apr 7, 11:00 am",102370,1192.64,0.8
"Apr 7, 12:00 pm",114053,953.792,0.8
"Apr 7, 01:00 pm",100836,1175.51,0.8
"Apr 7, 02:00 pm",103365,1524.2,0.8
"Apr 7, 03:00 pm",105093,1820.97,0.8
"Apr 7, 04:00 pm",108008,2026.99,0.8
"Apr 7, 05:00 pm",112414,2059.18,0.8
"Apr 7, 06:00 pm",117617,1820.16,0.8
"Apr 7, 07:00 pm",118445,1581.14,0.8
"Apr 7, 08:00 pm",118648,1342.15,0.8
"Apr 7, 09:00 pm",118851,1103.17,0.8
"Apr 7, 10:00 pm",119005,864.217,0.8
"Apr 7, 11:00 pm",119104,625.306,0.8
"Apr 8, 12:00 am",119200,386.461,0.7
"Apr 8, 01:00 am",119245,147.742,0.7
"Apr 8, 02:00 am",78955.6,0,0.7
"Apr 8, 03:00 am",-618.288,0,0.7
"Apr 8, 04:00 am",-618.288,0,0.7
"Apr 8, 05:00 am",-618.288,0,0.7
"Apr 8, 06:00 am",-618.288,0,0.8
"Apr 8, 07:00 am",-618.288,0,0.8
"Apr 8, 08:00 am",-3595.39,0,0.8
"Apr 8, 09:00 am",-1306.32,0,0.8
"Apr 8, 10:00 am",13868.8,249.648,0.8
"Apr 8, 11:00 am",113215,290.296,0.8
"Apr 8, 12:00 pm",111888,398.015,0.8
"Apr 8, 01:00 pm",104093,784.094,0.8
"Apr 8, 02:00 pm",111645,876.981,0.8
