"Time stamp","System power generated | (kW)","TES charge state | (MWht)","PPA price multiplier"
"Mar 12, 09:00 am",107605,444.67,1.02787
"Mar 12, 10:00 am",104756,812.1,0.8168
"Mar 12, 11:00 am",102779,1220.39,0.487019
"Mar 12, 12:00 pm",101846,1641.88,0.320616
"Mar 12, 01:00 pm",101922,2055.02,0.189705
"Mar 12, 02:00 pm",103145,2440.34,0.134045
"Mar 12, 03:00 pm",105236,2769.41,0.169367
"Mar 12, 04:00 pm",108560,2988.9,0.154095
"Mar 12, 05:00 pm",112743,2985.04,1.0847
"Mar 12, 06:00 pm",116843,2750.12,1.75137
"Mar 12, 07:00 pm",117216,2515.2,2.50823
"Mar 12, 08:00 pm",117243,2280.29,1.92074
"Mar 12, 09:00 pm",117270,2045.39,1.83886
"Mar 12, 10:00 pm",117266,1810.5,1.29051
"Mar 12, 11:00 pm",117272,1575.64,1.24808
"Mar 13, 12:00 am",117267,1340.79,1.24282
"Mar 13, 01:00 am",117261,1105.96,1.14643
"Mar 13, 02:00 am",117255,871.174,0.988148
"Mar 13, 03:00 am",117247,636.435,0.975263
"Mar 13, 04:00 am",117238,401.771,1.12876
"Mar 13, 05:00 am",117225,167.243,1.36014
"Mar 13, 06:00 am",88111.5,0,1.94316
"Mar 13, 07:00 am",-4120.58,0,1.91946
"Mar 13, 08:00 am",52088.3,195.72,1.18477
"Mar 13, 09:00 am",105831,525.441,0.703036
"Mar 13, 10:00 am",102055,925.929,0.199861
"Mar 13, 11:00 am",99813.7,1364.03,0.116627
"Mar 13, 12:00 pm",98670.5,1815.16,0.139978
"Mar 13, 01:00 pm",98614,2256.85,-0.114801
"Mar 13, 02:00 pm",100101,2668.3,0.127597
"Mar 13, 03:00 pm",102581,3019.01,0.14161
"Mar 13, 04:00 pm",106927,3257.01,0.102241
"Mar 13, 05:00 pm",111784,3269.3,0.917485
"Mar 13, 06:00 pm",116387,3034.37,1.94832
"Mar 13, 07:00 pm",116596,2799.44,2.99895
"Mar 13, 08:00 pm",116797,2564.52,2.20314
"Mar 13, 09:00 pm",116951,2329.61,2.07282
"Mar 13, 10:00 pm",117156,2094.71,1.92008
"Mar 13, 11:00 pm",117244,1859.81,1.60453
"Mar 14, 12:00 am",117270,1624.93,1.31991
"Mar 14, 01:00 am",117265,1390.07,1.23704
"Mar 14, 02:00 am",117270,1155.23,1.18295
"Mar 14, 03:00 am",117263,920.431,1.23498
"Mar 14, 04:00 am",117256,685.674,1.37118
"Mar 14, 05:00 am",117247,450.985,1.77048
"Mar 14, 06:00 am",117225,216.415,2.31693
"Mar 14, 07:00 am",105399,0,2.03577
"Mar 14, 08:00 am",54880.4,182.396,1.43825
"Mar 14, 09:00 am",104709,499.861,0.811569
"Mar 14, 10:00 am",100506,888.418,0.54946
"Mar 14, 11:00 am",104691,1098.03,0.438472
"Mar 14, 12:00 pm",104030,1306.42,0.325896
"Mar 14, 01:00 pm",104336,1500.13,0.275319
"Mar 14, 02:00 pm",106893,1446.53,0.288935
"Mar 14, 03:00 pm",106300,1520.72,0.315575
"Mar 14, 04:00 pm",112127,1285.93,0.365514
"Mar 14, 05:00 pm",114541,1051.14,1.15083
"Mar 14, 06:00 pm",115753,816.379,1.91192
"Mar 14, 07:00 pm",116355,581.662,2.87101
"Mar 14, 08:00 pm",116753,347.023,2.21158
"Mar 14, 09:00 pm",117000,112.536,1.93388
"Mar 14, 10:00 pm",61082.6,0,1.71083
"Mar 14, 11:00 pm",-607.2,0,1.43604
"Mar 15, 12:00 am",-607.2,0,1.2127
"Mar 15, 01:00 am",-607.2,0,1.14262
"Mar 15, 02:00 am",-607.2,0,1.11231
"Mar 15, 03:00 am",-607.2,0,1.10901
"Mar 15, 04:00 am",-607.2,0,1.18282
"Mar 15, 05:00 am",-607.2,0,1.38656
"Mar 15, 06:00 am",-607.2,0,2.04063
"Mar 15, 07:00 am",-607.2,0,1.88658
"Mar 15, 08:00 am",-607.2,0,1.32732
"Mar 15, 09:00 am",-2710.72,0,0.844182
"Mar 15, 10:00 am",31783.8,279.571,0.513809
"Mar 15, 11:00 am",101298,684.824,0.14811
"Mar 15, 12:00 pm",100413,1100.74,0.11114
"Mar 15, 01:00 pm",100311,1507.12,0.0788089
"Mar 15, 02:00 pm",100939,1885.29,0.101494
"Mar 15, 03:00 pm",102963,2207.64,0.297793
"Mar 15, 04:00 pm",106526,2418.14,0.406107
"Mar 15, 05:00 pm",111299,2402.53,1.07447
"Mar 15, 06:00 pm",115865,2167.67,1.76273
"Mar 15, 07:00 pm",116762,1932.82,2.42851
"Mar 15, 08:00 pm",117020,1697.97,1.9246
"Mar 15, 09:00 pm",117120,1463.14,1.81239
"Mar 15, 10:00 pm",117176,1228.33,1.66555
"Mar 15, 11:00 pm",117200,993.546,1.5364
"Mar 16, 12:00 am",117193,758.806,1.31686
"Mar 16, 01:00 am",117185,524.126,1.28755
"Mar 16, 02:00 am",117204,289.541,1.22468
"Mar 16, 03:00 am",117189,55.1505,1.19001
"Mar 16, 04:00 am",29514.5,0,1.24687
"Mar 16, 05:00 am",-607.2,0,1.27864
"Mar 16, 06:00 am",-607.2,0,1.5387
"Mar 16, 07:00 am",-607.2,0,1.42505
"Mar 16, 08:00 am",-2454.84,0,1.05858
"Mar 16, 09:00 am",-818.16,0,0.605941
"Mar 16, 10:00 am",-607.2,0,0.107437
"Mar 16, 11:00 am",-607.2,0,0.0307964
"Mar 16, 12:00 pm",-607.2,0,0.0158773
"Mar 16, 01:00 pm",-607.2,0,-0.00786716
"Mar 16, 02:00 pm",-1638.42,0,0.00412287
"Mar 16, 03:00 pm",4450.12,63.2511,0.0242455
"Mar 16, 04:00 pm",34511.8,0,0.134958
"Mar 16, 05:00 pm",-607.2,0,1.00659
"Mar 16, 06:00 pm",-607.2,0,1.63506
"Mar 16, 07:00 pm",-607.2,0,2.25266
"Mar 16, 08:00 pm",-607.2,0,1.82443
"Mar 16, 09:00 pm",-607.2,0,1.66244
"Mar 16, 10:00 pm",-607.2,0,1.45491
"Mar 16, 11:00 pm",-607.2,0,1.42449
"Mar 17, 12:00 am",-607.2,0,1.41861
"Mar 17, 01:00 am",-607.2,0,1.2684
"Mar 17, 02:00 am",-607.2,0,1.17853
"Mar 17, 03:00 am",-607.2,0,1.18121
"Mar 17, 04:00 am",-607.2,0,1.09857
"Mar 17, 05:00 am",-607.2,0,1.19744
"Mar 17, 06:00 am",-607.2,0,1.37743
"Mar 17, 07:00 am",-607.2,0,1.27767
"Mar 17, 08:00 am",-607.2,0,0.974515
"Mar 17, 09:00 am",-607.2,0,0.345473
"Mar 17, 10:00 am",-607.2,0,-0.00846936
"Mar 17, 11:00 am",-607.2,0,-0.000395166
"Mar 17, 12:00 pm",-607.2,0,-0.00271042
"Mar 17, 01:00 pm",-1740.55,0,-0.00339624
"Mar 17, 02:00 pm",-5005.58,16.3185,-0.0063273
"Mar 17, 03:00 pm",108877,259.3,0.00679513
"Mar 17, 04:00 pm",113480,201.421,0.035122
"Mar 17, 05:00 pm",103234,0,1.00172
"Mar 17, 06:00 pm",-607.2,0,1.68634
"Mar 17, 07:00 pm",-607.2,0,2.4067
"Mar 17, 08:00 pm",-607.2,0,1.95454
"Mar 17, 09:00 pm",-607.2,0,1.71165
"Mar 17, 10:00 pm",-607.2,0,1.45162
"Mar 17, 11:00 pm",-607.2,0,1.33719
"Mar 18, 12:00 am",-607.2,0,1.21503
"Mar 18, 01:00 am",-607.2,0,1.10223
"Mar 18, 02:00 am",-607.2,0,1.04778
"Mar 18, 03:00 am",-607.2,0,1.03732
"Mar 18, 04:00 am",-607.2,0,1.10333
"Mar 18, 05:00 am",-607.2,0,1.29069
"Mar 18, 06:00 am",-607.2,0,1.90589
"Mar 18, 07:00 am",-4140.75,0,1.88203
"Mar 18, 08:00 am",55320.6,161.265,1.28097
"Mar 18, 09:00 am",107601,444,0.568111
"Mar 18, 10:00 am",105089,792.838,0.133595
"Mar 18, 11:00 am",103229,1182.28,0.00130295
"Mar 18, 12:00 pm",102447,1583.06,-0.00578582
"Mar 18, 01:00 pm",102397,1975.64,-0.00246655
"Mar 18, 02:00 pm",103046,2341.07,0.0715221
"Mar 18, 03:00 pm",105452,2650.09,0.145047
"Mar 18, 04:00 pm",108564,2854.37,0.624932
"Mar 18, 05:00 pm",112534,2851.52,1.24639
"Mar 18, 06:00 pm",116510,2616.7,1.8349
"Mar 18, 07:00 pm",116718,2381.88,2.62259
"Mar 18, 08:00 pm",116715,2147.07,1.92268
"Mar 18, 09:00 pm",116868,1912.28,1.80197
"Mar 18, 10:00 pm",116968,1677.49,1.59231
"Mar 18, 11:00 pm",117129,1442.73,1.28686
"Mar 19, 12:00 am",117154,1207.98,1.15106
"Mar 19, 01:00 am",117176,973.26,1.06272
"Mar 19, 02:00 am",117166,738.584,1.06328
"Mar 19, 03:00 am",117164,503.97,1.08357
"Mar 19, 04:00 am",117149,269.458,1.09902
"Mar 19, 05:00 am",117127,35.156,1.35373
"Mar 19, 06:00 am",18262.9,0,1.83522
"Mar 19, 07:00 am",-4308.49,0,1.67463
"Mar 19, 08:00 am",64636.1,182.545,1.13845
"Mar 19, 09:00 am",106189,490.546,0.581206
"Mar 19, 10:00 am",102700,864.42,0.304031
"Mar 19, 11:00 am",99621.8,1273.2,0.19775
"Mar 19, 12:00 pm",98349,1696.8,-0.0219004
"Mar 19, 01:00 pm",97952.1,2114.53,0.141451
"Mar 19, 02:00 pm",99066,2507.52,0.388009
"Mar 19, 03:00 pm",104155,2741.1,0.556487
"Mar 19, 04:00 pm",105462,2973.04,0.83393
"Mar 19, 05:00 pm",110049,2992.13,1.18325
"Mar 19, 06:00 pm",114807,2757.24,1.63014
"Mar 19, 07:00 pm",115771,2522.35,2.10862
"Mar 19, 08:00 pm",116378,2287.47,1.59554
"Mar 19, 09:00 pm",116782,2052.58,1.49869
"Mar 19, 10:00 pm",116936,1817.71,1.23533
"Mar 19, 11:00 pm",117036,1582.85,1.16407
"Mar 20, 12:00 am",117136,1348.01,1.01778
"Mar 20, 01:00 am",117130,1113.19,0.992379
"Mar 20, 02:00 am",117185,878.408,0.93214
"Mar 20, 03:00 am",117208,643.672,0.928644
"Mar 20, 04:00 am",117198,409.011,0.961881
"Mar 20, 05:00 am",117186,174.481,1.23851
"Mar 20, 06:00 am",91509.3,0,1.69247
"Mar 20, 07:00 am",-4375.51,0,1.74139
"Mar 20, 08:00 am",69508.6,21.6215,1.2711
"Mar 20, 09:00 am",108933,129.028,0.845539
"Mar 20, 10:00 am",99457.2,527.055,0.609417
"Mar 20, 11:00 am",96207.3,965.627,0.519786
"Mar 20, 12:00 pm",94526.6,1422.89,0.19069
"Mar 20, 01:00 pm",93870.6,1878.43,0.360099
"Mar 20, 02:00 pm",94363.6,2310.27,0.440703
"Mar 20, 03:00 pm",97494.1,2689.61,0.438643
"Mar 20, 04:00 pm",102334,2967.77,0.913688
"Mar 20, 05:00 pm",108970,3031.82,1.14007
"Mar 20, 06:00 pm",115571,2796.91,1.62314
"Mar 20, 07:00 pm",116389,2562,2.01834
"Mar 20, 08:00 pm",116794,2327.09,1.82662
"Mar 20, 09:00 pm",116948,2092.19,1.62547
"Mar 20, 10:00 pm",116787,1857.31,1.18581
"Mar 20, 11:00 pm",116940,1622.44,1.07953
"Mar 21, 12:00 am",117144,1387.59,0.901843
"Mar 21, 01:00 am",117230,1152.75,0.861786
"Mar 21, 02:00 am",117224,917.953,0.856106
"Mar 21, 03:00 am",117217,683.198,0.866388
"Mar 21, 04:00 am",117208,448.512,0.877835
"Mar 21, 05:00 am",117196,213.945,1.18349
"Mar 21, 06:00 am",108755,0,1.60173
"Mar 21, 07:00 am",-4874.1,2.69726,1.67374
"Mar 21, 08:00 am",86192.8,242.537,1.03657
"Mar 21, 09:00 am",103391,598.273,0.23231
"Mar 21, 10:00 am",99785,1016.1,0.0420412
"Mar 21, 11:00 am",97605.2,1465.6,0.0265876
"Mar 21, 12:00 pm",96376.8,1926.76,-0.138005
"Mar 21, 01:00 pm",96155,2379.76,-0.0678747
"Mar 21, 02:00 pm",96918.6,2804.75,-0.0130143
"Mar 21, 03:00 pm",100007,3174.68,0.0210891
"Mar 21, 04:00 pm",110994,3329.71,0.14691
"Mar 21, 05:00 pm",115358,3328.99,0.83821
"Mar 21, 06:00 pm",115903,3094.06,1.31508
"Mar 21, 07:00 pm",116598,2859.13,2.03902
"Mar 21, 08:00 pm",116799,2624.21,1.7581
"Mar 21, 09:00 pm",116796,2389.3,1.42139
"Mar 21, 10:00 pm",116793,2154.4,1.07752
"Mar 21, 11:00 pm",116789,1919.51,1.01311
"Mar 22, 12:00 am",116942,1684.64,0.847184
"Mar 22, 01:00 am",117042,1449.78,0.785983
"Mar 22, 02:00 am",117203,1214.94,0.775407
"Mar 22, 03:00 am",117227,980.128,0.799085
"Mar 22, 04:00 am",117250,745.357,0.93113
"Mar 22, 05:00 am",117241,510.647,1.29745
"Mar 22, 06:00 am",117200,276.039,1.79418
"Mar 22, 07:00 am",112765,116.166,1.61379
"Mar 22, 08:00 am",108490,351.928,0.930485
"Mar 22, 09:00 am",104014,703.376,0.338228
"Mar 22, 10:00 am",99990,1116.89,0.034773
"Mar 22, 11:00 am",97795.1,1562.86,0.0228539
"Mar 22, 12:00 pm",96591.3,2020.23,-0.0991452
"Mar 22, 01:00 pm",96451.6,2467.75,-0.0257714
"Mar 22, 02:00 pm",97990,2884.72,-0.0168641
"Mar 22, 03:00 pm",101106,3243.7,0.021989
"Mar 22, 04:00 pm",112760,3329.44,0.248398
"Mar 22, 05:00 pm",115800,3328.72,0.862831
"Mar 22, 06:00 pm",115902,3093.79,1.39834
"Mar 22, 07:00 pm",116393,2858.87,2.05153
"Mar 22, 08:00 pm",116594,2623.95,1.75121
"Mar 22, 09:00 pm",116795,2389.04,1.44424
"Mar 22, 10:00 pm",116949,2154.14,1.19035
"Mar 22, 11:00 pm",117050,1919.25,1.07535
"Mar 23, 12:00 am",117150,1684.37,0.978049
"Mar 23, 01:00 am",117146,1449.51,1.008
"Mar 23, 02:00 am",117202,1214.67,0.857416
"Mar 23, 03:00 am",117196,979.857,0.842481
"Mar 23, 04:00 am",117219,745.089,0.884043
"Mar 23, 05:00 am",117211,510.382,0.883856
"Mar 23, 06:00 am",117170,275.776,1.11848
"Mar 23, 07:00 am",113172,47.7283,0.982622
"Mar 23, 08:00 am",110075,207.143,0.661634
"Mar 23, 09:00 am",105963,498.513,0.25155
"Mar 23, 10:00 am",102636,862.531,0.00446893
"Mar 23, 11:00 am",101363,1244.68,-0.00831807
"Mar 23, 12:00 pm",100195,1640.78,-0.111098
"Mar 23, 01:00 pm",100572,2028.07,-0.127449
"Mar 23, 02:00 pm",102409,2367.04,-0.170837
"Mar 23, 03:00 pm",104722,2650.66,-0.0669155
"Mar 23, 04:00 pm",107578,2837.6,-0.0320048
"Mar 23, 05:00 pm",111598,2835.84,0.425581
"Mar 23, 06:00 pm",116385,2600.92,1.0202
"Mar 23, 07:00 pm",116797,2366,1.76959
"Mar 23, 08:00 pm",116950,2131.1,1.65613
"Mar 23, 09:00 pm",116947,1896.21,1.32676
"Mar 23, 10:00 pm",117047,1661.33,1.05086
"Mar 23, 11:00 pm",117147,1426.47,0.904858
"Mar 24, 12:00 am",117203,1191.63,0.959893
"Mar 24, 01:00 am",117227,956.826,0.852834
"Mar 24, 02:00 am",117250,722.059,0.840327
"Mar 24, 03:00 am",117242,487.356,0.83821
"Mar 24, 04:00 am",117240,252.758,0.823465
"Mar 24, 05:00 am",117223,18.3844,0.975408
"Mar 24, 06:00 am",9317.53,0,1.27936
"Mar 24, 07:00 am",-4558.28,0,1.0918
"Mar 24, 08:00 am",75958.6,188.186,0.664294
"Mar 24, 09:00 am",105555,492.967,0.0470155
"Mar 24, 10:00 am",102620,857.308,-0.0206946
"Mar 24, 11:00 am",100387,1248.8,-0.0085626
"Mar 24, 12:00 pm",99196.9,1654.26,-0.0352448
"Mar 24, 01:00 pm",98718.2,2055.2,-0.0434092
"Mar 24, 02:00 pm",99838.8,2429.37,-0.0123563
"Mar 24, 03:00 pm",102473,2748.91,-0.0109628
"Mar 24, 04:00 pm",105720,2969.51,0.0685615
"Mar 24, 05:00 pm",109983,2994.91,0.79086
"Mar 24, 06:00 pm",114813,2760.01,1.75321
"Mar 24, 07:00 pm",115777,2525.11,2.43695
"Mar 24, 08:00 pm",115774,2290.22,2.21846
"Mar 24, 09:00 pm",116099,2055.34,1.87282
"Mar 24, 10:00 pm",116582,1820.47,1.4066
"Mar 24, 11:00 pm",116781,1585.61,1.18691
"Mar 25, 12:00 am",117038,1350.76,1.02067
"Mar 25, 01:00 am",117137,1115.94,0.951274
"Mar 25, 02:00 am",117131,881.147,0.927825
"Mar 25, 03:00 am",117123,646.406,0.866668
"Mar 25, 04:00 am",117175,411.737,0.975679
"Mar 25, 05:00 am",117163,177.199,1.28469
"Mar 25, 06:00 am",92739.6,0,1.83102
"Mar 25, 07:00 am",-3924.99,0,1.62338
"Mar 25, 08:00 am",-818.16,0,0.968238
"Mar 25, 09:00 am",-1421.52,70.4348,0.382724
"Mar 25, 10:00 am",103906,360.408,0.217561
"Mar 25, 11:00 am",105973,540.331,0.035044
"Mar 25, 12:00 pm",98779.5,939.356,0.0291305
"Mar 25, 01:00 pm",104643,1117.43,0.0223307
"Mar 25, 02:00 pm",107598,1061.67,0.0241546
"Mar 25, 03:00 pm",110732,826.957,0.0372886
"Mar 25, 04:00 pm",111627,592.291,0.287571
"Mar 25, 05:00 pm",113480,357.693,0.842548
"Mar 25, 06:00 pm",114960,123.231,1.54203
"Mar 25, 07:00 pm",65826,0,2.51219
"Mar 25, 08:00 pm",-607.2,0,2.00671
"Mar 25, 09:00 pm",-607.2,0,1.64036
"Mar 25, 10:00 pm",-607.2,0,1.13416
"Mar 25, 11:00 pm",-607.2,0,1.0696
"Mar 26, 12:00 am",-607.2,0,1.18862
"Mar 26, 01:00 am",-607.2,0,0.936418
"Mar 26, 02:00 am",-607.2,0,0.882129
"Mar 26, 03:00 am",-607.2,0,0.81431
"Mar 26, 04:00 am",-607.2,0,0.958994
"Mar 26, 05:00 am",-607.2,0,1.21317
"Mar 26, 06:00 am",-607.2,0,1.63763
"Mar 26, 07:00 am",-607.2,0,1.53242
"Mar 26, 08:00 am",-607.2,0,0.907383
"Mar 26, 09:00 am",-607.2,0,0.0509389
"Mar 26, 10:00 am",-3894.13,0,0.0298578
"Mar 26, 11:00 am",8760.3,0,-0.00645438
"Mar 26, 12:00 pm",-818.16,0,-0.145464
"Mar 26, 01:00 pm",-607.2,0,-0.0878198
"Mar 26, 02:00 pm",-607.2,0,-0.00739402
"Mar 26, 03:00 pm",-2655.74,0,0.0104409
"Mar 26, 04:00 pm",-2335.62,0,0.345611
"Mar 26, 05:00 pm",-4588.69,0,0.943338
"Mar 26, 06:00 pm",-818.16,0,1.45568
"Mar 26, 07:00 pm",-607.2,0,2.41155
"Mar 26, 08:00 pm",-607.2,0,2.03263
"Mar 26, 09:00 pm",-607.2,0,1.59332
"Mar 26, 10:00 pm",-607.2,0,1.27506
"Mar 26, 11:00 pm",-607.2,0,1.10335
"Mar 27, 12:00 am",-607.2,0,0.883241
"Mar 27, 01:00 am",-607.2,0,0.859056
"Mar 27, 02:00 am",-607.2,0,0.82912
"Mar 27, 03:00 am",-607.2,0,0.824309
"Mar 27, 04:00 am",-607.2,0,0.946099
"Mar 27, 05:00 am",-607.2,0,1.22033
"Mar 27, 06:00 am",-607.2,0,1.52486
"Mar 27, 07:00 am",-4363.91,0,1.35134
"Mar 27, 08:00 am",68125.4,158.026,1.09199
"Mar 27, 09:00 am",107518,435.534,0.569751
"Mar 27, 10:00 am",104882,780.508,0.474197
"Mar 27, 11:00 am",102851,1160.7,0.230625
"Mar 27, 12:00 pm",101726,1557.53,0.024707
"Mar 27, 01:00 pm",101501,1949.42,0.0270604
"Mar 27, 02:00 pm",102107,2312.48,0.0185589
"Mar 27, 03:00 pm",104637,2618.04,0.0876645
"Mar 27, 04:00 pm",107652,2823.68,0.24508
"Mar 27, 05:00 pm",111718,2842.5,0.741128
"Mar 27, 06:00 pm",116290,2607.7,1.24969
"Mar 27, 07:00 pm",116859,2372.9,2.19101
"Mar 27, 08:00 pm",116959,2138.1,1.74031
"Mar 27, 09:00 pm",116955,1903.33,1.5022
"Mar 27, 10:00 pm",116949,1668.56,1.11026
"Mar 27, 11:00 pm",116943,1433.82,0.94977
"Mar 28, 12:00 am",116936,1199.1,0.845673
"Mar 28, 01:00 am",117033,964.407,0.803295
"Mar 28, 02:00 am",117084,729.756,0.746976
"Mar 28, 03:00 am",117073,495.168,0.78992
"Mar 28, 04:00 am",117087,260.683,0.866882
"Mar 28, 05:00 am",117065,26.4144,1.14066
"Mar 28, 06:00 am",13809.5,0,1.53644
"Mar 28, 07:00 am",-4821.16,1.34006,1.34138
"Mar 28, 08:00 am",85885.8,214.086,0.811863
"Mar 28, 09:00 am",105508,533.441,0.114798
"Mar 28, 10:00 am",102533,911.485,-0.0227335
"Mar 28, 11:00 am",100503,1326.07,-0.21809
"Mar 28, 12:00 pm",99622.9,1747.5,-0.201228
"Mar 28, 01:00 pm",99736.2,2154.03,-0.1659
"Mar 28, 02:00 pm",100261,2534.7,-0.166366
"Mar 28, 03:00 pm",102810,2861.86,-0.11709
"Mar 28, 04:00 pm",106178,3088.1,-0.000291978
"Mar 28, 05:00 pm",110932,3110.52,0.64905
"Mar 28, 06:00 pm",116173,2875.61,1.28256
"Mar 28, 07:00 pm",116789,2640.7,1.93722
"Mar 28, 08:00 pm",116786,2405.8,1.78491
"Mar 28, 09:00 pm",116783,2170.91,1.45816
"Mar 28, 10:00 pm",116937,1936.03,0.954017
"Mar 28, 11:00 pm",116933,1701.17,0.846783
"Mar 29, 12:00 am",116928,1466.32,0.678575
"Mar 29, 01:00 am",117028,1231.5,0.661808
"Mar 29, 02:00 am",117126,996.698,0.663384
"Mar 29, 03:00 am",117181,761.938,0.675433
"Mar 29, 04:00 am",117202,527.236,0.749672
"Mar 29, 05:00 am",117192,292.631,1.09183
"Mar 29, 06:00 am",117085,58.2192,1.3644
"Mar 29, 07:00 am",27922.3,0,1.19096
"Mar 29, 08:00 am",78284.4,169.961,0.674202
"Mar 29, 09:00 am",104630,455.984,0.0783683
"Mar 29, 10:00 am",100700,807.005,-0.0190201
"Mar 29, 11:00 am",98788.5,1189.97,-0.104148
"Mar 29, 12:00 pm",97530.3,1586.48,-0.11293
"Mar 29, 01:00 pm",97166.5,1973.76,-0.0985905
"Mar 29, 02:00 pm",98689,2321.66,-0.108358
"Mar 29, 03:00 pm",101509,2604.6,-0.0648494
"Mar 29, 04:00 pm",104862,2771.14,-0.00189554
"Mar 29, 05:00 pm",110065,2725.65,0.642352
"Mar 29, 06:00 pm",114812,2490.76,1.03321
"Mar 29, 07:00 pm",115776,2255.87,1.65446
"Mar 29, 08:00 pm",116101,2020.98,1.5637
"Mar 29, 09:00 pm",116098,1786.12,1.2824
"Mar 29, 10:00 pm",116094,1551.27,0.999557
"Mar 29, 11:00 pm",116371,1316.43,0.85378
"Mar 30, 12:00 am",116570,1081.62,0.934714
"Mar 30, 01:00 am",116767,846.847,0.801572
"Mar 30, 02:00 am",116916,612.117,0.745975
"Mar 30, 03:00 am",117011,377.464,0.770925
"Mar 30, 04:00 am",117102,142.952,0.870068
"Mar 30, 05:00 am",76485.2,0,1.07778
"Mar 30, 06:00 am",-607.2,0,1.22329
"Mar 30, 07:00 am",-4453.99,0,0.862455
"Mar 30, 08:00 am",70647.8,182.583,0.499989
"Mar 30, 09:00 am",104177,483.847,0.0308163
"Mar 30, 10:00 am",100743,851.846,-0.000328144
"Mar 30, 11:00 am",97741.6,1259.05,-0.000340088
"Mar 30, 12:00 pm",96117,1686.15,-0.0112989
"Mar 30, 01:00 pm",96261.9,2110.38,-0.0110776
"Mar 30, 02:00 pm",97107.1,2499.11,-0.00279768
"Mar 30, 03:00 pm",100013,2830.75,-0.000330798
"Mar 30, 04:00 pm",103616,3057.89,-0.000903474
"Mar 30, 05:00 pm",109658,3057.19,0.53919
"Mar 30, 06:00 pm",114813,2822.29,1.40236
"Mar 30, 07:00 pm",115777,2587.39,1.99581
"Mar 30, 08:00 pm",116103,2352.49,1.64195
"Mar 30, 09:00 pm",116382,2117.6,1.4823
"Mar 30, 10:00 pm",116786,1882.72,1.39382
"Mar 30, 11:00 pm",117043,1647.85,1.18597
"Mar 31, 12:00 am",117143,1413,0.663249
"Mar 31, 01:00 am",117199,1178.17,0.788787
"Mar 31, 02:00 am",117193,943.365,0.702709
"Mar 31, 03:00 am",117216,708.607,0.667808
"Mar 31, 04:00 am",117207,473.914,0.801303
"Mar 31, 05:00 am",117195,239.332,0.938716
"Mar 31, 06:00 am",117087,4.98669,1.08454
"Mar 31, 07:00 am",-1490.64,0,0.794026
"Mar 31, 08:00 am",70312.2,163.068,0.423186
"Mar 31, 09:00 am",106896,436.117,-0.000324162
"Mar 31, 10:00 am",104671,768.931,-0.000348052
"Mar 31, 11:00 am",103766,1114.87,-0.00350971
"Mar 31, 12:00 pm",102818,1474.34,-0.0880122
"Mar 31, 01:00 pm",102565,1825.4,-0.0731598
"Mar 31, 02:00 pm",104816,2125.23,-0.000337434
"Mar 31, 03:00 pm",106734,2371.2,-0.000328144
"Mar 31, 04:00 pm",109382,2509.29,0.162193
"Mar 31, 05:00 pm",106275,2585.36,0.596479
"Mar 31, 06:00 pm",112726,2350.49,1.44451
"Mar 31, 07:00 pm",114092,2115.63,1.9906
"Mar 31, 08:00 pm",114088,1880.78,1.70227
"Mar 31, 09:00 pm",114085,1645.95,1.34918
"Mar 31, 10:00 pm",115006,1411.12,1.06503
"Mar 31, 11:00 pm",115757,1176.31,0.843772
"Apr 1, 12:00 am",116079,941.534,1.19019
"Apr 1, 01:00 am",116354,706.793,1.04007
"Apr 1, 02:00 am",116549,472.113,0.977627
"Apr 1, 03:00 am",116538,237.543,0.98143
"Apr 1, 04:00 am",116725,3.20462,1.04313
"Apr 1, 05:00 am",-607.2,3.19586,1.47938
"Apr 1, 06:00 am",-607.2,3.18713,1.79073
"Apr 1, 07:00 am",-5506.7,29.4605,1.76753
"Apr 1, 08:00 am",97450.9,284.409,1.15297
"Apr 1, 09:00 am",98302.7,641.919,0.584213
"Apr 1, 10:00 am",93599,1056.45,0.328835
"Apr 1, 11:00 am",92606.4,1475.11,0.268786
"Apr 1, 12:00 pm",91177.9,1906.4,0.168675
"Apr 1, 01:00 pm",90857.3,2328.19,0.179838
"Apr 1, 02:00 pm",92863.8,2723.3,0.325703
"Apr 1, 03:00 pm",95731.8,3065.67,0.307727
"Apr 1, 04:00 pm",99325.7,3312.55,1.21934
"Apr 1, 05:00 pm",110890,3327.72,1.48772
"Apr 1, 06:00 pm",112142,3092.83,1.88599
"Apr 1, 07:00 pm",112940,2857.95,2.51665
"Apr 1, 08:00 pm",112937,2623.08,1.92023
"Apr 1, 09:00 pm",113524,2388.21,1.72761
"Apr 1, 10:00 pm",114089,2153.35,1.35823
"Apr 1, 11:00 pm",114086,1918.5,1.14054
"Apr 2, 12:00 am",115008,1683.66,0.962985
"Apr 2, 01:00 am",116087,1448.82,0.923697
"Apr 2, 02:00 am",116568,1214,0.830835
"Apr 2, 03:00 am",116766,979.208,0.815044
"Apr 2, 04:00 am",116916,744.452,0.909138
"Apr 2, 05:00 am",116908,509.758,1.28304
"Apr 2, 06:00 am",116333,275.172,1.74445
"Apr 2, 07:00 am",110483,103.783,1.48776
"Apr 2, 08:00 am",105704,296.931,0.554154
"Apr 2, 09:00 am",100888,600.504,0.0925157
"Apr 2, 10:00 am",97143.7,969.03,-0.0551736
"Apr 2, 11:00 am",95097.6,1368.62,-0.145601
