"Time stamp","System power generated | (kW)","TES charge state | (MWht)","PPA price multiplier"
"Jun 6, 01:00 pm",83639.3,3011.55,0.512966
"Jun 6, 02:00 pm",86523,3327.67,0.538569
"Jun 6, 03:00 pm",93922.8,3326.98,0.565972
"Jun 6, 04:00 pm",95356.1,3326.29,0.603446
"Jun 6, 05:00 pm",96748.7,3325.6,0.77102
"Jun 6, 06:00 pm",105347,3090.7,1.20502
"Jun 6, 07:00 pm",107972,2855.85,1.69391
"Jun 6, 08:00 pm",109504,2621.01,1.7153
"Jun 6, 09:00 pm",110267,2386.18,1.1994
"Jun 6, 10:00 pm",110960,2151.35,0.873367
"Jun 6, 11:00 pm",110957,1916.54,0.705312
"Jun 7, 12:00 am",110953,1681.74,0.619578
"Jun 7, 01:00 am",111641,1446.95,0.502041
"Jun 7, 02:00 am",112911,1212.18,0.505591
"Jun 7, 03:00 am",114062,977.426,0.495938
"Jun 7, 04:00 am",114518,742.709,0.582571
"Jun 7, 05:00 am",113480,508.062,0.79491
"Jun 7, 06:00 am",108370,273.527,0.809424
"Jun 7, 07:00 am",103515,374.899,0.46565
"Jun 7, 08:00 am",98934.4,604.93,0.271517
"Jun 7, 09:00 am",94060.7,909.022,0.175061
"Jun 7, 10:00 am",89597.2,1260.7,0.162701
"Jun 7, 11:00 am",84750.2,1663.46,0.142651
"Jun 7, 12:00 pm",82879.6,2076.85,0.156665
"Jun 7, 01:00 pm",81683.1,2485.63,0.237599
"Jun 7, 02:00 pm",82545.7,2873.72,0.331337
"Jun 7, 03:00 pm",83985.7,3223,0.382329
"Jun 7, 04:00 pm",91135.3,3327.8,0.361557
"Jun 7, 05:00 pm",93853.8,3327.11,0.511978
"Jun 7, 06:00 pm",100016,3269.4,0.934605
"Jun 7, 07:00 pm",106964,3034.52,1.37696
"Jun 7, 08:00 pm",108742,2799.68,1.53279
"Jun 7, 09:00 pm",109506,2564.84,1.13125
"Jun 7, 10:00 pm",110964,2330,0.888805
"Jun 7, 11:00 pm",111653,2095.16,0.73877
"Jun 8, 12:00 am",111650,1860.34,0.657769
"Jun 8, 01:00 am",112333,1625.53,0.432442
"Jun 8, 02:00 am",112329,1390.74,0.376722
"Jun 8, 03:00 am",112324,1155.98,0.32145
"Jun 8, 04:00 am",112907,921.241,0.339563
"Jun 8, 05:00 am",112901,686.547,0.506087
"Jun 8, 06:00 am",107163,486.405,0.364885
"Jun 8, 07:00 am",102602,655.106,0.165238
"Jun 8, 08:00 am",97684.8,934.506,0.0309172
"Jun 8, 09:00 am",93956.4,1281.39,0.0358934
"Jun 8, 10:00 am",89610.9,1670.18,0.045603
"Jun 8, 11:00 am",86272.4,2101.35,0.0859395
"Jun 8, 12:00 pm",84603.6,2537.74,0.13564
"Jun 8, 01:00 pm",83779.3,2962.25,0.22341
"Jun 8, 02:00 pm",86258.3,3327.89,0.312809
"Jun 8, 03:00 pm",93926.3,3327.2,0.465497
"Jun 8, 04:00 pm",95354.7,3326.51,0.533687
"Jun 8, 05:00 pm",98241.6,3325.81,0.663994
"Jun 8, 06:00 pm",105348,3090.91,1.02776
"Jun 8, 07:00 pm",108741,2856.07,1.37077
"Jun 8, 08:00 pm",110270,2621.22,1.51122
"Jun 8, 09:00 pm",110963,2386.38,1.11013
"Jun 8, 10:00 pm",112338,2151.55,0.808203
"Jun 8, 11:00 pm",112923,1916.72,0.733449
"Jun 9, 12:00 am",113508,1681.9,0.794365
"Jun 9, 01:00 am",113504,1447.09,0.677962
"Jun 9, 02:00 am",113500,1212.31,0.626477
"Jun 9, 03:00 am",113494,977.566,0.584507
"Jun 9, 04:00 am",114056,742.853,0.522874
"Jun 9, 05:00 am",113481,508.205,0.549613
"Jun 9, 06:00 am",107944,295.289,0.442256
"Jun 9, 07:00 am",103640,448.685,0.128376
"Jun 9, 08:00 am",98832.9,715.459,0.000323831
"Jun 9, 09:00 am",95028.1,1054.2,0
"Jun 9, 10:00 am",89784.5,1438.74,0
"Jun 9, 11:00 am",87898.3,1834.23,0.0378009
"Jun 9, 12:00 pm",86104.7,2238.37,0.102773
"Jun 9, 01:00 pm",85047.8,2634.24,0.292526
"Jun 9, 02:00 pm",82819.7,3049.06,0.475746
"Jun 9, 03:00 pm",87613.6,3328.21,0.727272
"Jun 9, 04:00 pm",93917.6,3327.52,0.73546
"Jun 9, 05:00 pm",96816.3,3326.83,0.870573
"Jun 9, 06:00 pm",101973,3297.03,1.18822
"Jun 9, 07:00 pm",108533,3062.18,1.60745
"Jun 9, 08:00 pm",110273,2827.33,1.81428
"Jun 9, 09:00 pm",110966,2592.48,1.26816
"Jun 9, 10:00 pm",111655,2357.63,0.853561
"Jun 9, 11:00 pm",112927,2122.79,0.778685
"Jun 10, 12:00 am",112924,1887.96,0.776989
"Jun 10, 01:00 am",112920,1653.15,0.688121
"Jun 10, 02:00 am",112328,1418.36,0.661359
"Jun 10, 03:00 am",112324,1183.59,0.649173
"Jun 10, 04:00 am",112907,948.847,0.707854
"Jun 10, 05:00 am",112901,714.149,0.837598
"Jun 10, 06:00 am",106958,538.262,0.849665
"Jun 10, 07:00 am",102154,730.076,0.705434
"Jun 10, 08:00 am",97067.8,1030.88,0.674843
"Jun 10, 09:00 am",91806.2,1400.81,0.619136
"Jun 10, 10:00 am",87103.8,1814.35,0.661036
"Jun 10, 11:00 am",93067.8,1972.03,0.66121
"Jun 10, 12:00 pm",82634.5,2419.66,0.769991
"Jun 10, 01:00 pm",81763.8,2856.93,0.90303
"Jun 10, 02:00 pm",83864.9,3247.26,1.02375
"Jun 10, 03:00 pm",91523.7,3326.77,1.05059
"Jun 10, 04:00 pm",93898.9,3326.08,1.05094
"Jun 10, 05:00 pm",96778.5,3325.39,1.15237
"Jun 10, 06:00 pm",102443,3248.98,1.84833
"Jun 10, 07:00 pm",108529,3014.14,1.66703
"Jun 10, 08:00 pm",110269,2779.29,1.31356
"Jun 10, 09:00 pm",110962,2544.45,-8.57571
"Jun 10, 10:00 pm",111651,2309.61,1.02327
"Jun 10, 11:00 pm",112923,2074.78,0.900094
"Jun 11, 12:00 am",112919,1839.96,1.08691
"Jun 11, 01:00 am",112916,1605.15,0.965857
"Jun 11, 02:00 am",112323,1370.37,0.905585
"Jun 11, 03:00 am",112907,1135.61,0.919858
"Jun 11, 04:00 am",113490,900.874,0.992901
"Jun 11, 05:00 am",113483,666.186,1.0087
"Jun 11, 06:00 am",107285,449.288,1.10681
"Jun 11, 07:00 am",102936,599.383,0.943968
"Jun 11, 08:00 am",98158.7,861.097,0.864629
"Jun 11, 09:00 am",93207.7,1192.09,0.811456
"Jun 11, 10:00 am",88735,1566.93,0.818171
"Jun 11, 11:00 am",86312.3,1966.18,0.877369
"Jun 11, 12:00 pm",84814.2,2367.55,0.973283
"Jun 11, 01:00 pm",84020.2,2753.97,0.735593
"Jun 11, 02:00 pm",84850.7,3118.75,0.938161
"Jun 11, 03:00 pm",90746.3,3327.12,0.907593
"Jun 11, 04:00 pm",95366.4,3326.43,0.772628
"Jun 11, 05:00 pm",96784.2,3325.73,1.32282
"Jun 11, 06:00 pm",104391,3091.15,1.63378
"Jun 11, 07:00 pm",107170,2856.28,2.03513
"Jun 11, 08:00 pm",108739,2621.45,1.44801
"Jun 11, 09:00 pm",109502,2386.62,0.917631
"Jun 11, 10:00 pm",109500,2151.8,1.13967
"Jun 11, 11:00 pm",109497,1917,1.10459
"Jun 12, 12:00 am",109494,1682.21,1.08047
"Jun 12, 01:00 am",110256,1447.43,0.973197
"Jun 12, 02:00 am",110946,1212.67,0.895781
"Jun 12, 03:00 am",110941,977.942,0.846797
"Jun 12, 04:00 am",111626,743.248,0.902305
"Jun 12, 05:00 am",111619,508.614,1.02928
"Jun 12, 06:00 am",106546,297.642,1.16443
"Jun 12, 07:00 am",102301,439.727,1.04044
"Jun 12, 08:00 am",98561.2,685.44,0.899235
"Jun 12, 09:00 am",95133.9,996.991,0.8886
"Jun 12, 10:00 am",95896.5,1161.32,0.911093
"Jun 12, 11:00 am",94191.8,1245.1,0.927969
"Jun 12, 12:00 pm",90388.5,1465.71,1.09985
"Jun 12, 01:00 pm",86145.8,1792.48,1.09994
"Jun 12, 02:00 pm",85870.1,2127.82,1.19635
"Jun 12, 03:00 pm",87291,2416.01,1.32918
"Jun 12, 04:00 pm",90526.5,2630.28,1.1168
"Jun 12, 05:00 pm",95431.7,2731.44,1.32557
"Jun 12, 06:00 pm",104347,2496.97,2.11876
"Jun 12, 07:00 pm",107164,2262.13,4.55734
"Jun 12, 08:00 pm",108734,2027.32,2.08075
"Jun 12, 09:00 pm",109496,1792.52,1.52867
"Jun 12, 10:00 pm",110258,1557.74,1.0078
"Jun 12, 11:00 pm",111640,1322.96,0.868498
"Jun 13, 12:00 am",112322,1088.2,0.524802
"Jun 13, 01:00 am",112904,853.478,0.865847
"Jun 13, 02:00 am",112898,618.802,0.845284
"Jun 13, 03:00 am",113477,384.197,0.769598
"Jun 13, 04:00 am",113465,149.73,0.826702
"Jun 13, 05:00 am",76264.2,0,0.99349
"Jun 13, 06:00 am",-3077.24,0,1.08533
"Jun 13, 07:00 am",30167.1,53.5722,0.863391
"Jun 13, 08:00 am",99869.2,239.335,0.71995
"Jun 13, 09:00 am",103645,7.08926,0.64004
"Jun 13, 10:00 am",-1397.09,0,0.624298
"Jun 13, 11:00 am",57725.5,219.672,0.616877
"Jun 13, 12:00 pm",89633.8,569.678,0.736507
"Jun 13, 01:00 pm",88618.1,907.989,0.677754
"Jun 13, 02:00 pm",89170.7,1229.54,0.873058
"Jun 13, 03:00 pm",90523.2,1504.58,0.917842
"Jun 13, 04:00 pm",93718.7,1705.53,0.956345
"Jun 13, 05:00 pm",97094,1793.87,0.85805
"Jun 13, 06:00 pm",105342,1559.02,1.37791
"Jun 13, 07:00 pm",107964,1324.25,1.96967
"Jun 13, 08:00 pm",109496,1089.5,1.36101
"Jun 13, 09:00 pm",110257,854.774,1.15671
"Jun 13, 10:00 pm",111636,620.091,0.95008
"Jun 13, 11:00 pm",112313,385.479,0.926369
"Jun 14, 12:00 am",112302,151.004,0.833808
"Jun 14, 01:00 am",76858.9,0,0.678309
"Jun 14, 02:00 am",-607.2,0,0.657398
"Jun 14, 03:00 am",-607.2,0,0.604398
"Jun 14, 04:00 am",-607.2,0,0.676064
"Jun 14, 05:00 am",-607.2,0,0.917622
"Jun 14, 06:00 am",-2807.93,0,0.962642
"Jun 14, 07:00 am",22455.8,26.5004,0.675645
"Jun 14, 08:00 am",101328,176.549,0.48129
"Jun 14, 09:00 am",98072.2,407.55,0.365387
"Jun 14, 10:00 am",94591.5,693.029,0.370905
"Jun 14, 11:00 am",89747,1078.13,0.458688
"Jun 14, 12:00 pm",87873.4,1474.07,0.501183
"Jun 14, 01:00 pm",86596.7,1866.57,0.551227
"Jun 14, 02:00 pm",86151.8,2234.52,0.662838
"Jun 14, 03:00 pm",88978.3,2562.23,0.71934
"Jun 14, 04:00 pm",92377.8,2821.96,0.771913
"Jun 14, 05:00 pm",96136,2972.78,0.850523
"Jun 14, 06:00 pm",102130,2923.55,1.09052
"Jun 14, 07:00 pm",107756,2688.71,1.54539
"Jun 14, 08:00 pm",109500,2453.89,1.33187
"Jun 14, 09:00 pm",110263,2219.06,1.12184
"Jun 14, 10:00 pm",110955,1984.25,0.951573
"Jun 14, 11:00 pm",112329,1749.44,0.807943
"Jun 15, 12:00 am",112325,1514.64,0.751658
"Jun 15, 01:00 am",112321,1279.87,0.666533
"Jun 15, 02:00 am",112316,1045.13,0.651162
"Jun 15, 03:00 am",112899,810.417,0.653628
"Jun 15, 04:00 am",112892,575.758,0.658186
"Jun 15, 05:00 am",112295,341.188,0.737139
"Jun 15, 06:00 am",107547,106.783,0.66199
"Jun 15, 07:00 am",103587,209.317,0.32372
"Jun 15, 08:00 am",99230.6,426.115,0.0871164
"Jun 15, 09:00 am",95857.8,713.315,0.105114
"Jun 15, 10:00 am",91599.7,1048.95,0.163673
"Jun 15, 11:00 am",88256.2,1435.79,0.18855
"Jun 15, 12:00 pm",86460.6,1831.59,0.259839
"Jun 15, 01:00 pm",85357,2219.95,0.308637
"Jun 15, 02:00 pm",87763.6,2540.89,0.398532
"Jun 15, 03:00 pm",89183.6,2812.19,0.484156
"Jun 15, 04:00 pm",92372,3007.25,0.517577
"Jun 15, 05:00 pm",97224.7,3085.77,0.698608
"Jun 15, 06:00 pm",105352,2850.85,0.928606
"Jun 15, 07:00 pm",107977,2616,1.25351
"Jun 15, 08:00 pm",109508,2381.16,1.15633
"Jun 15, 09:00 pm",110271,2146.33,0.978747
"Jun 15, 10:00 pm",110963,1911.51,0.82264
"Jun 15, 11:00 pm",112338,1676.69,0.723224
"Jun 16, 12:00 am",112922,1441.88,0.748325
"Jun 16, 01:00 am",112918,1207.1,0.709126
"Jun 16, 02:00 am",112913,972.349,0.681393
"Jun 16, 03:00 am",112907,737.639,0.656705
"Jun 16, 04:00 am",113487,502.983,0.657384
"Jun 16, 05:00 am",112889,268.433,0.719807
"Jun 16, 06:00 am",107352,41.159,0.660437
"Jun 16, 07:00 am",102393,177.546,0.232545
"Jun 16, 08:00 am",97608.4,428.507,0.0391676
"Jun 16, 09:00 am",93326.9,755.799,0.00660137
"Jun 16, 10:00 am",90181.4,1130.41,0.0309832
"Jun 16, 11:00 am",87734.1,1529.75,0.0406368
"Jun 16, 12:00 pm",85885.5,1938.87,0.153839
"Jun 16, 01:00 pm",84703.4,2342.86,0.250956
"Jun 16, 02:00 pm",85650,2723.94,0.375443
"Jun 16, 03:00 pm",88652.9,3061.55,0.507272
"Jun 16, 04:00 pm",99933.6,2832.01,0.507044
"Jun 16, 05:00 pm",95753.3,2818.95,0.706024
"Jun 16, 06:00 pm",102130,2769.82,0.924851
"Jun 16, 07:00 pm",107770,2534.96,1.34029
"Jun 16, 08:00 pm",109510,2300.12,1.33039
"Jun 16, 09:00 pm",110274,2065.29,0.988391
"Jun 16, 10:00 pm",111657,1830.46,0.828073
"Jun 16, 11:00 pm",111654,1595.65,0.778088
"Jun 17, 12:00 am",111650,1360.86,0.819254
"Jun 17, 01:00 am",111645,1126.09,0.787613
"Jun 17, 02:00 am",112326,891.351,0.717652
"Jun 17, 03:00 am",112320,656.659,0.665279
"Jun 17, 04:00 am",112312,422.037,0.802156
"Jun 17, 05:00 am",112301,187.537,0.9085
"Jun 17, 06:00 am",106852,23.5405,0.98134
"Jun 17, 07:00 am",101928,225.703,0.840223
"Jun 17, 08:00 am",96763.6,536.162,0.748998
"Jun 17, 09:00 am",91403.8,916.173,0.693902
"Jun 17, 10:00 am",88179.1,1337.24,0.665974
"Jun 17, 11:00 am",85125.7,1790.71,0.704435
"Jun 17, 12:00 pm",83220.5,2253.37,0.789881
"Jun 17, 01:00 pm",82147.4,2710.31,0.845007
"Jun 17, 02:00 pm",83947.8,3131.25,0.875872
"Jun 17, 03:00 pm",92426.3,3330.36,0.907949
"Jun 17, 04:00 pm",96875.3,3329.67,0.944159
"Jun 17, 05:00 pm",98314.2,3328.98,1.02118
"Jun 17, 06:00 pm",102626,3314.73,1.33956
"Jun 17, 07:00 pm",108538,3079.86,1.80519
"Jun 17, 08:00 pm",110279,2845,1.51824
"Jun 17, 09:00 pm",110972,2610.14,1.20761
"Jun 17, 10:00 pm",111661,2375.28,0.968091
"Jun 17, 11:00 pm",112345,2140.44,0.834925
"Jun 18, 12:00 am",112930,1905.6,0.748174
"Jun 18, 01:00 am",112927,1670.77,0.793758
"Jun 18, 02:00 am",112923,1435.97,0.748562
"Jun 18, 03:00 am",112918,1201.19,0.748326
"Jun 18, 04:00 am",113502,966.43,0.77404
"Jun 18, 05:00 am",112907,731.719,0.931433
"Jun 18, 06:00 am",107745,545.16,0.944631
"Jun 18, 07:00 am",102318,728.809,0.784347
"Jun 18, 08:00 am",97228.1,1024.25,0.711383
"Jun 18, 09:00 am",93256.3,1390.09,0.64484
"Jun 18, 10:00 am",88651.5,1800.99,0.596408
"Jun 18, 11:00 am",86286.4,2231.9,0.64554
"Jun 18, 12:00 pm",84582.8,2668.72,0.711694
"Jun 18, 01:00 pm",83598.6,3097.06,0.781481
"Jun 18, 02:00 pm",90305.6,3327.93,0.844335
"Jun 18, 03:00 pm",93949.5,3327.24,0.929424
"Jun 18, 04:00 pm",95398.4,3326.55,0.871773
"Jun 18, 05:00 pm",98328.3,3325.85,0.999625
"Jun 18, 06:00 pm",104127,3325.16,1.23224
"Jun 18, 07:00 pm",109296,3090.3,1.85676
"Jun 18, 08:00 pm",110966,2855.45,1.40959
"Jun 18, 09:00 pm",111655,2620.6,1.13618
"Jun 18, 10:00 pm",112338,2385.75,0.976541
"Jun 18, 11:00 pm",112924,2150.91,0.872559
"Jun 19, 12:00 am",113510,1916.08,0.810904
"Jun 19, 01:00 am",114074,1681.26,0.688027
"Jun 19, 02:00 am",114070,1446.45,0.72014
"Jun 19, 03:00 am",114066,1211.67,0.678626
"Jun 19, 04:00 am",114060,976.92,0.817618
"Jun 19, 05:00 am",114054,742.21,0.889168
"Jun 19, 06:00 am",108503,546.063,0.951282
"Jun 19, 07:00 am",103310,717.749,0.753035
"Jun 19, 08:00 am",98414.4,1000.01,0.590725
"Jun 19, 09:00 am",94590,1351.2,0.571492
"Jun 19, 10:00 am",90873,1744.17,0.535757
"Jun 19, 11:00 am",87361.9,2181.95,0.598086
"Jun 19, 12:00 pm",85701.4,2624.53,0.679407
"Jun 19, 01:00 pm",84952.3,3053.84,0.714394
"Jun 19, 02:00 pm",90660.3,3327.2,0.799044
"Jun 19, 03:00 pm",95403.5,3326.51,0.778262
"Jun 19, 04:00 pm",96858.6,3325.82,0.775302
"Jun 19, 05:00 pm",98282.2,3325.13,0.84502
"Jun 19, 06:00 pm",102989,3265.74,1.13398
"Jun 19, 07:00 pm",109294,3030.9,1.64692
"Jun 19, 08:00 pm",110964,2796.05,1.29857
"Jun 19, 09:00 pm",111653,2561.2,1.09508
"Jun 19, 10:00 pm",112336,2326.36,0.884658
"Jun 19, 11:00 pm",112333,2091.53,0.802867
"Jun 20, 12:00 am",112330,1856.71,0.66048
"Jun 20, 01:00 am",112915,1621.9,0.645939
"Jun 20, 02:00 am",113499,1387.11,0.572063
"Jun 20, 03:00 am",114063,1152.34,0.554796
"Jun 20, 04:00 am",114982,917.592,0.641437
"Jun 20, 05:00 am",114513,682.892,0.80371
"Jun 20, 06:00 am",108432,495.034,0.784828
"Jun 20, 07:00 am",103115,676.884,0.524255
"Jun 20, 08:00 am",98112.3,969.688,0.43571
"Jun 20, 09:00 am",94131,1333.21,0.375208
"Jun 20, 10:00 am",91549.7,1740.02,0.321457
"Jun 20, 11:00 am",87436.1,2176.34,0.307961
"Jun 20, 12:00 pm",85586.2,2621.14,0.331169
"Jun 20, 01:00 pm",86053.1,3056.84,0.371216
"Jun 20, 02:00 pm",90740.6,3327.35,0.399482
"Jun 20, 03:00 pm",95404.9,3326.66,0.516509
"Jun 20, 04:00 pm",96860.5,3325.96,0.498492
"Jun 20, 05:00 pm",99782,3325.27,0.6522
"Jun 20, 06:00 pm",103719,3277.02,0.902472
"Jun 20, 07:00 pm",109294,3042.17,1.51485
"Jun 20, 08:00 pm",110964,2807.32,1.34975
"Jun 20, 09:00 pm",111653,2572.48,1.11218
"Jun 20, 10:00 pm",112337,2337.63,0.865204
"Jun 20, 11:00 pm",112922,2102.8,0.830674
"Jun 21, 12:00 am",113508,1867.97,0.720653
"Jun 21, 01:00 am",114072,1633.15,0.701608
"Jun 21, 02:00 am",114531,1398.35,0.67792
"Jun 21, 03:00 am",114988,1163.57,0.687549
"Jun 21, 04:00 am",114983,928.814,0.724315
"Jun 21, 05:00 am",114514,694.112,0.858709
"Jun 21, 06:00 am",108543,492.699,0.824164
"Jun 21, 07:00 am",104093,663.09,0.582176
"Jun 21, 08:00 am",99190.6,946.49,0.236727
"Jun 21, 09:00 am",99051.5,1133.3,0.198619
"Jun 21, 10:00 am",98337.1,1316.51,0.216238
"Jun 21, 11:00 am",94392.4,1553.59,0.178907
"Jun 21, 12:00 pm",95195.9,1670.85,0.253944
"Jun 21, 01:00 pm",98156.6,1443.86,0.281397
"Jun 21, 02:00 pm",84682.9,1674.61,0.419505
"Jun 21, 03:00 pm",88498.9,2016.64,0.430904
"Jun 21, 04:00 pm",92506.4,2271.19,0.464113
"Jun 21, 05:00 pm",98044.4,2396.14,0.563615
"Jun 21, 06:00 pm",103210,2320.6,0.816111
"Jun 21, 07:00 pm",108521,2085.79,1.20481
"Jun 21, 08:00 pm",110260,1850.99,1.24334
"Jun 21, 09:00 pm",110951,1616.19,0.992161
"Jun 21, 10:00 pm",111638,1381.42,0.823536
"Jun 21, 11:00 pm",112320,1146.66,0.720735
"Jun 22, 12:00 am",112315,911.93,0.684313
"Jun 22, 01:00 am",112308,677.249,0.627946
"Jun 22, 02:00 am",112889,442.63,0.601261
"Jun 22, 03:00 am",113466,208.123,0.652833
"Jun 22, 04:00 am",103381,0,0.679229
"Jun 22, 05:00 am",-607.2,0,0.709685
"Jun 22, 06:00 am",-4397.84,0,0.548985
"Jun 22, 07:00 am",65272.5,151.238,0.323057
"Jun 22, 08:00 am",103356,222.039,0.199645
"Jun 22, 09:00 am",95484.1,570.144,0.201273
"Jun 22, 10:00 am",101311,608.899,0.152099
"Jun 22, 11:00 am",99442.7,625.147,0.169009
"Jun 22, 12:00 pm",98317.1,571.177,0.257193
"Jun 22, 01:00 pm",95539.7,664.514,0.392437
"Jun 22, 02:00 pm",88201.3,1052.25,0.49809
"Jun 22, 03:00 pm",89838.2,1397.06,0.580085
"Jun 22, 04:00 pm",93545.9,1668,0.572321
"Jun 22, 05:00 pm",97586.9,1820.57,0.725826
"Jun 22, 06:00 pm",102928,1768.25,0.902146
"Jun 22, 07:00 pm",108512,1533.48,1.26789
"Jun 22, 08:00 pm",110250,1298.72,1.27359
"Jun 22, 09:00 pm",110940,1063.98,1.01402
"Jun 22, 10:00 pm",111625,829.277,0.739648
"Jun 22, 11:00 pm",112304,594.619,0.649895
"Jun 23, 12:00 am",112883,360.036,0.650281
"Jun 23, 01:00 am",113459,125.597,0.649878
"Jun 23, 02:00 am",65668.7,0,0.693913
"Jun 23, 03:00 am",-607.2,0,0.675224
"Jun 23, 04:00 am",-607.2,0,0.677844
"Jun 23, 05:00 am",-607.2,0,0.63474
"Jun 23, 06:00 am",-4205.62,0,0.568893
"Jun 23, 07:00 am",55725.8,140.711,0.259744
"Jun 23, 08:00 am",99724.8,403.189,0.0710257
"Jun 23, 09:00 am",95766.2,743.688,0.0706807
"Jun 23, 10:00 am",92307.7,1132.88,0.100893
"Jun 23, 11:00 am",87901.5,1559.69,0.167731
"Jun 23, 12:00 pm",86011.3,1996.13,0.351529
"Jun 23, 01:00 pm",84825.4,2428.05,0.505806
"Jun 23, 02:00 pm",85976.5,2835.2,0.579799
"Jun 23, 03:00 pm",87908,3194.17,0.627474
"Jun 23, 04:00 pm",95092,3326.55,0.606938
"Jun 23, 05:00 pm",99786.9,3325.86,0.713764
"Jun 23, 06:00 pm",102862,3283.13,0.962376
"Jun 23, 07:00 pm",109296,3048.28,1.42761
"Jun 23, 08:00 pm",110966,2813.43,1.39349
"Jun 23, 09:00 pm",111655,2578.58,0.9696
"Jun 23, 10:00 pm",112338,2343.73,0.699955
"Jun 23, 11:00 pm",112924,2108.89,0.651921
"Jun 24, 12:00 am",113509,1874.06,0.653959
"Jun 24, 01:00 am",113506,1639.25,0.612257
"Jun 24, 02:00 am",114070,1404.45,0.640627
"Jun 24, 03:00 am",114065,1169.67,0.638694
"Jun 24, 04:00 am",114522,934.92,0.663301
"Jun 24, 05:00 am",114053,700.219,0.809985
"Jun 24, 06:00 am",108507,503.536,0.762682
"Jun 24, 07:00 am",103989,679.439,0.596897
"Jun 24, 08:00 am",99107.5,965.799,0.493709
"Jun 24, 09:00 am",95362.4,1318.22,0.524973
"Jun 24, 10:00 am",92203.7,1710.14,0.551571
"Jun 24, 11:00 am",97067.8,1891.03,0.576816
"Jun 24, 12:00 pm",87727.8,2321.51,0.556126
"Jun 24, 01:00 pm",95326.9,2429.97,0.65712
"Jun 24, 02:00 pm",96162.7,2473.63,0.746086
"Jun 24, 03:00 pm",92459.1,2782.78,0.738241
"Jun 24, 04:00 pm",95946.1,3016.44,0.716435
"Jun 24, 05:00 pm",99439.8,3138.84,0.804785
"Jun 24, 06:00 pm",103861,3071.43,1.12771
"Jun 24, 07:00 pm",109292,2836.59,1.56016
"Jun 24, 08:00 pm",110962,2601.75,1.20602
"Jun 24, 09:00 pm",111651,2366.91,1.03362
"Jun 24, 10:00 pm",111648,2132.08,0.763956
"Jun 24, 11:00 pm",112331,1897.26,0.712612
"Jun 25, 12:00 am",112916,1662.45,0.849266
"Jun 25, 01:00 am",113500,1427.66,0.826301
"Jun 25, 02:00 am",114526,1192.88,0.851471
"Jun 25, 03:00 am",114983,958.122,0.787252
"Jun 25, 04:00 am",114977,723.409,0.848028
"Jun 25, 05:00 am",114506,488.763,0.953236
"Jun 25, 06:00 am",108432,300.178,0.873443
"Jun 25, 07:00 am",103906,480.227,0.74125
"Jun 25, 08:00 am",98974.9,771.075,0.598478
"Jun 25, 09:00 am",95054.1,1131.76,0.603149
"Jun 25, 10:00 am",91724,1534.66,0.581238
"Jun 25, 11:00 am",90743.8,1930.73,0.602838
"Jun 25, 12:00 pm",88967.3,2334.68,0.664722
"Jun 25, 01:00 pm",87900.7,2730.22,0.673594
"Jun 25, 02:00 pm",88364.6,3114.58,0.778246
"Jun 25, 03:00 pm",93563,3327.88,0.798272
"Jun 25, 04:00 pm",98349.8,3327.19,0.808308
"Jun 25, 05:00 pm",99781,3326.5,0.892408
"Jun 25, 06:00 pm",102907,3278,1.06889
"Jun 25, 07:00 pm",107764,3043.14,1.42036
"Jun 25, 08:00 pm",109507,2808.3,1.25809
"Jun 25, 09:00 pm",110270,2573.45,1.07093
"Jun 25, 10:00 pm",110963,2338.62,0.957775
"Jun 25, 11:00 pm",111651,2103.79,0.798352
"Jun 26, 12:00 am",112334,1868.96,0.727704
"Jun 26, 01:00 am",112331,1634.16,0.721703
"Jun 26, 02:00 am",112915,1399.36,0.671068
"Jun 26, 03:00 am",113499,1164.59,0.699672
"Jun 26, 04:00 am",114062,929.842,0.729392
"Jun 26, 05:00 am",114055,695.139,0.858907
"Jun 26, 06:00 am",108427,508.181,0.811483
"Jun 26, 07:00 am",103760,695.842,0.657383
"Jun 26, 08:00 am",98685.5,996.65,0.477325
"Jun 26, 09:00 am",93831.1,1367.96,0.40858
"Jun 26, 10:00 am",89967.9,1781.35,0.393718
"Jun 26, 11:00 am",87392.8,2218.53,0.3915
"Jun 26, 12:00 pm",85448.7,2665.98,0.38095
"Jun 26, 01:00 pm",84279.5,3108.83,0.407515
"Jun 26, 02:00 pm",92013.9,3327.57,0.490286
"Jun 26, 03:00 pm",95415.2,3326.88,0.538591
"Jun 26, 04:00 pm",96869.5,3326.18,0.561458
"Jun 26, 05:00 pm",98308,3325.49,0.719613
"Jun 26, 06:00 pm",101848,3310.74,0.979493
"Jun 26, 07:00 pm",107761,3075.89,1.3063
"Jun 26, 08:00 pm",109504,2841.05,1.27914
"Jun 26, 09:00 pm",110267,2606.21,1.11167
"Jun 26, 10:00 pm",110960,2371.38,0.888688
"Jun 26, 11:00 pm",110957,2136.55,0.852775
"Jun 27, 12:00 am",111645,1901.74,0.770742
"Jun 27, 01:00 am",112328,1666.93,0.743319
"Jun 27, 02:00 am",112324,1432.14,0.660173
"Jun 27, 03:00 am",112320,1197.38,0.660446
"Jun 27, 04:00 am",112903,962.643,0.707252
"Jun 27, 05:00 am",112309,727.951,0.74062
"Jun 27, 06:00 am",107222,519.858,0.742986
"Jun 27, 07:00 am",102809,677.202,0.647398
