,Efficiency
1850,1.10278
1851,1.10386
1852,1.10386
1853,1.1035
1854,1.1035
1855,1.1035
1856,1.1035
1857,1.10386
1858,1.10386
1859,1.10386
1860,1.1035
1861,1.1035
1862,1.10242
1863,1.09918
1864,1.09522
1865,1.0912600000000001
1866,1.08946
1867,1.0891
1868,1.08982
1869,1.0912600000000001
1870,1.0927
1871,1.0945
1872,1.09666
1873,1.09918
1874,1.1017
1875,1.10314
1876,1.10458
1877,1.10638
1878,1.10782
1879,1.10962
1880,1.11142
1881,1.11322
1882,1.11466
1883,1.11574
1884,1.11646
1885,1.11682
1886,1.11502
1887,1.11142
1888,1.10674
1889,1.10098
1890,1.09702
1891,1.0941400000000001
1892,1.09234
1893,1.09162
1894,1.09162
1895,1.0927
1896,1.09522
1897,1.10026
1898,1.10674
1899,1.10818
1900,1.10926
1901,1.1107
1902,1.11214
1903,1.11358
1904,1.11502
1905,1.11646
1906,1.11754
1907,1.11826
1908,1.1197
1909,1.12042
1910,1.11754
1911,1.11142
1912,1.10494
1913,1.0999
1914,1.09594
1915,1.0927
1916,1.0909
1917,1.09018
1918,1.09054
1919,1.09162
1920,1.0941400000000001
1921,1.0999
1922,1.10674
1923,1.10854
1924,1.10998
1925,1.11142
1926,1.1125
1927,1.11358
1928,1.11466
1929,1.11538
1930,1.11646
1931,1.11718
1932,1.1179000000000001
1933,1.11862
1934,1.11682
1935,1.10998
1936,1.10386
1937,1.09738
1938,1.09306
1939,1.09018
1940,1.08838
1941,1.08838
1942,1.0891
1943,1.0909
1944,1.0941400000000001
1945,1.09918
1946,1.10458
1947,1.10602
1948,1.10638
1949,1.10674
1950,1.10674
1951,1.10674
1952,1.1071
1953,1.10746
1954,1.10818
1955,1.1089
1956,1.10962
1957,1.11034
1958,1.10998
1959,1.1071
1960,1.10242
1961,1.09738
1962,1.09342
1963,1.09054
1964,1.08874
1965,1.08802
1966,1.08838
1967,1.08946
1968,1.09162
1969,1.09558
1970,1.10206
1971,1.1035
1972,1.10494
1973,1.1071
1974,1.10962
1975,1.11178
1976,1.11322
1977,1.11466
1978,1.11574
1979,1.11646
1980,1.11646
1981,1.11646
1982,1.11322
1983,1.10386
1984,1.09774
1985,1.09234
1986,1.08802
1987,1.0855
1988,1.0855
1989,1.08586
1990,1.08694
1991,1.0891
1992,1.09198
1993,1.09774
1994,1.10386
1995,1.1053
1996,1.10602
1997,1.10782
1998,1.11034
1999,1.11034
2000,1.10962
2001,1.11034
2002,1.11142
2003,1.11106
2004,1.10998
2005,1.10926
2006,1.10818
2007,1.10638
2008,1.10458
2009,1.10206
2010,1.0999
2011,1.09846
2012,1.0981
2013,1.09882
2014,1.0999
2015,1.10134
2016,1.1035
2017,1.10566
2018,1.10818
2019,1.10962
2020,1.1107
2021,1.11142
2022,1.11214
2023,1.1125
2024,1.11322
2025,1.11358
2026,1.11394
2027,1.1143
2028,1.11466
2029,1.11502
2030,1.11394
2031,1.10998
2032,1.10386
2033,1.0981
2034,1.09378
2035,1.09054
2036,1.08838
2037,1.08694
2038,1.08694
2039,1.08766
2040,1.08946
2041,1.09486
2042,1.10134
2043,1.10278
2044,1.10386
2045,1.10494
2046,1.10566
2047,1.10674
2048,1.1071
2049,1.1071
2050,1.10746
2051,1.10818
2052,1.1089
2053,1.10998
2054,1.10746
2055,1.09882
2056,1.0927
2057,1.0855
2058,1.07974
2059,1.07614
2060,1.0750600000000001
2061,1.07542
2062,1.0765
2063,1.07866
2064,1.0819
2065,1.08838
2066,1.09594
2067,1.09774
2068,1.0981
2069,1.09882
2070,1.0999
2071,1.10062
2072,1.10098
2073,1.1017
2074,1.10278
2075,1.10494
2076,1.10674
2077,1.10746
2078,1.10422
2079,1.09486
2080,1.0891
2081,1.08154
2082,1.0750600000000001
2083,1.0711
2084,1.07038
2085,1.07074
2086,1.07254
2087,1.0750600000000001
2088,1.07938
2089,1.0873
2090,1.09558
2091,1.09882
2092,1.10062
2093,1.1017
2094,1.10278
2095,1.10386
2096,1.10458
2097,1.1053
2098,1.1053
2099,1.10566
2100,1.10638
2101,1.1071
2102,1.10386
2103,1.09594
2104,1.0909
2105,1.08334
2106,1.07902
2107,1.07686
2108,1.07578
2109,1.07614
2110,1.07758
2111,1.08046
2112,1.08478
2113,1.09234
2114,1.10062
2115,1.10422
2116,1.10638
2117,1.10674
2118,1.10746
2119,1.10818
2120,1.1089
2121,1.1089
2122,1.10854
2123,1.10854
2124,1.1089
2125,1.1089
2126,1.10494
2127,1.09774
2128,1.0909
2129,1.0837
2130,1.07794
2131,1.07362
2132,1.07146
2133,1.07038
2134,1.0711
2135,1.07254
2136,1.07542
2137,1.08154
2138,1.08874
2139,1.0912600000000001
2140,1.09306
2141,1.0945
2142,1.0963
2143,1.09774
2144,1.09882
2145,1.09918
2146,1.09954
2147,1.0999
2148,1.0999
2149,1.10026
2150,1.09738
2151,1.0873
2152,1.0819
2153,1.07686
2154,1.07326
2155,1.07074
2156,1.06966
2157,1.06894
2158,1.0693
2159,1.06966
2160,1.0711
2161,1.07686
2162,1.08334
2163,1.08334
2164,1.08406
2165,1.08622
2166,1.0891
2167,1.09162
2168,1.09342
2169,1.09378
2170,1.09306
2171,1.0927
2172,1.0927
2173,1.09378
2174,1.09234
2175,1.08658
2176,1.0819
2177,1.0750600000000001
2178,1.07182
2179,1.07002
2180,1.0693
2181,1.0693
2182,1.07002
2183,1.07146
2184,1.07434
2185,1.08118
2186,1.08982
2187,1.09342
2188,1.09594
2189,1.09846
2190,1.0999
2191,1.10098
2192,1.10098
2193,1.10134
2194,1.1017
2195,1.10206
2196,1.10242
2197,1.1035
2198,1.10134
2199,1.09594
2200,1.09018
2201,1.0837
2202,1.0808200000000001
2203,1.0801
2204,1.0801
2205,1.08046
2206,1.0819
2207,1.08514
2208,1.0891
2209,1.09486
2210,1.1017
2211,1.10494
2212,1.10638
2213,1.10746
2214,1.1089
2215,1.1089
2216,1.1089
2217,1.11034
2218,1.1107
2219,1.11142
2220,1.11214
2221,1.11214
2222,1.10926
2223,1.10494
2224,1.10026
2225,1.09558
2226,1.09198
2227,1.08946
2228,1.08838
2229,1.08838
2230,1.08982
2231,1.0927
2232,1.09558
2233,1.09954
2234,1.1035
2235,1.10566
2236,1.1071
2237,1.10818
2238,1.10854
2239,1.10926
2240,1.10998
2241,1.11034
2242,1.11142
2243,1.11214
2244,1.11322
2245,1.11394
2246,1.10962
2247,1.10422
2248,1.09702
2249,1.09018
2250,1.08478
2251,1.08046
2252,1.07794
2253,1.07686
2254,1.07794
2255,1.08046
2256,1.08514
2257,1.09198
2258,1.09846
2259,1.10206
2260,1.10458
2261,1.10602
2262,1.1071
2263,1.10854
2264,1.10962
2265,1.10998
2266,1.1107
2267,1.11142
2268,1.11178
2269,1.1125
2270,1.10926
2271,1.10458
2272,1.09954
2273,1.0945
2274,1.09018
2275,1.08658
2276,1.08514
2277,1.0855
2278,1.08766
2279,1.08982
2280,1.09198
2281,1.0963
2282,1.10206
2283,1.10494
2284,1.10602
2285,1.1071
2286,1.10782
2287,1.1089
2288,1.10962
2289,1.10962
2290,1.11034
2291,1.11214
2292,1.11178
2293,1.11214
2294,1.10926
2295,1.10422
2296,1.09774
2297,1.09162
2298,1.0873
2299,1.08406
2300,1.08262
2301,1.0819
2302,1.08226
2303,1.0837
2304,1.08694
2305,1.0927
2306,1.09954
2307,1.10314
2308,1.10458
2309,1.1053
2310,1.10602
2311,1.10674
2312,1.10674
2313,1.10746
2314,1.10818
2315,1.10746
2316,1.10746
2317,1.1089
2318,1.1053
2319,1.0999
2320,1.09234
2321,1.08694
2322,1.08334
2323,1.0801
2324,1.07758
2325,1.07686
2326,1.07794
2327,1.0801
2328,1.08406
2329,1.08946
2330,1.09666
2331,1.10026
2332,1.10242
2333,1.10422
2334,1.10566
2335,1.1071
2336,1.10782
2337,1.10854
2338,1.10854
2339,1.10926
2340,1.1107
2341,1.1125
2342,1.10782
2343,1.10242
2344,1.0963
2345,1.09054
2346,1.08514
2347,1.08046
2348,1.07758
2349,1.07614
2350,1.07614
2351,1.07758
2352,1.0808200000000001
2353,1.0873
2354,1.09594
2355,1.09882
2356,1.10062
2357,1.10242
2358,1.10422
2359,1.10602
2360,1.1071
2361,1.10854
2362,1.10926
2363,1.10926
2364,1.10926
2365,1.1089
2366,1.10638
2367,1.10206
2368,1.0945
2369,1.08658
2370,1.0819
2371,1.07866
2372,1.07686
2373,1.07614
2374,1.0765
2375,1.07794
2376,1.08118
2377,1.0873
2378,1.09558
2379,1.09954
2380,1.10242
2381,1.10494
2382,1.10746
2383,1.10962
2384,1.11142
2385,1.11286
2386,1.1143
2387,1.11538
2388,1.11682
2389,1.11754
2390,1.11322
2391,1.10782
2392,1.10062
2393,1.0941400000000001
2394,1.08802
2395,1.08262
2396,1.0783
2397,1.07614
2398,1.0750600000000001
2399,1.07578
2400,1.07866
2401,1.08586
2402,1.0945
2403,1.09702
2404,1.09774
2405,1.0999
2406,1.10206
2407,1.10422
2408,1.10494
2409,1.10638
2410,1.10854
2411,1.1089
2412,1.10998
2413,1.1107
2414,1.10782
2415,1.10494
2416,1.10026
2417,1.09306
2418,1.08802
2419,1.08298
2420,1.07974
2421,1.07794
2422,1.07722
2423,1.07794
2424,1.0801
2425,1.08658
2426,1.0945
2427,1.0981
2428,1.10026
2429,1.10206
2430,1.10314
2431,1.10422
2432,1.10494
2433,1.10566
2434,1.10602
2435,1.10674
2436,1.10746
2437,1.1089
2438,1.10638
2439,1.10278
2440,1.09774
2441,1.09342
2442,1.08946
2443,1.08622
2444,1.0837
2445,1.08262
2446,1.08334
2447,1.08442
2448,1.08766
2449,1.0927
2450,1.10026
2451,1.10422
2452,1.1053
2453,1.10638
2454,1.10674
2455,1.1071
2456,1.10746
2457,1.10782
2458,1.10818
2459,1.1089
2460,1.10926
2461,1.10962
2462,1.1071
2463,1.10314
2464,1.09846
2465,1.0945
2466,1.09198
2467,1.0909
2468,1.09054
2469,1.0912600000000001
2470,1.09198
2471,1.09342
2472,1.09522
2473,1.09846
2474,1.1035
2475,1.1071
2476,1.10854
2477,1.10926
2478,1.10926
2479,1.10926
2480,1.11034
2481,1.1107
2482,1.11214
2483,1.1125
2484,1.11286
2485,1.11286
2486,1.10962
2487,1.10746
2488,1.10386
2489,1.09954
2490,1.09558
2491,1.0927
2492,1.0909
2493,1.09054
2494,1.0912600000000001
2495,1.0945
2496,1.09702
2497,1.09918
2498,1.1035
2499,1.10638
2500,1.10746
2501,1.10782
2502,1.10854
2503,1.1089
2504,1.10926
2505,1.10962
2506,1.11034
2507,1.11106
2508,1.11214
2509,1.11214
2510,1.10746
2511,1.1017
2512,1.09378
2513,1.08982
2514,1.08694
2515,1.08514
2516,1.08442
2517,1.08406
2518,1.08514
2519,1.0873
2520,1.09018
2521,1.09522
2522,1.10242
2523,1.10674
2524,1.10782
2525,1.10854
2526,1.1089
2527,1.10998
2528,1.1107
2529,1.11178
2530,1.11322
2531,1.1143
2532,1.11502
2533,1.11502
2534,1.10926
2535,1.1035
2536,1.0945
2537,1.0873
2538,1.0837
2539,1.08154
2540,1.0808200000000001
2541,1.08118
2542,1.08226
2543,1.0837
2544,1.08586
2545,1.09054
2546,1.0981
2547,1.10206
2548,1.10386
2549,1.1053
2550,1.10638
2551,1.10782
2552,1.10854
2553,1.10962
2554,1.11106
2555,1.11214
2556,1.11286
2557,1.11358
2558,1.10818
2559,1.10314
2560,1.09558
2561,1.0891
2562,1.0837
2563,1.07974
2564,1.07794
2565,1.07722
2566,1.07722
2567,1.0783
2568,1.0801
2569,1.08442
2570,1.09378
2571,1.09738
2572,1.0981
2573,1.09882
2574,1.09918
2575,1.0999
2576,1.10062
2577,1.10134
2578,1.10242
2579,1.10278
2580,1.10314
2581,1.10314
2582,1.09666
2583,1.08946
2584,1.08046
2585,1.07218
2586,1.06822
2587,1.0675
2588,1.06714
2589,1.0675
2590,1.06822
2591,1.07002
2592,1.07254
2593,1.0783
2594,1.08838
2595,1.09306
2596,1.09486
2597,1.09594
2598,1.09702
2599,1.0981
2600,1.09846
2601,1.09954
2602,1.10062
2603,1.10134
2604,1.10242
2605,1.10278
2606,1.0981
2607,1.09162
2608,1.08478
2609,1.0765
2610,1.0729
2611,1.07146
2612,1.07038
2613,1.07038
2614,1.07146
2615,1.07362
2616,1.07686
2617,1.08298
2618,1.09306
2619,1.09846
2620,1.10062
2621,1.10242
2622,1.1035
2623,1.10458
2624,1.10566
2625,1.1071
2626,1.1089
2627,1.10962
2628,1.10998
2629,1.11034
2630,1.10602
2631,1.10134
2632,1.09486
2633,1.09054
2634,1.0873
2635,1.08514
2636,1.08442
2637,1.08478
2638,1.08586
2639,1.08838
2640,1.09162
2641,1.09594
2642,1.10134
2643,1.10494
2644,1.1071
2645,1.10746
2646,1.10782
2647,1.10782
2648,1.10782
2649,1.10746
2650,1.10746
2651,1.10746
2652,1.10746
2653,1.10746
2654,1.10674
2655,1.1053
2656,1.10314
2657,1.09954
2658,1.09522
2659,1.0909
2660,1.08838
2661,1.08694
2662,1.08766
2663,1.08946
2664,1.0927
2665,1.09774
2666,1.1035
2667,1.10638
2668,1.1071
2669,1.10746
2670,1.10782
2671,1.10854
2672,1.10962
2673,1.11034
2674,1.1107
2675,1.11142
2676,1.11178
2677,1.11178
2678,1.11034
2679,1.10782
2680,1.10422
2681,1.09918
2682,1.09378
2683,1.0912600000000001
2684,1.0909
2685,1.08946
2686,1.08946
2687,1.09054
2688,1.0927
2689,1.09666
2690,1.10206
2691,1.10602
2692,1.10746
2693,1.1089
2694,1.10998
2695,1.11034
2696,1.11142
2697,1.11214
2698,1.11286
2699,1.11394
2700,1.11466
2701,1.1143
2702,1.11178
2703,1.10782
2704,1.10278
2705,1.09774
2706,1.09378
2707,1.09054
2708,1.08946
2709,1.08946
2710,1.08982
2711,1.0912600000000001
2712,1.09378
2713,1.09738
2714,1.10206
2715,1.10458
2716,1.10566
2717,1.10638
2718,1.10674
2719,1.1071
2720,1.1089
2721,1.10962
2722,1.11034
2723,1.11034
2724,1.11034
2725,1.1107
2726,1.10638
2727,1.10134
2728,1.09702
2729,1.0945
2730,1.09162
2731,1.08982
2732,1.08982
2733,1.09198
2734,1.0941400000000001
2735,1.09522
2736,1.09702
2737,1.0999
2738,1.10314
2739,1.10494
2740,1.10602
2741,1.10674
2742,1.1071
2743,1.10566
2744,1.1053
2745,1.10494
2746,1.10458
2747,1.10458
2748,1.10494
2749,1.10494
2750,1.10278
2751,1.09954
2752,1.09702
2753,1.09666
2754,1.0963
2755,1.09666
2756,1.09702
2757,1.09738
2758,1.09594
2759,1.09486
2760,1.09738
2761,1.10098
2762,1.1035
2763,1.1053
2764,1.10674
2765,1.1071
2766,1.10746
2767,1.10782
2768,1.10782
2769,1.10818
2770,1.10854
2771,1.10926
2772,1.10962
2773,1.11034
2774,1.10818
2775,1.1053
2776,1.0999
2777,1.09522
2778,1.09198
2779,1.08982
2780,1.0891
2781,1.0891
2782,1.09018
2783,1.0912600000000001
2784,1.09342
2785,1.09702
2786,1.10206
2787,1.1053
2788,1.10638
2789,1.10782
2790,1.1089
2791,1.11034
2792,1.11178
2793,1.11322
2794,1.11394
2795,1.11502
2796,1.11538
2797,1.11538
2798,1.1107
2799,1.10494
2800,1.09774
2801,1.0927
2802,1.08874
2803,1.08586
2804,1.0837
2805,1.08262
2806,1.08298
2807,1.0837
2808,1.08514
2809,1.08766
2810,1.0945
2811,1.09918
2812,1.0999
2813,1.10098
2814,1.10242
2815,1.10314
2816,1.10422
2817,1.1053
2818,1.10602
2819,1.1071
2820,1.10782
2821,1.1071
2822,1.09918
2823,1.09198
2824,1.08334
2825,1.07722
2826,1.0729
2827,1.06966
2828,1.06858
2829,1.06858
2830,1.0693
2831,1.0711
2832,1.07362
2833,1.0783
2834,1.08802
2835,1.0927
2836,1.09378
2837,1.0945
2838,1.09522
2839,1.09558
2840,1.0963
2841,1.09738
2842,1.09846
2843,1.09882
2844,1.09918
2845,1.09846
2846,1.08982
2847,1.08226
2848,1.07398
2849,1.0657
2850,1.0603
2851,1.05886
2852,1.05958
2853,1.06138
2854,1.0639
2855,1.06678
2856,1.06966
2857,1.07434
2858,1.08442
2859,1.09054
2860,1.09306
2861,1.0945
2862,1.09558
2863,1.0963
2864,1.09666
2865,1.09666
2866,1.09666
2867,1.09594
2868,1.09594
2869,1.09522
2870,1.08802
2871,1.08118
2872,1.0747
2873,1.06858
2874,1.0646200000000001
2875,1.06354
2876,1.06354
2877,1.0639
2878,1.0646200000000001
2879,1.06678
2880,1.07038
2881,1.07614
2882,1.08478
2883,1.09162
2884,1.09522
2885,1.09738
2886,1.09882
2887,1.0999
2888,1.10098
2889,1.10242
2890,1.10278
2891,1.10278
2892,1.10278
2893,1.10278
2894,1.10062
2895,1.09738
2896,1.09162
2897,1.08406
2898,1.07722
2899,1.07182
2900,1.06966
2901,1.06966
2902,1.07146
2903,1.07398
2904,1.07794
2905,1.08406
2906,1.09162
2907,1.09774
2908,1.10098
2909,1.1035
2910,1.10494
2911,1.10566
2912,1.10638
2913,1.1071
2914,1.1071
2915,1.1071
2916,1.1071
2917,1.10674
2918,1.1035
2919,1.09882
2920,1.09342
2921,1.08694
2922,1.08118
2923,1.07758
2924,1.07614
2925,1.07614
2926,1.07722
2927,1.07866
2928,1.08118
2929,1.08514
2930,1.0912600000000001
2931,1.09702
2932,1.09954
2933,1.10134
2934,1.10278
2935,1.10422
2936,1.10494
2937,1.10602
2938,1.1071
2939,1.10818
2940,1.1089
2941,1.10782
2942,1.10098
2943,1.09378
2944,1.08514
2945,1.0765
2946,1.0711
2947,1.06858
2948,1.06714
2949,1.06678
2950,1.06714
2951,1.06822
2952,1.07038
2953,1.07398
2954,1.08298
2955,1.08874
2956,1.09018
2957,1.0912600000000001
2958,1.09162
2959,1.09198
2960,1.09198
2961,1.09198
2962,1.09198
2963,1.09234
2964,1.09234
2965,1.09162
2966,1.0837
2967,1.07614
2968,1.0693
2969,1.06606
2970,1.06426
2971,1.06354
2972,1.06354
2973,1.0639
2974,1.06498
2975,1.06714
2976,1.07002
2977,1.07398
2978,1.08118
2979,1.08766
2980,1.09018
2981,1.0912600000000001
2982,1.09198
2983,1.09234
2984,1.0927
2985,1.0927
2986,1.09342
2987,1.0941400000000001
2988,1.0945
2989,1.09342
2990,1.08586
2991,1.08046
2992,1.0747
2993,1.07074
2994,1.06822
2995,1.0675
2996,1.06786
2997,1.06894
2998,1.0711
2999,1.07362
3000,1.0765
3001,1.0801
3002,1.08586
3003,1.09162
3004,1.09378
3005,1.09486
3006,1.09594
3007,1.0963
3008,1.09702
3009,1.09774
3010,1.09882
3011,1.10026
3012,1.10134
3013,1.10134
3014,1.09594
3015,1.09018
3016,1.0837
3017,1.0783
3018,1.07434
3019,1.0729
3020,1.07218
3021,1.07254
3022,1.07326
3023,1.0747
3024,1.0765
3025,1.07974
3026,1.0855
3027,1.0912600000000001
3028,1.09378
3029,1.0963
3030,1.09846
3031,1.0999
3032,1.10134
3033,1.10278
3034,1.10386
3035,1.10494
3036,1.10566
3037,1.1053
3038,1.10062
3039,1.09666
3040,1.09234
3041,1.08838
3042,1.08478
3043,1.08226
3044,1.08046
3045,1.07938
3046,1.07902
3047,1.07938
3048,1.0808200000000001
3049,1.08406
3050,1.09054
3051,1.0963
3052,1.09882
3053,1.10026
3054,1.10134
3055,1.10242
3056,1.1035
3057,1.10422
3058,1.10458
3059,1.10494
3060,1.10566
3061,1.10422
3062,1.09558
3063,1.0891
3064,1.08154
3065,1.07542
3066,1.07038
3067,1.0675
3068,1.0657
3069,1.06498
3070,1.06534
3071,1.06606
3072,1.06786
3073,1.0711
3074,1.0801
3075,1.08694
3076,1.08874
3077,1.09018
3078,1.0909
3079,1.09198
3080,1.0927
3081,1.09342
3082,1.09378
3083,1.0945
3084,1.09522
3085,1.0945
3086,1.08694
3087,1.0808200000000001
3088,1.07542
3089,1.07182
3090,1.0693
3091,1.06822
3092,1.06822
3093,1.06858
3094,1.06966
3095,1.07074
3096,1.07326
3097,1.07722
3098,1.08406
3099,1.0909
3100,1.0941400000000001
3101,1.0963
3102,1.09846
3103,1.0999
3104,1.10098
3105,1.10206
3106,1.10314
3107,1.10386
3108,1.10422
3109,1.10386
3110,1.10026
3111,1.09486
3112,1.08766
3113,1.08154
3114,1.07758
3115,1.0750600000000001
3116,1.07362
3117,1.07362
3118,1.0747
3119,1.07686
3120,1.07974
3121,1.08442
3122,1.09054
3123,1.0963
3124,1.0981
3125,1.09846
3126,1.09918
3127,1.10026
3128,1.10062
3129,1.10098
3130,1.1017
3131,1.10206
3132,1.10242
3133,1.10134
3134,1.09594
3135,1.09054
3136,1.08298
3137,1.07686
3138,1.07398
3139,1.0729
3140,1.0729
3141,1.07326
3142,1.07362
3143,1.07542
3144,1.07758
3145,1.08118
3146,1.08766
3147,1.0941400000000001
3148,1.09666
3149,1.09774
3150,1.09846
3151,1.09954
3152,1.10098
3153,1.10206
3154,1.10278
3155,1.1035
3156,1.10386
3157,1.10278
3158,1.09774
3159,1.09234
3160,1.08586
3161,1.07974
3162,1.07614
3163,1.07326
3164,1.07254
3165,1.07362
3166,1.07542
3167,1.07866
3168,1.08262
3169,1.08802
3170,1.0945
3171,1.09918
3172,1.10062
3173,1.10098
3174,1.1017
3175,1.10242
3176,1.10278
3177,1.10314
3178,1.10314
3179,1.10314
3180,1.10314
3181,1.10278
3182,1.0999
3183,1.09522
3184,1.08982
3185,1.08478
3186,1.0808200000000001
3187,1.07794
3188,1.07614
3189,1.0765
3190,1.0783
3191,1.0808200000000001
3192,1.0837
3193,1.08766
3194,1.0927
3195,1.09702
3196,1.09846
3197,1.09954
3198,1.10062
3199,1.1017
3200,1.10278
3201,1.10386
3202,1.10458
3203,1.1053
3204,1.10602
3205,1.10566
3206,1.10278
3207,1.09918
3208,1.09486
3209,1.09018
3210,1.08622
3211,1.08334
3212,1.0819
3213,1.08154
3214,1.08262
3215,1.08442
3216,1.08622
3217,1.08946
3218,1.09378
3219,1.0981
3220,1.10026
3221,1.1017
3222,1.10278
3223,1.10422
3224,1.1053
3225,1.10602
3226,1.10674
3227,1.10674
3228,1.10746
3229,1.10746
3230,1.10494
3231,1.10098
3232,1.09666
3233,1.09234
3234,1.08874
3235,1.08658
3236,1.08658
3237,1.08802
3238,1.0909
3239,1.09378
3240,1.09594
3241,1.0981
3242,1.10062
3243,1.10206
3244,1.10242
3245,1.10278
3246,1.10314
3247,1.1035
3248,1.10386
3249,1.10422
3250,1.10458
3251,1.10494
3252,1.1053
3253,1.10494
3254,1.10422
3255,1.10278
3256,1.10026
3257,1.09666
3258,1.0927
3259,1.0891
3260,1.08694
3261,1.08586
3262,1.0855
3263,1.08694
3264,1.08874
3265,1.09198
3266,1.0963
3267,1.0999
3268,1.10098
3269,1.10134
3270,1.10134
3271,1.1017
3272,1.10134
3273,1.10134
3274,1.1017
3275,1.1017
3276,1.10206
3277,1.1017
3278,1.0999
3279,1.09702
3280,1.0927
3281,1.08874
3282,1.08514
3283,1.08298
3284,1.0819
3285,1.08154
3286,1.08154
3287,1.08226
3288,1.0837
3289,1.08658
3290,1.0909
3291,1.09558
3292,1.0981
3293,1.09954
3294,1.10062
3295,1.10206
3296,1.10278
3297,1.1035
3298,1.10458
3299,1.1053
3300,1.10638
3301,1.10494
3302,1.09846
3303,1.0912600000000001
3304,1.08406
3305,1.07794
3306,1.07182
3307,1.06714
3308,1.06534
3309,1.0639
3310,1.06318
3311,1.0639
3312,1.06642
3313,1.0711
3314,1.0783
3315,1.08622
3316,1.08982
3317,1.09234
3318,1.0945
3319,1.09738
3320,1.09954
3321,1.09918
3322,1.10098
3323,1.10314
3324,1.1035
3325,1.10242
3326,1.09738
3327,1.0927
3328,1.08766
3329,1.08262
3330,1.0783
3331,1.07542
3332,1.07398
3333,1.07434
3334,1.07578
3335,1.0783
3336,1.08118
3337,1.0855
3338,1.0912600000000001
3339,1.09666
3340,1.10026
3341,1.10278
3342,1.10494
3343,1.10638
3344,1.10782
3345,1.1089
3346,1.10962
3347,1.11034
3348,1.11106
3349,1.11034
3350,1.10638
3351,1.10134
3352,1.09558
3353,1.08982
3354,1.0855
3355,1.08262
3356,1.08154
3357,1.08154
3358,1.08298
3359,1.08514
3360,1.08802
3361,1.0912600000000001
3362,1.09594
3363,1.10098
3364,1.10422
3365,1.10674
3366,1.10854
3367,1.10998
3368,1.11034
3369,1.11106
3370,1.1107
3371,1.1107
3372,1.1107
3373,1.10998
3374,1.10638
3375,1.10098
3376,1.09558
3377,1.09162
3378,1.0891
3379,1.0873
3380,1.08694
3381,1.08802
3382,1.08946
3383,1.09162
3384,1.09378
3385,1.09666
3386,1.0999
3387,1.1035
3388,1.1053
3389,1.10638
3390,1.1071
3391,1.10818
3392,1.10854
3393,1.10926
3394,1.10998
3395,1.1107
3396,1.1107
3397,1.10962
3398,1.1053
3399,1.09954
3400,1.0927
3401,1.08874
3402,1.08658
3403,1.08478
3404,1.08442
3405,1.08442
3406,1.08478
3407,1.08586
3408,1.0873
3409,1.08946
3410,1.09306
3411,1.09846
3412,1.10134
3413,1.1035
3414,1.10458
3415,1.10566
3416,1.10638
3417,1.1071
3418,1.10818
3419,1.10854
3420,1.1089
3421,1.10782
3422,1.1035
3423,1.09702
3424,1.09054
3425,1.0855
3426,1.0819
3427,1.07902
3428,1.07686
3429,1.07614
3430,1.07686
3431,1.07794
3432,1.07974
3433,1.08226
3434,1.08766
3435,1.0941400000000001
3436,1.09702
3437,1.09882
3438,1.0999
3439,1.10134
3440,1.10206
3441,1.10278
3442,1.10314
3443,1.1035
3444,1.10386
3445,1.10134
3446,1.0941400000000001
3447,1.08586
3448,1.07686
3449,1.0693
3450,1.0639
3451,1.06102
3452,1.05994
3453,1.05994
3454,1.06102
3455,1.06282
3456,1.06534
3457,1.06894
3458,1.07542
3459,1.08298
3460,1.0855
3461,1.0873
3462,1.08874
3463,1.08982
3464,1.0912600000000001
3465,1.09234
3466,1.09342
3467,1.0945
3468,1.09558
3469,1.09378
3470,1.08874
3471,1.0819
3472,1.07434
3473,1.06858
3474,1.0646200000000001
3475,1.06282
3476,1.06282
3477,1.0646200000000001
3478,1.06714
3479,1.07002
3480,1.07362
3481,1.0783
3482,1.08478
3483,1.0912600000000001
3484,1.0945
3485,1.09666
3486,1.09846
3487,1.10026
3488,1.1017
3489,1.1035
3490,1.10494
3491,1.10602
3492,1.10638
3493,1.10422
3494,1.09918
3495,1.0927
3496,1.08478
3497,1.0801
3498,1.07722
3499,1.07542
3500,1.07434
3501,1.07434
3502,1.0750600000000001
3503,1.07614
3504,1.07794
3505,1.0808200000000001
3506,1.08622
3507,1.09306
3508,1.0963
3509,1.09846
3510,1.10026
3511,1.1017
3512,1.10314
3513,1.10422
3514,1.1053
3515,1.10602
3516,1.10674
3517,1.10602
3518,1.1017
3519,1.09522
3520,1.08802
3521,1.08226
3522,1.07794
3523,1.0747
3524,1.07326
3525,1.07218
3526,1.07218
3527,1.07254
3528,1.07398
3529,1.07722
3530,1.08262
3531,1.08874
3532,1.09162
3533,1.09342
3534,1.09522
3535,1.0963
3536,1.09738
3537,1.09846
3538,1.09954
3539,1.10026
3540,1.10098
3541,1.09954
3542,1.09594
3543,1.09018
3544,1.08406
3545,1.07938
3546,1.07578
3547,1.07362
3548,1.07326
3549,1.07398
3550,1.0750600000000001
3551,1.07722
3552,1.0801
3553,1.08478
3554,1.09018
3555,1.09522
3556,1.0981
3557,1.09954
3558,1.10098
3559,1.10206
3560,1.1035
3561,1.10458
3562,1.1053
3563,1.10638
3564,1.1071
3565,1.10638
3566,1.10278
3567,1.09846
3568,1.09378
3569,1.08874
3570,1.08442
3571,1.08118
3572,1.07938
3573,1.07938
3574,1.08154
