,Efficiency
3575,1.08442
3576,1.08838
3577,1.0927
3578,1.09666
3579,1.09954
3580,1.10062
3581,1.1017
3582,1.10278
3583,1.1035
3584,1.10422
3585,1.10494
3586,1.10566
3587,1.10602
3588,1.10602
3589,1.10458
3590,1.0999
3591,1.09306
3592,1.0855
3593,1.07938
3594,1.07362
3595,1.06822
3596,1.0639
3597,1.06174
3598,1.06174
3599,1.06246
3600,1.06426
3601,1.06822
3602,1.0750600000000001
3603,1.08262
3604,1.08622
3605,1.08946
3606,1.09198
3607,1.0945
3608,1.09666
3609,1.09774
3610,1.09882
3611,1.09918
3612,1.0999
3613,1.09774
3614,1.09306
3615,1.08694
3616,1.07974
3617,1.07362
3618,1.0693
3619,1.06678
3620,1.06678
3621,1.06822
3622,1.07038
3623,1.07326
3624,1.07722
3625,1.08262
3626,1.08946
3627,1.0945
3628,1.0963
3629,1.09702
3630,1.09738
3631,1.09774
3632,1.0981
3633,1.09918
3634,1.0999
3635,1.10062
3636,1.10098
3637,1.09954
3638,1.09522
3639,1.0891
3640,1.08262
3641,1.07722
3642,1.07254
3643,1.06966
3644,1.0675
3645,1.0675
3646,1.06894
3647,1.07182
3648,1.07614
3649,1.08118
3650,1.08658
3651,1.0909
3652,1.09306
3653,1.0941400000000001
3654,1.09522
3655,1.0963
3656,1.09702
3657,1.0981
3658,1.09846
3659,1.09918
3660,1.09918
3661,1.09702
3662,1.09198
3663,1.08514
3664,1.07758
3665,1.0711
3666,1.0657
3667,1.06282
3668,1.0621
3669,1.06318
3670,1.0646200000000001
3671,1.06714
3672,1.0711
3673,1.0765
3674,1.08262
3675,1.08802
3676,1.09054
3677,1.09162
3678,1.09306
3679,1.0941400000000001
3680,1.09522
3681,1.09594
3682,1.09702
3683,1.09774
3684,1.09882
3685,1.0981
3686,1.09486
3687,1.08982
3688,1.0855
3689,1.08046
3690,1.07686
3691,1.07398
3692,1.07326
3693,1.07362
3694,1.07542
3695,1.07722
3696,1.07974
3697,1.08298
3698,1.0873
3699,1.09198
3700,1.0945
3701,1.09594
3702,1.09738
3703,1.09846
3704,1.09918
3705,1.0999
3706,1.10026
3707,1.10026
3708,1.10062
3709,1.09918
3710,1.09522
3711,1.0891
3712,1.08262
3713,1.07686
3714,1.07254
3715,1.06894
3716,1.0675
3717,1.06714
3718,1.0675
3719,1.06822
3720,1.07002
3721,1.07254
3722,1.07794
3723,1.0855
3724,1.08874
3725,1.0909
3726,1.0927
3727,1.09486
3728,1.09666
3729,1.09846
3730,1.0999
3731,1.10062
3732,1.1017
3733,1.10062
3734,1.09666
3735,1.09018
3736,1.0837
3737,1.07938
3738,1.07686
3739,1.07578
3740,1.07578
3741,1.07614
3742,1.07722
3743,1.07902
3744,1.0819
3745,1.08478
3746,1.08838
3747,1.09342
3748,1.0963
3749,1.0981
3750,1.09918
3751,1.10026
3752,1.10098
3753,1.10206
3754,1.10278
3755,1.1035
3756,1.1035
3757,1.10278
3758,1.10098
3759,1.0981
3760,1.0941400000000001
3761,1.08982
3762,1.08658
3763,1.08442
3764,1.08334
3765,1.0837
3766,1.08406
3767,1.08514
3768,1.08622
3769,1.08802
3770,1.0912600000000001
3771,1.09594
3772,1.09846
3773,1.09954
3774,1.10062
3775,1.10098
3776,1.10098
3777,1.10134
3778,1.10242
3779,1.10314
3780,1.10278
3781,1.10134
3782,1.09846
3783,1.09522
3784,1.09054
3785,1.08514
3786,1.08118
3787,1.0783
3788,1.07686
3789,1.0765
3790,1.07722
3791,1.07938
3792,1.0819
3793,1.08586
3794,1.09054
3795,1.09522
3796,1.0981
3797,1.0999
3798,1.10134
3799,1.10206
3800,1.10242
3801,1.10242
3802,1.10278
3803,1.1035
3804,1.10458
3805,1.10242
3806,1.0981
3807,1.09306
3808,1.08838
3809,1.08406
3810,1.0808200000000001
3811,1.07866
3812,1.07794
3813,1.0783
3814,1.07938
3815,1.08118
3816,1.0837
3817,1.08694
3818,1.0909
3819,1.09522
3820,1.0981
3821,1.0999
3822,1.10134
3823,1.10242
3824,1.10386
3825,1.10494
3826,1.1053
3827,1.10602
3828,1.10674
3829,1.10458
3830,1.0999
3831,1.0945
3832,1.08946
3833,1.08586
3834,1.08298
3835,1.08154
3836,1.08154
3837,1.08226
3838,1.0837
3839,1.08478
3840,1.08622
3841,1.08802
3842,1.0912600000000001
3843,1.09558
3844,1.09774
3845,1.09954
3846,1.10134
3847,1.10278
3848,1.10422
3849,1.1053
3850,1.10602
3851,1.10674
3852,1.10782
3853,1.10566
3854,1.0999
3855,1.09342
3856,1.08766
3857,1.08262
3858,1.0783
3859,1.07542
3860,1.07326
3861,1.07254
3862,1.07218
3863,1.07326
3864,1.07542
3865,1.0783
3866,1.0837
3867,1.09054
3868,1.09342
3869,1.09522
3870,1.09666
3871,1.09846
3872,1.0999
3873,1.10134
3874,1.10242
3875,1.1035
3876,1.10458
3877,1.1017
3878,1.09594
3879,1.08766
3880,1.08046
3881,1.07434
3882,1.07038
3883,1.0675
3884,1.0657
3885,1.06534
3886,1.0657
3887,1.06642
3888,1.06786
3889,1.07038
3890,1.07614
3891,1.08334
3892,1.08586
3893,1.0873
3894,1.08838
3895,1.08946
3896,1.09054
3897,1.09162
3898,1.09234
3899,1.09306
3900,1.09342
3901,1.09162
3902,1.08622
3903,1.07974
3904,1.07326
3905,1.06786
3906,1.06354
3907,1.06066
3908,1.05922
3909,1.05886
3910,1.05958
3911,1.06102
3912,1.06282
3913,1.0657
3914,1.0711
3915,1.07794
3916,1.08154
3917,1.0837
3918,1.0855
3919,1.0873
3920,1.08874
3921,1.09018
3922,1.09162
3923,1.0927
3924,1.09378
3925,1.09306
3926,1.0891
3927,1.08298
3928,1.0765
3929,1.07146
3930,1.06858
3931,1.06714
3932,1.06678
3933,1.06714
3934,1.06822
3935,1.07038
3936,1.07362
3937,1.0765
3938,1.07974
3939,1.0837
3940,1.08622
3941,1.08766
3942,1.0891
3943,1.09018
3944,1.0912600000000001
3945,1.09234
3946,1.09306
3947,1.09378
3948,1.0941400000000001
3949,1.09162
3950,1.08658
3951,1.0801
3952,1.07326
3953,1.06822
3954,1.0646200000000001
3955,1.0621
3956,1.06102
3957,1.06102
3958,1.06246
3959,1.0646200000000001
3960,1.06786
3961,1.07146
3962,1.07614
3963,1.08154
3964,1.08442
3965,1.08586
3966,1.0873
3967,1.08838
3968,1.0891
3969,1.08946
3970,1.09054
3971,1.0912600000000001
3972,1.09198
3973,1.09018
3974,1.0855
3975,1.07902
3976,1.07254
3977,1.06642
3978,1.06102
3979,1.0567
3980,1.05346
3981,1.0513
3982,1.05058
3983,1.05094
3984,1.05274
3985,1.05562
3986,1.0621
3987,1.0711
3988,1.07254
3989,1.0729
3990,1.07434
3991,1.0765
3992,1.07866
3993,1.08046
3994,1.0819
3995,1.08334
3996,1.08442
3997,1.08226
3998,1.0783
3999,1.0750600000000001
4000,1.07038
4001,1.0639
4002,1.05598
4003,1.04986
4004,1.04626
4005,1.0437400000000001
4006,1.0423
4007,1.04194
4008,1.0437400000000001
4009,1.04734
4010,1.05382
4011,1.05958
4012,1.06102
4013,1.0621
4014,1.0639
4015,1.0657
4016,1.06786
4017,1.07038
4018,1.07182
4019,1.07362
4020,1.0750600000000001
4021,1.0747
4022,1.06966
4023,1.06318
4024,1.05562
4025,1.05202
4026,1.05058
4027,1.04986
4028,1.0495
4029,1.0495
4030,1.05058
4031,1.0531
4032,1.05634
4033,1.06066
4034,1.06714
4035,1.07434
4036,1.07902
4037,1.08154
4038,1.08298
4039,1.08406
4040,1.08478
4041,1.08622
4042,1.08694
4043,1.08694
4044,1.08694
4045,1.08442
4046,1.07938
4047,1.07398
4048,1.06858
4049,1.06534
4050,1.06426
4051,1.06354
4052,1.06282
4053,1.0621
4054,1.0621
4055,1.06318
4056,1.06534
4057,1.06894
4058,1.07362
4059,1.07866
4060,1.0819
4061,1.0837
4062,1.08514
4063,1.08622
4064,1.0873
4065,1.08874
4066,1.09018
4067,1.0912600000000001
4068,1.09198
4069,1.0909
4070,1.08694
4071,1.08154
4072,1.07614
4073,1.0711
4074,1.06678
4075,1.0639
4076,1.06282
4077,1.06282
4078,1.0639
4079,1.06642
4080,1.07002
4081,1.0750600000000001
4082,1.08118
4083,1.08514
4084,1.08694
4085,1.08838
4086,1.08946
4087,1.09054
4088,1.0912600000000001
4089,1.09234
4090,1.09342
4091,1.09378
4092,1.0941400000000001
4093,1.09198
4094,1.0873
4095,1.0808200000000001
4096,1.0729
4097,1.06678
4098,1.06282
4099,1.0621
4100,1.06318
4101,1.06534
4102,1.06786
4103,1.07074
4104,1.07398
4105,1.07866
4106,1.08406
4107,1.08838
4108,1.09018
4109,1.0909
4110,1.0912600000000001
4111,1.09234
4112,1.09306
4113,1.09378
4114,1.0945
4115,1.09522
4116,1.09558
4117,1.09378
4118,1.0891
4119,1.08406
4120,1.07902
4121,1.0750600000000001
4122,1.07146
4123,1.0693
4124,1.06894
4125,1.0693
4126,1.07074
4127,1.0729
4128,1.07578
4129,1.07902
4130,1.08334
4131,1.0873
4132,1.08982
4133,1.0912600000000001
4134,1.09198
4135,1.0927
4136,1.09306
4137,1.09342
4138,1.09306
4139,1.09306
4140,1.0927
4141,1.0912600000000001
4142,1.08838
4143,1.08442
4144,1.08046
4145,1.0765
4146,1.07326
4147,1.07146
4148,1.0711
4149,1.07146
4150,1.07218
4151,1.07362
4152,1.07542
4153,1.0783
4154,1.08154
4155,1.0855
4156,1.08766
4157,1.08946
4158,1.0909
4159,1.09162
4160,1.0927
4161,1.09306
4162,1.09342
4163,1.09342
4164,1.09342
4165,1.09198
4166,1.08766
4167,1.08262
4168,1.07758
4169,1.07254
4170,1.06858
4171,1.06642
4172,1.06678
4173,1.06786
4174,1.06966
4175,1.07254
4176,1.07578
4177,1.07938
4178,1.08406
4179,1.08766
4180,1.08946
4181,1.09018
4182,1.0909
4183,1.0912600000000001
4184,1.09162
4185,1.09198
4186,1.09234
4187,1.09234
4188,1.0927
4189,1.0912600000000001
4190,1.08694
4191,1.08298
4192,1.07974
4193,1.0765
4194,1.07326
4195,1.07074
4196,1.06966
4197,1.07038
4198,1.07182
4199,1.07434
4200,1.07758
4201,1.08154
4202,1.08622
4203,1.08946
4204,1.09054
4205,1.09162
4206,1.09234
4207,1.09306
4208,1.09378
4209,1.0945
4210,1.09522
4211,1.09594
4212,1.0963
4213,1.0941400000000001
4214,1.08946
4215,1.08406
4216,1.07794
4217,1.07254
4218,1.06894
4219,1.06678
4220,1.06606
4221,1.06678
4222,1.0675
4223,1.06894
4224,1.07038
4225,1.07218
4226,1.07614
4227,1.0819
4228,1.08442
4229,1.0855
4230,1.08586
4231,1.08622
4232,1.08658
4233,1.08694
4234,1.0873
4235,1.0873
4236,1.0873
4237,1.08442
4238,1.07938
4239,1.07362
4240,1.06714
4241,1.06066
4242,1.0549
4243,1.0513
4244,1.0495
4245,1.04878
4246,1.04914
4247,1.04986
4248,1.05166
4249,1.0549
4250,1.06174
4251,1.06894
4252,1.07182
4253,1.0729
4254,1.07398
4255,1.07578
4256,1.07758
4257,1.07974
4258,1.08118
4259,1.08226
4260,1.08298
4261,1.08046
4262,1.0750600000000001
4263,1.06786
4264,1.0585
4265,1.05022
4266,1.04518
4267,1.04302
4268,1.04302
4269,1.04446
4270,1.04626
4271,1.04914
4272,1.05274
4273,1.05706
4274,1.06426
4275,1.07146
4276,1.0747
4277,1.07686
4278,1.07902
4279,1.08046
4280,1.0819
4281,1.0837
4282,1.08442
4283,1.08514
4284,1.0855
4285,1.08298
4286,1.0783
4287,1.0711
4288,1.06426
4289,1.05814
4290,1.0531
4291,1.0495
4292,1.04698
4293,1.04662
4294,1.04734
4295,1.04878
4296,1.05094
4297,1.05382
4298,1.06066
4299,1.06822
4300,1.07074
4301,1.07254
4302,1.07362
4303,1.0747
4304,1.07614
4305,1.0783
4306,1.08046
4307,1.08262
4308,1.08406
4309,1.08226
4310,1.07866
4311,1.07182
4312,1.06606
4313,1.06102
4314,1.05706
4315,1.05418
4316,1.05274
4317,1.0531
4318,1.05526
4319,1.0585
4320,1.0621
4321,1.06606
4322,1.0729
4323,1.0808200000000001
4324,1.0855
4325,1.08694
4326,1.0873
4327,1.08766
4328,1.08838
4329,1.0891
4330,1.08982
4331,1.09054
4332,1.0912600000000001
4333,1.09054
4334,1.08694
4335,1.08262
4336,1.07758
4337,1.07254
4338,1.06894
4339,1.0675
4340,1.06786
4341,1.0693
4342,1.07074
4343,1.07254
4344,1.0747
4345,1.07794
4346,1.0819
4347,1.08586
4348,1.08802
4349,1.08946
4350,1.09018
4351,1.0909
4352,1.09198
4353,1.0927
4354,1.09378
4355,1.0945
4356,1.0945
4357,1.09306
4358,1.08874
4359,1.08406
4360,1.07866
4361,1.07326
4362,1.0693
4363,1.06606
4364,1.0646200000000001
4365,1.0646200000000001
4366,1.06606
4367,1.06786
4368,1.07038
4369,1.07362
4370,1.07866
4371,1.08442
4372,1.0873
4373,1.0891
4374,1.09054
4375,1.09162
4376,1.09306
4377,1.0941400000000001
4378,1.09486
4379,1.09558
4380,1.0963
4381,1.0945
4382,1.09054
4383,1.08478
4384,1.07974
4385,1.07434
4386,1.07002
4387,1.0675
4388,1.06678
4389,1.0675
4390,1.06894
4391,1.0711
4392,1.07434
4393,1.0783
4394,1.08334
4395,1.08802
4396,1.09054
4397,1.09198
4398,1.09306
4399,1.09378
4400,1.0945
4401,1.09558
4402,1.0963
4403,1.09666
4404,1.09738
4405,1.09594
4406,1.09198
4407,1.08622
4408,1.0801
4409,1.07362
4410,1.06858
4411,1.06642
4412,1.06642
4413,1.06858
4414,1.07074
4415,1.07398
4416,1.07758
4417,1.08262
4418,1.08838
4419,1.0927
4420,1.0941400000000001
4421,1.09522
4422,1.09594
4423,1.09666
4424,1.09702
4425,1.09738
4426,1.0981
4427,1.09846
4428,1.09882
4429,1.09774
4430,1.09378
4431,1.0891
4432,1.08406
4433,1.07938
4434,1.07542
4435,1.07254
4436,1.07182
4437,1.0729
4438,1.0750600000000001
4439,1.07794
4440,1.08118
4441,1.0855
4442,1.09018
4443,1.09378
4444,1.09558
4445,1.0963
4446,1.09702
4447,1.09774
4448,1.09846
4449,1.09882
4450,1.09954
4451,1.09954
4452,1.09954
4453,1.0981
4454,1.09522
4455,1.09054
4456,1.08514
4457,1.0801
4458,1.07614
4459,1.07398
4460,1.07326
4461,1.07398
4462,1.07578
4463,1.07794
4464,1.08046
4465,1.08406
4466,1.08874
4467,1.0927
4468,1.0941400000000001
4469,1.09522
4470,1.09594
4471,1.09666
4472,1.09738
4473,1.09774
4474,1.0981
4475,1.09846
4476,1.09846
4477,1.09558
4478,1.09018
4479,1.08298
4480,1.07434
4481,1.06786
4482,1.06282
4483,1.05922
4484,1.05706
4485,1.05634
4486,1.05634
4487,1.0567
4488,1.0585
4489,1.06246
4490,1.06966
4491,1.07686
4492,1.0801
4493,1.08226
4494,1.0837
4495,1.08514
4496,1.08658
4497,1.08802
4498,1.0891
4499,1.09018
4500,1.09054
4501,1.08766
4502,1.0819
4503,1.07542
4504,1.06894
4505,1.06246
4506,1.05706
4507,1.05382
4508,1.05274
4509,1.05238
4510,1.05274
4511,1.0531
4512,1.05418
4513,1.05634
4514,1.06282
4515,1.0711
4516,1.0750600000000001
4517,1.0765
4518,1.07758
4519,1.07902
4520,1.08046
4521,1.0819
4522,1.08298
4523,1.0837
4524,1.08334
4525,1.08046
4526,1.07542
4527,1.06966
4528,1.06426
4529,1.05958
4530,1.05454
4531,1.05274
4532,1.0531
4533,1.0549
4534,1.0567
4535,1.0585
4536,1.0603
4537,1.06246
4538,1.06642
4539,1.07074
4540,1.0729
4541,1.07398
4542,1.0747
4543,1.0750600000000001
4544,1.0750600000000001
4545,1.0750600000000001
4546,1.07578
4547,1.07686
4548,1.0783
4549,1.07794
4550,1.0750600000000001
4551,1.07038
4552,1.06606
4553,1.0603
4554,1.05454
4555,1.05094
4556,1.0495
4557,1.05022
4558,1.05166
4559,1.05382
4560,1.0567
4561,1.06066
4562,1.06678
4563,1.07326
4564,1.0765
4565,1.07794
4566,1.07866
4567,1.07938
4568,1.07938
4569,1.07974
4570,1.07974
4571,1.07974
4572,1.07974
4573,1.07866
4574,1.0750600000000001
4575,1.07002
4576,1.06282
4577,1.05598
4578,1.05274
4579,1.05202
4580,1.0513
4581,1.04986
4582,1.0495
4583,1.04986
4584,1.05166
4585,1.05526
4586,1.06066
4587,1.06786
4588,1.0711
4589,1.0729
4590,1.0747
4591,1.07686
4592,1.07974
4593,1.08226
4594,1.08406
4595,1.08478
4596,1.08514
4597,1.08406
4598,1.07974
4599,1.0729
4600,1.06642
4601,1.06102
4602,1.05598
4603,1.05274
4604,1.0513
4605,1.05094
4606,1.05166
4607,1.05274
4608,1.0549
4609,1.05922
4610,1.06678
4611,1.0750600000000001
4612,1.07866
4613,1.0801
4614,1.08118
4615,1.08226
4616,1.0837
4617,1.0855
4618,1.08694
4619,1.08802
4620,1.0891
4621,1.08874
4622,1.0855
4623,1.07938
4624,1.0729
4625,1.0675
4626,1.06318
4627,1.0603
4628,1.05886
4629,1.0585
4630,1.05958
4631,1.06174
4632,1.06534
4633,1.07074
4634,1.07686
4635,1.0819
4636,1.0837
4637,1.08514
4638,1.08694
4639,1.08838
4640,1.08946
4641,1.09054
4642,1.09162
4643,1.0927
4644,1.09378
4645,1.09342
4646,1.09018
4647,1.08478
4648,1.07938
4649,1.07398
4650,1.07002
4651,1.0675
4652,1.06678
4653,1.06714
4654,1.06858
4655,1.07074
4656,1.07362
4657,1.07722
4658,1.08118
4659,1.08514
4660,1.0873
4661,1.0891
4662,1.09018
4663,1.0912600000000001
4664,1.09234
4665,1.09342
4666,1.0941400000000001
4667,1.09486
4668,1.09486
4669,1.0941400000000001
4670,1.08982
4671,1.08442
4672,1.07902
4673,1.07434
4674,1.0711
4675,1.06966
4676,1.06966
4677,1.07002
4678,1.0711
4679,1.0729
4680,1.07578
4681,1.07938
4682,1.0837
4683,1.0873
4684,1.08874
4685,1.08946
4686,1.09018
4687,1.0909
4688,1.0909
4689,1.09162
4690,1.09198
4691,1.09306
4692,1.09378
4693,1.09306
4694,1.08982
4695,1.08478
4696,1.07974
4697,1.0747
4698,1.07002
4699,1.06714
4700,1.06606
4701,1.06642
4702,1.06714
4703,1.06858
4704,1.07038
4705,1.07326
4706,1.07758
4707,1.08262
4708,1.08586
4709,1.08802
4710,1.08982
4711,1.0912600000000001
4712,1.09198
4713,1.09306
4714,1.0941400000000001
4715,1.09522
4716,1.09594
4717,1.0945
4718,1.09054
4719,1.08514
4720,1.07974
4721,1.07398
4722,1.07038
4723,1.06822
4724,1.06786
4725,1.06858
4726,1.07002
4727,1.07182
4728,1.07434
4729,1.07794
4730,1.08262
4731,1.08694
4732,1.0891
4733,1.09018
4734,1.0909
4735,1.09162
4736,1.09234
4737,1.09306
4738,1.09378
4739,1.0945
4740,1.09486
4741,1.0927
4742,1.08802
4743,1.08226
4744,1.07542
4745,1.06822
4746,1.0646200000000001
4747,1.06246
4748,1.06174
4749,1.0621
4750,1.0639
4751,1.06642
4752,1.06966
4753,1.07362
4754,1.07866
4755,1.08298
4756,1.08442
4757,1.08514
4758,1.08586
4759,1.08658
4760,1.08694
4761,1.08766
4762,1.08802
4763,1.08838
4764,1.08874
4765,1.0873
4766,1.08442
4767,1.08154
4768,1.0783
4769,1.0750600000000001
4770,1.0711
4771,1.06714
4772,1.06282
4773,1.05958
4774,1.05814
4775,1.05814
4776,1.05958
4777,1.06282
4778,1.06786
4779,1.07362
4780,1.07686
4781,1.0783
4782,1.07938
4783,1.08046
4784,1.08118
4785,1.08118
4786,1.08154
4787,1.0819
4788,1.0819
4789,1.08118
4790,1.07794
4791,1.0729
4792,1.06678
4793,1.06138
4794,1.05778
4795,1.05634
4796,1.0567
4797,1.05814
4798,1.05958
4799,1.06102
4800,1.06282
4801,1.06534
4802,1.06894
4803,1.07362
4804,1.0765
4805,1.07866
4806,1.0801
4807,1.08118
4808,1.08226
4809,1.0837
4810,1.08514
4811,1.08622
4812,1.0873
4813,1.08622
4814,1.08262
4815,1.07578
4816,1.06858
4817,1.06282
4818,1.05814
4819,1.0549
4820,1.0531
4821,1.05202
4822,1.05202
4823,1.05274
4824,1.05418
4825,1.05742
4826,1.06318
4827,1.07002
4828,1.07326
4829,1.07542
4830,1.07686
4831,1.0783
4832,1.08046
4833,1.08226
4834,1.08406
4835,1.08514
4836,1.08622
4837,1.08478
4838,1.08046
4839,1.07362
4840,1.06606
4841,1.05994
4842,1.0549
4843,1.0531
4844,1.05238
4845,1.0531
4846,1.05454
4847,1.05634
4848,1.05886
4849,1.06282
4850,1.06966
4851,1.07614
4852,1.07938
4853,1.08118
4854,1.08262
4855,1.08406
4856,1.0855
4857,1.08658
4858,1.08766
4859,1.08874
4860,1.08982
4861,1.08838
4862,1.08478
4863,1.07938
4864,1.07434
4865,1.07002
4866,1.06678
4867,1.0646200000000001
4868,1.06282
4869,1.06282
4870,1.0639
4871,1.06642
4872,1.07002
4873,1.07434
4874,1.07902
4875,1.08298
4876,1.08514
4877,1.08694
4878,1.08838
4879,1.08946
4880,1.09054
4881,1.09162
4882,1.0927
4883,1.09378
4884,1.0945
4885,1.09378
4886,1.09018
4887,1.0855
4888,1.0808200000000001
4889,1.07614
4890,1.07254
4891,1.07002
4892,1.06894
4893,1.06858
4894,1.0693
4895,1.07074
4896,1.07362
4897,1.07758
4898,1.08262
4899,1.08694
4900,1.08874
4901,1.08982
4902,1.0909
4903,1.09162
4904,1.09234
4905,1.09306
4906,1.09342
4907,1.0941400000000001
4908,1.09486
4909,1.0941400000000001
4910,1.09054
4911,1.08586
4912,1.08118
4913,1.07614
4914,1.07218
4915,1.0693
4916,1.0675
4917,1.0675
4918,1.06858
4919,1.07074
4920,1.07362
4921,1.07758
4922,1.08226
4923,1.08514
4924,1.08658
4925,1.08766
4926,1.08802
4927,1.08838
4928,1.0891
4929,1.09018
4930,1.0909
4931,1.0912600000000001
4932,1.09198
4933,1.09162
4934,1.08838
4935,1.08334
4936,1.07794
4937,1.07254
4938,1.06894
4939,1.0675
4940,1.0675
4941,1.06858
4942,1.0693
4943,1.0711
4944,1.07398
4945,1.07758
4946,1.08154
4947,1.08442
4948,1.08514
4949,1.0855
4950,1.08586
4951,1.08622
4952,1.08694
4953,1.0873
4954,1.08766
4955,1.08766
4956,1.08802
4957,1.08766
4958,1.08514
4959,1.0801
4960,1.07398
4961,1.06822
4962,1.06354
4963,1.06066
4964,1.06066
4965,1.0621
4966,1.06426
4967,1.06642
4968,1.06894
4969,1.07146
4970,1.07434
4971,1.07614
4972,1.07686
4973,1.07686
4974,1.07722
4975,1.0783
4976,1.0801
4977,1.08262
4978,1.08514
4979,1.08694
4980,1.08766
4981,1.0873
4982,1.0837
4983,1.07722
4984,1.0693
4985,1.06138
4986,1.05706
4987,1.05526
4988,1.05634
4989,1.0585
4990,1.06138
4991,1.06498
4992,1.06894
4993,1.07398
4994,1.07974
4995,1.0837
4996,1.08514
4997,1.0855
4998,1.08622
4999,1.08658
5000,1.0873
5001,1.08802
5002,1.08874
5003,1.08874
5004,1.08874
5005,1.08766
5006,1.0855
5007,1.08226
5008,1.07794
5009,1.07326
5010,1.06894
5011,1.06606
5012,1.0646200000000001
5013,1.0646200000000001
5014,1.06534
5015,1.0675
5016,1.07038
5017,1.07434
5018,1.07938
5019,1.08334
5020,1.08514
5021,1.08586
5022,1.08622
5023,1.08694
5024,1.08766
5025,1.08838
5026,1.0891
5027,1.08946
5028,1.08946
5029,1.08874
5030,1.0855
5031,1.0801
5032,1.0747
5033,1.06966
5034,1.0657
5035,1.06318
5036,1.0621
5037,1.0621
5038,1.06354
5039,1.0657
5040,1.06858
5041,1.0729
5042,1.07794
5043,1.08226
5044,1.0837
5045,1.08478
5046,1.08586
5047,1.08658
5048,1.0873
5049,1.08802
5050,1.08874
5051,1.0891
5052,1.08946
5053,1.08874
5054,1.08586
5055,1.08118
5056,1.07542
5057,1.06966
5058,1.06534
5059,1.06282
5060,1.0621
5061,1.06282
5062,1.0646200000000001
5063,1.06714
5064,1.07038
5065,1.0747
5066,1.07974
5067,1.08334
5068,1.08478
5069,1.0855
5070,1.0855
5071,1.08622
5072,1.0873
5073,1.08838
5074,1.08946
5075,1.09054
5076,1.0912600000000001
5077,1.09054
5078,1.08658
5079,1.08118
5080,1.07542
5081,1.06966
5082,1.06498
5083,1.06102
5084,1.05994
5085,1.0603
5086,1.06138
5087,1.0639
5088,1.06714
5089,1.07182
5090,1.07794
5091,1.08262
5092,1.08442
5093,1.0855
5094,1.08694
5095,1.08766
5096,1.08838
5097,1.08874
5098,1.0891
5099,1.08946
5100,1.08982
5101,1.0891
5102,1.08442
5103,1.07974
5104,1.0750600000000001
5105,1.07002
5106,1.06642
5107,1.0646200000000001
5108,1.06426
5109,1.06498
5110,1.06678
5111,1.06894
5112,1.07254
5113,1.0765
5114,1.08118
5115,1.08514
5116,1.08694
5117,1.08838
5118,1.08946
5119,1.09018
5120,1.09018
5121,1.09054
5122,1.0912600000000001
5123,1.09162
5124,1.09198
5125,1.09054
5126,1.08442
5127,1.07866
5128,1.07218
5129,1.0657
5130,1.06138
5131,1.05814
5132,1.05742
5133,1.05814
5134,1.05922
5135,1.06102
5136,1.06318
5137,1.06678
5138,1.07362
5139,1.08046
5140,1.08334
5141,1.08442
5142,1.08586
5143,1.08694
5144,1.08802
5145,1.08838
5146,1.08874
5147,1.08874
5148,1.0891
5149,1.08838
5150,1.08298
5151,1.07758
5152,1.0693
5153,1.06174
5154,1.0567
5155,1.05418
5156,1.05346
5157,1.05382
5158,1.05526
5159,1.05742
5160,1.0603
5161,1.06534
5162,1.07326
5163,1.08046
5164,1.08298
5165,1.0837
5166,1.08442
5167,1.08586
5168,1.08694
5169,1.08766
5170,1.08802
5171,1.08838
5172,1.0891
5173,1.08874
5174,1.08442
5175,1.07938
5176,1.07146
5177,1.06426
5178,1.05922
5179,1.05598
5180,1.05562
5181,1.0567
5182,1.0585
5183,1.06066
5184,1.06318
5185,1.06714
5186,1.07326
5187,1.07974
5188,1.08262
5189,1.08442
5190,1.08622
5191,1.08766
5192,1.0891
5193,1.0909
5194,1.09234
5195,1.09342
5196,1.0941400000000001
5197,1.09378
5198,1.08946
5199,1.08298
5200,1.07434
5201,1.06714
5202,1.06066
5203,1.05562
5204,1.05346
5205,1.05346
5206,1.0549
5207,1.0567
5208,1.05958
5209,1.0639
5210,1.07182
5211,1.07902
5212,1.08226
5213,1.08442
5214,1.08586
5215,1.08694
5216,1.08766
5217,1.08874
5218,1.08982
5219,1.09054
5220,1.09054
5221,1.09018
5222,1.08514
5223,1.07974
5224,1.07182
5225,1.0646200000000001
5226,1.05994
5227,1.0567
5228,1.0549
5229,1.05382
5230,1.05346
5231,1.05382
5232,1.05598
5233,1.06066
5234,1.07002
5235,1.07722
5236,1.0801
5237,1.08118
5238,1.08154
5239,1.08226
5240,1.08262
5241,1.0837
5242,1.08514
5243,1.08694
5244,1.08838
5245,1.08946
5246,1.08622
5247,1.08262
5248,1.07794
5249,1.07362
5250,1.07002
5251,1.06786
5252,1.06642
5253,1.06606
5254,1.06678
5255,1.06858
5256,1.0711
5257,1.0747
5258,1.0801
5259,1.08478
5260,1.08694
5261,1.08802
5262,1.08874
5263,1.08946
5264,1.09018
5265,1.0909
5266,1.09162
5267,1.09198
5268,1.0927
5269,1.09198
5270,1.0873
5271,1.08226
5272,1.07686
5273,1.07218
5274,1.06894
5275,1.06714
5276,1.06642
5277,1.06678
5278,1.06822
5279,1.07002
5280,1.07254
5281,1.07578
5282,1.0801
5283,1.08478
5284,1.08658
5285,1.08802
5286,1.08874
5287,1.08946
5288,1.09018
5289,1.09162
5290,1.09234
