0,0,0,0,2907.4360559166,75850.6884670975,74766.7653912529,71868.300175692,70580.0739519754,69837.2880496159,69379.4087159047,68313.7109171096,68202.8749202602,68151.0818561679,67806.6953008026,67865.8259851085,68174.7739252523,68194.518477763,68322.8113206057,68643.7567459587
0,0,0,0,0,128857.220642351,126756.97484446,121005.401633299,118471.574021298,117018.925349686,116108.468106432,113980.487487413,113762.191827221,113653.079383682,112969.296674262,113083.86244379,113702.39782523,113743.588936839,114001.30711093,114647.056188799
0,0,0,0,0,173358.477871959,170267.078134278,161679.284205887,157915.725169901,155765.471581578,154404.410240793,151215.418257209,150890.920001098,150722.430635218,149701.10978456,149869.73470378,150798.095623869,150861.3669811,151248.932131482,152220.92134665
0,0,0,0,0,212207.965808363,208142.136828391,196729.343807233,191746.598964833,188906.885823119,187096.531986158,182847.373522397,182417.507993754,182188.274464862,180830.650125572,181052.419883044,182290.764557865,182376.537246463,182894.229556967,184193.413455947
0,0,0,0,0,246828.253353288,241800.510167226,227571.115158008,221377.075760174,217853.998213677,215595.333347526,210286.640627798,209752.032896371,209461.032102777,207768.028161328,208042.258580807,209590.705402934,209699.294519982,210347.323651244,211974.41651806
0,0,0,0,0,277227.565115407,271250.398421211,254212.78219863,246815.324150071,242614.965494041,239908.969157008,233541.373176031,232902.647095975,232548.85792563,230521.396471804,230847.404707572,232706.071839346,232837.791869145,233616.367074075,235572.081803666
0,0,0,0,0,304817.450409214,297899.17385265,278058.914551116,269463.279951356,264589.689147837,261437.013321153,254010.934060784,253268.504861304,252851.247675334,250489.942440071,250867.273998923,253036.240087652,253191.300346856,254100.560901459,256385.37198741
0,0,0,0,0,328200.014383893,320353.07825667,297718.529539853,287932.568815786,282391.809481138,278793.43055433,270309.496968072,269463.986485216,268982.243474774,266288.013564982,266715.987810143,269195.37063592,269374.084591505,270414.239071779,273028.857102878
0,0,0,0,0,287745.305666004,281026.318429032,261629.945230373,253246.366213344,248500.532661013,245416.753535179,238145.16196047,237420.786210986,237007.294814288,234698.468547003,235064.923231169,237190.174333414,237343.532909201,238235.210457823,240476.708749549
0,0,0,0,0,244638.257823207,239044.349783847,222884.226650702,215901.219880108,211948.914495032,209379.510120196,203320.115588282,202716.731243937,202371.72605778,200448.091586214,200753.183590716,202524.275822058,202652.206766419,203395.359308291,205263.574075609
0,0,0,0,0,200206.325765818,195736.06346843,182811.228607558,177227.890229998,174068.414881938,172013.272842173,167166.002938933,166683.538405068,166407.136614157,164868.588117586,165112.395807054,166529.315606967,166631.7828291,167226.386349971,168721.235779743
0,0,0,0,469.70866233483,153127.191825059,149777.711135231,140086.242823338,135900.766882904,133532.726663803,131991.622345033,128356.332382496,127994.644608491,127787.080355233,126633.406397188,126816.086349097,127878.806622791,127955.738011003,128401.744528894,129523.065153323
0,0,0,0,2907.4360559166,104725.738558758,102495.608795922,96036.5471017528,93248.0314948261,91670.7296259822,90643.550829906,88220.1685341438,87979.186063935,87840.5763061857,87071.6712708008,87193.3016980747,87901.8089112742,87953.1684446344,88250.5539917843,88998.2641561069
0,0,0,0,2749.75101500424,53682.2057397971,52568.5683116391,49339.9952304205,47946.6374956239,47158.6817681212,46645.2043152843,45433.5852783024,45313.1653380655,45243.7437651735,44859.3966251044,44920.1338022416,45274.4009125875,45300.1166189443,45448.8333062148,45822.7698589396
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,32737.7515626755,31749.5728590554,28915.3484101007,27574.2014866853,26776.8500137376,26261.8596176514,25049.2659993852,24927.8825065587,24860.0380573263,24474.2667350546,24536.0585781652,24890.143184917,24915.3731653085,25063.7666581627,25436.6021334128
